x1,y1,theta1,hue1,sat1,x2,y2,theta2,hue2,sat2,x3,y3,theta3,hue3,sat3
-0.115375,0.020635,0.521107,0.222818,0.309806,-0.268778,-0.178425,0.249463,0.333153,0.567619,-0.006842,-0.220254,0.536894,0.478724,0.417714
-0.109716,0.030579,0.520990,0.191777,0.312654,-0.262314,-0.168731,0.247827,0.329926,0.568901,-0.000519,-0.207720,0.539317,0.481381,0.405262
-0.105069,0.040220,0.516335,0.163107,0.332761,-0.256167,-0.159269,0.241469,0.327615,0.562507,0.005578,-0.196776,0.539109,0.486274,0.404757
-0.100211,0.048160,0.516833,0.156525,0.330032,-0.249102,-0.151352,0.242464,0.326895,0.552662,0.012058,-0.187114,0.538736,0.497723,0.388224
-0.094929,0.055293,0.513075,0.145218,0.348421,-0.242861,-0.144100,0.240913,0.324802,0.555784,0.018242,-0.179282,0.540851,0.501673,0.399407
-0.089305,0.062528,0.506193,0.129297,0.345255,-0.236892,-0.137767,0.235482,0.324569,0.559963,0.023952,-0.171755,0.541001,0.509895,0.370175
-0.082727,0.066414,0.500182,0.125662,0.333894,-0.229477,-0.131616,0.233612,0.321373,0.561111,0.029984,-0.165410,0.541594,0.514830,0.352860
-0.077738,0.068785,0.501384,0.109457,0.323997,-0.222661,-0.127830,0.230737,0.320791,0.546857,0.035717,-0.160898,0.538999,0.518626,0.346620
-0.073132,0.071672,0.494175,0.096252,0.315118,-0.216311,-0.124465,0.226747,0.319961,0.537274,0.042073,-0.157537,0.531906,0.520522,0.354829
-0.068911,0.074854,0.483909,0.087793,0.310676,-0.209705,-0.122029,0.221823,0.319858,0.520761,0.048005,-0.153960,0.525809,0.524307,0.344706
-0.065421,0.077490,0.475476,0.083431,0.308831,-0.204112,-0.118735,0.218652,0.320828,0.522687,0.052551,-0.151585,0.521946,0.530959,0.343154
-0.061624,0.079199,0.473868,0.078172,0.306413,-0.198401,-0.117489,0.215434,0.323361,0.520499,0.055656,-0.149722,0.521043,0.541875,0.344628
-0.057181,0.080837,0.473870,0.072912,0.306377,-0.193040,-0.115350,0.209066,0.323475,0.506612,0.059866,-0.147600,0.517461,0.538893,0.347321
-0.053196,0.082814,0.470114,0.064112,0.303696,-0.187814,-0.113505,0.201301,0.325857,0.487535,0.065284,-0.145235,0.514511,0.548591,0.341281
-0.048865,0.084443,0.467508,0.055861,0.301530,-0.182769,-0.110835,0.192219,0.325145,0.481019,0.070556,-0.142452,0.510802,0.556845,0.331070
-0.045008,0.085980,0.469115,0.045798,0.290591,-0.177821,-0.109464,0.190646,0.326629,0.486415,0.075070,-0.139986,0.508421,0.559575,0.331232
-0.040965,0.088177,0.465669,0.042970,0.289547,-0.172715,-0.108858,0.189298,0.330147,0.487657,0.079567,-0.138278,0.509673,0.561185,0.332619
-0.038516,0.090372,0.462653,0.041830,0.288384,-0.167859,-0.107704,0.187087,0.333062,0.490178,0.083131,-0.136546,0.512237,0.565473,0.333945
