x,y,theta,hue_rad,saturation,is_anomaly
0.046716,0.152028,0.137444,5.901859,0.386085,0
-0.086768,-0.096584,0.083456,2.361177,0.376651,0
0.177205,-0.060919,0.111990,4.396477,0.362259,0
0.046640,0.151968,0.140284,5.901859,0.386085,0
-0.086887,-0.096495,0.084275,2.359085,0.375857,0
0.177209,-0.060891,0.113705,4.402395,0.363959,0
0.046701,0.152016,0.139026,5.901859,0.386085,0
-0.086756,-0.096618,0.083394,2.361730,0.377417,0
0.177244,-0.060951,0.111922,4.402395,0.363959,0
0.046536,0.152228,0.138623,5.900012,0.385801,0
-0.086905,-0.096483,0.084277,2.359085,0.375857,0
0.177175,-0.060887,0.113545,4.402351,0.363923,0
0.046765,0.151863,0.138165,5.900012,0.385801,0
-0.086776,-0.096711,0.084471,2.361730,0.377417,0
0.177234,-0.060961,0.112264,4.402395,0.363959,0
0.046744,0.152031,0.139213,5.900012,0.385801,0
-0.086890,-0.096484,0.083982,2.363439,0.375933,0
0.177200,-0.060895,0.113668,4.402395,0.363959,0
0.046689,0.151867,0.139942,5.905371,0.384725,0
-0.086801,-0.096666,0.084398,2.361730,0.377417,0
0.177175,-0.060912,0.112301,4.402351,0.363923,0
0.046609,0.152129,0.138150,5.901859,0.386085,0
-0.086856,-0.096535,0.083903,2.359638,0.376623,0
0.177119,-0.060843,0.112840,4.402395,0.363959,0
0.046685,0.151915,0.139547,5.901859,0.386085,0
-0.086844,-0.096556,0.083984,2.356867,0.377089,0
0.177149,-0.060898,0.112410,4.402351,0.363923,0
0.046639,0.152068,0.137729,5.901859,0.386085,0
-0.086835,-0.096531,0.084073,2.363439,0.375933,0
0.177165,-0.060872,0.112344,4.402351,0.363923,0
0.046640,0.151912,0.140117,5.901859,0.386085,0
-0.086854,-0.096515,0.084083,2.363986,0.376700,0
0.177107,-0.060850,0.113008,4.402351,0.363923,0
0.046686,0.151953,0.140604,5.901859,0.386085,0
-0.086823,-0.096547,0.083220,2.363986,0.376700,0
0.177161,-0.060859,0.112582,4.402351,0.363923,0
0.046704,0.151907,0.140141,5.900012,0.385801,0
-0.086821,-0.096564,0.084123,2.361353,0.375135,0
0.177187,-0.060897,0.112397,4.402351,0.363923,0
0.046699,0.151949,0.140397,5.901859,0.386085,0
-0.086842,-0.096544,0.084241,2.363012,0.376923,0
0.177145,-0.060860,0.112473,4.402351,0.363923,0
0.046672,0.152070,0.137312,5.901859,0.386085,0
-0.086828,-0.096538,0.083870,2.360191,0.377390,0
0.177183,-0.060929,0.112220,4.402351,0.363923,0
0.046689,0.152001,0.139010,5.900012,0.385801,0
-0.086855,-0.096560,0.084204,2.363986,0.376700,0
0.177141,-0.060881,0.112703,4.398424,0.363889,0
0.046673,0.152100,0.137837,5.905371,0.384725,0
-0.086833,-0.096591,0.083282,2.361906,0.375902,0
0.177189,-0.060855,0.112370,4.398424,0.363889,0
0.046755,0.151909,0.140021,5.901859,0.386085,0
-0.086842,-0.096581,0.083942,2.359122,0.376370,0
0.177169,-0.060890,0.112605,4.402351,0.363923,0
0.046572,0.152241,0.138279,5.901859,0.386085,0
-0.086896,-0.096460,0.083743,2.361906,0.375902,0
0.177198,-0.060872,0.113705,4.402351,0.363923,0
0.046698,0.151989,0.139029,5.901859,0.386085,0
-0.086756,-0.096621,0.083623,2.365280,0.376202,0
0.177256,-0.060940,0.112079,4.402351,0.363923,0
0.046620,0.151986,0.140875,5.901859,0.386085,0
-0.086898,-0.096514,0.083861,2.362453,0.376671,0
0.177190,-0.060898,0.113595,4.398424,0.363889,0
0.046737,0.151839,0.139329,5.901859,0.386085,0
-0.086872,-0.096563,0.083453,2.361906,0.375902,0
0.177165,-0.060862,0.112736,4.398424,0.363889,0
0.046745,0.151831,0.139273,5.901859,0.386085,0
-0.086839,-0.096583,0.084140,2.362453,0.376671,0
0.177170,-0.060892,0.112511,4.398424,0.363889,0
0.046670,0.152151,0.138266,5.903989,0.386369,0
-0.086794,-0.096520,0.083444,2.362453,0.376671,0
0.177183,-0.060884,0.112152,4.398424,0.363889,0
0.046637,0.151956,0.140684,5.903989,0.386369,0
-0.086848,-0.096569,0.083842,2.359814,0.375101,0
0.177119,-0.060892,0.112462,4.398424,0.363889,0
0.046651,0.152105,0.137588,5.901859,0.386085,0
-0.086833,-0.096512,0.084018,2.362453,0.376671,0
0.177176,-0.060853,0.112402,4.398424,0.363889,0
0.046658,0.151902,0.139784,5.901859,0.386085,0
-0.086894,-0.096606,0.085235,2.359675,0.377139,0
0.177062,-0.060863,0.113049,4.398424,0.363889,0
0.046679,0.152137,0.138270,5.903989,0.386369,0
-0.086778,-0.096527,0.083282,2.362453,0.376671,0
0.177222,-0.060874,0.112292,4.395352,0.362631,0
0.608856,0.137511,0.095316,4.926872,0.683203,0
0.431995,-0.127897,0.017538,4.384093,0.557313,0
0.701471,-0.114078,0.095215,4.555542,0.638355,0
0.608856,0.137511,0.095316,4.926872,0.683203,0
0.431995,-0.127897,0.017538,4.384093,0.557313,0
0.701471,-0.114078,0.095215,4.555542,0.638355,0
0.601989,0.142044,0.130371,4.921808,0.699611,0
0.425780,-0.120335,0.059767,4.392713,0.575569,0
0.696426,-0.107792,0.109421,4.553481,0.650161,0
0.580715,0.155269,0.181313,4.942291,0.682738,0
0.404763,-0.102228,0.086558,4.392713,0.575569,0
0.679065,-0.088937,0.139985,4.544069,0.660410,0
0.548346,0.175316,0.202462,4.942291,0.682738,0
0.376462,-0.078590,0.084359,4.412624,0.579050,0
0.652832,-0.063238,0.152375,4.577401,0.643992,0
0.519534,0.187610,0.190652,4.942291,0.682738,0
0.351431,-0.066521,0.080773,4.462683,0.574442,0
0.629403,-0.050218,0.142789,4.604639,0.628082,0
0.486763,0.210953,0.194133,5.004739,0.644278,0
0.327689,-0.037667,0.084996,4.490448,0.480329,0
0.603775,-0.022399,0.145178,4.637632,0.706687,0
0.459044,0.232022,0.191508,5.085799,0.622535,0
0.304321,-0.013498,0.115182,4.548567,0.476676,0
0.582363,0.005534,0.154441,4.688928,0.612206,0
0.428278,0.230052,0.177327,5.126551,0.620488,0
0.276621,-0.017314,0.126111,4.643400,0.416585,0
0.556016,0.007750,0.154414,4.735191,0.618807,0
0.400535,0.226659,0.178979,5.145922,0.600944,0
0.252019,-0.021816,0.123541,4.643400,0.416585,0
0.530584,0.006037,0.157107,4.690059,0.574673,0
0.365583,0.220105,0.179448,5.145922,0.600944,0
0.222026,-0.030777,0.126016,4.604934,0.407463,0
0.499981,0.001015,0.155748,4.703988,0.580542,0
0.337801,0.213009,0.177039,5.203093,0.570060,0
0.199226,-0.039522,0.121628,4.572739,0.375879,0
0.475537,-0.003353,0.159062,4.667502,0.556699,0
0.308305,0.206905,0.189801,5.266296,0.547302,0
0.172713,-0.045346,0.130858,4.514004,0.350108,0
0.447965,-0.008333,0.161427,4.652906,0.515528,0
0.284571,0.199729,0.197488,5.266296,0.547302,0
0.150418,-0.053191,0.128757,4.440817,0.345214,0
0.424680,-0.016193,0.158801,4.655884,0.499745,0
0.262851,0.191837,0.200154,5.357760,0.525273,0
0.131074,-0.059924,0.137043,4.402898,0.342893,0
0.403828,-0.023472,0.156632,4.622847,0.496109,0
0.240989,0.184697,0.199569,5.357760,0.525273,0
0.111253,-0.066747,0.139671,4.294168,0.361861,0
0.382063,-0.028981,0.156874,4.609131,0.489125,0
0.215778,0.177400,0.197489,5.468501,0.503812,0
0.087351,-0.074175,0.138808,4.198795,0.382784,0
0.357519,-0.035235,0.153491,4.609131,0.489125,0
0.190241,0.173173,0.203094,5.468501,0.503812,0
0.062899,-0.078674,0.142366,4.030657,0.372191,0
0.333055,-0.038455,0.149728,4.570867,0.446190,0
0.159800,0.170601,0.200286,5.576226,0.465943,0
0.033473,-0.082039,0.136859,3.885132,0.338447,0
0.303740,-0.038866,0.151797,4.563911,0.419369,0
0.130790,0.167970,0.200777,5.576226,0.465943,0
0.005741,-0.085010,0.134608,3.547424,0.340884,0
0.276368,-0.040809,0.145678,4.549918,0.398688,0
0.108426,0.165100,0.205267,5.725848,0.403509,0
-0.013575,-0.087650,0.139244,3.246836,0.358180,0
0.255585,-0.044608,0.151689,4.533438,0.408156,0
0.088428,0.163286,0.207544,5.725848,0.403509,0
-0.032352,-0.088438,0.134921,3.035539,0.354376,0
0.235743,-0.046166,0.155973,4.503542,0.391069,0
0.076728,0.164279,0.195351,5.753217,0.404809,0
-0.041688,-0.082892,0.137067,2.751796,0.355632,0
0.224570,-0.043698,0.153295,4.512502,0.367183,0
0.068029,0.164198,0.186789,5.753217,0.404809,0
-0.053014,-0.082075,0.131374,2.633918,0.340295,0
0.214153,-0.043210,0.150577,4.484360,0.356715,0
0.062675,0.163286,0.190033,5.822333,0.404798,0
-0.060242,-0.082271,0.135774,2.520971,0.331744,0
0.205706,-0.044711,0.150659,4.497133,0.358574,0
0.056963,0.161183,0.204125,5.822333,0.404798,0
-0.066654,-0.083027,0.137783,2.474331,0.347021,0
0.197176,-0.047237,0.153837,4.498233,0.370614,0
0.050900,0.159501,0.213231,5.881476,0.390116,0
-0.072331,-0.084778,0.139660,2.433226,0.359327,0
0.190264,-0.049906,0.154515,4.455828,0.368545,0
0.046947,0.158611,0.216989,5.881476,0.390116,0
-0.077051,-0.085112,0.136498,2.400240,0.354361,0
0.184438,-0.050759,0.155867,4.446591,0.368804,0
0.045574,0.158270,0.217267,5.931277,0.390845,0
-0.079996,-0.085040,0.131194,2.345425,0.356498,0
0.180979,-0.051317,0.155412,4.454722,0.358116,0
0.044124,0.157819,0.220636,5.931277,0.390845,0
-0.083329,-0.085695,0.131879,2.337559,0.360670,0
0.177808,-0.051997,0.161942,4.446070,0.360319,0
0.043439,0.157010,0.225707,5.938421,0.392125,0
-0.084272,-0.086383,0.137413,2.313450,0.368680,0
0.176032,-0.052853,0.168649,4.428414,0.361255,0
0.043319,0.157058,0.226049,5.934896,0.392990,0
-0.084685,-0.086642,0.139078,2.307154,0.373722,0
0.174847,-0.053507,0.174761,4.415358,0.361762,0
0.043326,0.157065,0.225871,5.935361,0.392709,0
-0.084850,-0.086761,0.139282,2.299526,0.374908,0
0.174818,-0.053508,0.176158,4.419285,0.362673,0
0.043383,0.157046,0.226368,5.937183,0.393253,0
-0.084803,-0.086782,0.139468,2.301839,0.375949,0
0.174840,-0.053573,0.175183,4.416514,0.361384,0
0.043337,0.157081,0.226384,5.937183,0.393253,0
-0.084859,-0.086755,0.139333,2.300626,0.374922,0
0.174820,-0.053527,0.175844,4.421974,0.363213,0
0.043436,0.157001,0.227239,5.937183,0.393253,0
-0.084794,-0.086830,0.139288,2.301763,0.374526,0
0.174879,-0.053598,0.174864,4.421974,0.363213,0
0.043358,0.157071,0.226434,5.937183,0.393253,0
-0.084854,-0.086732,0.139378,2.299596,0.375670,0
0.174807,-0.053565,0.175494,4.416514,0.361384,0
0.043327,0.157088,0.226335,5.937183,0.393253,0
-0.084794,-0.086770,0.139402,2.304503,0.374492,0
0.174790,-0.053526,0.175369,4.416514,0.361384,0
0.043399,0.156938,0.226603,5.937183,0.393253,0
-0.084770,-0.086779,0.139569,2.299520,0.374231,0
0.174845,-0.053545,0.174683,4.418154,0.363051,0
0.043430,0.156998,0.224580,5.935361,0.392709,0
-0.084858,-0.086722,0.139950,2.300104,0.374948,0
0.174798,-0.053561,0.175699,4.416514,0.361384,0
0.043411,0.157015,0.227245,5.935361,0.392709,0
-0.084817,-0.086712,0.140330,2.295153,0.374686,0
0.174839,-0.053536,0.174963,4.416514,0.361384,0
0.043377,0.157024,0.225659,5.936988,0.392991,0
-0.084858,-0.086784,0.139672,2.300042,0.373491,0
0.174829,-0.053539,0.175332,4.416476,0.361431,0
0.043436,0.156973,0.227086,5.940557,0.392292,0
-0.084764,-0.086871,0.139541,2.297817,0.372787,0
0.174887,-0.053619,0.175158,4.419285,0.362673,0
0.043261,0.157150,0.226529,5.940557,0.392292,0
-0.084899,-0.086713,0.139255,2.295662,0.373941,0
0.174744,-0.053418,0.176257,4.419285,0.362673,0
0.043436,0.156911,0.226351,5.942121,0.392572,0
-0.084785,-0.086846,0.139329,2.298999,0.374225,0
0.174915,-0.053644,0.174165,4.419285,0.362673,0
0.043264,0.157083,0.225700,5.942121,0.392572,0
-0.084844,-0.086785,0.139634,2.300576,0.372734,0
0.174783,-0.053525,0.174818,4.419285,0.362673,0
0.043356,0.156999,0.227687,5.936724,0.393536,0
-0.084899,-0.086785,0.139327,2.298402,0.373892,0
0.174831,-0.053618,0.174502,4.419260,0.362722,0
0.043382,0.157062,0.226264,5.933526,0.392709,0
-0.084809,-0.086806,0.139640,2.296184,0.373179,0
0.174842,-0.053524,0.175965,4.419260,0.362722,0
0.043322,0.156990,0.225107,5.934896,0.392990,0
-0.084854,-0.086751,0.139266,2.293960,0.372464,0
0.174847,-0.053564,0.175873,4.413699,0.360955,0
0.043422,0.156944,0.225066,5.934896,0.392990,0
-0.084805,-0.086814,0.139642,2.298351,0.372403,0
0.174924,-0.053638,0.174163,4.413699,0.360955,0
0.043286,0.157123,0.226367,5.934896,0.392990,0
-0.084869,-0.086750,0.139494,2.294544,0.373185,0
0.174826,-0.053505,0.176056,4.416539,0.362194,0
0.043403,0.156979,0.227290,5.936511,0.393273,0
-0.084796,-0.086833,0.139816,2.291830,0.373624,0
0.174849,-0.053507,0.175711,4.420378,0.362344,0
0.043360,0.157017,0.225632,5.936511,0.393273,0
-0.084838,-0.086764,0.140084,2.296712,0.372403,0
0.174793,-0.053495,0.175761,4.420378,0.362344,0
0.043356,0.157028,0.225677,5.940105,0.392572,0
-0.084852,-0.086816,0.139577,2.296712,0.372403,0
0.174798,-0.053528,0.176173,4.420378,0.362344,0
0.043346,0.157089,0.226305,5.941656,0.392853,0
-0.084881,-0.086729,0.139173,2.296712,0.372403,0
0.174771,-0.053492,0.175716,4.420378,0.362344,0
0.043446,0.156889,0.226205,5.936511,0.393273,0
-0.084806,-0.086852,0.139929,2.296712,0.372403,0
0.174843,-0.053620,0.175270,4.420353,0.362394,0
0.043254,0.157149,0.226323,5.938264,0.392024,0
-0.084867,-0.086705,0.140049,2.293985,0.372844,0
0.174718,-0.053420,0.176305,4.420353,0.362394,0
0.043484,0.156962,0.225890,5.938264,0.392024,0
-0.084736,-0.086916,0.138828,2.293985,0.372844,0
0.175045,-0.053773,0.173828,4.423073,0.363640,0
0.043220,0.157099,0.225757,5.940105,0.392572,0
-0.084903,-0.086739,0.139046,2.291295,0.373285,0
0.174719,-0.053474,0.175474,4.423073,0.363640,0
0.043438,0.156967,0.226768,5.934431,0.393269,0
-0.084772,-0.086823,0.139477,2.293985,0.372844,0
0.174866,-0.053518,0.175775,4.417645,0.361864,0
0.043357,0.157043,0.225964,5.933074,0.392986,0
-0.084870,-0.086788,0.139742,2.296712,0.372403,0
0.174826,-0.053626,0.174848,4.417626,0.361912,0
0.043346,0.157085,0.226128,5.938264,0.392024,0
-0.084833,-0.086763,0.140304,2.294487,0.371679,0
0.174766,-0.053466,0.175680,4.417626,0.361912,0
0.043396,0.156998,0.225898,5.934431,0.393269,0
-0.084819,-0.086793,0.139489,2.293985,0.372844,0
0.174825,-0.053558,0.175592,4.417626,0.361912,0
0.043292,0.157119,0.226109,5.934431,0.393269,0
-0.084891,-0.086739,0.139861,2.296712,0.372403,0
0.174786,-0.053447,0.175942,4.417626,0.361912,0
0.043420,0.156932,0.226519,5.938264,0.392024,0
-0.084809,-0.086832,0.139216,2.293985,0.372844,0
0.174839,-0.053514,0.176353,4.417626,0.361912,0
0.043366,0.157058,0.226220,5.938264,0.392024,0
-0.084858,-0.086829,0.139620,2.293985,0.372844,0
0.174821,-0.053605,0.174314,4.417525,0.361961,0
0.043407,0.156903,0.226256,5.934431,0.393269,0
-0.084832,-0.086792,0.139382,2.298351,0.372403,0
0.174831,-0.053504,0.176718,4.424142,0.363313,0
0.043375,0.157070,0.226011,5.934431,0.393269,0
-0.084835,-0.086850,0.139674,2.296127,0.371681,0
0.174788,-0.053550,0.175483,4.417525,0.361961,0
0.043388,0.157094,0.226614,5.934431,0.393269,0
-0.084825,-0.086792,0.139604,2.293985,0.372844,0
0.174834,-0.053466,0.175983,4.418738,0.361534,0
0.043414,0.156926,0.224616,5.934431,0.393269,0
-0.084859,-0.086764,0.139370,2.296712,0.372403,0
0.174813,-0.053585,0.175100,4.418738,0.361534,0
0.043245,0.157255,0.225514,5.934431,0.393269,0
-0.084880,-0.086773,0.139853,2.293985,0.372844,0
0.174786,-0.053454,0.176251,4.418738,0.361534,0
0.043326,0.157020,0.225809,5.933074,0.392986,0
-0.084828,-0.086801,0.139318,2.296712,0.372403,0
0.174848,-0.053629,0.174503,4.418738,0.361534,0
0.043435,0.156919,0.224906,5.934431,0.393269,0
-0.084787,-0.086871,0.139297,2.295134,0.373907,0
0.174946,-0.053641,0.173990,4.418738,0.361534,0
0.043232,0.157091,0.226055,5.934431,0.393269,0
-0.084886,-0.086729,0.138929,2.296712,0.372403,0
0.174743,-0.053476,0.176164,4.418732,0.361582,0
0.043442,0.156977,0.227234,5.936027,0.393551,0
-0.084777,-0.086870,0.139814,2.296712,0.372403,0
0.174891,-0.053603,0.175117,4.418738,0.361534,0
0.043287,0.157166,0.226586,5.936027,0.393551,0
-0.084860,-0.086745,0.139661,2.295134,0.373907,0
0.174814,-0.053506,0.175829,4.418738,0.361534,0
0.043487,0.157080,0.226635,5.936027,0.393551,0
-0.084793,-0.086835,0.139449,2.299476,0.371962,0
0.174881,-0.053541,0.176055,4.418738,0.361534,0
0.043349,0.157079,0.226228,5.932584,0.392724,0
-0.084867,-0.086748,0.139087,2.296712,0.372403,0
0.174792,-0.053522,0.175588,4.418738,0.361534,0
0.043383,0.156977,0.227551,5.936473,0.392020,0
-0.084849,-0.086807,0.139511,2.295134,0.373907,0
0.174783,-0.053567,0.175557,4.418738,0.361534,0
0.043454,0.156936,0.225023,5.939652,0.392849,0
-0.084811,-0.086791,0.139770,2.295134,0.373907,0
0.174927,-0.053641,0.174192,4.421452,0.362877,0
0.043330,0.157043,0.226079,5.937799,0.392300,0
-0.084864,-0.086782,0.139562,2.299476,0.371962,0
0.174827,-0.053558,0.175898,4.418732,0.361582,0
0.043454,0.156917,0.224633,5.932621,0.393261,0
-0.084786,-0.086825,0.139483,2.295134,0.373907,0
0.174937,-0.053607,0.174708,4.418732,0.361582,0
0.043270,0.157131,0.226523,5.937799,0.392300,0
-0.084880,-0.086755,0.139489,2.296712,0.372403,0
0.174803,-0.053500,0.175784,4.418732,0.361582,0
0.043437,0.156987,0.225711,5.933966,0.393544,0
-0.084774,-0.086881,0.139471,2.296712,0.372403,0
0.174874,-0.053606,0.175746,4.418732,0.361582,0
0.043333,0.157194,0.226688,5.937799,0.392300,0
-0.084904,-0.086707,0.139534,2.296203,0.373564,0
0.174774,-0.053479,0.175737,4.418732,0.361582,0
0.043379,0.156995,0.226101,5.937799,0.392300,0
-0.084824,-0.086871,0.139791,2.296203,0.373564,0
0.174886,-0.053685,0.174318,4.421452,0.362877,0
0.043351,0.157140,0.225814,5.933966,0.393544,0
-0.084869,-0.086739,0.140032,2.295134,0.373907,0
0.174822,-0.053445,0.175854,4.421452,0.362877,0
0.043442,0.156902,0.226601,5.937799,0.392300,0
-0.084821,-0.086819,0.139637,2.295134,0.373907,0
0.174841,-0.053618,0.175565,4.415999,0.361062,0
0.043392,0.156973,0.226834,5.937799,0.392300,0
-0.084854,-0.086799,0.139587,2.295134,0.373907,0
0.174816,-0.053444,0.175899,4.415999,0.361062,0
0.043426,0.157000,0.227510,5.932621,0.393261,0
-0.084844,-0.086771,0.139617,2.295134,0.373907,0
0.174801,-0.053548,0.175697,4.415999,0.361062,0
0.043402,0.157029,0.227030,5.933966,0.393544,0
-0.084791,-0.086861,0.139807,2.296127,0.371681,0
0.174854,-0.053608,0.174950,4.415999,0.361109,0
0.043328,0.157089,0.226350,5.937799,0.392300,0
-0.084879,-0.086762,0.139089,2.293400,0.372122,0
0.174779,-0.053459,0.175990,4.415999,0.361109,0
0.043414,0.156906,0.224899,5.937799,0.392300,0
-0.084811,-0.086881,0.139683,2.296203,0.373564,0
0.174831,-0.053631,0.175362,4.415999,0.361109,0
0.043398,0.157031,0.227558,5.932621,0.393261,0
-0.084849,-0.086737,0.139715,2.293400,0.372122,0
0.174799,-0.053495,0.175226,4.419831,0.361204,0
0.043436,0.156954,0.227051,5.937799,0.392300,0
-0.084828,-0.086814,0.139418,2.296127,0.371681,0
0.174833,-0.053606,0.175297,4.415999,0.361109,0
0.043257,0.157160,0.226580,5.937799,0.392300,0
-0.084821,-0.086770,0.140133,2.293400,0.372122,0
0.174858,-0.053506,0.174717,4.415999,0.361109,0
0.043398,0.157045,0.226055,5.932621,0.393261,0
-0.084798,-0.086810,0.139446,2.293400,0.372122,0
0.174921,-0.053633,0.173763,4.419825,0.361253,0
0.043289,0.157069,0.226111,5.937799,0.392300,0
-0.084884,-0.086802,0.139699,2.296127,0.371681,0
0.174788,-0.053558,0.175787,4.415999,0.361109,0
0.043454,0.156970,0.226438,5.937799,0.392300,0
-0.084795,-0.086803,0.139253,2.298936,0.373124,0
0.174871,-0.053565,0.174724,4.419825,0.361253,0
0.043236,0.157142,0.226406,5.932621,0.393261,0
-0.084892,-0.086755,0.139010,2.291830,0.373624,0
0.174794,-0.053570,0.175469,4.419825,0.361253,0
0.043487,0.156938,0.225689,5.937799,0.392300,0
-0.084707,-0.086835,0.139248,2.296127,0.371681,0
0.175049,-0.053709,0.173083,4.419831,0.361204,0
0.609011,0.138098,0.068245,4.926331,0.683775,0
0.443887,-0.121975,0.102541,4.394887,0.617527,0
0.709591,-0.119584,0.047220,4.541248,0.647493,0
0.609078,0.138151,0.067116,4.926331,0.683775,0
0.443894,-0.121993,0.103809,4.399983,0.617506,0
0.709656,-0.119612,0.046553,4.543252,0.647480,0
0.604217,0.142516,0.094760,4.926331,0.683775,0
0.438494,-0.114880,0.109730,4.402653,0.593064,0
0.705100,-0.110978,0.058280,4.551257,0.654041,0
0.581171,0.162059,0.143209,4.934550,0.735335,0
0.415491,-0.088323,0.132260,4.402653,0.593064,0
0.686703,-0.084420,0.083270,4.568661,0.649678,0
0.558118,0.183979,0.164081,4.966380,0.674619,0
0.393654,-0.062818,0.138583,4.505741,0.487490,0
0.668730,-0.058570,0.096617,4.603633,0.671537,0
0.527565,0.208338,0.163918,5.013134,0.748764,0
0.364602,-0.035909,0.161027,4.505741,0.487490,0
0.643612,-0.030302,0.118317,4.603633,0.671537,0
0.499197,0.207463,0.148521,5.013134,0.748764,0
0.340535,-0.041873,0.185104,4.589138,0.453338,0
0.620784,-0.031665,0.117552,4.652579,0.704368,0
0.463550,0.201972,0.158878,5.038185,0.650033,0
0.312249,-0.049175,0.178598,4.589138,0.453338,0
0.589459,-0.033077,0.119621,4.658247,0.624455,0
0.435245,0.196639,0.161612,5.071266,0.653303,0
0.288098,-0.053930,0.184306,4.537484,0.444500,0
0.563920,-0.035810,0.113921,4.658247,0.624455,0
0.403577,0.192108,0.168817,5.095651,0.636963,0
0.260258,-0.059660,0.183702,4.513897,0.413329,0
0.535117,-0.036586,0.119557,4.640214,0.575022,0
0.372815,0.188828,0.169049,5.100225,0.580358,0
0.233043,-0.065276,0.182966,4.412599,0.407105,0
0.506711,-0.037776,0.124150,4.608691,0.548732,0
0.341758,0.185081,0.171439,5.110466,0.557237,0
0.205694,-0.071109,0.183689,4.412599,0.407105,0
0.477532,-0.039743,0.122972,4.608691,0.548732,0
0.311222,0.181978,0.169281,5.144151,0.540584,0
0.178736,-0.075491,0.176296,4.365494,0.371615,0
0.449170,-0.039895,0.120987,4.586323,0.519874,0
0.281450,0.177479,0.173054,5.218776,0.523767,0
0.151250,-0.080546,0.173805,4.365494,0.371615,0
0.421584,-0.042401,0.122297,4.582283,0.499452,0
0.253053,0.170761,0.174577,5.246190,0.512226,0
0.124921,-0.086428,0.177391,4.129108,0.396790,0
0.394715,-0.048283,0.120762,4.583031,0.512402,0
0.223607,0.166018,0.174765,5.262821,0.515677,0
0.096200,-0.089703,0.180441,4.129108,0.396790,0
0.366796,-0.051350,0.124289,4.561391,0.491207,0
0.194615,0.165064,0.156884,5.371030,0.497569,0
0.068361,-0.086813,0.178905,3.859641,0.343578,0
0.338088,-0.048132,0.117849,4.555969,0.470959,0
0.167363,0.162925,0.141597,5.468935,0.481731,0
0.042749,-0.088064,0.175005,3.859641,0.343578,0
0.309905,-0.047771,0.108263,4.553016,0.435855,0
0.146326,0.158839,0.153088,5.544930,0.469261,0
0.024987,-0.092155,0.178974,3.653094,0.339534,0
0.290184,-0.051446,0.113508,4.526262,0.412278,0
0.125304,0.154271,0.160043,5.528732,0.454490,0
0.003117,-0.096445,0.173710,3.461218,0.356188,0
0.269220,-0.055151,0.111915,4.504642,0.411211,0
0.104751,0.151913,0.157578,5.626561,0.424916,0
-0.019069,-0.098840,0.169800,3.021665,0.368639,0
0.247382,-0.057276,0.112459,4.507909,0.402808,0
0.086220,0.151574,0.149821,5.686358,0.414493,0
-0.037242,-0.096598,0.165502,3.021665,0.368639,0
0.228269,-0.057172,0.108811,4.468030,0.419652,0
0.074329,0.152784,0.132774,5.695431,0.401334,0
-0.047552,-0.092043,0.170847,2.635997,0.338253,0
0.216827,-0.055709,0.098847,4.465466,0.386202,0
0.067258,0.152117,0.127957,5.745684,0.398821,0
-0.055609,-0.090573,0.177588,2.635997,0.338253,0
0.206720,-0.055579,0.092096,4.458731,0.372701,0
0.061516,0.150366,0.136481,5.790873,0.401757,0
-0.062883,-0.092207,0.177091,2.562823,0.344422,0
0.199874,-0.058099,0.098329,4.458511,0.364306,0
0.054551,0.148945,0.144102,5.812650,0.392273,0
-0.071629,-0.093455,0.174905,2.453929,0.357295,0
0.191623,-0.060633,0.099008,4.452114,0.370127,0
0.051400,0.148635,0.148932,5.812650,0.392273,0
-0.075538,-0.093502,0.167761,2.453929,0.357295,0
0.185685,-0.061456,0.102008,4.423809,0.369295,0
0.049512,0.148755,0.147833,5.865171,0.388877,0
-0.078248,-0.093377,0.163248,2.406202,0.365531,0
0.181579,-0.061255,0.099859,4.385337,0.360859,0
0.047022,0.148799,0.150006,5.871323,0.390251,0
-0.081512,-0.092987,0.157498,2.406202,0.365531,0
0.177781,-0.061404,0.100738,4.372619,0.360163,0
0.046529,0.148987,0.147198,5.871323,0.390251,0
-0.082750,-0.092638,0.151881,2.384481,0.364821,0
0.176360,-0.061276,0.098088,4.385085,0.362340,0
0.046117,0.149015,0.143824,5.871649,0.392425,0
-0.084106,-0.092100,0.143802,2.371940,0.365714,0
0.174936,-0.060816,0.091212,4.400850,0.358954,0
0.045994,0.149094,0.143867,5.874483,0.392721,0
-0.085309,-0.091523,0.138583,2.353141,0.369759,0
0.173092,-0.060764,0.089011,4.408698,0.357374,0
0.045791,0.149150,0.142454,5.874483,0.392721,0
-0.085402,-0.091556,0.138400,2.334706,0.373449,0
0.171919,-0.061515,0.095928,4.408113,0.355397,0
0.045541,0.149380,0.141847,5.866579,0.393514,0
-0.085468,-0.091391,0.138308,2.336428,0.373705,0
0.171354,-0.061659,0.098279,4.412832,0.354185,0
0.045701,0.149157,0.141483,5.874483,0.392721,0
-0.085368,-0.091568,0.138261,2.334272,0.372900,0
0.171533,-0.061852,0.098366,4.412832,0.354185,0
0.045536,0.149381,0.141973,5.871687,0.393877,0
-0.085549,-0.091337,0.139069,2.340518,0.372722,0
0.171363,-0.061637,0.097945,4.413906,0.353828,0
0.045651,0.149201,0.141496,5.871687,0.393877,0
-0.085443,-0.091510,0.138616,2.334832,0.373666,0
0.171476,-0.061823,0.098520,4.411016,0.353399,0
0.045543,0.149371,0.142061,5.870669,0.393352,0
-0.085473,-0.091441,0.138196,2.332677,0.372859,0
