x,y,theta,hue_rad,saturation,is_anomaly
-0.128027,-0.076301,0.112713,2.056820,0.449740,0
0.124836,-0.105858,0.655093,4.023570,0.370599,0
-0.000372,0.119173,0.384949,6.189428,0.391941,0
-0.127986,-0.076469,0.112671,2.056820,0.449740,0
0.124891,-0.105902,0.655286,4.015232,0.369487,0
-0.000567,0.119039,0.385464,6.189139,0.391739,0
-0.128081,-0.076346,0.112531,2.053433,0.448087,0
0.124840,-0.105874,0.654967,4.015232,0.369487,0
-0.000500,0.119033,0.386427,6.187398,0.391050,0
-0.128062,-0.076390,0.112368,2.056461,0.449257,0
0.124859,-0.105892,0.654988,4.023570,0.370599,0
-0.607144,-0.446882,0.094124,2.236261,0.807682,0
-0.763648,-0.684068,-0.026356,2.222331,0.907360,0
-0.439628,-0.684451,0.066433,2.570539,0.741295,0
-0.606952,-0.446973,0.093894,2.236261,0.807682,0
-0.763540,-0.684089,-0.024564,2.222331,0.907360,0
-0.439456,-0.684517,0.066270,2.570539,0.741295,0
-0.600047,-0.439553,0.139242,2.236261,0.807682,0
-0.759387,-0.680739,-0.008343,2.222331,0.907360,0
-0.433825,-0.677484,0.091669,2.568811,0.739844,0
-0.579458,-0.421650,0.195017,2.229972,0.824495,0
-0.740334,-0.662974,0.027541,2.236424,0.904716,0
-0.418814,-0.659579,0.123212,2.552940,0.729804,0
-0.551666,-0.395976,0.241730,2.230355,0.815631,0
-0.712271,-0.632913,0.070232,2.241457,0.890383,0
-0.396653,-0.634122,0.167322,2.545551,0.729148,0
-0.527886,-0.375279,0.267283,2.231059,0.811815,0
-0.688555,-0.606765,0.092748,2.234533,0.878492,0
-0.378236,-0.612573,0.186144,2.572443,0.704257,0
-0.497784,-0.349567,0.296136,2.220440,0.745633,0
-0.658310,-0.577316,0.119009,2.236129,0.854761,0
-0.354737,-0.586706,0.216043,2.615219,0.679648,0
-0.473922,-0.327692,0.319095,2.229450,0.725588,0
-0.633565,-0.552685,0.142849,2.239082,0.843875,0
-0.335527,-0.565831,0.240976,2.635771,0.655783,0
-0.449132,-0.306140,0.348498,2.241608,0.703351,0
-0.608842,-0.529195,0.165525,2.235205,0.848493,0
-0.315808,-0.545206,0.265926,2.634584,0.657890,0
-0.422702,-0.282183,0.377599,2.244266,0.666408,0
-0.582483,-0.501819,0.181013,2.225800,0.841097,0
-0.293487,-0.522216,0.296903,2.661344,0.629845,0
-0.393530,-0.255229,0.406630,2.214081,0.630592,0
-0.552456,-0.472910,0.197449,2.251755,0.801868,0
-0.268791,-0.496925,0.339218,2.672484,0.649675,0
-0.366922,-0.231330,0.435465,2.185945,0.578310,0
-0.525419,-0.446377,0.219153,2.265126,0.828301,0
-0.246244,-0.474468,0.370566,2.676203,0.607094,0
-0.341487,-0.207116,0.452176,2.158733,0.608860,0
-0.499278,-0.418801,0.233926,2.238831,0.789412,0
-0.224042,-0.451824,0.402317,2.699772,0.566819,0
-0.317329,-0.181930,0.469875,2.136428,0.587649,0
-0.475909,-0.390427,0.237728,2.237700,0.759250,0
