time_s,x_m,y_m
0.000000,-0.005951,0.009881
0.100000,-0.005906,0.009780
0.200000,-0.002707,0.013149
0.300000,0.011061,0.026118
0.400000,0.023240,0.030061
0.500000,0.029991,0.018612
0.600000,0.033192,0.001894
0.700000,0.034663,-0.009815
0.800000,0.031061,-0.024207
0.900000,0.024822,-0.035944
1.000000,0.018656,-0.047189
1.100000,0.012830,-0.053344
1.200000,0.000729,-0.059381
1.300000,-0.013084,-0.065597
1.400000,-0.025112,-0.070739
1.500000,-0.038145,-0.076772
1.600000,-0.052186,-0.080848
1.700000,-0.065664,-0.080432
1.800000,-0.080447,-0.079228
1.900000,-0.094335,-0.077751
2.000000,-0.107725,-0.073725
2.100000,-0.120480,-0.067511
2.200000,-0.132124,-0.060899
2.300000,-0.140909,-0.049175
2.400000,-0.150241,-0.037960
2.500000,-0.159374,-0.027039
2.600000,-0.166456,-0.015528
2.700000,-0.172850,-0.004377
2.800000,-0.176388,0.009176
2.900000,-0.176277,0.023558
3.000000,-0.172008,0.036913
3.100000,-0.166870,0.050393
3.200000,-0.162119,0.063996
3.300000,-0.156291,0.076873
3.400000,-0.149390,0.089443
3.500000,-0.142605,0.101829
3.600000,-0.136017,0.114450
3.700000,-0.127279,0.125955
3.800000,-0.118188,0.137813
3.900000,-0.109796,0.149155
4.000000,-0.100166,0.160159
4.100000,-0.090552,0.170531
4.200000,-0.078344,0.178171
4.300000,-0.065554,0.185517
4.400000,-0.051055,0.188009
4.500000,-0.036536,0.191067
4.600000,-0.022322,0.193465
4.700000,-0.008137,0.194564
4.800000,0.004916,0.195893
4.900000,0.014549,0.196678
5.000000,0.028828,0.195044
5.100000,0.042835,0.190169
5.200000,0.057247,0.186983
5.300000,0.071137,0.182577
5.400000,0.083050,0.177533
5.500000,0.092121,0.173932
5.600000,0.105189,0.166793
5.700000,0.118720,0.159946
5.800000,0.131379,0.154249
5.900000,0.142698,0.145463
6.000000,0.150339,0.133327
6.100000,0.160415,0.123420
6.200000,0.170341,0.112350
6.300000,0.180547,0.102441
6.400000,0.189251,0.091835
6.500000,0.197817,0.082781
6.600000,0.201952,0.076225
6.700000,0.207053,0.063927
6.800000,0.211238,0.049445
6.900000,0.216167,0.035869
7.000000,0.220369,0.021451
7.100000,0.221524,0.007528
7.200000,0.221810,-0.007184
7.300000,0.219945,-0.021736
7.400000,0.218308,-0.035541
7.500000,0.214217,-0.049708
7.600000,0.209574,-0.063199
7.700000,0.205426,-0.076932
7.800000,0.200732,-0.090436
7.900000,0.196126,-0.104055
8.000000,0.197318,-0.115674
8.100000,0.217843,-0.124278
8.200000,0.212251,-0.134631
8.300000,0.200687,-0.145694
8.400000,0.192384,-0.157035
8.500000,0.181861,-0.167627
8.600000,0.171008,-0.177415
8.700000,0.160655,-0.187471
8.800000,0.149947,-0.196810
8.900000,0.138199,-0.205285
9.000000,0.127632,-0.213983
9.100000,0.116385,-0.222085
9.200000,0.105497,-0.228068
9.300000,0.093118,-0.234248
9.400000,0.079548,-0.240409
9.500000,0.065989,-0.245429
9.600000,0.053616,-0.249280
9.700000,0.038281,-0.253712
9.800000,0.026096,-0.257474
9.900000,0.011943,-0.261353
10.000000,-0.003702,-0.264560
10.100000,-0.018587,-0.264918
10.200000,-0.032806,-0.262222
10.300000,-0.047067,-0.258411
10.400000,-0.060785,-0.253448
10.500000,-0.072355,-0.248707
10.600000,-0.086741,-0.243486
10.700000,-0.098852,-0.238704
10.800000,-0.113680,-0.233072
10.900000,-0.126665,-0.226585
11.000000,-0.138515,-0.220240
11.100000,-0.147411,-0.213957
11.200000,-0.158416,-0.203719
11.300000,-0.166088,-0.195186
11.400000,-0.174585,-0.185391
11.500000,-0.183409,-0.175195
11.600000,-0.191173,-0.166146
11.700000,-0.199854,-0.156339
11.800000,-0.208366,-0.146693
11.900000,-0.214787,-0.138457
12.000000,-0.221314,-0.131056
12.100000,-0.227599,-0.122386
12.200000,-0.231857,-0.114798
12.300000,-0.236355,-0.105835
12.400000,-0.241270,-0.095824
12.500000,-0.244774,-0.086928
12.600000,-0.248538,-0.076765
12.700000,-0.252834,-0.063942
12.800000,-0.255545,-0.052768
12.900000,-0.259067,-0.040181
13.000000,-0.261125,-0.024774
13.100000,-0.263048,-0.012167
13.200000,-0.263235,0.002788
13.300000,-0.260753,0.017002
13.400000,-0.259468,0.029419
13.500000,-0.257585,0.043640
13.600000,-0.254315,0.059457
13.700000,-0.250409,0.072162
13.800000,-0.245373,0.085804
