time_s,x_m,y_m
0.000000,0.281679,0.072862
0.100000,0.281679,0.072862
0.200000,0.282720,0.067765
0.300000,0.285585,0.052041
0.400000,0.289202,0.035232
0.500000,0.291092,0.022066
0.600000,0.291844,0.009210
0.700000,0.291259,-0.008524
0.800000,0.291645,-0.021098
0.900000,0.289363,-0.033094
1.000000,0.285914,-0.050107
1.100000,0.282753,-0.061765
1.200000,0.278983,-0.077091
1.300000,0.274823,-0.090519
1.400000,0.270145,-0.103337
1.500000,0.264030,-0.116247
1.600000,0.257272,-0.130434
1.700000,0.251796,-0.141874
1.800000,0.244808,-0.153391
1.900000,0.235708,-0.166193
2.000000,0.226080,-0.176809
2.100000,0.216867,-0.185633
2.200000,0.205021,-0.196347
2.300000,0.195829,-0.205386
2.400000,0.185456,-0.214851
2.500000,0.172480,-0.223034
2.600000,0.161671,-0.229269
2.700000,0.147996,-0.234864
2.800000,0.136427,-0.241823
2.900000,0.125551,-0.247695
3.000000,0.112115,-0.254773
3.100000,0.099517,-0.261541
3.200000,0.087852,-0.266721
3.300000,0.075645,-0.273259
3.400000,0.060362,-0.278854
3.500000,0.047984,-0.283280
3.600000,0.034434,-0.286265
3.700000,0.019372,-0.289098
3.800000,0.006013,-0.290206
3.900000,-0.007772,-0.289962
4.000000,-0.023393,-0.288993
4.100000,-0.036396,-0.287090
4.200000,-0.050288,-0.284899
4.300000,-0.065244,-0.280985
4.400000,-0.077421,-0.276713
4.500000,-0.089043,-0.271945
4.600000,-0.095251,-0.268018
4.700000,-0.097745,-0.264844
4.800000,-0.102992,-0.261869
4.900000,-0.115353,-0.256566
5.000000,-0.120328,-0.253360
5.100000,-0.122441,-0.250925
5.200000,-0.126148,-0.249325
5.300000,-0.131013,-0.247237
5.400000,-0.142548,-0.240413
5.500000,-0.156024,-0.232839
5.600000,-0.164818,-0.226145
5.700000,-0.173234,-0.217862
5.800000,-0.182914,-0.209575
5.900000,-0.190353,-0.202527
6.000000,-0.197152,-0.195527
6.100000,-0.198770,-0.191692
6.200000,-0.200683,-0.188098
6.300000,-0.208350,-0.177635
6.400000,-0.214484,-0.167031
6.500000,-0.216338,-0.162645
6.600000,-0.223387,-0.154642
6.700000,-0.230499,-0.144712
6.800000,-0.233900,-0.137052
6.900000,-0.238030,-0.129048
7.000000,-0.242030,-0.119730
7.100000,-0.245548,-0.112107
7.200000,-0.244909,-0.109129
7.300000,-0.249472,-0.099563
7.400000,-0.252626,-0.090593
7.500000,-0.254679,-0.081125
7.600000,-0.254768,-0.077694
7.700000,-0.255595,-0.069945
7.800000,-0.258589,-0.060612
7.900000,-0.260125,-0.051551
8.000000,-0.259503,-0.044787
8.100000,-0.258742,-0.036324
8.200000,-0.258493,-0.029500
8.300000,-0.258003,-0.026409
8.400000,-0.259386,-0.017700
8.500000,-0.259509,-0.005904
8.600000,-0.259454,0.005268
8.700000,-0.259041,0.019875
8.800000,-0.259866,0.036334
8.900000,-0.258790,0.049318
9.000000,-0.257396,0.063857
9.100000,-0.253360,0.079791
9.200000,-0.249386,0.091043
9.300000,-0.246755,0.100480
9.400000,-0.240614,0.114602
9.500000,-0.236166,0.127306
9.600000,-0.230755,0.141246
9.700000,-0.225538,0.156427
9.800000,-0.220879,0.168527
9.900000,-0.214198,0.181515
10.000000,-0.204583,0.194772
10.100000,-0.198362,0.205468
10.200000,-0.188580,0.216115
10.300000,-0.175948,0.227295
10.400000,-0.166153,0.236290
10.500000,-0.154456,0.244058
10.600000,-0.140884,0.252206
10.700000,-0.129416,0.257823
10.800000,-0.116852,0.264212
10.900000,-0.103044,0.270386
11.000000,-0.089215,0.275073
11.100000,-0.075818,0.279686
11.200000,-0.060140,0.282397
11.300000,-0.047333,0.283205
11.400000,-0.033054,0.281979
11.500000,-0.016900,0.282727
11.600000,-0.004585,0.282189
11.700000,0.009624,0.280461
11.800000,0.023946,0.277634
11.900000,0.038144,0.276050
12.000000,0.052036,0.273896
12.100000,0.066153,0.271477
12.200000,0.080447,0.269024
12.300000,0.095103,0.266170
12.400000,0.108781,0.262425
12.500000,0.116031,0.260972
12.600000,0.129707,0.257458
12.700000,0.142468,0.251529
12.800000,0.156541,0.246241
12.900000,0.167361,0.240193
13.000000,0.175541,0.234319
13.100000,0.184669,0.224517
13.200000,0.194562,0.213697
13.300000,0.206022,0.204342
13.400000,0.217938,0.196039
13.500000,0.226935,0.185131
13.600000,0.239236,0.175038
13.700000,0.247684,0.164639
13.800000,0.255762,0.152944
13.900000,0.264619,0.142113
14.000000,0.273234,0.130328
14.100000,0.280021,0.116992
14.200000,0.285615,0.103732
14.300000,0.291089,0.094135
14.400000,0.295298,0.076662
14.500000,0.302613,0.063233
14.600000,0.310432,0.051583
14.700000,0.314609,0.037676
14.800000,0.313475,0.023243
14.900000,0.312742,0.008505
15.000000,0.311015,-0.006032
15.100000,0.307575,-0.021797
15.200000,0.304176,-0.033968
15.300000,0.299112,-0.047601
15.400000,0.292773,-0.060854
15.500000,0.288475,-0.073891
15.600000,0.283588,-0.087192
15.700000,0.279857,-0.101058
15.800000,0.276006,-0.114491
15.900000,0.270839,-0.127760
16.000000,0.265077,-0.140556
16.100000,0.258303,-0.153218
16.200000,0.250691,-0.165473
16.300000,0.240886,-0.178506
16.400000,0.232429,-0.188010
16.500000,0.221655,-0.198140
16.600000,0.211292,-0.207888
16.700000,0.201084,-0.217942
16.800000,0.191020,-0.227238
16.900000,0.180340,-0.235705
