start_lat,start_lon,end_lat,end_lon,hours,d_core_world,d_core_km,n_cores,s1_tail_mean,occ_TRACK
34.36,-120.4,34.3446,-120.5014,28.0,0.0539,2.75,92,-0.65,1.0
