start_lat,start_lon,end_lat,end_lon,hours,d_core_world,d_core_km,n_cores,s1_tail_mean,occ_TRACK
34.4,-120.42,34.3497,-120.4882,28.0,0.0795,4.06,92,-0.645,1.0
