start_lat,start_lon,end_lat,end_lon,hours,d_core_world,d_core_km,n_cores,s1_tail_mean,occ_TRACK
34.24,-120.41,34.1781,-120.3635,28.0,0.0438,2.23,92,-0.859,1.0
