start_lat,start_lon,end_lat,end_lon,hours,d_core_world,d_core_km,n_cores,s1_tail_mean,occ_TRACK
34.26,-120.42,34.1456,-120.1954,28.0,0.2169,11.06,92,-0.662,1.0
