start_lat,start_lon,end_lat,end_lon,hours,d_core_world,d_core_km,n_cores,s1_tail_mean,occ_TRACK
34.3,-120.43,34.4135,-120.4966,28.0,0.0481,2.45,92,-0.784,1.0
