start_lat,start_lon,end_lat,end_lon,hours,d_core_world,d_core_km,n_cores,s1_tail_mean,occ_TRACK
34.2,-120.3,34.2523,-120.1673,28.0,0.0629,3.21,92,-0.36,1.0
