run,start_x,start_y,final_x,final_y,last_mode,dist_to_nearest_saddle_image,nearest_saddle_world,captured
S1,-0.5397114317029974,0.034807621135331646,-0.262248593320963,0.4375628351842659,CAPTURE,0.013066436060293212,"(np.float64(0.0), np.float64(0.5))",1
S2,-0.15669872981077804,0.37141016151377554,0.24060208343964196,-0.4279397629876814,CAPTURE,0.01067967905906476,"(np.float64(0.0), np.float64(-0.5))",1
S3,0.0,0.0,0.23744745160148642,-0.4253061190134842,CAPTURE,0.014729490519493163,"(np.float64(0.0), np.float64(-0.5))",1
S4,0.18660254037844387,-0.12320508075688777,0.23745424291849115,-0.4253513219918786,CAPTURE,0.014700093969957273,"(np.float64(0.0), np.float64(-0.5))",1
S5,0.006506350946109712,0.48873066958946426,-0.25923918515476146,0.4410009352036379,CAPTURE,0.01221369779229953,"(np.float64(0.0), np.float64(0.5))",1
S6,-0.02320508075688779,-0.3598076211353316,-0.6280924263341362,-0.9281565222446982,CAPTURE,0.013007517594987349,"(np.float64(-1.0), np.float64(-0.5))",1
