start_lat,start_lon,end_lat,end_lon,hours,d_core_world,d_core_km,n_cores,s1_tail_mean,occ_TRACK
34.28,-120.4,34.3006,-120.2114,28.0,0.0789,4.02,92,-0.806,1.0
