start_lat,start_lon,end_lat,end_lon,hours,d_core_world,d_core_km,n_cores,s1_tail_mean,occ_TRACK
34.18,-120.42,34.2607,-120.3977,28.0,0.0992,5.06,92,-1.014,1.0
