start_lat,start_lon,end_lat,end_lon,hours,d_core_world,d_core_km,n_cores,s1_tail_mean,occ_TRACK
34.4,-120.39,34.4557,-120.4563,28.0,0.0269,1.37,92,-1.127,1.0
