start_lat,start_lon,end_lat,end_lon,hours,d_core_world,d_core_km,n_cores,s1_tail_mean,occ_ACQUIRE,occ_TRACK
34.1,-120.35,34.1149,-120.4045,28.0,0.047,2.4,92,-0.702,0.006,0.994
