start_lat,start_lon,end_lat,end_lon,hours,d_core_world,d_core_km,n_cores,s1_tail_mean,occ_ACQUIRE,occ_TRACK
34.13,-120.37,34.1374,-120.2826,28.0,0.0647,3.3,92,-0.742,0.006,0.994
