# generated_by: experiments/mc_sweep_oecs_traverse.py
# git_commit: 0e2e370
# date: 2026-07-24 22:04 UTC
# trials_per_cell: 500  steps: 500  controller: oecs_separatrix_step (Primitive 11)
# g_perp: 1.0  s_trim: 0.05  r_band: 0.05  g_capture: 0.15  target: [(0.0, 0.5), (0.0, -0.5)]
# start: (0.0, 0.35)  band_x: 0.05  collapse_rms: 0.3
sigma_uv,sigma_p,seed,start_x,start_y,heading,t_band,steps,success_traverse,success_band,success_straddle,first_straddle,collapsed,track_mean,track_p95,shape_rms_max,effort,final_x,final_y
0,0,1179931,0,0.35,5.0428,0,89,1,1,1,0,0,0.00108744,0.00125781,3.10703e-10,0.8141,0.0010244,-0.442058
0,0,1187850,0,0.35,5.2159,0,89,1,1,1,0,0,0.0101959,0.0117681,3.10709e-10,0.838496,0.01021,-0.442069
0,0,1195769,0,0.35,3.8734,0,89,1,1,1,0,0,0.00648363,0.00735645,3.10702e-10,0.827789,0.00623786,-0.442063
0,0,1203688,0,0.35,0.514828,0,89,1,1,1,0,0,0.00589714,0.00731008,3.10702e-10,0.831382,0.00669105,-0.442061
0,0,1211607,0,0.35,2.29069,0,89,1,1,1,0,0,0.0110616,0.012914,3.10706e-10,0.841895,-0.0112725,-0.442071
0,0,1219526,0,0.35,5.57845,0,89,1,1,1,0,0,0.00407797,0.00514607,3.10701e-10,0.824551,0.0046387,-0.44206
0,0,1227445,0,0.35,4.20349,0,89,1,1,1,0,0,0.00921752,0.0114224,3.10702e-10,0.842141,0.0103151,-0.442067
0,0,1235364,0,0.35,1.96176,0,89,1,1,1,0,0,0.00409752,0.00516916,3.10696e-10,0.824627,-0.0046611,-0.44206
0,0,1243283,0,0.35,0.406918,0,89,1,1,1,0,0,0.0100612,0.0124185,3.10699e-10,0.844601,0.0111647,-0.442068
0,0,1251202,0,0.35,0.113832,0,89,1,1,1,0,0,0.00703327,0.00795834,3.10702e-10,0.82929,0.00679472,-0.442063
0,0,1259121,0,0.35,1.84626,0,89,1,1,1,0,0,0.00210071,0.00266962,3.10705e-10,0.817261,0.00239138,-0.442058
0,0,1267040,0,0.35,3.11977,0,89,1,1,1,0,0,0.00118938,0.00150604,3.10702e-10,0.814756,0.00135425,-0.442058
0,0,1274959,0,0.35,1.53416,0,89,1,1,1,0,0,0.0117565,0.0139846,3.10705e-10,0.845818,0.0123319,-0.442073
0,0,1282878,0,0.35,5.40013,0,89,1,1,1,0,0,0.0109009,0.0133776,3.10696e-10,0.846577,0.0119497,-0.44207
0,0,1290797,0,0.35,0.428124,0,89,1,1,1,0,0,0.00940168,0.0116436,3.10703e-10,0.8427,0.0105041,-0.442067
0,0,1298716,0,0.35,0.706062,0,89,1,1,1,0,0,0.00414542,0.00522578,3.107e-10,0.824815,-0.00471521,-0.44206
0,0,1306635,0,0.35,0.340499,0,89,1,1,1,0,0,0.0114725,0.0139431,3.10699e-10,0.847304,0.0124039,-0.442072
0,0,1314554,0,0.35,6.18874,0,89,1,1,1,0,0,0.00598353,0.00681037,3.10701e-10,0.826391,-0.00573747,-0.442062
0,0,1322473,0,0.35,4.48387,0,89,1,1,1,0,0,0.00454373,0.00569143,3.107e-10,0.826367,-0.00516656,-0.44206
0,0,1330392,0,0.35,3.01667,0,89,1,1,1,0,0,0.00642522,0.00798587,3.10702e-10,0.833193,0.00728151,-0.442062
0,0,1338311,0,0.35,4.39695,0,89,1,1,1,0,0,6.98819e-05,8.8269e-05,3.10699e-10,0.813388,7.96891e-05,-0.442058
0,0,1346230,0,0.35,6.11917,0,89,1,1,1,0,0,0.00931316,0.0106518,3.107e-10,0.835592,-0.00920696,-0.442068
0,0,1354149,0,0.35,2.12389,0,89,1,1,1,0,0,0.0105341,0.0129668,3.107e-10,0.8458,-0.0116172,-0.442069
0,0,1362068,0,0.35,0.0131437,0,89,1,1,1,0,0,0.000880378,0.0010188,3.10701e-10,0.813858,0.000828933,-0.442058
0,0,1369987,0,0.35,5.45392,0,89,1,1,1,0,0,0.00942663,0.0116735,3.10703e-10,0.842776,0.0105295,-0.442067
0,0,1377906,0,0.35,0.83356,0,89,1,1,1,0,0,0.00956692,0.0118403,3.107e-10,0.843194,-0.010672,-0.442067
0,0,1385825,0,0.35,5.95062,0,89,1,1,1,0,0,0.0115681,0.0140222,3.10707e-10,0.847311,-0.012463,-0.442072
0,0,1013632,0,0.35,0.460617,0,89,1,1,1,0,0,0.00823046,0.0102273,3.10701e-10,0.839029,0.00926868,-0.442065
0,0,1021551,0,0.35,2.7146,0,89,1,1,1,0,0,0.0105468,0.0122239,3.10702e-10,0.839792,0.0106278,-0.44207
0,0,1029470,0,0.35,5.49368,0,89,1,1,1,0,0,0.0079746,0.00992924,3.10701e-10,0.838213,0.00899075,-0.442064
0,0,1037389,0,0.35,0.313131,0,89,1,1,1,0,0,0.0117311,0.0141264,3.10703e-10,0.847081,0.0125248,-0.442072
0,0,1045308,0,0.35,2.34339,0,89,1,1,1,0,0,0.00953457,0.0109286,3.10702e-10,0.83628,-0.00945324,-0.442068
0,0,1053227,0,0.35,0.113706,0,89,1,1,1,0,0,0.00702675,0.00795109,3.10703e-10,0.829272,0.00678806,-0.442063
0,0,1061146,0,0.35,0.878443,0,89,1,1,1,0,0,0.0107999,0.0132661,3.10702e-10,0.84638,-0.0118603,-0.44207
0,0,1069065,0,0.35,1.07116,0,89,1,1,1,0,0,0.0100733,0.0116108,3.10706e-10,0.838065,-0.010067,-0.442069
0,0,1076984,0,0.35,0.712485,0,89,1,1,1,0,0,0.00446985,0.00560572,3.10703e-10,0.82608,-0.00508294,-0.44206
0,0,1084903,0,0.35,4.03765,0,89,1,1,1,0,0,0.011699,0.0138697,3.10701e-10,0.845291,0.0122099,-0.442073
0,0,1092822,0,0.35,5.70003,0,89,1,1,1,0,0,0.0024462,0.00311307,3.10701e-10,0.818411,-0.00278482,-0.442059
0,0,1100741,0,0.35,4.08888,0,89,1,1,1,0,0,0.0116929,0.0141085,3.10701e-10,0.847186,0.0125186,-0.442072
0,0,1108660,0,0.35,5.29808,0,89,1,1,1,0,0,0.0117245,0.013918,3.107e-10,0.845504,0.0122607,-0.442073
0,0,1116579,0,0.35,2.78543,0,89,1,1,1,0,0,0.0117284,0.0139257,3.10694e-10,0.845538,0.0122689,-0.442073
0,0,1124498,0,0.35,0.773324,0,89,1,1,1,0,0,0.00730828,0.00911225,3.10706e-10,0.836082,-0.00826065,-0.442063
0,0,1132417,0,0.35,0.406535,0,89,1,1,1,0,0,0.0100723,0.0124315,3.10704e-10,0.844631,0.0111755,-0.442068
