time_s,x_m,y_m
0.000000,-0.120549,-0.418702
0.100000,-0.120549,-0.418702
0.200000,-0.122007,-0.418157
0.300000,-0.130433,-0.414079
0.400000,-0.144292,-0.408214
0.500000,-0.150863,-0.405024
0.600000,-0.164982,-0.396967
0.700000,-0.178045,-0.390442
0.800000,-0.191877,-0.383250
0.900000,-0.202810,-0.377677
1.000000,-0.216180,-0.370109
1.100000,-0.226490,-0.363177
1.200000,-0.234045,-0.357531
1.300000,-0.247903,-0.350306
1.400000,-0.260816,-0.343813
1.500000,-0.271943,-0.336139
1.600000,-0.285519,-0.327146
1.700000,-0.295992,-0.319684
1.800000,-0.307656,-0.311397
1.900000,-0.317045,-0.302324
2.000000,-0.321646,-0.298335
2.100000,-0.325998,-0.294237
2.200000,-0.332268,-0.289159
2.300000,-0.343339,-0.278637
2.400000,-0.352003,-0.268629
2.500000,-0.358346,-0.263010
2.600000,-0.368491,-0.253318
2.700000,-0.380159,-0.243471
2.800000,-0.391270,-0.234026
2.900000,-0.399708,-0.223002
3.000000,-0.407897,-0.211983
3.100000,-0.414549,-0.201955
3.200000,-0.417293,-0.195214
3.300000,-0.424402,-0.182916
3.400000,-0.432066,-0.170265
3.500000,-0.437847,-0.157285
3.600000,-0.444382,-0.144164
3.700000,-0.447871,-0.132678
3.800000,-0.449362,-0.125432
3.900000,-0.453204,-0.113127
4.000000,-0.456479,-0.100369
4.100000,-0.457012,-0.091627
4.200000,-0.458399,-0.078500
4.300000,-0.465151,-0.068643
4.400000,-0.477836,-0.070337
4.500000,-0.474704,-0.063668
4.600000,-0.474234,-0.051602
4.700000,-0.473912,-0.043623
4.800000,-0.471837,-0.031354
4.900000,-0.470180,-0.022880
5.000000,-0.467826,-0.008717
5.100000,-0.464620,0.004323
5.200000,-0.462411,0.012256
5.300000,-0.459687,0.025418
5.400000,-0.456920,0.038685
5.500000,-0.455777,0.046125
5.600000,-0.450951,0.058950
5.700000,-0.446851,0.073511
5.800000,-0.442201,0.087225
5.900000,-0.439326,0.100217
6.000000,-0.436804,0.108358
6.100000,-0.431992,0.120838
6.200000,-0.427310,0.134576
6.300000,-0.422243,0.148549
6.400000,-0.416213,0.161578
6.500000,-0.407928,0.173619
6.600000,-0.400889,0.185799
6.700000,-0.394202,0.196500
6.800000,-0.390008,0.203898
6.900000,-0.381791,0.216083
7.000000,-0.375091,0.226766
7.100000,-0.370476,0.233513
7.200000,-0.363931,0.244759
7.300000,-0.356153,0.257250
7.400000,-0.347279,0.269521
7.500000,-0.339037,0.280921
7.600000,-0.330969,0.293609
7.700000,-0.320195,0.303324
7.800000,-0.306789,0.309310
7.900000,-0.292772,0.315406
8.000000,-0.284555,0.327237
8.100000,-0.276639,0.338742
8.200000,-0.267596,0.350186
8.300000,-0.257560,0.360856
8.400000,-0.246435,0.370300
8.500000,-0.234603,0.378331
8.600000,-0.222250,0.386572
8.700000,-0.210353,0.395401
8.800000,-0.199978,0.402374
8.900000,-0.194315,0.407062
9.000000,-0.188028,0.410459
9.100000,-0.175535,0.416822
9.200000,-0.163024,0.424395
9.300000,-0.149587,0.431736
9.400000,-0.136523,0.436936
9.500000,-0.123893,0.440768
9.600000,-0.115750,0.443190
9.700000,-0.102535,0.448792
9.800000,-0.088585,0.454030
9.900000,-0.075461,0.460749
10.000000,-0.061495,0.465843
10.100000,-0.048916,0.468224
10.200000,-0.033930,0.470501
10.300000,-0.017926,0.472293
10.400000,-0.003659,0.473380
10.500000,0.010767,0.473401
10.600000,0.025546,0.473300
10.700000,0.039916,0.473564
10.800000,0.054713,0.471935
10.900000,0.068991,0.470776
11.000000,0.082962,0.470604
11.100000,0.095621,0.469420
11.200000,0.103240,0.467294
11.300000,0.117148,0.464822
11.400000,0.132473,0.461746
11.500000,0.145684,0.458833
11.600000,0.159507,0.455875
11.700000,0.171538,0.451994
11.800000,0.176728,0.447632
11.900000,0.180742,0.444191
12.000000,0.184565,0.438181
12.100000,0.194165,0.430636
12.200000,0.206496,0.422451
12.300000,0.220594,0.418372
12.400000,0.234890,0.414319
12.500000,0.248350,0.409179
12.600000,0.262167,0.403239
12.700000,0.273652,0.399588
12.800000,0.278898,0.396637
12.900000,0.288715,0.391732
13.000000,0.303077,0.383101
13.100000,0.314528,0.374355
13.200000,0.326206,0.366037
13.300000,0.337422,0.357661
13.400000,0.349077,0.349935
13.500000,0.360937,0.341733
13.600000,0.373518,0.333770
13.700000,0.383759,0.324744
13.800000,0.391070,0.313567
13.900000,0.399390,0.300036
14.000000,0.407657,0.288797
14.100000,0.416799,0.280849
14.200000,0.431579,0.279322
14.300000,0.438200,0.265793
14.400000,0.445966,0.254860
14.500000,0.454661,0.241895
14.600000,0.461524,0.229276
14.700000,0.468067,0.218454
14.800000,0.475103,0.204368
14.900000,0.479606,0.192728
15.000000,0.483405,0.177621
15.100000,0.487063,0.163817
15.200000,0.488938,0.149845
15.300000,0.490294,0.137473
15.400000,0.491341,0.122160
15.500000,0.491811,0.107921
15.600000,0.491506,0.095091
15.700000,0.490521,0.079861
15.800000,0.491328,0.067412
15.900000,0.491881,0.052894
16.000000,0.487783,0.038157
16.100000,0.484857,0.025800
16.200000,0.481369,0.012137
16.300000,0.481927,-0.004031
16.400000,0.479676,-0.016576
16.500000,0.475833,-0.031301
16.600000,0.472453,-0.046227
16.700000,0.468488,-0.058236
16.800000,0.465770,-0.071553
16.900000,0.464238,-0.087344
17.000000,0.461777,-0.100184
17.100000,0.459257,-0.113776
17.200000,0.458002,-0.129349
17.300000,0.456226,-0.142370
17.400000,0.453925,-0.157282
17.500000,0.450898,-0.171247
17.600000,0.448445,-0.183918
17.700000,0.444649,-0.197959
17.800000,0.438611,-0.212490
17.900000,0.431689,-0.223696
18.000000,0.424202,-0.235521
18.100000,0.406069,-0.247172
18.200000,0.375568,-0.253200
18.300000,0.355866,-0.263082
18.400000,0.344637,-0.272487
18.500000,0.337965,-0.282780
18.600000,0.329067,-0.293850
18.700000,0.318609,-0.304840
18.800000,0.309454,-0.314029
18.900000,0.301016,-0.324931
19.000000,0.291028,-0.335039
19.100000,0.281007,-0.345591
19.200000,0.271475,-0.356241
19.300000,0.260715,-0.367200
19.400000,0.252519,-0.376489
19.500000,0.241619,-0.386879
19.600000,0.229579,-0.398776
19.700000,0.219641,-0.405802
19.800000,0.207414,-0.413508
19.900000,0.192900,-0.419729
20.000000,0.181365,-0.425557
20.100000,0.167940,-0.430181
20.200000,0.152903,-0.435967
20.300000,0.140391,-0.439141
20.400000,0.126117,-0.441894
20.500000,0.111331,-0.445452
20.600000,0.098542,-0.447569
20.700000,0.084396,-0.451350
20.800000,0.067212,-0.451843
20.900000,0.055953,-0.452869
21.000000,0.042277,-0.453264
21.100000,0.026046,-0.452481
21.200000,0.013337,-0.452767
21.300000,-0.000410,-0.454196
21.400000,-0.016126,-0.454065
21.500000,-0.029144,-0.453436
21.600000,-0.043728,-0.452932
21.700000,-0.058986,-0.452518
21.800000,-0.071291,-0.452183
21.900000,-0.085990,-0.449677
22.000000,-0.100829,-0.445411
22.100000,-0.113937,-0.443383
22.200000,-0.128623,-0.440003
22.300000,-0.142328,-0.432524
22.400000,-0.152514,-0.423441
22.500000,-0.164197,-0.415383
22.600000,-0.175600,-0.409116
22.700000,-0.181765,-0.405518
22.800000,-0.193183,-0.399021
22.900000,-0.201313,-0.395509
23.000000,-0.214565,-0.388490
23.100000,-0.228218,-0.380869
23.200000,-0.240035,-0.373295
23.300000,-0.250703,-0.364452
23.400000,-0.262880,-0.355574
23.500000,-0.274693,-0.346843
23.600000,-0.286251,-0.338441
23.700000,-0.297665,-0.329881
23.800000,-0.307069,-0.322302
23.900000,-0.313953,-0.317340
24.000000,-0.325420,-0.308600
24.100000,-0.338621,-0.300253
24.200000,-0.347936,-0.289430
24.300000,-0.357827,-0.278596
24.400000,-0.368109,-0.267767
24.500000,-0.378294,-0.258907
24.600000,-0.389285,-0.249512
24.700000,-0.399239,-0.239534
24.800000,-0.408329,-0.229161
24.900000,-0.413807,-0.216395
25.000000,-0.420106,-0.204354
25.100000,-0.427060,-0.191922
25.200000,-0.433777,-0.179137
25.300000,-0.439619,-0.166662
25.400000,-0.443907,-0.153487
25.500000,-0.448168,-0.139525
25.600000,-0.452342,-0.125397
25.700000,-0.456177,-0.113083
25.800000,-0.458243,-0.098531
25.900000,-0.459687,-0.084239
26.000000,-0.461327,-0.070734
26.100000,-0.461801,-0.058081
26.200000,-0.461115,-0.049495
26.300000,-0.461224,-0.035488
26.400000,-0.461104,-0.020677
26.500000,-0.460233,-0.008747
26.600000,-0.458010,0.002059
26.700000,-0.456769,0.012367
26.800000,-0.455962,0.022968
26.900000,-0.454552,0.032482
27.000000,-0.452793,0.043740
27.100000,-0.449271,0.057202
27.200000,-0.446419,0.069764
27.300000,-0.442613,0.083665
27.400000,-0.438592,0.097390
27.500000,-0.434847,0.110643
27.600000,-0.431601,0.122554
27.700000,-0.426910,0.130607
27.800000,-0.417433,0.142215
27.900000,-0.411067,0.153855
28.000000,-0.407127,0.161407
28.100000,-0.398919,0.173690
28.200000,-0.391539,0.186873
28.300000,-0.381445,0.195580
28.400000,-0.367879,0.196118
28.500000,-0.363091,0.209869
28.600000,-0.355198,0.222226
28.700000,-0.348034,0.234201
28.800000,-0.340488,0.245995
28.900000,-0.331184,0.257115
29.000000,-0.321594,0.267593
29.100000,-0.311412,0.278564
29.200000,-0.302255,0.290600
29.300000,-0.293950,0.300675
29.400000,-0.284586,0.311922
29.500000,-0.276645,0.323124
29.600000,-0.262713,0.329427
29.700000,-0.253564,0.340089
29.800000,-0.244250,0.350925
29.900000,-0.234355,0.361441
30.000000,-0.223740,0.371628
30.100000,-0.211756,0.380698
30.200000,-0.200146,0.389733
30.300000,-0.186755,0.395543
30.400000,-0.174227,0.403997
30.500000,-0.161850,0.412076
30.600000,-0.149705,0.419135
30.700000,-0.136738,0.425132
30.800000,-0.122175,0.431558
30.900000,-0.108376,0.434698
31.000000,-0.094812,0.438474
31.100000,-0.080240,0.442794
31.200000,-0.066063,0.447333
31.300000,-0.052182,0.451241
31.400000,-0.038452,0.455217
31.500000,-0.023471,0.459229
31.600000,-0.008776,0.461167
31.700000,0.005374,0.462746
31.800000,0.019951,0.464742
31.900000,0.034287,0.465533
32.000000,0.049099,0.466306
32.100000,0.064005,0.466957
32.200000,0.078086,0.467577
32.300000,0.093416,0.467201
32.400000,0.107809,0.465192
32.500000,0.122311,0.463251
32.600000,0.136576,0.460544
32.700000,0.150192,0.457668
32.800000,0.164425,0.454405
32.900000,0.178524,0.451120
33.000000,0.191864,0.446364
33.100000,0.205597,0.443145
33.200000,0.218874,0.437176
33.300000,0.229578,0.432434
33.400000,0.237021,0.427165
33.500000,0.248385,0.419625
33.600000,0.261968,0.413255
33.700000,0.274797,0.405544
33.800000,0.288208,0.399838
33.900000,0.302057,0.394840
34.000000,0.314013,0.387442
34.100000,0.325649,0.379123
34.200000,0.338711,0.372128
34.300000,0.350613,0.363954
34.400000,0.361727,0.355082
34.500000,0.372594,0.345613
34.600000,0.382330,0.335223
34.700000,0.389714,0.322639
34.800000,0.396911,0.310702
34.900000,0.406293,0.299912
35.000000,0.415192,0.289018
35.100000,0.421111,0.276347
35.200000,0.429799,0.265814
35.300000,0.440272,0.256255
35.400000,0.448625,0.244943
35.500000,0.453099,0.231436
35.600000,0.458768,0.218167
35.700000,0.465988,0.206148
35.800000,0.471445,0.193051
35.900000,0.474467,0.179517
36.000000,0.477982,0.165769
36.100000,0.480155,0.152098
36.200000,0.482866,0.138875
36.300000,0.484066,0.126566
36.400000,0.484547,0.111300
36.500000,0.485404,0.098589
36.600000,0.484743,0.084632
36.700000,0.483265,0.068864
36.800000,0.481467,0.056630
36.900000,0.478139,0.041363
37.000000,0.475684,0.028643
37.100000,0.471081,0.015029
37.200000,0.466406,0.003272
37.300000,0.464824,-0.011864
37.400000,0.464964,-0.024554
37.500000,0.467454,-0.038487
37.600000,0.464363,-0.053628
37.700000,0.463649,-0.066174
37.800000,0.461407,-0.081485
37.900000,0.459797,-0.095205
38.000000,0.458427,-0.107944
38.100000,0.456877,-0.121689
38.200000,0.457297,-0.137280
38.300000,0.455271,-0.150227
38.400000,0.453964,-0.164227
38.500000,0.450376,-0.179383
38.600000,0.447000,-0.193114
38.700000,0.443111,-0.204737
38.800000,0.437967,-0.219282
38.900000,0.432182,-0.231226
39.000000,0.424776,-0.242859
39.100000,0.414734,-0.255966
39.200000,0.408129,-0.267083
39.300000,0.400417,-0.278680
39.400000,0.391786,-0.291434
39.500000,0.382289,-0.301563
39.600000,0.370886,-0.308898
39.700000,0.358286,-0.318819
39.800000,0.350344,-0.328654
39.900000,0.340429,-0.338183
40.000000,0.329708,-0.349101
40.100000,0.321372,-0.358893
40.200000,0.311433,-0.369210
40.300000,0.300350,-0.379872
40.400000,0.292233,-0.389882
40.500000,0.281414,-0.399521
40.600000,0.270140,-0.408773
40.700000,0.257830,-0.416079
40.800000,0.246159,-0.423885
40.900000,0.233166,-0.432011
41.000000,0.221584,-0.437688
41.100000,0.208135,-0.442133
41.200000,0.191901,-0.444804
41.300000,0.179741,-0.448375
41.400000,0.166654,-0.454295
41.500000,0.150500,-0.457631
41.600000,0.138116,-0.461151
41.700000,0.124223,-0.464408
41.800000,0.108992,-0.467344
41.900000,0.096069,-0.469784
42.000000,0.081506,-0.471728
42.100000,0.065854,-0.473044
42.200000,0.053100,-0.473923
42.300000,0.038106,-0.473132
42.400000,0.024681,-0.473126
42.500000,0.019685,-0.474074
42.600000,0.012984,-0.474743
42.700000,-0.002184,-0.478285
42.800000,-0.015134,-0.479381
42.900000,-0.027077,-0.474476
43.000000,-0.043129,-0.471947
43.100000,-0.058591,-0.477244
43.200000,-0.074490,-0.479409
43.300000,-0.091374,-0.479598
43.400000,-0.102696,-0.479976
43.500000,-0.109557,-0.479579
43.600000,-0.124687,-0.476810
