time_s,x_m,y_m
0.000000,-0.400835,-0.281066
0.100000,-0.401136,-0.280964
0.200000,-0.404962,-0.275219
0.300000,-0.412303,-0.261545
0.400000,-0.419023,-0.246878
0.500000,-0.424171,-0.236113
0.600000,-0.430679,-0.223383
0.700000,-0.438026,-0.210005
0.800000,-0.444097,-0.199604
0.900000,-0.450600,-0.187527
1.000000,-0.456685,-0.175124
1.100000,-0.462527,-0.163267
1.200000,-0.467350,-0.149928
1.300000,-0.473025,-0.133943
1.400000,-0.476629,-0.123553
1.500000,-0.479044,-0.110696
1.600000,-0.481713,-0.095715
1.700000,-0.483468,-0.083759
1.800000,-0.484966,-0.071042
1.900000,-0.484545,-0.056654
2.000000,-0.486236,-0.042979
2.100000,-0.487185,-0.029440
2.200000,-0.487679,-0.014759
2.300000,-0.490221,-0.001667
2.400000,-0.486270,0.009725
2.500000,-0.483118,0.023765
2.600000,-0.482682,0.037802
2.700000,-0.482136,0.050155
2.800000,-0.479742,0.064938
2.900000,-0.480782,0.078849
3.000000,-0.477737,0.091361
3.100000,-0.473238,0.104832
3.200000,-0.474112,0.119053
3.300000,-0.469930,0.130761
3.400000,-0.467019,0.144648
3.500000,-0.459897,0.152847
3.600000,-0.456764,0.166920
3.700000,-0.451723,0.182026
3.800000,-0.446276,0.193987
3.900000,-0.440617,0.205106
4.000000,-0.432875,0.218896
4.100000,-0.426228,0.228950
4.200000,-0.418738,0.241476
4.300000,-0.410422,0.254732
4.400000,-0.403709,0.266584
4.500000,-0.401090,0.280125
4.600000,-0.397754,0.293571
4.700000,-0.393817,0.306674
4.800000,-0.388926,0.320166
4.900000,-0.385292,0.333069
5.000000,-0.384135,0.338997
5.100000,-0.384730,0.339178
5.200000,-0.378219,0.338742
5.300000,-0.368378,0.337019
5.400000,-0.347343,0.319930
5.500000,-0.330934,0.311948
5.600000,-0.321026,0.314311
5.700000,-0.311034,0.320400
5.800000,-0.299519,0.325944
5.900000,-0.289041,0.336661
6.000000,-0.281332,0.347726
6.100000,-0.271793,0.357777
6.200000,-0.263640,0.367753
6.300000,-0.254110,0.376801
6.400000,-0.245840,0.386158
6.500000,-0.234851,0.393594
6.600000,-0.218916,0.395405
6.700000,-0.200935,0.398483
6.800000,-0.187228,0.400749
6.900000,-0.169348,0.400338
7.000000,-0.151802,0.399145
7.100000,-0.130365,0.393259
7.200000,-0.118516,0.399291
7.300000,-0.105954,0.403301
7.400000,-0.093145,0.408490
7.500000,-0.080117,0.413825
7.600000,-0.065822,0.417920
7.700000,-0.053560,0.419998
7.800000,-0.039313,0.420927
7.900000,-0.025480,0.421119
8.000000,-0.011028,0.422243
8.100000,0.002866,0.421842
8.200000,0.019758,0.420250
8.300000,0.032339,0.420105
8.400000,0.045955,0.420103
8.500000,0.059561,0.419053
8.600000,0.073379,0.417418
8.700000,0.086714,0.413290
8.800000,0.101055,0.409072
8.900000,0.115271,0.405378
9.000000,0.129398,0.401867
9.100000,0.141117,0.393100
9.200000,0.154628,0.386315
9.300000,0.166087,0.378977
9.400000,0.180476,0.375437
9.500000,0.194121,0.371931
9.600000,0.207937,0.367971
9.700000,0.221408,0.365779
9.800000,0.236062,0.365828
9.900000,0.249521,0.363738
10.000000,0.263718,0.361572
10.100000,0.276614,0.354936
10.200000,0.290548,0.349578
10.300000,0.304737,0.344416
10.400000,0.317255,0.341790
10.500000,0.329551,0.337092
10.600000,0.342803,0.331481
10.700000,0.355306,0.324875
10.800000,0.367668,0.318219
10.900000,0.379392,0.309681
11.000000,0.391011,0.301380
11.100000,0.401370,0.291824
11.200000,0.413269,0.283013
11.300000,0.423455,0.273527
11.400000,0.432703,0.263431
11.500000,0.442391,0.253485
11.600000,0.449303,0.241266
11.700000,0.457398,0.229166
11.800000,0.465994,0.218249
11.900000,0.473823,0.206399
12.000000,0.481130,0.194293
12.100000,0.488831,0.182710
12.200000,0.497118,0.170705
12.300000,0.502125,0.158170
12.400000,0.507710,0.145038
12.500000,0.512814,0.131497
12.600000,0.517878,0.118324
12.700000,0.520316,0.104381
12.800000,0.522803,0.090545
12.900000,0.526927,0.077022
13.000000,0.530290,0.063044
13.100000,0.533349,0.049843
13.200000,0.534932,0.036019
13.300000,0.535515,0.022195
13.400000,0.534668,0.008833
13.500000,0.533270,0.000792
13.600000,0.532292,-0.010179
13.700000,0.529136,-0.015950
13.800000,0.525102,-0.026712
13.900000,0.521922,-0.038506
14.000000,0.518831,-0.050929
14.100000,0.515296,-0.062641
14.200000,0.511876,-0.074514
14.300000,0.507919,-0.087100
14.400000,0.505206,-0.099622
14.500000,0.502090,-0.111590
14.600000,0.498473,-0.123876
14.700000,0.495877,-0.136502
14.800000,0.492881,-0.148704
14.900000,0.489152,-0.159362
15.000000,0.488870,-0.170119
15.100000,0.485287,-0.179967
15.200000,0.480083,-0.192480
15.300000,0.475596,-0.204130
15.400000,0.470501,-0.215957
15.500000,0.467168,-0.227136
15.600000,0.462059,-0.237960
15.700000,0.455908,-0.248940
15.800000,0.449650,-0.259397
15.900000,0.441682,-0.270990
16.000000,0.431710,-0.281556
16.100000,0.421970,-0.290124
16.200000,0.412532,-0.300388
16.300000,0.403884,-0.310888
16.400000,0.394247,-0.320078
16.500000,0.384610,-0.328825
16.600000,0.374264,-0.337042
16.700000,0.364229,-0.345900
16.800000,0.353066,-0.353393
16.900000,0.341393,-0.360388
17.000000,0.329638,-0.367387
17.100000,0.317807,-0.373903
17.200000,0.305917,-0.381028
17.300000,0.294769,-0.387470
17.400000,0.282556,-0.393053
17.500000,0.269373,-0.397539
17.600000,0.256586,-0.402777
17.700000,0.244245,-0.407475
17.800000,0.231187,-0.411099
17.900000,0.218294,-0.414929
18.000000,0.205387,-0.418898
18.100000,0.192318,-0.422245
18.200000,0.179060,-0.423657
18.300000,0.165615,-0.425504
18.400000,0.152127,-0.426426
18.500000,0.138106,-0.427283
18.600000,0.124567,-0.428280
18.700000,0.111167,-0.429724
18.800000,0.097239,-0.429836
18.900000,0.084068,-0.429369
19.000000,0.070476,-0.430159
19.100000,0.057427,-0.429599
19.200000,0.044213,-0.428054
19.300000,0.030877,-0.426382
19.400000,0.018307,-0.425669
19.500000,0.005156,-0.424096
19.600000,-0.008386,-0.422685
19.700000,-0.021469,-0.419545
19.800000,-0.034426,-0.415276
19.900000,-0.047980,-0.410423
20.000000,-0.061357,-0.406304
20.100000,-0.075410,-0.401666
20.200000,-0.088860,-0.395840
20.300000,-0.102142,-0.390420
20.400000,-0.113872,-0.384229
20.500000,-0.127062,-0.378125
20.600000,-0.139805,-0.370997
20.700000,-0.150351,-0.363109
20.800000,-0.162403,-0.354156
20.900000,-0.173969,-0.346497
21.000000,-0.184353,-0.337848
21.100000,-0.194567,-0.327539
21.200000,-0.204638,-0.317431
21.300000,-0.214770,-0.307493
21.400000,-0.225167,-0.297836
21.500000,-0.235119,-0.287372
21.600000,-0.245327,-0.277171
21.700000,-0.254475,-0.267348
21.800000,-0.264864,-0.257439
21.900000,-0.273348,-0.247952
22.000000,-0.282187,-0.236933
22.100000,-0.289128,-0.225366
22.200000,-0.295252,-0.213808
22.300000,-0.302820,-0.201501
22.400000,-0.309012,-0.188938
22.500000,-0.315693,-0.176682
22.600000,-0.321530,-0.164026
22.700000,-0.327188,-0.151374
22.800000,-0.333183,-0.138632
22.900000,-0.338375,-0.125258
23.000000,-0.342900,-0.112070
23.100000,-0.346625,-0.099136
23.200000,-0.350667,-0.085639
23.300000,-0.352803,-0.071509
23.400000,-0.354242,-0.057570
23.500000,-0.351820,-0.043486
23.600000,-0.352183,-0.029638
23.700000,-0.352153,-0.015694
23.800000,-0.351324,-0.002198
23.900000,-0.349959,0.011465
24.000000,-0.347031,0.024841
24.100000,-0.342732,0.039133
24.200000,-0.340915,0.053403
24.300000,-0.341166,0.067378
24.400000,-0.340660,0.080229
24.500000,-0.339105,0.092349
24.600000,-0.336346,0.106902
24.700000,-0.335073,0.118770
24.800000,-0.332084,0.130932
24.900000,-0.328990,0.144746
25.000000,-0.325552,0.158235
25.100000,-0.322534,0.171783
25.200000,-0.319348,0.185056
25.300000,-0.316703,0.198436
25.400000,-0.312983,0.209579
25.500000,-0.306539,0.222639
25.600000,-0.299593,0.234116
25.700000,-0.293577,0.244401
25.800000,-0.287817,0.256284
25.900000,-0.281532,0.268645
26.000000,-0.272987,0.278096
26.100000,-0.263184,0.288172
26.200000,-0.252801,0.296574
26.300000,-0.244348,0.304908
