time_s,x_m,y_m
0.000000,-0.308272,-0.026858
0.100000,-0.308272,-0.026858
0.200000,-0.308154,-0.021194
0.300000,-0.307337,-0.002036
0.400000,-0.306812,0.012010
0.500000,-0.304889,0.023967
0.600000,-0.302470,0.029185
0.700000,-0.297427,0.041102
0.800000,-0.294095,0.051878
0.900000,-0.288789,0.064611
1.000000,-0.282854,0.078404
1.100000,-0.278694,0.090867
1.200000,-0.275086,0.101537
1.300000,-0.272371,0.110589
1.400000,-0.268893,0.122435
1.500000,-0.265460,0.136835
1.600000,-0.260482,0.152761
1.700000,-0.256840,0.164256
1.800000,-0.252414,0.177552
1.900000,-0.246246,0.191569
2.000000,-0.241760,0.203564
2.100000,-0.235704,0.216019
2.200000,-0.228184,0.229772
2.300000,-0.220162,0.239994
2.400000,-0.210899,0.250708
2.500000,-0.200669,0.260882
2.600000,-0.190033,0.270649
2.700000,-0.179397,0.277508
2.800000,-0.171793,0.282090
2.900000,-0.158878,0.289674
3.000000,-0.145465,0.295178
3.100000,-0.131593,0.300018
3.200000,-0.117892,0.302364
3.300000,-0.102755,0.302850
3.400000,-0.086429,0.299423
3.500000,-0.070783,0.295326
3.600000,-0.055431,0.294323
3.700000,-0.041019,0.295595
3.800000,-0.026252,0.294249
3.900000,-0.014393,0.291409
4.000000,-0.011532,0.289990
4.100000,-0.018945,0.302360
4.200000,-0.007505,0.299324
4.300000,0.005774,0.293361
4.400000,0.010255,0.291824
4.500000,0.018897,0.289144
4.600000,0.032578,0.286880
4.700000,0.047537,0.284711
4.800000,0.062424,0.279940
4.900000,0.077458,0.271014
5.000000,0.092012,0.268444
5.100000,0.106493,0.264346
5.200000,0.120969,0.260586
5.300000,0.134288,0.257342
5.400000,0.148166,0.252869
5.500000,0.161779,0.248851
5.600000,0.175455,0.242556
5.700000,0.184768,0.235525
5.800000,0.192326,0.231074
5.900000,0.203759,0.223615
6.000000,0.217169,0.216934
6.100000,0.229515,0.208798
6.200000,0.240977,0.200673
6.300000,0.251867,0.190903
6.400000,0.263164,0.182663
6.500000,0.272212,0.174296
6.600000,0.278180,0.167477
6.700000,0.287768,0.157595
6.800000,0.297886,0.146485
6.900000,0.307634,0.136054
7.000000,0.316800,0.124546
7.100000,0.326132,0.113445
7.200000,0.334315,0.101661
7.300000,0.340887,0.089051
7.400000,0.347545,0.076122
7.500000,0.352750,0.063136
7.600000,0.356838,0.049050
7.700000,0.359602,0.034725
7.800000,0.363006,0.020335
7.900000,0.365245,0.006139
