time_s,x_m,y_m
0.000000,-0.418351,-0.015822
0.100000,-0.418351,-0.015822
0.200000,-0.417816,-0.012564
0.300000,-0.416123,-0.001498
0.400000,-0.414710,0.004474
0.500000,-0.412180,0.017265
0.600000,-0.408440,0.031394
0.700000,-0.405973,0.043465
0.800000,-0.402006,0.056063
0.900000,-0.396508,0.067912
1.000000,-0.392598,0.083268
1.100000,-0.390307,0.094987
1.200000,-0.385354,0.103318
1.300000,-0.378001,0.117121
1.400000,-0.369957,0.127783
1.500000,-0.360960,0.138716
1.600000,-0.353651,0.151657
1.700000,-0.345344,0.161861
1.800000,-0.337206,0.173199
1.900000,-0.329828,0.186914
2.000000,-0.323263,0.197994
2.100000,-0.315780,0.209912
2.200000,-0.307253,0.223099
2.300000,-0.299760,0.233069
2.400000,-0.290628,0.243957
2.500000,-0.280062,0.255751
2.600000,-0.271974,0.265700
2.700000,-0.263371,0.274746
2.800000,-0.257954,0.280739
2.900000,-0.248260,0.289818
3.000000,-0.237321,0.299364
3.100000,-0.221514,0.305311
3.200000,-0.210171,0.312052
3.300000,-0.198335,0.320659
3.400000,-0.186337,0.328364
3.500000,-0.173754,0.335250
3.600000,-0.161651,0.342233
3.700000,-0.149388,0.349384
3.800000,-0.137201,0.356495
3.900000,-0.124166,0.363160
4.000000,-0.111637,0.370335
4.100000,-0.099520,0.377195
4.200000,-0.086071,0.382459
4.300000,-0.072608,0.386337
4.400000,-0.058663,0.390542
4.500000,-0.044412,0.393357
4.600000,-0.030696,0.395588
4.700000,-0.016677,0.395489
4.800000,-0.001945,0.393087
4.900000,0.012544,0.394432
5.000000,0.027344,0.397299
5.100000,0.041026,0.391552
5.200000,0.053714,0.377270
5.300000,0.067218,0.368220
5.400000,0.081228,0.361622
5.500000,0.095590,0.359116
5.600000,0.108388,0.350780
5.700000,0.121531,0.341899
5.800000,0.135980,0.339352
5.900000,0.150028,0.337196
6.000000,0.164117,0.334446
6.100000,0.177826,0.329651
6.200000,0.191657,0.325849
6.300000,0.205130,0.321581
6.400000,0.219005,0.319581
6.500000,0.233611,0.317141
6.600000,0.247524,0.312844
6.700000,0.261419,0.308975
6.800000,0.274791,0.304728
6.900000,0.287732,0.298111
7.000000,0.300470,0.292061
7.100000,0.313053,0.286141
7.200000,0.327139,0.282105
7.300000,0.340294,0.276973
7.400000,0.353135,0.271378
7.500000,0.364677,0.263362
7.600000,0.376227,0.255357
7.700000,0.387853,0.247019
7.800000,0.398485,0.237800
7.900000,0.408773,0.228329
8.000000,0.419404,0.218627
8.100000,0.428156,0.207447
8.200000,0.436656,0.196638
8.300000,0.445916,0.185567
8.400000,0.453599,0.173325
8.500000,0.460863,0.161313
8.600000,0.467216,0.148762
8.700000,0.473000,0.136060
8.800000,0.478384,0.122848
8.900000,0.482529,0.109193
9.000000,0.486854,0.095581
9.100000,0.490353,0.081742
9.200000,0.494591,0.068448
9.300000,0.499432,0.055181
9.400000,0.500271,0.040847
9.500000,0.498374,0.026541
9.600000,0.495045,0.011572
9.700000,0.491226,-0.003910
9.800000,0.476933,-0.021416
9.900000,0.478497,-0.035977
10.000000,0.476882,-0.050739
10.100000,0.473504,-0.065140
10.200000,0.470821,-0.079690
10.300000,0.469943,-0.094056
10.400000,0.466744,-0.107793
10.500000,0.463789,-0.121845
10.600000,0.461427,-0.136112
10.700000,0.459141,-0.150264
10.800000,0.457209,-0.164720
10.900000,0.453493,-0.178654
11.000000,0.449210,-0.191900
11.100000,0.445265,-0.205456
11.200000,0.439965,-0.219037
11.300000,0.435333,-0.232290
11.400000,0.429339,-0.245737
11.500000,0.420815,-0.258138
11.600000,0.414080,-0.270577
11.700000,0.407507,-0.283409
11.800000,0.399477,-0.295173
11.900000,0.388244,-0.304872
12.000000,0.375133,-0.312357
12.100000,0.365456,-0.322608
12.200000,0.354804,-0.331442
12.300000,0.342697,-0.339633
12.400000,0.330595,-0.347258
12.500000,0.318786,-0.355515
12.600000,0.306063,-0.362710
12.700000,0.294637,-0.370299
12.800000,0.282726,-0.378110
12.900000,0.270741,-0.385080
13.000000,0.258925,-0.392738
13.100000,0.246702,-0.400486
13.200000,0.234408,-0.406941
13.300000,0.222591,-0.415053
13.400000,0.210307,-0.422448
13.500000,0.197435,-0.429124
13.600000,0.184512,-0.434480
13.700000,0.170667,-0.438349
13.800000,0.156895,-0.442724
13.900000,0.143206,-0.446144
14.000000,0.128709,-0.447793
14.100000,0.113930,-0.447968
14.200000,0.099466,-0.448841
14.300000,0.084713,-0.448240
14.400000,0.070414,-0.445528
14.500000,0.055808,-0.445185
14.600000,0.041979,-0.443587
14.700000,0.027943,-0.440866
14.800000,0.013546,-0.438485
14.900000,-0.001216,-0.435672
15.000000,-0.015558,-0.432630
15.100000,-0.030124,-0.430818
15.200000,-0.044526,-0.430204
15.300000,-0.058365,-0.429503
15.400000,-0.073273,-0.428912
15.500000,-0.087869,-0.427138
15.600000,-0.100145,-0.424201
15.700000,-0.115558,-0.420016
15.800000,-0.129359,-0.414848
15.900000,-0.142854,-0.411130
16.000000,-0.155919,-0.405498
16.100000,-0.168841,-0.399888
16.200000,-0.181359,-0.394556
16.300000,-0.195731,-0.388429
16.400000,-0.208697,-0.381746
16.500000,-0.220916,-0.375065
16.600000,-0.233960,-0.368136
16.700000,-0.244933,-0.360997
16.800000,-0.258506,-0.351689
16.900000,-0.271581,-0.342333
17.000000,-0.283642,-0.335716
17.100000,-0.296589,-0.328035
17.200000,-0.309454,-0.316965
17.300000,-0.318891,-0.305221
17.400000,-0.328797,-0.295516
17.500000,-0.335463,-0.289059
17.600000,-0.344758,-0.280983
17.700000,-0.356838,-0.271130
17.800000,-0.368604,-0.261209
17.900000,-0.378383,-0.252704
18.000000,-0.389352,-0.242775
18.100000,-0.400125,-0.231396
18.200000,-0.408362,-0.221790
18.300000,-0.417272,-0.210784
18.400000,-0.425423,-0.197356
18.500000,-0.433192,-0.186988
18.600000,-0.440989,-0.175797
18.700000,-0.449037,-0.162374
18.800000,-0.454386,-0.151037
18.900000,-0.460425,-0.137546
19.000000,-0.464590,-0.122770
19.100000,-0.468106,-0.110163
19.200000,-0.470787,-0.096308
19.300000,-0.472719,-0.081214
19.400000,-0.474011,-0.068404
19.500000,-0.473820,-0.054871
19.600000,-0.473468,-0.039752
19.700000,-0.471655,-0.027277
19.800000,-0.470857,-0.012901
19.900000,-0.468234,0.002595
20.000000,-0.464202,0.014691
20.100000,-0.460761,0.028130
20.200000,-0.457867,0.043536
20.300000,-0.457698,0.055621
20.400000,-0.456971,0.069442
20.500000,-0.452969,0.084885
20.600000,-0.451147,0.097215
20.700000,-0.444817,0.109803
20.800000,-0.436457,0.121877
20.900000,-0.428991,0.132020
21.000000,-0.419948,0.144284
21.100000,-0.409517,0.154974
21.200000,-0.401990,0.165493
21.300000,-0.392434,0.175004
21.400000,-0.382922,0.186768
21.500000,-0.376239,0.197534
21.600000,-0.366812,0.208475
21.700000,-0.356958,0.219680
21.800000,-0.348036,0.228489
21.900000,-0.337087,0.236827
22.000000,-0.325022,0.246525
22.100000,-0.315115,0.255044
22.200000,-0.305585,0.264919
22.300000,-0.295458,0.276874
22.400000,-0.286996,0.285995
22.500000,-0.275829,0.293795
22.600000,-0.268650,0.298393
22.700000,-0.280498,0.306018
22.800000,-0.271065,0.311495
22.900000,-0.258334,0.321868
23.000000,-0.249851,0.329335
23.100000,-0.242195,0.334669
23.200000,-0.229780,0.342420
23.300000,-0.217876,0.349418
23.400000,-0.204762,0.355570
23.500000,-0.190582,0.362889
23.600000,-0.180287,0.369370
23.700000,-0.167572,0.376281
23.800000,-0.153052,0.384015
23.900000,-0.141300,0.388905
24.000000,-0.127833,0.392992
24.100000,-0.112908,0.398512
24.200000,-0.100717,0.402054
24.300000,-0.087378,0.407752
24.400000,-0.072303,0.413351
24.500000,-0.059557,0.418155
24.600000,-0.045835,0.421160
24.700000,-0.030385,0.423718
24.800000,-0.017647,0.423560
24.900000,-0.003277,0.422677
25.000000,0.011069,0.422743
25.100000,0.025749,0.422655
25.200000,0.040012,0.418571
25.300000,0.054312,0.409067
25.400000,0.066024,0.397817
25.500000,0.080556,0.397880
25.600000,0.094274,0.395409
25.700000,0.107090,0.389709
25.800000,0.119457,0.383392
25.900000,0.132243,0.375690
26.000000,0.145342,0.372016
26.100000,0.158710,0.368092
26.200000,0.172979,0.362003
26.300000,0.186127,0.357721
26.400000,0.199948,0.354804
26.500000,0.212917,0.348453
26.600000,0.225955,0.343424
26.700000,0.237688,0.339455
26.800000,0.245975,0.335962
26.900000,0.259072,0.331345
27.000000,0.273578,0.327536
27.100000,0.287545,0.322462
27.200000,0.299198,0.314635
27.300000,0.311508,0.306945
27.400000,0.323616,0.299634
27.500000,0.337076,0.293386
27.600000,0.348188,0.286558
27.700000,0.355615,0.281581
27.800000,0.367060,0.273542
27.900000,0.379401,0.265338
28.000000,0.389190,0.255181
28.100000,0.399241,0.244988
28.200000,0.409960,0.235867
28.300000,0.419906,0.225555
28.400000,0.427897,0.213750
28.500000,0.436389,0.201832
28.600000,0.445560,0.190311
28.700000,0.453843,0.178265
28.800000,0.461749,0.166551
28.900000,0.469270,0.154677
29.000000,0.476405,0.142167
29.100000,0.483603,0.129826
29.200000,0.489842,0.115528
29.300000,0.495450,0.103692
29.400000,0.501212,0.090752
29.500000,0.506209,0.077734
29.600000,0.511730,0.064050
29.700000,0.514135,0.050198
29.800000,0.516159,0.036482
29.900000,0.516012,0.021996
30.000000,0.515344,0.006794
30.100000,0.514991,-0.008880
30.200000,0.512793,-0.024817
30.300000,0.510987,-0.040567
30.400000,0.506027,-0.055827
30.500000,0.502347,-0.069991
30.600000,0.500228,-0.084437
30.700000,0.494898,-0.098375
30.800000,0.491301,-0.112650
30.900000,0.488894,-0.126844
31.000000,0.486182,-0.141209
31.100000,0.484179,-0.155884
31.200000,0.480884,-0.169846
31.300000,0.477187,-0.183442
31.400000,0.472865,-0.197091
31.500000,0.468814,-0.210381
31.600000,0.463730,-0.223698
31.700000,0.458549,-0.237358
31.800000,0.453384,-0.250980
31.900000,0.447799,-0.264607
32.000000,0.442058,-0.277767
32.100000,0.435565,-0.290993
32.200000,0.428562,-0.303298
32.300000,0.417461,-0.313376
32.400000,0.405343,-0.322135
32.500000,0.396433,-0.332573
32.600000,0.385071,-0.341922
32.700000,0.373797,-0.350998
32.800000,0.362878,-0.360249
32.900000,0.351167,-0.368943
33.000000,0.338591,-0.376603
33.100000,0.326074,-0.383518
33.200000,0.313448,-0.390887
33.300000,0.301142,-0.398199
33.400000,0.289525,-0.406435
33.500000,0.277273,-0.414590
33.600000,0.264647,-0.421560
33.700000,0.251749,-0.427469
33.800000,0.239669,-0.435271
33.900000,0.227294,-0.443121
34.000000,0.213730,-0.449028
34.100000,0.200053,-0.452948
34.200000,0.187215,-0.457777
34.300000,0.174033,-0.461820
34.400000,0.160242,-0.465304
34.500000,0.146388,-0.468644
34.600000,0.131933,-0.468287
34.700000,0.116559,-0.468519
34.800000,0.101538,-0.466972
34.900000,0.087255,-0.467548
35.000000,0.072088,-0.465404
35.100000,0.057585,-0.463373
35.200000,0.043420,-0.461680
35.300000,0.028716,-0.459700
35.400000,0.014101,-0.457656
35.500000,-0.000491,-0.455267
35.600000,-0.015434,-0.453765
35.700000,-0.029421,-0.452341
35.800000,-0.044123,-0.451297
35.900000,-0.058153,-0.450946
36.000000,-0.072197,-0.449902
36.100000,-0.086449,-0.447643
36.200000,-0.099566,-0.443565
36.300000,-0.113469,-0.438769
36.400000,-0.127277,-0.433532
36.500000,-0.141049,-0.427853
36.600000,-0.153856,-0.421367
36.700000,-0.166975,-0.415005
36.800000,-0.180124,-0.409082
36.900000,-0.193179,-0.403566
37.000000,-0.205908,-0.397750
37.100000,-0.218826,-0.390835
37.200000,-0.230751,-0.382900
37.300000,-0.242751,-0.375871
37.400000,-0.255279,-0.368153
37.500000,-0.267213,-0.360084
37.600000,-0.279422,-0.349056
37.700000,-0.291498,-0.337415
37.800000,-0.304103,-0.326960
37.900000,-0.314781,-0.314671
38.000000,-0.325184,-0.299589
38.100000,-0.335572,-0.288317
38.200000,-0.346222,-0.279850
38.300000,-0.355368,-0.269612
38.400000,-0.367157,-0.260229
38.500000,-0.376992,-0.250570
38.600000,-0.386774,-0.239763
38.700000,-0.396191,-0.228895
38.800000,-0.405660,-0.218111
38.900000,-0.413505,-0.208699
39.000000,-0.423460,-0.196479
39.100000,-0.432401,-0.185309
39.200000,-0.440445,-0.173433
