Frame,Time,Quat_X,Quat_Y,Quat_Z,Quat_W,Marker1_X,Marker1_Y,Marker1_Z,Marker2_X,Marker2_Y,Marker2_Z,Marker3_X,Marker3_Y,Marker3_Z,Roll_deg,Pitch_deg,Yaw_deg
121,1.21,-0.015288,0.823492,-0.013898,-0.566951,-0.125009,0.147626,-0.43442,0.901845,-0.084648,0.147973,-0.566096,-0.114399,0.148835,-179.10795094664536,-69.09673932662776,-178.48707170468714
122,1.22,-0.016263,0.823536,-0.014927,-0.566835,-0.125013,0.147679,-0.434442,0.890305,-0.084631,0.148015,-0.566031,-0.11441,0.148951,-179.0131024716784,-69.08380016603878,-178.41671751664623
123,1.23,-0.016373,0.823487,-0.014597,-0.566912,-0.125008,0.147661,-0.434387,0.895048,-0.084626,0.148074,-0.565988,-0.114418,0.148987,-179.1205896943206,-69.09403307139661,-178.32740768920743
124,1.24,-0.017926,0.823751,-0.013966,-0.566496,-0.125162,0.147265,-0.434268,0.816306,-0.08464,0.148018,-0.565979,-0.114398,0.14902,-179.56777676449423,-69.03577429706989,-177.80397443993562
125,1.25,-0.015155,0.824036,-0.011105,-0.566225,-0.12529,0.147235,-0.434312,0.827863,-0.08464,0.147916,-0.566137,-0.114508,0.148965,-179.81789042328498,-68.98972760701577,-178.01789414515886
126,1.26,-0.014834,0.823581,-0.012694,-0.566863,-0.12504,0.147586,-0.434408,0.905678,-0.08458,0.148,-0.566162,-0.114513,0.148958,-179.34341396687623,-69.08191056952475,-178.38820277591947
127,1.27,-0.015232,0.823468,-0.013938,-0.566987,-0.12499,0.14767,-0.434409,0.896648,-0.084617,0.147995,-0.566072,-0.114457,0.148873,-179.08724967356915,-69.10183661402179,-178.50911646613912
128,1.28,-0.015435,0.823563,-0.014098,-0.566839,-0.124996,0.147657,-0.434454,0.901213,-0.084606,0.147998,-0.566098,-0.114361,0.148867,-179.08157329679918,-69.0816957835367,-178.48479324861052
129,1.29,-0.016033,0.823452,-0.014443,-0.566976,-0.124979,0.147626,-0.434417,0.894318,-0.084648,0.148016,-0.566027,-0.114363,0.148892,-179.09956458388731,-69.10220002470497,-178.38917484432977
130,1.3,-0.016308,0.823482,-0.014843,-0.566915,-0.12499,0.147643,-0.434379,0.887534,-0.084624,0.148028,-0.565974,-0.114399,0.148885,-179.0436974642591,-69.09489977782611,-178.38938841406312
131,1.31,-0.016034,0.823506,-0.013906,-0.566911,-0.125057,0.147607,-0.434319,0.896627,-0.08466,0.148056,-0.565924,-0.114499,0.148994,-179.24159172980674,-69.09208065264818,-178.29128177497668
132,1.32,-0.017431,0.82369,-0.013881,-0.566602,-0.125162,0.147305,-0.434329,0.800829,-0.084621,0.147968,-0.566119,-0.114507,0.14901,-179.50092697660983,-69.04998656720294,-177.91868790903877
133,1.33,-0.012341,0.823967,-0.010478,-0.566406,-0.12517,0.147666,-0.434365,0.929772,-0.084632,0.147945,-0.56603,-0.114458,0.149004,-179.47416390088011,-69.01245763385835,-178.64530909889842
134,1.34,-0.013984,0.82358,-0.013102,-0.566877,-0.125032,0.147729,-0.434428,0.895077,-0.084647,0.147885,-0.56606,-0.114442,0.148974,-179.08088603617,-69.08379749128883,-178.68716589638652
135,1.35,-0.0164,0.823447,-0.01498,-0.566958,-0.124987,0.147693,-0.434414,0.894426,-0.084638,0.148036,-0.566032,-0.114404,0.148992,-179.0243156557151,-69.101059753135,-178.3899083711738
136,1.36,-0.016209,0.823491,-0.015023,-0.566899,-0.125022,0.147716,-0.434399,0.884412,-0.084608,0.148089,-0.565992,-0.114501,0.148854,-178.9780221626738,-69.09277214429389,-178.44837004078684
137,1.37,-0.015651,0.823489,-0.013869,-0.566946,-0.125007,0.147678,-0.434384,0.887248,-0.084625,0.148061,-0.565986,-0.114468,0.149008,-179.18172937673359,-69.09634518615334,-178.38576406068688
138,1.38,-0.013441,0.823348,-0.012101,-0.567248,-0.124974,0.147564,-0.43431,0.882448,-0.084738,0.1478,-0.565957,-0.114398,0.148817,-179.24751501379293,-69.13308460778192,-178.64793835589052
139,1.39,-0.017874,0.823785,-0.013768,-0.566453,-0.125181,0.147194,-0.434353,0.795799,-0.084578,0.147984,-0.566201,-0.114496,0.148938,-179.61030161036467,-69.02923284529868,-177.78202791725647
140,1.4,-0.017695,0.823717,-0.014218,-0.566547,-0.125166,0.147303,-0.434305,0.811303,-0.084637,0.147969,-0.56605,-0.114479,0.14899,-179.4596334993562,-69.04345651180302,-177.91042457411066
141,1.41,-0.015763,0.823737,-0.013799,-0.566585,-0.125041,0.147642,-0.434473,0.904588,-0.084482,0.148134,-0.566248,-0.114474,0.148879,-179.21950912042362,-69.04619894723912,-178.3443326169051
142,1.42,-0.015054,0.823514,-0.013274,-0.56694,-0.125018,0.147675,-0.434424,0.902481,-0.084635,0.148012,-0.566076,-0.114439,0.149044,-179.23034811193773,-69.09377460298819,-178.43537192320446
143,1.43,-0.016409,0.8235,-0.015171,-0.566876,-0.124996,0.147696,-0.434395,0.892076,-0.084616,0.148078,-0.56601,-0.114413,0.148859,-178.97525172363711,-69.09007325501929,-178.42244596822974
144,1.44,-0.015876,0.823545,-0.014247,-0.566849,-0.125023,0.147693,-0.434363,0.891776,-0.08461,0.148055,-0.566002,-0.114496,0.149012,-179.12247012407428,-69.08381901287595,-178.39527697574542
145,1.45,-0.017912,0.823666,-0.014263,-0.566613,-0.125138,0.147231,-0.434314,0.805788,-0.084644,0.14795,-0.566051,-0.114426,0.148911,-179.4875386625705,-69.05286506635125,-177.86096270516953
146,1.46,-0.018472,0.823839,-0.014311,-0.566343,-0.125191,0.147122,-0.434371,0.79958,-0.08453,0.148007,-0.56626,-0.114506,0.148766,-179.57490292677616,-69.01586269699533,-177.72333046945838
147,1.47,-0.017425,0.823742,-0.013615,-0.566533,-0.125158,0.147277,-0.434314,0.813354,-0.084607,0.147989,-0.566039,-0.11448,0.149005,-179.5696487433773,-69.03970348155886,-177.8723422910052
148,1.48,-0.015041,0.823553,-0.013359,-0.566883,-0.125009,0.147716,-0.434384,0.899202,-0.084599,0.148054,-0.566032,-0.114456,0.149044,-179.20534661023794,-69.08615683884827,-178.4544215569996
149,1.49,-0.014963,0.823577,-0.01366,-0.566842,-0.125071,0.147716,-0.434431,0.901405,-0.084635,0.147998,-0.566071,-0.11453,0.148982,-179.1114701974577,-69.08079663151669,-178.52989088784514
150,1.5,-0.01513,0.823568,-0.013701,-0.56685,-0.125054,0.147641,-0.434424,0.903712,-0.084631,0.147995,-0.566073,-0.114469,0.148845,-179.13104266857405,-69.08220512200108,-178.4931842601073
151,1.51,-0.016655,0.82345,-0.014961,-0.566947,-0.125,0.147581,-0.434364,0.895915,-0.084597,0.14803,-0.565995,-0.114499,0.148828,-179.0757735210148,-69.09982186612461,-178.31899770983756
152,1.52,-0.016191,0.823469,-0.014175,-0.566953,-0.125006,0.147621,-0.434376,0.892775,-0.084604,0.148059,-0.565986,-0.114479,0.148988,-179.19918001736278,-69.09855141463831,-178.29860523243264
153,1.53,-0.017369,0.823789,-0.013515,-0.566469,-0.125181,0.147309,-0.434292,0.818658,-0.084649,0.148023,-0.56597,-0.114435,0.149051,-179.58548836312292,-69.03054539985628,-177.8693251468771
154,1.54,-0.009789,0.822984,-0.012292,-0.567847,-0.124775,0.148365,-0.43435,0.868474,-0.084683,0.147889,-0.565964,-0.114479,0.149019,-178.528363520255,-69.21177630623052,-179.65251891424896
155,1.55,-0.014766,0.823889,-0.01147,-0.566443,-0.125255,0.147297,-0.434285,0.838331,-0.084742,0.147787,-0.565976,-0.114466,0.149022,-179.65243908875183,-69.02089328940527,-178.18544106457023
156,1.56,-0.016076,0.823737,-0.014196,-0.566567,-0.125074,0.147609,-0.434506,0.905709,-0.084506,0.148108,-0.5663,-0.114498,0.148825,-179.17150447443498,-69.04487687952827,-178.33381801479158
157,1.57,-0.016255,0.82355,-0.014972,-0.566813,-0.125026,0.147669,-0.434393,0.893993,-0.084646,0.148031,-0.566013,-0.11439,0.148875,-178.999699435742,-69.08072846293142,-178.42705209361824
158,1.58,-0.016013,0.823508,-0.014495,-0.566894,-0.125014,0.147648,-0.434389,0.884945,-0.084633,0.147997,-0.566002,-0.11443,0.148952,-179.08195711609656,-69.09088419204704,-178.40410014034273
159,1.59,-0.015948,0.823547,-0.014324,-0.566843,-0.125036,0.147635,-0.434387,0.893923,-0.084598,0.147991,-0.56601,-0.114496,0.148968,-179.1152045394663,-69.08332027368871,-178.39026794325446
160,1.6,-0.015361,0.823504,-0.013354,-0.566945,-0.124991,0.147634,-0.434375,0.906229,-0.08454,0.148061,-0.566042,-0.114501,0.148963,-179.26512012181166,-69.09497955054869,-178.36871531047723
161,1.61,-0.009562,0.822958,-0.012365,-0.567887,-0.124754,0.148401,-0.43436,0.876817,-0.084708,0.147923,-0.565987,-0.114381,0.148925,-178.4671890863775,-69.21696288508741,-179.72639674484358
162,1.62,-0.007808,0.823244,-0.010757,-0.567533,-0.124931,0.14838,-0.43441,0.884934,-0.084831,0.147751,-0.565986,-0.114481,0.149003,-178.57449102897732,-69.164303450314,-179.89596141210765
163,1.63,-0.013873,0.823536,-0.012336,-0.566961,-0.124998,0.147694,-0.434421,0.89285,-0.084663,0.147959,-0.56609,-0.114375,0.149011,-179.26340484554626,-69.09412061208542,-178.57695976019815
164,1.64,-0.016363,0.823439,-0.014891,-0.566973,-0.124999,0.147701,-0.434401,0.892803,-0.084635,0.148045,-0.566011,-0.114468,0.149018,-179.04115675972787,-69.1029247216767,-178.38345911613914
165,1.65,-0.016151,0.823569,-0.014269,-0.566806,-0.125006,0.147646,-0.434396,0.892717,-0.084607,0.148056,-0.565998,-0.114369,0.149008,-179.16657910655985,-69.07819102605589,-178.32666909136148
166,1.66,-0.018583,0.823702,-0.014799,-0.566525,-0.125186,0.147211,-0.434305,0.814793,-0.084631,0.147971,-0.566028,-0.11452,0.148925,-179.4674497631868,-69.04243213084114,-177.7815163590421
167,1.67,-0.017899,0.823851,-0.013721,-0.566358,-0.125158,0.147257,-0.43437,0.794612,-0.084497,0.148086,-0.56622,-0.114508,0.148966,-179.62662680973514,-69.01598853930409,-177.7674661165083
168,1.68,-0.014833,0.823728,-0.012748,-0.566648,-0.125014,0.147688,-0.434476,0.89542,-0.084484,0.148099,-0.566259,-0.114438,0.149048,-179.32824533642548,-69.05208706197047,-178.39889276300957
169,1.69,-0.013114,0.823825,-0.011489,-0.566576,-0.125114,0.147699,-0.434475,0.923965,-0.084624,0.147961,-0.566203,-0.11446,0.149015,-179.34818620847508,-69.03838119392223,-178.62433957311404
170,1.7,-0.01465,0.823653,-0.013373,-0.566748,-0.125032,0.147704,-0.434465,0.90691,-0.084629,0.147953,-0.566199,-0.114354,0.148997,-179.130182599018,-69.06705721058395,-178.56058761953835
171,1.71,-0.015396,0.823651,-0.013786,-0.56672,-0.12505,0.147708,-0.434407,0.894172,-0.084622,0.14805,-0.566001,-0.114406,0.149026,-179.15664134452,-69.06453606338945,-178.43858789013342
172,1.72,-0.016768,0.823762,-0.014444,-0.566504,-0.125052,0.147675,-0.434466,0.907052,-0.084441,0.148232,-0.566193,-0.114514,0.149013,-179.2314855770323,-69.03726814524035,-178.19632540974624
173,1.73,-0.016591,0.823562,-0.014492,-0.566799,-0.125017,0.147625,-0.434357,0.898967,-0.084592,0.14807,-0.565962,-0.11439,0.149043,-179.18768110303367,-69.07826983201731,-178.2509346981886
174,1.74,-0.018213,0.823705,-0.014517,-0.56654,-0.125169,0.14724,-0.434291,0.823505,-0.084624,0.147995,-0.566034,-0.114462,0.148898,-179.47476043650207,-69.04353536442021,-177.82795275415302
175,1.75,-0.015108,0.823973,-0.011921,-0.566302,-0.125297,0.147245,-0.434271,0.848124,-0.084797,0.147734,-0.565982,-0.114373,0.14895,-179.5948513848611,-69.00238139888864,-178.17759892341502
176,1.76,-0.007853,0.823463,-0.009939,-0.567228,-0.124884,0.148311,-0.434509,0.900953,-0.084666,0.14786,-0.566209,-0.114345,0.148991,-178.80058369724088,-69.12155949790238,-179.73345053546285
177,1.77,-0.01532,0.823602,-0.013791,-0.566794,-0.125021,0.14766,-0.434426,0.911223,-0.08463,0.148011,-0.566098,-0.114347,0.148927,-179.14169069293112,-69.07486702828854,-178.45943727553248
178,1.78,-0.016089,0.823462,-0.014445,-0.566959,-0.124988,0.147753,-0.434407,0.886712,-0.084596,0.148118,-0.565981,-0.114454,0.149086,-179.10919124802726,-69.09979458125194,-178.37475107105217
179,1.79,-0.019243,0.823689,-0.015135,-0.566513,-0.125185,0.147235,-0.434311,0.811766,-0.084625,0.1481,-0.565991,-0.114532,0.148944,-179.4985699442082,-69.04210659588007,-177.66829723960453
180,1.8,-0.018735,0.823646,-0.015253,-0.56659,-0.125163,0.147256,-0.4343,0.807498,-0.084639,0.147964,-0.565971,-0.114515,0.148947,-179.37559621684034,-69.0528682655622,-177.8234724760822
181,1.81,-0.012605,0.82378,-0.011163,-0.566659,-0.125141,0.147647,-0.434366,0.919127,-0.084693,0.147843,-0.566018,-0.114468,0.148967,-179.3420129480038,-69.04892883609143,-178.69935999986976
182,1.82,-0.01006,0.823348,-0.011002,-0.567341,-0.125,0.14792,-0.434339,0.897296,-0.084859,0.147669,-0.565936,-0.114366,0.14886,-178.9214972466617,-69.14100066024346,-179.34314495700033
183,1.83,-0.007686,0.823174,-0.010294,-0.567643,-0.124876,0.14834,-0.434418,0.873197,-0.084787,0.14779,-0.566012,-0.114498,0.148955,-178.67458597437195,-69.17911235513287,-179.84409263976048
184,1.84,-0.016072,0.823484,-0.014676,-0.566922,-0.125029,0.147745,-0.434421,0.888407,-0.084625,0.148088,-0.566013,-0.114506,0.149013,-179.04489843490535,-69.09512819257056,-178.42139155526596
185,1.85,-0.016221,0.822983,-0.016684,-0.567589,-0.12492,0.1478,-0.43449,0.867281,-0.084683,0.14772,-0.566461,-0.114496,0.149024,-178.54059576094178,-69.19157634780056,-178.74833700920556
186,1.86,-0.016792,0.823462,-0.015276,-0.566917,-0.125,0.147686,-0.434368,0.887559,-0.084611,0.148082,-0.565958,-0.11444,0.14896,-179.01732544671205,-69.09642963168034,-178.3401778081925
187,1.87,-0.017192,0.823732,-0.013725,-0.566553,-0.125166,0.147261,-0.434314,0.80757,-0.084632,0.147895,-0.566052,-0.114471,0.148968,-179.49842475199029,-69.04275591621708,-177.95372573345816
188,1.88,-0.01,0.823251,-0.010755,-0.567488,-0.125011,0.147866,-0.434293,0.891919,-0.084858,0.147651,-0.565895,-0.114476,0.148811,-178.97586486512077,-69.16123849262881,-179.31413213578637
189,1.89,-0.010699,0.823204,-0.011289,-0.567533,-0.12496,0.147922,-0.434296,0.886288,-0.084832,0.14775,-0.565903,-0.114451,0.148906,-178.96199347074966,-69.1688429529345,-179.22643025014793
190,1.9,-0.009288,0.82312,-0.01183,-0.567669,-0.124759,0.148446,-0.434472,0.881203,-0.08464,0.147984,-0.5661,-0.11435,0.149035,-178.55994737558703,-69.18604662376863,-179.7002108200668
191,1.91,-0.016336,0.823538,-0.014561,-0.566838,-0.125036,0.147674,-0.434453,0.899163,-0.084613,0.148084,-0.56604,-0.114491,0.149003,-179.12315373218703,-69.08338770021936,-178.33079954219934
192,1.92,-0.014928,0.823022,-0.015439,-0.567603,-0.124894,0.147789,-0.434521,0.861993,-0.084699,0.147628,-0.566475,-0.114415,0.149045,-178.63440476105123,-69.18947990042693,-178.86366052024238
193,1.93,-0.01658,0.823482,-0.014414,-0.566916,-0.125059,0.147591,-0.434355,0.899762,-0.084641,0.148083,-0.565989,-0.114536,0.148954,-179.2066978533947,-69.09417655630493,-178.23930503733658
194,1.94,-0.015622,0.823816,-0.012137,-0.566512,-0.125254,0.147252,-0.434243,0.839154,-0.084754,0.147811,-0.565929,-0.114478,0.148995,-179.63217954751812,-69.03233251013243,-178.08021314204413
195,1.95,-0.009471,0.823361,-0.00966,-0.567357,-0.125061,0.147832,-0.434277,0.909525,-0.084865,0.147691,-0.565878,-0.114501,0.148853,-179.1695783090269,-69.14143800657733,-179.25417769586616
196,1.96,-0.010447,0.823394,-0.011413,-0.567259,-0.125014,0.147968,-0.434362,0.907604,-0.084836,0.147691,-0.565974,-0.114396,0.148967,-178.88334086178335,-69.1304251572313,-179.31551517687234
197,1.97,-0.016334,0.823377,-0.014685,-0.56707,-0.124991,0.147631,-0.434386,0.897271,-0.084645,0.14806,-0.566044,-0.114461,0.148871,-179.09063986720224,-69.11607432441653,-178.3534044452113
198,1.98,-0.014261,0.8228,-0.015429,-0.567942,-0.124902,0.147781,-0.434442,0.890949,-0.084857,0.147529,-0.566264,-0.114476,0.148882,-178.5144332516833,-69.23548429153243,-179.0395972089782
199,1.99,-0.017516,0.823211,-0.015935,-0.567241,-0.124921,0.147611,-0.434419,0.874666,-0.084597,0.148085,-0.566024,-0.114479,0.148817,-178.97574588762478,-69.14370109615169,-178.26797842497558
200,2.0,-0.019186,0.823777,-0.0148,-0.566396,-0.125141,0.147206,-0.434364,0.802697,-0.084536,0.148114,-0.566152,-0.114424,0.148951,-179.5758273044241,-69.02487128606553,-177.62327536079601
201,2.01,-0.00863,0.823235,-0.010943,-0.56753,-0.124941,0.148264,-0.434316,0.885104,-0.084782,0.147775,-0.565924,-0.114537,0.148952,-178.67544029016105,-69.16522806892067,-179.71195797684362
202,2.02,-0.009261,0.823322,-0.009782,-0.567415,-0.125024,0.147996,-0.434296,0.910175,-0.084869,0.147713,-0.565864,-0.114451,0.149104,-179.09886563114193,-69.1493973491751,-179.33216155819719
203,2.03,-0.010885,0.8233,-0.011651,-0.567382,-0.124951,0.147935,-0.434348,0.89049,-0.08475,0.147765,-0.565985,-0.114467,0.148857,-178.90010740284498,-69.148295673624,-179.2430961999226
204,2.04,-0.015115,0.823561,-0.014,-0.566854,-0.124976,0.147762,-0.434468,0.884318,-0.084617,0.148015,-0.566053,-0.114332,0.14901,-179.04927647139175,-69.08337349828426,-178.55155511830594
205,2.05,-0.016159,0.822671,-0.018186,-0.567997,-0.124902,0.147828,-0.434441,0.880082,-0.084871,0.147476,-0.566259,-0.114497,0.148868,-178.12924862007878,-69.25029844508897,-179.04128588682585
206,2.06,-0.017124,0.823368,-0.015365,-0.567042,-0.124967,0.147679,-0.434373,0.885182,-0.084605,0.148157,-0.566,-0.114453,0.148931,-179.0546223234018,-69.11449523705903,-178.26826849359537
207,2.07,-0.017372,0.823487,-0.014438,-0.566885,-0.125138,0.147287,-0.434256,0.813987,-0.08477,0.147818,-0.565939,-0.114419,0.148964,-179.34446539286859,-69.09068908264058,-178.0342757586527
208,2.08,-0.011211,0.823323,-0.011037,-0.567354,-0.124992,0.147773,-0.434362,0.921008,-0.084713,0.147793,-0.566083,-0.114506,0.148776,-179.12240743242995,-69.14408245556605,-179.0445113045084
209,2.09,-0.010706,0.823499,-0.010737,-0.567115,-0.125003,0.147933,-0.434382,0.921346,-0.0847,0.147849,-0.566092,-0.114399,0.149002,-179.10965218034468,-69.11007211423532,-179.12350772137452
210,2.1,-0.017531,0.823745,-0.014007,-0.566516,-0.125155,0.147326,-0.434337,0.813009,-0.084636,0.148,-0.566084,-0.114416,0.149008,-179.48536543201013,-69.03842577942886,-177.91557473297453
211,2.11,-0.016129,0.823528,-0.014434,-0.566862,-0.125017,0.147674,-0.434428,0.893062,-0.084618,0.148071,-0.56605,-0.114471,0.148978,-179.11911908010606,-69.08628752670575,-178.36237604857493
212,2.12,-0.015192,0.822943,-0.016466,-0.567681,-0.124943,0.147788,-0.434453,0.902885,-0.084859,0.147473,-0.566276,-0.114392,0.149014,-178.409905236655,-69.20207130828545,-178.9818231758903
213,2.13,-0.015888,0.823576,-0.013847,-0.566814,-0.125034,0.147632,-0.434397,0.896509,-0.084608,0.148076,-0.566011,-0.114492,0.148982,-179.2302879653887,-69.07822272047362,-178.31941860619992
214,2.14,-0.015654,0.824002,-0.011707,-0.56625,-0.125252,0.147275,-0.434306,0.833746,-0.084649,0.147963,-0.566049,-0.114416,0.148983,-179.74984168522565,-68.99494218740341,-177.9952211394192
215,2.15,-0.010747,0.823434,-0.010997,-0.567204,-0.125024,0.147972,-0.434379,0.92363,-0.084726,0.147833,-0.566111,-0.11446,0.149043,-179.04829513945913,-69.12282052794374,-179.16010035965058
216,2.16,-0.00793,0.823298,-0.009595,-0.567473,-0.124879,0.148262,-0.434429,0.898409,-0.084682,0.147875,-0.566139,-0.114463,0.149,-178.90516287206356,-69.15571827808486,-179.65095460743973
217,2.17,-0.01973,0.823888,-0.015265,-0.566203,-0.125153,0.147178,-0.434423,0.785543,-0.084478,0.148173,-0.566346,-0.114459,0.148848,-179.55059018902952,-68.999623475339,-177.56521761105915
218,2.18,-0.017443,0.823619,-0.01511,-0.566674,-0.124973,0.147647,-0.434527,0.894057,-0.084467,0.148223,-0.566274,-0.11439,0.149,-179.1789121330776,-69.0630265641617,-178.13847712167305
219,2.19,-0.017231,0.82374,-0.014947,-0.566508,-0.125038,0.147655,-0.434514,0.90645,-0.084443,0.148225,-0.566252,-0.114502,0.148985,-179.18281899264707,-69.03924982889176,-178.1653685502968
220,2.2,-0.01614,0.823758,-0.013834,-0.566542,-0.125013,0.147658,-0.434478,0.891042,-0.084457,0.148186,-0.566263,-0.114393,0.148999,-179.27858394533757,-69.04051002222623,-178.25126906509593
221,2.21,-0.018397,0.823831,-0.013984,-0.566364,-0.125139,0.147243,-0.434378,0.789386,-0.08449,0.148125,-0.566254,-0.114467,0.14899,-179.64764083728872,-69.01768049728295,-177.68372521836673
222,2.22,-0.009077,0.823364,-0.010601,-0.567342,-0.124917,0.148269,-0.43443,0.911026,-0.084648,0.147959,-0.566141,-0.114505,0.149007,-178.84828338505787,-69.13953511704143,-179.53039459414677
223,2.23,-0.01113,0.823349,-0.011526,-0.56731,-0.124954,0.148051,-0.434408,0.914985,-0.084643,0.14796,-0.566151,-0.114505,0.149005,-178.97803197888518,-69.13863467067299,-179.15526318876894
224,2.24,-0.018368,0.82383,-0.014209,-0.566362,-0.125213,0.147228,-0.434416,0.814583,-0.084584,0.148072,-0.566236,-0.114518,0.148936,-179.583053722884,-69.0181647648109,-177.73216959908424
225,2.25,-0.016597,0.823774,-0.014263,-0.566495,-0.125031,0.147654,-0.434514,0.896923,-0.08444,0.148219,-0.566257,-0.114475,0.148974,-179.24816950659874,-69.0353176231053,-178.2086363605293
226,2.26,-0.017795,0.823581,-0.014957,-0.566722,-0.124969,0.147616,-0.434518,0.896221,-0.084436,0.148361,-0.566311,-0.114429,0.148913,-179.28353407207837,-69.06963173126277,-178.01747862224383
227,2.27,-0.019684,0.823871,-0.015077,-0.566235,-0.125139,0.147233,-0.43439,0.795398,-0.084473,0.148208,-0.566228,-0.114424,0.148991,-179.59200368916456,-69.00356819941528,-177.5431182546685
228,2.28,-0.017907,0.823813,-0.013812,-0.566411,-0.125212,0.14723,-0.434378,0.802133,-0.084593,0.148031,-0.566194,-0.114519,0.148956,-179.6044212940237,-69.02363121343551,-177.7815453298961
229,2.29,-0.00828,0.823332,-0.01012,-0.56741,-0.12488,0.148309,-0.434429,0.895094,-0.084665,0.147908,-0.566138,-0.114453,0.149023,-178.83007149871472,-69.14771040564474,-179.65393362443933
230,2.3,-0.009996,0.823142,-0.012213,-0.567617,-0.124816,0.148402,-0.434466,0.888526,-0.084629,0.148084,-0.566209,-0.114453,0.14892,-178.58802593524507,-69.18020694805077,-179.5822240651687
231,2.31,-0.015638,0.823639,-0.01379,-0.566731,-0.125042,0.147654,-0.434491,0.896211,-0.084538,0.148141,-0.566311,-0.114497,0.148846,-179.19961696784424,-69.06635071234794,-178.37534686173916
232,2.32,-0.016355,0.823717,-0.014248,-0.566587,-0.125079,0.147663,-0.434509,0.904802,-0.084517,0.14818,-0.566269,-0.114536,0.148955,-179.2085147127435,-69.04806655236985,-178.2695409442523
233,2.33,-0.016629,0.823657,-0.0143,-0.566664,-0.125012,0.147646,-0.434507,0.896817,-0.084461,0.148219,-0.566259,-0.114504,0.148948,-179.24484052579606,-69.05902742860259,-178.20638240536587
234,2.34,-0.017385,0.823712,-0.014532,-0.566555,-0.125016,0.14762,-0.434472,0.892938,-0.084438,0.14831,-0.566269,-0.114483,0.148992,-179.3204999847748,-69.04499710056287,-178.0492267417336
235,2.35,-0.017963,0.823933,-0.013427,-0.566243,-0.125185,0.147292,-0.434393,0.7946,-0.084502,0.148193,-0.566248,-0.114477,0.149031,-179.71493544918624,-68.9991269687987,-177.69803877349383
236,2.36,-0.015781,0.824025,-0.01164,-0.566215,-0.125266,0.147292,-0.434324,0.826129,-0.084653,0.148013,-0.56611,-0.114428,0.149033,-179.79026717534185,-68.99002351694605,-177.9498369592555
237,2.37,-0.01529,0.823803,-0.012129,-0.56654,-0.125266,0.147296,-0.434277,0.843309,-0.084824,0.147795,-0.565977,-0.114421,0.14898,-179.5741742601767,-69.03603148960433,-178.16625379776474
238,2.38,-0.016086,0.82372,-0.01379,-0.566601,-0.125042,0.147607,-0.434548,0.907552,-0.084517,0.148191,-0.566384,-0.11442,0.148851,-179.28060753453576,-69.04871765369697,-178.25736522663135
239,2.39,-0.016601,0.823726,-0.013601,-0.566581,-0.124993,0.147616,-0.434546,0.89369,-0.084468,0.148301,-0.566328,-0.114369,0.149003,-179.42395810064295,-69.04579816169567,-178.08712512868257
240,2.4,-0.017588,0.823656,-0.014614,-0.566628,-0.124989,0.147555,-0.434454,0.892152,-0.084454,0.148328,-0.566258,-0.114433,0.148849,-179.33606537740545,-69.05550667728964,-178.01021505153795
241,2.41,-0.019823,0.824018,-0.014511,-0.566031,-0.125219,0.147207,-0.434411,0.804778,-0.084455,0.148347,-0.566224,-0.114517,0.148984,-179.76465479847084,-68.97353052279688,-177.4055286006157
242,2.42,-0.015557,0.82372,-0.012964,-0.566635,-0.125032,0.147637,-0.434447,0.901327,-0.084477,0.148224,-0.566233,-0.114458,0.148958,-179.4027044125272,-69.05123716537757,-178.2469548311559
243,2.43,-0.011575,0.82339,-0.011723,-0.567237,-0.124991,0.147998,-0.434421,0.920161,-0.0847,0.147927,-0.566172,-0.114486,0.149051,-179.00707611964722,-69.12916377249907,-179.0732847286656
244,2.44,-0.010797,0.823308,-0.011605,-0.567373,-0.125017,0.147904,-0.434369,0.902934,-0.084867,0.147723,-0.566028,-0.114408,0.148827,-178.8962350109004,-69.14688158301608,-179.2580058470954
245,2.45,-0.015746,0.823613,-0.01342,-0.566775,-0.125044,0.147602,-0.434534,0.906787,-0.08454,0.148114,-0.566356,-0.114525,0.14895,-179.31716337130948,-69.07185741482478,-178.27941798116456
246,2.46,-0.01729,0.823557,-0.014726,-0.566778,-0.124947,0.147643,-0.434508,0.884428,-0.084444,0.148306,-0.566275,-0.11444,0.148927,-179.2529435707795,-69.07635961123893,-178.10875489440627
247,2.47,-0.01768,0.823659,-0.014759,-0.566618,-0.124934,0.14771,-0.434503,0.880014,-0.084384,0.148407,-0.566193,-0.114372,0.149106,-179.3144529357283,-69.0546640408473,-178.01229859918698
248,2.48,-0.016202,0.82382,-0.013431,-0.566461,-0.125071,0.147636,-0.434418,0.909956,-0.084486,0.148316,-0.566175,-0.114424,0.148914,-179.39584384325485,-69.02857207159704,-178.1620784536965
249,2.49,-0.011321,0.823362,-0.011131,-0.567295,-0.124963,0.147941,-0.434388,0.912394,-0.084673,0.147931,-0.566153,-0.114486,0.14901,-179.11756120179697,-69.13630320073106,-179.03253520619492
250,2.5,-0.011272,0.82339,-0.01129,-0.567251,-0.125007,0.147859,-0.434387,0.923093,-0.084754,0.147819,-0.566149,-0.114402,0.148894,-179.06647668895175,-69.13015917587995,-179.07452955105703
251,2.51,-0.013498,0.823659,-0.011376,-0.56681,-0.12509,0.14761,-0.434448,0.932336,-0.084665,0.147947,-0.56624,-0.114476,0.149023,-179.44849588183476,-69.07094045052533,-178.50179875805946
