# generated_by: experiments/basin_map.py
# git_commit: 148df0a
# date: 2026-07-17T07:58:13.104293+00:00
# mode: grid_heading0_relaxed  max_steps: 800  x_exit: 1.1  y_exit: 0.6
# grid: 200x100 over [-1.0,1.0]x[-0.5,0.5]  subsample: 20x10x10
# controller: separatrix_logic_c_step (Logic C), zero noise
# collapse_rms: 0.3  saddle_contact_d: 0.06
# core_park: final_D > 0.0 and final_gradD < 0.5
sigma_uv,sigma_p,seed,start_x,start_y,heading,steps,success_traverse,collapsed,final_x,final_y,final_D,final_gradD,dist_core,min_d_top,min_d_bot,outcome
0.0,0.0,1000189,-0.985,0.395,0.0,20,0,0,-1.1073418759501807,0.4945482680484456,-0.8671671894013137,1.913863584065671,0.7832254743765692,0.9905806378079475,1.3308831654206166,EXIT
0.0,0.0,1000190,-0.985,0.405,0.0,179,1,0,-1.048857878790018e-08,-0.4425624664694004,-0.9427167540001843,1.0805789653114275,0.667728632184438,0.01126875157002332,0.06943753336058868,TRAVERSE
0.0,0.0,1000191,-0.985,0.41500000000000004,0.0,63,0,0,-1.1044878457593332,0.5074205981990006,-0.8723161776792195,1.8732632166782905,0.7892282427456528,0.9873022281598156,1.3444143706461933,EXIT
0.0,0.0,1000032,-0.995,-0.175,0.0,84,0,0,-1.1076718827752334,0.4967679203791289,-0.8667210154289432,1.916951232454906,0.7848843760920469,0.9730134651484358,1.0467330127592231,EXIT
0.0,0.0,1000033,-0.995,-0.16499999999999998,0.0,229,1,0,-1.7910941359685257e-08,-0.45098868601489855,-0.9511792191574482,0.9275548884268822,0.6733429861537905,0.011240259378067318,0.06101131381578527,TRAVERSE
0.0,0.0,1000034,-0.995,-0.15500000000000003,0.0,197,0,0,-0.0013665071774961388,0.6021914158151112,-0.8770765427368753,1.8328441274581762,0.7818374904324927,0.0020108786884716376,0.9883468653933882,EXIT
0.0,0.0,1000035,-0.995,-0.14500000000000002,0.0,94,0,0,-1.1068335758148053,0.5349376312998252,-0.856734282092232,2.0166339402696805,0.8089531866040524,0.986955016531738,1.0564326765109076,EXIT
0.0,0.0,1000036,-0.995,-0.135,0.0,113,0,0,-1.1031589941064412,0.5113717725693616,-0.8740713470662461,1.860393099792738,0.7907603062573544,0.9842585525760402,1.0598348928017043,EXIT
0.0,0.0,1000037,-0.995,-0.125,0.0,101,0,0,-1.1093762442267745,0.5539178648974372,-0.8358516602603642,2.191638613456643,0.823507381922266,0.9917933862280047,1.063320271602117,EXIT
0.0,0.0,1000038,-0.995,-0.11499999999999999,0.0,81,0,0,-1.1056286830674413,0.4970717553243544,-0.870622262171072,1.8859936385981264,0.7834962869696563,0.9649461673238344,1.066887997870442,EXIT
0.0,0.0,1000039,-0.995,-0.10499999999999998,0.0,68,0,0,-1.1026884762249596,0.49160956204416556,-0.8755049976881911,1.8473522322050644,0.7777617635674949,0.9961061187534817,1.0705372483010576,EXIT
0.0,0.0,1000040,-0.995,-0.09499999999999997,0.0,75,0,0,-1.1069134991012777,0.49076274289330835,-0.8674500518272479,1.9128061932230565,0.7805075689597892,0.9835211999561563,1.0742671920895657,EXIT
0.0,0.0,1000041,-0.995,-0.08500000000000002,0.0,107,0,0,-1.1114383018659046,0.4971238419060284,-0.8594200022546756,1.9726470113892538,0.7880284964264116,0.9640583746991828,1.0780769916847313,EXIT
0.0,0.0,1000042,-0.995,-0.07500000000000001,0.0,275,1,0,-1.3204425689435547e-08,-0.4510986217261232,-0.9512810798294815,0.9255402859634947,0.6734166268505571,0.009815787722562622,0.06090137810438752,TRAVERSE
0.0,0.0,1000043,-0.995,-0.065,0.0,229,1,0,-1.544453702197653e-08,-0.44772605051168757,-0.9480556373517717,0.9871379506214325,0.6711621271066012,0.01087644260640158,0.06427394932235103,TRAVERSE
0.0,0.0,1000044,-0.995,-0.05499999999999999,0.0,337,1,0,-2.732534131836643e-08,-0.4405366600222466,-0.9404908569456482,1.1169330478972128,0.6663876660759981,0.010986193945730856,0.07146333973160454,TRAVERSE
0.0,0.0,1000045,-0.995,-0.044999999999999984,0.0,65,0,0,-1.100769872721082,0.5509155466727916,-0.8549729511471332,2.0505571110123366,0.8151272167797403,0.999011133246173,1.0940978018440581,EXIT
0.0,0.0,1000046,-0.995,-0.034999999999999976,0.0,254,1,0,-2.587955615547995e-08,-0.45132387462327767,-0.9514890954378832,0.9214110856848235,0.6735675273685724,0.011503643851878572,0.06067612520683364,TRAVERSE
0.0,0.0,1000047,-0.995,-0.025000000000000022,0.0,102,0,0,-1.1121775133481135,0.48757220361369313,-0.8565537741436243,1.9970385590181368,0.7826161010264179,0.9480703883572569,1.102565190816398,EXIT
0.0,0.0,1000048,-0.995,-0.015000000000000013,0.0,175,0,0,-0.0014029215700422971,0.6064579258386303,-0.8691173233313395,1.8978791015174994,0.7851052556386201,0.004573443761773612,0.9880390597850693,EXIT
0.0,0.0,1000049,-0.995,-0.0050000000000000044,0.0,73,0,0,-1.1115256195297072,0.4971603780134258,-0.8592497745577174,1.9739105678585518,0.7881192960508229,0.9638304546067114,1.1113280343804883,EXIT
0.0,0.0,1000050,-0.995,0.0050000000000000044,0.0,74,0,0,-1.1102141784754052,0.5190126228117639,-0.8584312056761316,1.9875606630118745,0.8010839196054056,0.9677697255927137,1.1158180855318667,EXIT
0.0,0.0,1000051,-0.995,0.015000000000000013,0.0,193,0,0,-1.1068920770216713,0.5188312845139904,-0.8649056647107686,1.938190636440845,0.7984384102372051,0.9284726955454619,1.1203794000248308,EXIT
0.0,0.0,1000052,-0.995,0.025000000000000022,0.0,214,1,0,-1.2762877437770085e-08,-0.4517297179573008,-0.9518615335712556,0.9139667575946134,0.6738395397443706,0.010855566537138957,0.06027028187207444,TRAVERSE
