Time(s),Radius(m)
0.000000,0.473894
1.000000,0.473894
2.000000,0.480856
3.000000,0.495824
4.000000,0.512809
5.000000,0.524935
6.000000,0.538759
7.000000,0.547103
8.000000,0.538790
9.000000,0.530752
10.000000,0.524816
11.000000,0.521854
12.000000,0.518890
13.000000,0.517654
14.000000,0.515931
15.000000,0.514550
16.000000,0.509306
17.000000,0.505891
18.000000,0.500748
19.000000,0.494579
20.000000,0.488419
21.000000,0.481664
22.000000,0.474555
23.000000,0.468721
24.000000,0.463705
25.000000,0.460441
26.000000,0.457437
27.000000,0.453550
28.000000,0.448469
29.000000,0.446582
30.000000,0.448228
31.000000,0.450558
32.000000,0.450451
33.000000,0.447056
34.000000,0.436122
35.000000,0.429077
36.000000,0.425242
37.000000,0.421955
38.000000,0.419736
39.000000,0.414338
40.000000,0.408188
41.000000,0.402612
42.000000,0.396564
43.000000,0.390948
44.000000,0.384727
45.000000,0.378177
46.000000,0.371554
47.000000,0.366017
48.000000,0.358758
49.000000,0.350674
50.000000,0.343391
51.000000,0.336636
52.000000,0.330601
53.000000,0.325319
54.000000,0.319846
55.000000,0.313969
56.000000,0.308741
57.000000,0.304238
58.000000,0.299518
59.000000,0.295233
60.000000,0.291380
61.000000,0.287886
62.000000,0.284431
63.000000,0.281328
64.000000,0.279147
65.000000,0.277124
66.000000,0.275059
67.000000,0.273364
68.000000,0.272152
69.000000,0.270936
70.000000,0.271006
71.000000,0.270881
72.000000,0.271767
73.000000,0.272179
74.000000,0.272798
75.000000,0.273553
76.000000,0.275039
77.000000,0.275509
78.000000,0.276577
79.000000,0.279037
80.000000,0.280878
81.000000,0.282144
82.000000,0.282931
83.000000,0.284132
84.000000,0.285325
85.000000,0.281510
86.000000,0.273137
87.000000,0.262776
88.000000,0.247008
89.000000,0.233066
90.000000,0.221945
91.000000,0.213535
92.000000,0.207054
93.000000,0.200290
94.000000,0.193738
95.000000,0.190099
96.000000,0.188526
97.000000,0.187923
98.000000,0.189244
99.000000,0.191925
100.000000,0.195107
101.000000,0.199344
102.000000,0.203144
103.000000,0.208172
104.000000,0.211810
105.000000,0.215192
106.000000,0.218176
107.000000,0.220616
108.000000,0.224480
109.000000,0.228406
110.000000,0.231589
111.000000,0.234167
112.000000,0.237250
113.000000,0.239331
114.000000,0.238425
115.000000,0.232080
116.000000,0.226615
117.000000,0.222781
118.000000,0.218967
119.000000,0.216278
120.000000,0.212405
121.000000,0.209229
122.000000,0.206983
123.000000,0.205237
124.000000,0.203778
125.000000,0.204373
126.000000,0.205742
127.000000,0.209440
128.000000,0.214322
129.000000,0.221680
130.000000,0.229076
131.000000,0.237845
132.000000,0.246199
133.000000,0.256224
134.000000,0.266866
135.000000,0.277241
136.000000,0.286424
137.000000,0.297994
138.000000,0.309849
139.000000,0.322786
140.000000,0.335481
141.000000,0.348526
142.000000,0.361973
143.000000,0.375331
144.000000,0.388596
145.000000,0.401698
146.000000,0.415434
147.000000,0.428946
148.000000,0.442440
149.000000,0.456345
150.000000,0.469643
151.000000,0.482887
152.000000,0.496435
153.000000,0.510524
154.000000,0.523710
155.000000,0.537611
156.000000,0.551219
157.000000,0.565053
158.000000,0.578271
159.000000,0.593288
160.000000,0.602911
161.000000,0.615033
162.000000,0.626271
163.000000,0.637754
164.000000,0.646192
165.000000,0.652917
166.000000,0.648143
167.000000,0.636114
168.000000,0.626289
169.000000,0.616586
170.000000,0.607037
171.000000,0.599133
172.000000,0.592891
173.000000,0.586961
174.000000,0.583271
175.000000,0.579380
176.000000,0.573145
177.000000,0.567275
178.000000,0.560650
179.000000,0.552644
180.000000,0.544625
181.000000,0.536543
182.000000,0.528211
183.000000,0.518766
184.000000,0.509257
185.000000,0.501503
186.000000,0.493304
187.000000,0.485522
188.000000,0.479175
189.000000,0.470978
190.000000,0.464444
191.000000,0.459500
192.000000,0.455815
193.000000,0.450988
194.000000,0.449435
195.000000,0.451417
196.000000,0.451623
197.000000,0.453718
198.000000,0.454493
199.000000,0.447493
200.000000,0.437262
201.000000,0.433207
202.000000,0.428886
203.000000,0.425125
204.000000,0.419852
205.000000,0.413527
206.000000,0.407583
207.000000,0.400124
208.000000,0.393482
209.000000,0.387609
210.000000,0.379326
211.000000,0.372263
212.000000,0.365563
213.000000,0.359223
214.000000,0.351674
215.000000,0.343628
216.000000,0.336915
217.000000,0.330140
218.000000,0.324603
219.000000,0.319768
220.000000,0.315153
221.000000,0.309797
222.000000,0.305454
223.000000,0.302316
224.000000,0.298931
225.000000,0.295086
226.000000,0.290556
227.000000,0.286939
228.000000,0.284030
229.000000,0.282803
230.000000,0.281958
231.000000,0.281187
232.000000,0.279579
233.000000,0.279106
234.000000,0.278570
235.000000,0.277583
236.000000,0.277452
237.000000,0.278046
238.000000,0.279839
239.000000,0.282782
240.000000,0.285054
241.000000,0.286994
242.000000,0.286561
243.000000,0.287477
244.000000,0.287174
245.000000,0.287411
246.000000,0.288421
247.000000,0.292046
248.000000,0.294695
249.000000,0.290854
250.000000,0.287203
251.000000,0.281533
252.000000,0.272617
253.000000,0.262645
254.000000,0.251668
255.000000,0.239927
256.000000,0.230545
257.000000,0.223425
258.000000,0.216217
259.000000,0.210235
260.000000,0.203681
261.000000,0.199544
262.000000,0.197876
263.000000,0.197376
264.000000,0.198310
265.000000,0.199618
266.000000,0.203397
267.000000,0.207823
268.000000,0.211834
269.000000,0.215473
270.000000,0.218946
271.000000,0.222187
272.000000,0.224664
273.000000,0.227145
274.000000,0.228932
275.000000,0.229712
276.000000,0.232467
277.000000,0.235313
278.000000,0.236953
279.000000,0.236621
280.000000,0.231446
281.000000,0.225212
282.000000,0.217015
283.000000,0.210815
284.000000,0.205011
285.000000,0.198832
286.000000,0.193372
287.000000,0.188885
288.000000,0.185413
289.000000,0.182960
290.000000,0.182068
291.000000,0.181469
292.000000,0.183010
293.000000,0.186773
294.000000,0.190906
295.000000,0.196214
296.000000,0.205446
297.000000,0.215187
298.000000,0.224998
299.000000,0.235607
300.000000,0.246539
301.000000,0.256606
302.000000,0.261615
303.000000,0.266949
304.000000,0.271500
305.000000,0.275932
306.000000,0.282700
307.000000,0.287959
308.000000,0.294031
309.000000,0.306512
310.000000,0.319871
311.000000,0.332017
312.000000,0.344508
313.000000,0.358390
314.000000,0.372091
315.000000,0.385819
316.000000,0.399289
317.000000,0.410600
318.000000,0.416264
319.000000,0.427658
320.000000,0.441887
321.000000,0.456043
322.000000,0.469646
323.000000,0.483855
324.000000,0.494560
325.000000,0.501185
326.000000,0.513271
327.000000,0.527737
328.000000,0.539375
329.000000,0.544842
330.000000,0.558445
331.000000,0.572607
332.000000,0.586403
333.000000,0.599811
334.000000,0.613115
335.000000,0.625561
336.000000,0.638288
337.000000,0.644490
338.000000,0.639940
339.000000,0.631954
340.000000,0.621592
341.000000,0.611484
342.000000,0.601975
343.000000,0.592268
344.000000,0.584681
345.000000,0.577128
346.000000,0.569827
347.000000,0.564104
348.000000,0.559071
349.000000,0.553315
350.000000,0.547480
351.000000,0.541633
352.000000,0.536251
353.000000,0.530342
354.000000,0.523331
355.000000,0.515677
356.000000,0.508828
357.000000,0.500366
358.000000,0.490996
359.000000,0.483538
360.000000,0.475668
361.000000,0.468326
362.000000,0.460969
363.000000,0.454905
364.000000,0.449800
365.000000,0.444588
366.000000,0.440492
367.000000,0.440111
368.000000,0.441793
369.000000,0.443954
370.000000,0.445023
371.000000,0.439240
372.000000,0.429542
373.000000,0.422762
374.000000,0.418418
375.000000,0.415393
376.000000,0.409018
377.000000,0.404094
378.000000,0.398738
379.000000,0.391376
380.000000,0.385561
381.000000,0.379290
382.000000,0.373691
383.000000,0.366559
384.000000,0.359547
385.000000,0.352127
386.000000,0.344507
387.000000,0.336285
388.000000,0.330729
389.000000,0.325250
390.000000,0.320087
391.000000,0.314474
392.000000,0.309716
393.000000,0.303813
394.000000,0.298882
395.000000,0.295311
396.000000,0.291611
397.000000,0.287902
398.000000,0.284279
399.000000,0.281543
400.000000,0.279752
401.000000,0.277763
402.000000,0.275974
403.000000,0.274005
404.000000,0.272035
405.000000,0.270890
406.000000,0.270436
407.000000,0.271435
408.000000,0.272529
409.000000,0.274365
410.000000,0.275956
411.000000,0.276553
412.000000,0.276778
413.000000,0.278550
414.000000,0.280707
415.000000,0.282389
416.000000,0.283420
417.000000,0.283918
418.000000,0.282092
419.000000,0.280865
420.000000,0.281263
421.000000,0.280519
422.000000,0.277704
423.000000,0.272372
424.000000,0.264031
425.000000,0.252826
426.000000,0.242528
427.000000,0.233541
428.000000,0.225492
429.000000,0.216966
430.000000,0.209556
431.000000,0.203337
432.000000,0.198313
433.000000,0.196011
434.000000,0.194992
435.000000,0.195002
436.000000,0.196532
437.000000,0.199044
438.000000,0.203048
439.000000,0.206828
440.000000,0.211725
441.000000,0.218256
442.000000,0.221230
443.000000,0.224416
444.000000,0.227253
445.000000,0.230088
446.000000,0.233610
447.000000,0.235974
448.000000,0.237935
449.000000,0.239952
450.000000,0.241634
451.000000,0.240439
452.000000,0.235371
453.000000,0.229417
454.000000,0.223140
455.000000,0.217447
456.000000,0.211909
457.000000,0.207134
458.000000,0.203080
459.000000,0.199358
460.000000,0.196854
461.000000,0.195139
462.000000,0.194127
463.000000,0.194486
464.000000,0.196387
465.000000,0.200261
466.000000,0.206877
467.000000,0.214955
468.000000,0.222463
469.000000,0.227767
470.000000,0.233344
471.000000,0.241880
472.000000,0.253385
473.000000,0.264898
474.000000,0.274075
475.000000,0.280011
476.000000,0.291191
477.000000,0.304027
478.000000,0.316697
479.000000,0.330166
480.000000,0.343830
481.000000,0.357279
482.000000,0.370803
483.000000,0.384177
484.000000,0.397436
485.000000,0.409068
486.000000,0.416388
487.000000,0.429560
488.000000,0.444034
489.000000,0.457637
490.000000,0.471454
491.000000,0.484801
492.000000,0.498237
493.000000,0.511371
494.000000,0.525053
495.000000,0.538811
496.000000,0.553006
497.000000,0.566088
498.000000,0.580227
499.000000,0.593244
500.000000,0.606819
501.000000,0.619285
502.000000,0.631699
503.000000,0.644284
504.000000,0.656342
505.000000,0.662341
506.000000,0.659097
507.000000,0.665279
508.000000,0.653330
509.000000,0.640488
510.000000,0.630475
511.000000,0.621346
512.000000,0.612222
513.000000,0.603232
514.000000,0.595948
515.000000,0.588548
516.000000,0.582407
517.000000,0.576584
518.000000,0.571046
519.000000,0.565259
520.000000,0.559324
521.000000,0.553427
522.000000,0.546543
523.000000,0.538991
524.000000,0.532309
525.000000,0.524978
526.000000,0.516721
527.000000,0.508536
528.000000,0.501354
529.000000,0.494053
530.000000,0.486596
531.000000,0.479266
532.000000,0.472379
533.000000,0.464651
534.000000,0.459051
535.000000,0.454437
536.000000,0.449222
537.000000,0.450088
538.000000,0.451970
539.000000,0.453523
540.000000,0.451712
541.000000,0.446603
542.000000,0.436466
543.000000,0.426955
544.000000,0.418604
545.000000,0.410091
546.000000,0.404618
547.000000,0.399328
548.000000,0.395341
549.000000,0.390102
550.000000,0.382885
551.000000,0.376558
552.000000,0.370565
553.000000,0.364199
554.000000,0.358943
555.000000,0.354193
556.000000,0.349027
557.000000,0.341338
558.000000,0.334020
559.000000,0.327520
560.000000,0.322703
561.000000,0.317749
562.000000,0.312168
563.000000,0.306625
564.000000,0.301402
565.000000,0.297279
566.000000,0.293451
567.000000,0.289329
568.000000,0.286555
569.000000,0.283250
570.000000,0.280361
571.000000,0.277726
572.000000,0.275880
573.000000,0.274331
574.000000,0.272349
575.000000,0.271114
576.000000,0.271114
577.000000,0.271248
578.000000,0.272209
579.000000,0.272956
580.000000,0.272944
581.000000,0.274320
582.000000,0.275101
583.000000,0.277089
584.000000,0.278260
585.000000,0.277876
586.000000,0.276684
587.000000,0.276537
588.000000,0.276460
589.000000,0.275450
590.000000,0.274493
591.000000,0.274892
592.000000,0.275196
593.000000,0.271838
594.000000,0.266023
595.000000,0.254286
596.000000,0.243764
597.000000,0.234608
598.000000,0.223749
599.000000,0.215331
600.000000,0.207424
