Time(s),Radius(m)
375.000000,0.345857
376.000000,0.340252
377.000000,0.336295
378.000000,0.332445
379.000000,0.325742
380.000000,0.318268
381.000000,0.312410
382.000000,0.300904
383.000000,0.288242
384.000000,0.278927
385.000000,0.270729
386.000000,0.257242
387.000000,0.245983
388.000000,0.234766
389.000000,0.229948
390.000000,0.221973
391.000000,0.212729
392.000000,0.207161
393.000000,0.207478
394.000000,0.204065
395.000000,0.202111
396.000000,0.200894
397.000000,0.201588
398.000000,0.202900
399.000000,0.205525
400.000000,0.208839
401.000000,0.213533
402.000000,0.217979
403.000000,0.222480
404.000000,0.226914
405.000000,0.231356
406.000000,0.235080
407.000000,0.236892
408.000000,0.239505
409.000000,0.241794
410.000000,0.243741
411.000000,0.247126
412.000000,0.250871
413.000000,0.254012
414.000000,0.254652
415.000000,0.252924
416.000000,0.250632
417.000000,0.247861
418.000000,0.244149
419.000000,0.240667
420.000000,0.237761
421.000000,0.236260
422.000000,0.237034
423.000000,0.240822
424.000000,0.245262
425.000000,0.249119
426.000000,0.254236
427.000000,0.260127
428.000000,0.267764
429.000000,0.276696
430.000000,0.286082
431.000000,0.296496
432.000000,0.306374
433.000000,0.317361
434.000000,0.328899
435.000000,0.340483
436.000000,0.352098
437.000000,0.363937
438.000000,0.376118
439.000000,0.388349
440.000000,0.400544
441.000000,0.413051
442.000000,0.425687
443.000000,0.438206
444.000000,0.451309
445.000000,0.464682
446.000000,0.478000
447.000000,0.491448
448.000000,0.504701
449.000000,0.517941
450.000000,0.531071
451.000000,0.544007
452.000000,0.554921
453.000000,0.566137
454.000000,0.576444
455.000000,0.587269
456.000000,0.597580
457.000000,0.606000
458.000000,0.612554
459.000000,0.626034
460.000000,0.640907
461.000000,0.655309
462.000000,0.669046
463.000000,0.680765
464.000000,0.684851
465.000000,0.689689
466.000000,0.676885
467.000000,0.663092
468.000000,0.650067
469.000000,0.640084
470.000000,0.633917
471.000000,0.638584
472.000000,0.646590
473.000000,0.659111
474.000000,0.665778
475.000000,0.656037
476.000000,0.645236
477.000000,0.632923
478.000000,0.617264
479.000000,0.607907
480.000000,0.619699
481.000000,0.631041
482.000000,0.638462
483.000000,0.634010
484.000000,0.624753
485.000000,0.622932
486.000000,0.612327
487.000000,0.603132
488.000000,0.595886
489.000000,0.588836
490.000000,0.582462
491.000000,0.575648
492.000000,0.570470
493.000000,0.565056
494.000000,0.559062
495.000000,0.552839
496.000000,0.547926
497.000000,0.540683
498.000000,0.534827
499.000000,0.528953
500.000000,0.522503
501.000000,0.514871
502.000000,0.507082
503.000000,0.500674
504.000000,0.494197
505.000000,0.486956
506.000000,0.480228
507.000000,0.473010
508.000000,0.467586
509.000000,0.462422
510.000000,0.458665
511.000000,0.456421
512.000000,0.454176
513.000000,0.457332
514.000000,0.455144
515.000000,0.448082
516.000000,0.441337
517.000000,0.440981
518.000000,0.439815
519.000000,0.437098
520.000000,0.433747
521.000000,0.427175
522.000000,0.423146
523.000000,0.419733
524.000000,0.415956
525.000000,0.410133
526.000000,0.405599
527.000000,0.400670
528.000000,0.394621
529.000000,0.388516
530.000000,0.383279
531.000000,0.377691
532.000000,0.372556
533.000000,0.366909
534.000000,0.361150
535.000000,0.356339
536.000000,0.352013
537.000000,0.348593
538.000000,0.344678
539.000000,0.341139
540.000000,0.338156
541.000000,0.334592
542.000000,0.332241
543.000000,0.330307
544.000000,0.327821
545.000000,0.326168
546.000000,0.324215
547.000000,0.322998
548.000000,0.322195
549.000000,0.321562
550.000000,0.321499
551.000000,0.322291
552.000000,0.323624
553.000000,0.325422
554.000000,0.327806
555.000000,0.330654
556.000000,0.332204
557.000000,0.334083
558.000000,0.335787
559.000000,0.338774
560.000000,0.341997
561.000000,0.345107
562.000000,0.348275
563.000000,0.349502
564.000000,0.349549
565.000000,0.348147
566.000000,0.346464
567.000000,0.343169
568.000000,0.338930
569.000000,0.333932
570.000000,0.327951
571.000000,0.320215
572.000000,0.311482
573.000000,0.300017
574.000000,0.287604
575.000000,0.277382
576.000000,0.265050
577.000000,0.252009
578.000000,0.239772
579.000000,0.229278
580.000000,0.223711
581.000000,0.215873
582.000000,0.208936
583.000000,0.203584
584.000000,0.199813
585.000000,0.197348
586.000000,0.196610
587.000000,0.197344
588.000000,0.198962
589.000000,0.201737
590.000000,0.205603
591.000000,0.209518
592.000000,0.213570
593.000000,0.216414
594.000000,0.220682
595.000000,0.225091
596.000000,0.228238
597.000000,0.230164
598.000000,0.232591
599.000000,0.234448
600.000000,0.236628
