x1,y1,theta1,hue1,sat1,x2,y2,theta2,hue2,sat2,x3,y3,theta3,hue3,sat3
-0.201087,0.033866,0.134106,0.953226,0.424994,0.000472,0.207576,0.409802,0.733047,0.517764,0.203059,0.013504,-0.001576,0.394630,0.404953
-0.201113,0.033994,0.132674,0.953226,0.424994,0.000457,0.207688,0.408000,0.733047,0.518637,0.203044,0.013524,-0.001435,0.394981,0.404953
-0.201137,0.033854,0.133870,0.952476,0.425499,0.000386,0.207803,0.407757,0.733249,0.517917,0.202959,0.013670,0.000030,0.394706,0.406299
-0.201068,0.033840,0.134003,0.952476,0.425499,0.000528,0.207560,0.409131,0.733276,0.517917,0.203133,0.013305,-0.003302,0.394706,0.406719
-0.201037,0.033906,0.133084,0.951712,0.425190,0.000563,0.207549,0.409449,0.733249,0.517333,0.202965,0.013569,-0.000066,0.395128,0.406299
-0.201148,0.033875,0.133950,0.951712,0.425190,0.000404,0.207799,0.407794,0.733276,0.518039,0.202866,0.013692,0.000361,0.393705,0.406719
-0.200974,0.033932,0.132651,0.951712,0.425190,0.000504,0.207584,0.407882,0.733276,0.516603,0.203052,0.013478,-0.001463,0.394852,0.406719
-0.201159,0.033841,0.133506,0.952713,0.426114,0.000374,0.207729,0.407846,0.734035,0.519721,0.202960,0.013661,0.000314,0.394328,0.406674
-0.201142,0.033934,0.131932,0.952713,0.426114,0.000399,0.207581,0.405897,0.734035,0.518913,0.203208,0.013115,-0.005520,0.394053,0.406674
-0.201171,0.033860,0.133677,0.952713,0.426114,0.000343,0.207823,0.406729,0.734035,0.518192,0.202867,0.013709,0.000771,0.393779,0.406674
-0.201028,0.033891,0.132986,0.952713,0.426114,0.000535,0.207572,0.409090,0.734035,0.517606,0.203036,0.013379,-0.003387,0.394199,0.406674
-0.201250,0.033940,0.133015,0.952713,0.426114,0.000344,0.207930,0.406487,0.734035,0.518192,0.202811,0.013754,0.000124,0.393779,0.406674
-0.200870,0.033573,0.134622,0.951952,0.425805,0.000397,0.207496,0.406542,0.734035,0.517606,0.203047,0.013170,-0.004328,0.394199,0.406674
-0.201298,0.033958,0.128926,0.951952,0.425805,0.000314,0.207930,0.406021,0.734035,0.518476,0.202849,0.013768,0.000741,0.394544,0.406674
-0.200940,0.033734,0.135656,0.953308,0.424852,0.000412,0.207495,0.406402,0.734035,0.517606,0.203024,0.013209,-0.004579,0.394199,0.406674
-0.201225,0.033997,0.132446,0.953308,0.424852,0.000404,0.207856,0.408586,0.734035,0.516874,0.202900,0.013721,0.000398,0.393924,0.406674
-0.200845,0.033701,0.136302,0.953308,0.424852,0.000603,0.207520,0.409256,0.734035,0.516874,0.203055,0.013336,-0.003434,0.393924,0.406674
-0.201176,0.033970,0.132244,0.953308,0.424852,0.000443,0.207793,0.408967,0.734035,0.518476,0.202861,0.013697,0.000753,0.394544,0.406674
-0.741713,-0.582655,-0.033986,0.103422,0.791017,-0.543554,-0.398299,-1.610195,0.103623,0.173529,-0.346312,-0.616098,0.053852,0.660328,0.686248
-0.741713,-0.582655,-0.033986,0.103422,0.791017,-0.543554,-0.398299,-1.610195,0.103623,0.173529,-0.346312,-0.616098,0.053852,0.660328,0.686248
-0.737592,-0.584347,-0.025584,0.103926,0.792389,-0.539983,-0.402196,-1.610114,0.103562,0.173509,-0.342490,-0.615922,0.058538,0.659466,0.685286
-0.722631,-0.588297,-0.015347,0.105555,0.790242,-0.526572,-0.412425,-1.616222,0.100434,0.176185,-0.326518,-0.619533,0.067862,0.662293,0.675815
-0.709395,-0.592657,-0.001051,0.101190,0.789606,-0.515688,-0.420141,-1.591847,0.106953,0.183351,-0.314957,-0.621555,0.072459,0.653815,0.694767
-0.698091,-0.596341,0.006627,0.101784,0.786062,-0.506159,-0.425205,-1.582774,0.106953,0.183695,-0.304302,-0.623330,0.073724,0.662037,0.694767
-0.686612,-0.596660,0.021891,0.099897,0.769068,-0.496306,-0.426375,-1.583000,0.110188,0.187901,-0.296165,-0.623262,0.079481,0.633641,0.681423
-0.678132,-0.596304,0.022882,0.113154,0.762795,-0.485952,-0.425897,-1.580152,0.107348,0.188666,-0.289316,-0.621989,0.084398,0.619838,0.681214
-0.676069,-0.592572,0.022660,0.105861,0.764686,-0.483082,-0.416924,-1.597492,0.109045,0.189338,-0.286446,-0.613420,0.081996,0.627780,0.696098
-0.674832,-0.585880,0.026392,0.104407,0.777786,-0.479329,-0.405176,-1.585047,0.109788,0.188848,-0.284916,-0.602758,0.081337,0.611487,0.698403
-0.672657,-0.579321,0.024171,0.106452,0.778358,-0.473232,-0.397404,-1.587444,0.111393,0.187701,-0.282000,-0.594817,0.084135,0.613462,0.674630
-0.672174,-0.571101,0.017122,0.104179,0.773396,-0.470007,-0.386784,-1.591777,0.108361,0.188387,-0.279223,-0.584797,0.093557,0.612133,0.645469
