Time(s),Radius(m)
0.000000,0.244775
1.000000,0.244775
2.000000,0.244905
3.000000,0.245589
4.000000,0.246619
5.000000,0.247887
6.000000,0.247722
7.000000,0.244918
8.000000,0.243001
9.000000,0.241643
10.000000,0.241499
11.000000,0.244958
12.000000,0.250886
13.000000,0.258389
14.000000,0.265416
15.000000,0.273335
16.000000,0.283869
17.000000,0.291391
18.000000,0.301775
19.000000,0.312703
20.000000,0.324291
21.000000,0.336094
22.000000,0.348141
23.000000,0.360681
24.000000,0.373004
25.000000,0.385848
26.000000,0.398981
27.000000,0.412382
28.000000,0.425843
29.000000,0.439577
30.000000,0.453019
31.000000,0.466757
32.000000,0.480515
33.000000,0.494360
34.000000,0.506416
35.000000,0.515200
36.000000,0.528993
37.000000,0.543240
38.000000,0.557609
39.000000,0.571557
40.000000,0.584081
41.000000,0.596246
42.000000,0.607379
43.000000,0.618257
44.000000,0.628027
45.000000,0.639997
46.000000,0.652249
47.000000,0.657448
48.000000,0.644677
49.000000,0.646632
50.000000,0.654908
51.000000,0.668635
52.000000,0.680517
53.000000,0.692487
54.000000,0.702529
55.000000,0.705169
56.000000,0.690795
57.000000,0.678953
58.000000,0.666644
59.000000,0.654088
60.000000,0.649135
61.000000,0.663003
62.000000,0.676193
63.000000,0.681105
64.000000,0.668210
65.000000,0.657698
66.000000,0.656153
67.000000,0.666579
68.000000,0.664718
69.000000,0.653590
70.000000,0.644657
71.000000,0.634415
72.000000,0.623307
73.000000,0.617209
74.000000,0.614506
75.000000,0.605917
76.000000,0.598168
77.000000,0.593964
78.000000,0.592215
79.000000,0.587222
80.000000,0.581928
81.000000,0.579676
82.000000,0.576842
83.000000,0.572153
84.000000,0.565853
85.000000,0.558891
86.000000,0.551979
87.000000,0.544415
88.000000,0.537142
89.000000,0.530497
90.000000,0.523028
91.000000,0.515170
92.000000,0.508580
93.000000,0.502489
94.000000,0.496721
95.000000,0.490111
96.000000,0.484138
97.000000,0.479422
98.000000,0.473385
99.000000,0.469295
100.000000,0.466242
101.000000,0.462128
102.000000,0.455436
103.000000,0.448889
104.000000,0.446482
105.000000,0.446805
106.000000,0.444892
107.000000,0.441898
108.000000,0.438896
109.000000,0.436151
110.000000,0.432333
111.000000,0.428921
112.000000,0.425261
113.000000,0.421355
114.000000,0.417699
115.000000,0.412957
116.000000,0.409693
117.000000,0.405433
118.000000,0.401190
119.000000,0.397640
120.000000,0.393844
121.000000,0.390487
122.000000,0.387459
123.000000,0.384271
124.000000,0.381543
125.000000,0.379581
126.000000,0.376774
127.000000,0.374839
128.000000,0.372845
129.000000,0.371100
130.000000,0.369225
131.000000,0.367608
132.000000,0.366538
133.000000,0.365899
134.000000,0.366030
135.000000,0.366366
136.000000,0.367794
137.000000,0.369105
138.000000,0.370754
139.000000,0.372054
140.000000,0.373581
141.000000,0.375340
142.000000,0.377336
143.000000,0.379664
144.000000,0.381603
145.000000,0.382953
146.000000,0.385941
147.000000,0.389019
148.000000,0.391855
149.000000,0.395801
150.000000,0.398880
151.000000,0.402718
152.000000,0.405956
153.000000,0.406404
154.000000,0.406522
155.000000,0.406706
156.000000,0.405616
157.000000,0.403233
158.000000,0.399458
159.000000,0.393994
160.000000,0.385467
161.000000,0.377770
162.000000,0.369849
163.000000,0.361392
164.000000,0.348653
165.000000,0.334363
166.000000,0.319686
167.000000,0.303961
168.000000,0.292850
169.000000,0.282551
170.000000,0.277165
171.000000,0.273296
172.000000,0.265834
173.000000,0.255553
174.000000,0.242231
175.000000,0.233389
176.000000,0.223138
177.000000,0.218012
178.000000,0.213520
179.000000,0.212228
180.000000,0.209509
181.000000,0.209853
182.000000,0.211972
183.000000,0.215453
184.000000,0.219662
185.000000,0.224624
186.000000,0.229088
187.000000,0.235564
188.000000,0.240488
189.000000,0.244967
190.000000,0.248506
191.000000,0.253243
192.000000,0.256515
193.000000,0.259592
194.000000,0.260720
195.000000,0.262951
196.000000,0.265611
197.000000,0.267064
198.000000,0.268942
199.000000,0.270837
200.000000,0.272557
201.000000,0.273741
202.000000,0.273270
203.000000,0.273738
204.000000,0.273891
205.000000,0.270670
206.000000,0.271969
207.000000,0.270136
208.000000,0.269091
209.000000,0.270107
210.000000,0.274531
211.000000,0.280946
212.000000,0.286586
213.000000,0.293686
214.000000,0.301914
215.000000,0.311212
216.000000,0.321021
217.000000,0.331443
218.000000,0.342551
219.000000,0.353329
220.000000,0.364284
