Time(s),Radius(m)
221.000000,0.376238
222.000000,0.388189
223.000000,0.400708
224.000000,0.414106
225.000000,0.427084
226.000000,0.440141
227.000000,0.453118
228.000000,0.466263
229.000000,0.479138
230.000000,0.492304
231.000000,0.506018
232.000000,0.519698
233.000000,0.532504
234.000000,0.541874
235.000000,0.549830
236.000000,0.556958
237.000000,0.566505
238.000000,0.578229
239.000000,0.591239
240.000000,0.604522
241.000000,0.618088
242.000000,0.631301
243.000000,0.640444
244.000000,0.649546
245.000000,0.663339
246.000000,0.678291
247.000000,0.691890
248.000000,0.706132
249.000000,0.720019
250.000000,0.730467
251.000000,0.733334
252.000000,0.739660
253.000000,0.724920
254.000000,0.711922
255.000000,0.700711
256.000000,0.690645
257.000000,0.688397
258.000000,0.700501
259.000000,0.692527
260.000000,0.682606
261.000000,0.674917
262.000000,0.690907
263.000000,0.700004
264.000000,0.697357
265.000000,0.710457
266.000000,0.730385
267.000000,0.735299
268.000000,0.727373
269.000000,0.715726
270.000000,0.705406
271.000000,0.695441
272.000000,0.685321
273.000000,0.682158
274.000000,0.692398
275.000000,0.681116
276.000000,0.670669
277.000000,0.660908
278.000000,0.652715
279.000000,0.643582
280.000000,0.635249
281.000000,0.628450
282.000000,0.621547
283.000000,0.615715
284.000000,0.610915
285.000000,0.604738
286.000000,0.597858
287.000000,0.592434
288.000000,0.587395
289.000000,0.582733
290.000000,0.575479
291.000000,0.567796
292.000000,0.560372
293.000000,0.553504
294.000000,0.545489
295.000000,0.537371
296.000000,0.529402
297.000000,0.521869
298.000000,0.514828
299.000000,0.507398
300.000000,0.500748
301.000000,0.494254
302.000000,0.488246
303.000000,0.482606
304.000000,0.477734
305.000000,0.472668
306.000000,0.467342
307.000000,0.460418
308.000000,0.457625
309.000000,0.458874
310.000000,0.459857
311.000000,0.457332
312.000000,0.455333
313.000000,0.451459
314.000000,0.447586
315.000000,0.444074
316.000000,0.440953
317.000000,0.438352
318.000000,0.435647
319.000000,0.432110
320.000000,0.427723
321.000000,0.424331
322.000000,0.420674
323.000000,0.416819
324.000000,0.412419
325.000000,0.408786
326.000000,0.405655
327.000000,0.402478
328.000000,0.399407
329.000000,0.396587
330.000000,0.393535
331.000000,0.390952
332.000000,0.388432
333.000000,0.386632
334.000000,0.384998
335.000000,0.383572
336.000000,0.382692
337.000000,0.382458
338.000000,0.383204
339.000000,0.384221
340.000000,0.384560
341.000000,0.385791
342.000000,0.387639
343.000000,0.388735
344.000000,0.389842
345.000000,0.390655
346.000000,0.392038
347.000000,0.393657
348.000000,0.395615
349.000000,0.398165
350.000000,0.400309
351.000000,0.402962
352.000000,0.405928
353.000000,0.408957
354.000000,0.412403
355.000000,0.416116
356.000000,0.418611
357.000000,0.420854
358.000000,0.422754
359.000000,0.423279
360.000000,0.423407
361.000000,0.423241
362.000000,0.421938
363.000000,0.417273
364.000000,0.414279
365.000000,0.411254
366.000000,0.401260
367.000000,0.392012
368.000000,0.382424
369.000000,0.373378
370.000000,0.363046
371.000000,0.353699
372.000000,0.339079
373.000000,0.323686
374.000000,0.307483
375.000000,0.293363
376.000000,0.281181
377.000000,0.276748
378.000000,0.271419
379.000000,0.258344
380.000000,0.239075
381.000000,0.227505
382.000000,0.222221
383.000000,0.218787
384.000000,0.216054
385.000000,0.214288
386.000000,0.209909
387.000000,0.207474
388.000000,0.208172
389.000000,0.209082
390.000000,0.211764
391.000000,0.215064
392.000000,0.219211
393.000000,0.224069
394.000000,0.229717
395.000000,0.235737
396.000000,0.241735
397.000000,0.246633
398.000000,0.250498
399.000000,0.254955
400.000000,0.257763
401.000000,0.261679
402.000000,0.266346
403.000000,0.268847
404.000000,0.271294
405.000000,0.273652
406.000000,0.276095
407.000000,0.278605
408.000000,0.280585
409.000000,0.281874
410.000000,0.282743
411.000000,0.283724
412.000000,0.285577
413.000000,0.288622
414.000000,0.291892
415.000000,0.292457
416.000000,0.294850
417.000000,0.298406
418.000000,0.301224
419.000000,0.306579
420.000000,0.312877
421.000000,0.319870
422.000000,0.327142
423.000000,0.335825
424.000000,0.345504
425.000000,0.355799
426.000000,0.367046
427.000000,0.377368
428.000000,0.388587
429.000000,0.401510
430.000000,0.412504
431.000000,0.424676
432.000000,0.437319
433.000000,0.451427
434.000000,0.463419
435.000000,0.475797
436.000000,0.488726
437.000000,0.501522
438.000000,0.514833
439.000000,0.527541
440.000000,0.539995
441.000000,0.551433
442.000000,0.559024
443.000000,0.563423
444.000000,0.561890
445.000000,0.554097
446.000000,0.549523
447.000000,0.546807
448.000000,0.547633
449.000000,0.547141
450.000000,0.534796
451.000000,0.521261
452.000000,0.516658
453.000000,0.535084
454.000000,0.551436
455.000000,0.565508
456.000000,0.580145
457.000000,0.595460
458.000000,0.609662
459.000000,0.623818
460.000000,0.638376
461.000000,0.652529
462.000000,0.667432
463.000000,0.679723
464.000000,0.686622
465.000000,0.698165
466.000000,0.690810
467.000000,0.680138
468.000000,0.670363
469.000000,0.659929
470.000000,0.645933
471.000000,0.638197
472.000000,0.633607
473.000000,0.636861
474.000000,0.632451
475.000000,0.626739
476.000000,0.619608
477.000000,0.613593
478.000000,0.608198
479.000000,0.604690
480.000000,0.600753
481.000000,0.597969
482.000000,0.593104
483.000000,0.588790
484.000000,0.581995
485.000000,0.574675
486.000000,0.566866
487.000000,0.558969
488.000000,0.553669
489.000000,0.548332
490.000000,0.542538
491.000000,0.535255
492.000000,0.527721
493.000000,0.518706
494.000000,0.509927
495.000000,0.500010
496.000000,0.491148
497.000000,0.482910
498.000000,0.475796
499.000000,0.468033
500.000000,0.462009
501.000000,0.456823
502.000000,0.452441
503.000000,0.446221
504.000000,0.440645
505.000000,0.439418
506.000000,0.439884
507.000000,0.439168
508.000000,0.437053
509.000000,0.434331
510.000000,0.432953
511.000000,0.428249
512.000000,0.424390
513.000000,0.421285
514.000000,0.418245
515.000000,0.416614
516.000000,0.414154
517.000000,0.410237
518.000000,0.407130
519.000000,0.404822
520.000000,0.401408
521.000000,0.398031
522.000000,0.395267
523.000000,0.392438
524.000000,0.389827
525.000000,0.387262
526.000000,0.384831
527.000000,0.382917
528.000000,0.380940
529.000000,0.379068
530.000000,0.377424
531.000000,0.376955
532.000000,0.376452
533.000000,0.377090
534.000000,0.377812
535.000000,0.378595
536.000000,0.379701
537.000000,0.381268
538.000000,0.382639
539.000000,0.384164
540.000000,0.386148
541.000000,0.387818
542.000000,0.389172
543.000000,0.391786
544.000000,0.394073
545.000000,0.396522
546.000000,0.399943
547.000000,0.403239
548.000000,0.406156
549.000000,0.409210
550.000000,0.413032
551.000000,0.416278
552.000000,0.421055
553.000000,0.424542
554.000000,0.424870
555.000000,0.429078
556.000000,0.426745
557.000000,0.420496
558.000000,0.416834
559.000000,0.413025
560.000000,0.409355
561.000000,0.402312
562.000000,0.394765
563.000000,0.383430
564.000000,0.372412
565.000000,0.364440
566.000000,0.351560
567.000000,0.338120
568.000000,0.323148
569.000000,0.310359
570.000000,0.297914
571.000000,0.286591
572.000000,0.273021
573.000000,0.261717
574.000000,0.249903
575.000000,0.238227
576.000000,0.228002
577.000000,0.218618
578.000000,0.207151
579.000000,0.194378
580.000000,0.192861
581.000000,0.193394
582.000000,0.193690
583.000000,0.195167
584.000000,0.197167
585.000000,0.200647
586.000000,0.204063
587.000000,0.209736
588.000000,0.215300
589.000000,0.222242
590.000000,0.227906
591.000000,0.232969
592.000000,0.238998
593.000000,0.244606
594.000000,0.248802
595.000000,0.250876
596.000000,0.253244
597.000000,0.256931
598.000000,0.259948
599.000000,0.262857
600.000000,0.265416
