Time(s),Radius(m)
248.000000,0.436486
249.000000,0.432503
250.000000,0.426559
251.000000,0.421687
252.000000,0.417504
253.000000,0.414034
254.000000,0.410452
255.000000,0.407097
256.000000,0.402988
257.000000,0.399222
258.000000,0.395382
259.000000,0.390531
260.000000,0.386413
261.000000,0.382474
262.000000,0.378887
263.000000,0.375909
264.000000,0.373204
265.000000,0.370792
266.000000,0.368842
267.000000,0.366728
268.000000,0.365177
269.000000,0.364777
270.000000,0.364390
271.000000,0.364833
272.000000,0.365418
273.000000,0.366891
274.000000,0.368273
275.000000,0.370669
276.000000,0.372425
277.000000,0.374689
278.000000,0.376898
279.000000,0.380055
280.000000,0.383081
281.000000,0.385296
282.000000,0.389091
283.000000,0.392334
284.000000,0.396054
285.000000,0.399595
286.000000,0.404328
287.000000,0.409277
288.000000,0.413891
289.000000,0.418728
290.000000,0.423661
291.000000,0.427514
292.000000,0.429818
293.000000,0.431288
294.000000,0.432928
295.000000,0.433099
296.000000,0.434505
297.000000,0.433639
298.000000,0.431383
299.000000,0.425299
300.000000,0.417748
301.000000,0.410046
302.000000,0.400516
303.000000,0.390607
304.000000,0.379988
305.000000,0.369596
306.000000,0.361110
307.000000,0.351255
308.000000,0.342908
309.000000,0.332152
310.000000,0.319152
311.000000,0.304910
312.000000,0.293483
313.000000,0.273889
314.000000,0.249283
315.000000,0.241490
316.000000,0.236392
317.000000,0.232452
318.000000,0.229557
319.000000,0.226731
320.000000,0.223862
321.000000,0.222932
322.000000,0.222923
323.000000,0.223534
324.000000,0.224556
325.000000,0.226454
326.000000,0.229242
327.000000,0.233741
328.000000,0.238412
329.000000,0.243652
330.000000,0.249440
331.000000,0.254955
332.000000,0.260359
333.000000,0.265424
334.000000,0.271412
335.000000,0.277307
336.000000,0.283070
337.000000,0.286427
338.000000,0.288495
339.000000,0.293760
340.000000,0.297792
341.000000,0.301840
342.000000,0.305741
343.000000,0.307941
344.000000,0.309725
345.000000,0.313361
346.000000,0.315568
347.000000,0.316826
348.000000,0.318287
349.000000,0.319087
350.000000,0.321052
351.000000,0.323779
352.000000,0.327363
353.000000,0.330888
354.000000,0.336681
355.000000,0.340808
356.000000,0.345862
357.000000,0.350786
358.000000,0.355673
359.000000,0.362306
360.000000,0.368473
361.000000,0.376081
362.000000,0.384108
363.000000,0.392925
364.000000,0.402043
365.000000,0.411203
366.000000,0.421514
367.000000,0.431619
368.000000,0.442076
369.000000,0.453279
370.000000,0.464071
371.000000,0.475009
372.000000,0.486581
373.000000,0.498171
374.000000,0.510372
375.000000,0.522193
376.000000,0.534553
377.000000,0.546944
378.000000,0.558906
379.000000,0.571457
380.000000,0.583898
381.000000,0.596349
382.000000,0.608835
383.000000,0.621935
384.000000,0.634913
385.000000,0.648005
386.000000,0.661253
387.000000,0.674582
388.000000,0.687697
389.000000,0.699809
390.000000,0.711704
391.000000,0.721043
392.000000,0.723048
393.000000,0.717114
394.000000,0.723830
395.000000,0.727250
396.000000,0.723925
397.000000,0.715911
398.000000,0.719641
399.000000,0.712916
400.000000,0.719792
401.000000,0.706213
402.000000,0.694625
403.000000,0.687154
404.000000,0.700732
405.000000,0.716709
406.000000,0.724595
407.000000,0.716872
408.000000,0.702149
409.000000,0.689172
410.000000,0.673144
411.000000,0.670898
412.000000,0.686299
413.000000,0.696653
414.000000,0.699842
415.000000,0.710107
416.000000,0.704081
417.000000,0.705439
418.000000,0.693080
419.000000,0.684087
420.000000,0.677559
421.000000,0.673823
422.000000,0.673806
423.000000,0.683285
424.000000,0.689459
425.000000,0.679993
426.000000,0.674218
427.000000,0.669142
428.000000,0.660797
429.000000,0.653256
430.000000,0.645441
431.000000,0.638743
432.000000,0.631798
433.000000,0.624196
434.000000,0.616732
435.000000,0.609278
436.000000,0.602565
437.000000,0.597944
438.000000,0.593869
439.000000,0.590039
440.000000,0.586285
441.000000,0.582588
442.000000,0.577462
443.000000,0.571817
444.000000,0.567426
445.000000,0.561647
446.000000,0.555142
447.000000,0.546725
448.000000,0.538803
449.000000,0.530845
450.000000,0.522648
451.000000,0.516094
452.000000,0.509082
453.000000,0.500581
454.000000,0.491247
455.000000,0.483140
456.000000,0.474396
457.000000,0.465890
458.000000,0.459783
459.000000,0.455485
460.000000,0.454624
461.000000,0.449498
462.000000,0.449609
463.000000,0.443618
464.000000,0.437259
465.000000,0.432964
466.000000,0.433890
467.000000,0.429409
468.000000,0.424915
469.000000,0.421145
470.000000,0.418293
471.000000,0.414987
472.000000,0.408727
473.000000,0.404310
474.000000,0.400552
475.000000,0.397611
476.000000,0.393227
477.000000,0.388621
478.000000,0.384548
479.000000,0.379951
480.000000,0.375350
481.000000,0.371376
482.000000,0.368281
483.000000,0.364923
484.000000,0.362469
485.000000,0.360821
486.000000,0.358425
487.000000,0.356788
488.000000,0.355614
489.000000,0.354439
490.000000,0.353760
491.000000,0.353849
492.000000,0.354221
493.000000,0.355014
494.000000,0.356435
495.000000,0.358302
496.000000,0.359938
497.000000,0.361924
498.000000,0.364443
499.000000,0.365777
500.000000,0.368263
501.000000,0.370392
502.000000,0.372320
503.000000,0.373820
504.000000,0.378260
505.000000,0.383279
506.000000,0.387558
507.000000,0.391956
508.000000,0.396476
509.000000,0.399949
510.000000,0.404296
511.000000,0.408855
512.000000,0.412428
513.000000,0.415428
514.000000,0.418790
515.000000,0.419654
516.000000,0.418644
517.000000,0.415585
518.000000,0.412767
519.000000,0.405102
520.000000,0.397725
521.000000,0.387973
522.000000,0.378946
523.000000,0.369859
524.000000,0.359765
525.000000,0.351411
526.000000,0.344257
527.000000,0.336031
528.000000,0.322681
529.000000,0.310569
530.000000,0.296876
531.000000,0.279931
532.000000,0.259687
533.000000,0.248756
534.000000,0.242023
535.000000,0.237487
536.000000,0.234112
537.000000,0.229683
538.000000,0.226088
539.000000,0.224013
540.000000,0.223157
541.000000,0.222992
542.000000,0.223881
543.000000,0.225951
544.000000,0.229099
545.000000,0.232493
546.000000,0.237487
547.000000,0.242325
548.000000,0.248359
549.000000,0.254038
550.000000,0.260045
551.000000,0.265197
552.000000,0.270481
553.000000,0.274676
554.000000,0.279077
555.000000,0.282394
556.000000,0.285607
557.000000,0.289847
558.000000,0.293890
559.000000,0.296920
560.000000,0.300024
561.000000,0.303011
562.000000,0.305033
563.000000,0.307645
564.000000,0.309626
565.000000,0.310735
566.000000,0.312700
567.000000,0.313006
568.000000,0.315030
569.000000,0.317445
570.000000,0.320984
571.000000,0.325888
572.000000,0.329481
573.000000,0.333869
574.000000,0.338175
575.000000,0.342498
576.000000,0.347087
577.000000,0.352994
578.000000,0.358183
579.000000,0.365279
580.000000,0.373221
581.000000,0.381177
582.000000,0.390089
583.000000,0.399752
584.000000,0.409711
585.000000,0.420760
586.000000,0.431028
587.000000,0.442255
588.000000,0.453397
589.000000,0.465145
590.000000,0.476851
591.000000,0.488464
592.000000,0.500785
593.000000,0.512863
594.000000,0.525343
595.000000,0.537379
596.000000,0.550301
597.000000,0.562467
598.000000,0.575001
599.000000,0.587751
600.000000,0.600347
