Time(s),radius001,radius01,radius02,radius03,radius04
452.000000,0.486970,0.235371,0.554921,0.516658,0.509082
453.000000,0.500448,0.229417,0.566137,0.535084,0.500581
454.000000,0.513749,0.223140,0.576444,0.551436,0.491247
455.000000,0.526122,0.217447,0.587269,0.565508,0.483140
456.000000,0.541253,0.211909,0.597580,0.580145,0.474396
457.000000,0.553808,0.207134,0.606000,0.595460,0.465890
458.000000,0.567896,0.203080,0.612554,0.609662,0.459783
459.000000,0.580170,0.199358,0.626034,0.623818,0.455485
460.000000,0.593637,0.196854,0.640907,0.638376,0.454624
461.000000,0.605243,0.195139,0.655309,0.652529,0.449498
462.000000,0.612933,0.194127,0.669046,0.667432,0.449609
463.000000,0.610196,0.194486,0.680765,0.679723,0.443618
464.000000,0.598078,0.196387,0.684851,0.686622,0.437259
465.000000,0.588829,0.200261,0.689689,0.698165,0.432964
466.000000,0.578237,0.206877,0.676885,0.690810,0.433890
467.000000,0.569680,0.214955,0.663092,0.680138,0.429409
468.000000,0.561458,0.222463,0.650067,0.670363,0.424915
469.000000,0.553923,0.227767,0.640084,0.659929,0.421145
470.000000,0.549557,0.233344,0.633917,0.645933,0.418293
471.000000,0.543284,0.241880,0.638584,0.638197,0.414987
472.000000,0.537476,0.253385,0.646590,0.633607,0.408727
473.000000,0.532090,0.264898,0.659111,0.636861,0.404310
474.000000,0.525189,0.274075,0.665778,0.632451,0.400552
475.000000,0.515770,0.280011,0.656037,0.626739,0.397611
476.000000,0.507327,0.291191,0.645236,0.619608,0.393227
477.000000,0.497735,0.304027,0.632923,0.613593,0.388621
478.000000,0.488151,0.316697,0.617264,0.608198,0.384548
479.000000,0.478149,0.330166,0.607907,0.604690,0.379951
480.000000,0.469994,0.343830,0.619699,0.600753,0.375350
481.000000,0.463695,0.357279,0.631041,0.597969,0.371376
482.000000,0.455207,0.370803,0.638462,0.593104,0.368281
483.000000,0.451244,0.384177,0.634010,0.588790,0.364923
484.000000,0.443538,0.397436,0.624753,0.581995,0.362469
485.000000,0.440582,0.409068,0.622932,0.574675,0.360821
486.000000,0.441146,0.416388,0.612327,0.566866,0.358425
487.000000,0.441238,0.429560,0.603132,0.558969,0.356788
488.000000,0.440393,0.444034,0.595886,0.553669,0.355614
489.000000,0.445123,0.457637,0.588836,0.548332,0.354439
490.000000,0.446609,0.471454,0.582462,0.542538,0.353760
491.000000,0.448912,0.484801,0.575648,0.535255,0.353849
492.000000,0.441336,0.498237,0.570470,0.527721,0.354221
493.000000,0.428540,0.511371,0.565056,0.518706,0.355014
494.000000,0.416859,0.525053,0.559062,0.509927,0.356435
495.000000,0.407592,0.538811,0.552839,0.500010,0.358302
496.000000,0.396573,0.553006,0.547926,0.491148,0.359938
497.000000,0.387343,0.566088,0.540683,0.482910,0.361924
498.000000,0.378264,0.580227,0.534827,0.475796,0.364443
499.000000,0.373517,0.593244,0.528953,0.468033,0.365777
500.000000,0.365953,0.606819,0.522503,0.462009,0.368263
501.000000,0.359223,0.619285,0.514871,0.456823,0.370392
502.000000,0.354765,0.631699,0.507082,0.452441,0.372320
503.000000,0.348059,0.644284,0.500674,0.446221,0.373820
504.000000,0.342124,0.656342,0.494197,0.440645,0.378260
505.000000,0.336773,0.662341,0.486956,0.439418,0.383279
506.000000,0.330114,0.659097,0.480228,0.439884,0.387558
507.000000,0.324329,0.665279,0.473010,0.439168,0.391956
508.000000,0.317019,0.653330,0.467586,0.437053,0.396476
509.000000,0.312001,0.640488,0.462422,0.434331,0.399949
510.000000,0.306014,0.630475,0.458665,0.432953,0.404296
511.000000,0.298901,0.621346,0.456421,0.428249,0.408855
512.000000,0.291840,0.612222,0.454176,0.424390,0.412428
513.000000,0.285858,0.603232,0.457332,0.421285,0.415428
514.000000,0.280244,0.595948,0.455144,0.418245,0.418790
515.000000,0.275307,0.588548,0.448082,0.416614,0.419654
516.000000,0.270300,0.582407,0.441337,0.414154,0.418644
517.000000,0.265562,0.576584,0.440981,0.410237,0.415585
518.000000,0.261212,0.571046,0.439815,0.407130,0.412767
519.000000,0.257149,0.565259,0.437098,0.404822,0.405102
520.000000,0.252654,0.559324,0.433747,0.401408,0.397725
521.000000,0.247357,0.553427,0.427175,0.398031,0.387973
522.000000,0.242685,0.546543,0.423146,0.395267,0.378946
523.000000,0.238786,0.538991,0.419733,0.392438,0.369859
524.000000,0.235785,0.532309,0.415956,0.389827,0.359765
525.000000,0.233261,0.524978,0.410133,0.387262,0.351411
526.000000,0.231917,0.516721,0.405599,0.384831,0.344257
527.000000,0.230437,0.508536,0.400670,0.382917,0.336031
528.000000,0.228956,0.501354,0.394621,0.380940,0.322681
529.000000,0.228592,0.494053,0.388516,0.379068,0.310569
530.000000,0.229191,0.486596,0.383279,0.377424,0.296876
531.000000,0.229789,0.479266,0.377691,0.376955,0.279931
532.000000,0.230858,0.472379,0.372556,0.376452,0.259687
533.000000,0.232977,0.464651,0.366909,0.377090,0.248756
534.000000,0.235915,0.459051,0.361150,0.377812,0.242023
535.000000,0.237491,0.454437,0.356339,0.378595,0.237487
536.000000,0.239032,0.449222,0.352013,0.379701,0.234112
537.000000,0.238915,0.450088,0.348593,0.381268,0.229683
538.000000,0.238957,0.451970,0.344678,0.382639,0.226088
539.000000,0.238557,0.453523,0.341139,0.384164,0.224013
540.000000,0.236031,0.451712,0.338156,0.386148,0.223157
541.000000,0.231174,0.446603,0.334592,0.387818,0.222992
542.000000,0.223206,0.436466,0.332241,0.389172,0.223881
543.000000,0.215040,0.426955,0.330307,0.391786,0.225951
544.000000,0.208784,0.418604,0.327821,0.394073,0.229099
545.000000,0.201301,0.410091,0.326168,0.396522,0.232493
546.000000,0.192595,0.404618,0.324215,0.399943,0.237487
547.000000,0.186661,0.399328,0.322998,0.403239,0.242325
548.000000,0.183076,0.395341,0.322195,0.406156,0.248359
549.000000,0.181840,0.390102,0.321562,0.409210,0.254038
550.000000,0.181391,0.382885,0.321499,0.413032,0.260045
551.000000,0.182189,0.376558,0.322291,0.416278,0.265197
552.000000,0.183512,0.370565,0.323624,0.421055,0.270481
553.000000,0.186003,0.364199,0.325422,0.424542,0.274676
554.000000,0.189746,0.358943,0.327806,0.424870,0.279077
555.000000,0.192458,0.354193,0.330654,0.429078,0.282394
556.000000,0.196084,0.349027,0.332204,0.426745,0.285607
557.000000,0.199339,0.341338,0.334083,0.420496,0.289847
558.000000,0.202153,0.334020,0.335787,0.416834,0.293890
559.000000,0.205824,0.327520,0.338774,0.413025,0.296920
560.000000,0.210744,0.322703,0.341997,0.409355,0.300024
561.000000,0.216032,0.317749,0.345107,0.402312,0.303011
562.000000,0.221195,0.312168,0.348275,0.394765,0.305033
563.000000,0.225988,0.306625,0.349502,0.383430,0.307645
564.000000,0.229042,0.301402,0.349549,0.372412,0.309626
565.000000,0.229271,0.297279,0.348147,0.364440,0.310735
566.000000,0.230471,0.293451,0.346464,0.351560,0.312700
567.000000,0.228290,0.289329,0.343169,0.338120,0.313006
568.000000,0.227155,0.286555,0.338930,0.323148,0.315030
569.000000,0.224671,0.283250,0.333932,0.310359,0.317445
570.000000,0.216873,0.280361,0.327951,0.297914,0.320984
571.000000,0.210936,0.277726,0.320215,0.286591,0.325888
572.000000,0.207210,0.275880,0.311482,0.273021,0.329481
573.000000,0.205890,0.274331,0.300017,0.261717,0.333869
574.000000,0.202501,0.272349,0.287604,0.249903,0.338175
575.000000,0.200138,0.271114,0.277382,0.238227,0.342498
576.000000,0.198315,0.271114,0.265050,0.228002,0.347087
577.000000,0.198464,0.271248,0.252009,0.218618,0.352994
578.000000,0.199992,0.272209,0.239772,0.207151,0.358183
579.000000,0.203424,0.272956,0.229278,0.194378,0.365279
580.000000,0.209222,0.272944,0.223711,0.192861,0.373221
581.000000,0.217206,0.274320,0.215873,0.193394,0.381177
582.000000,0.225054,0.275101,0.208936,0.193690,0.390089
583.000000,0.234647,0.277089,0.203584,0.195167,0.399752
584.000000,0.244675,0.278260,0.199813,0.197167,0.409711
585.000000,0.254957,0.277876,0.197348,0.200647,0.420760
586.000000,0.265854,0.276684,0.196610,0.204063,0.431028
587.000000,0.276275,0.276537,0.197344,0.209736,0.442255
588.000000,0.288085,0.276460,0.198962,0.215300,0.453397
589.000000,0.300340,0.275450,0.201737,0.222242,0.465145
590.000000,0.312729,0.274493,0.205603,0.227906,0.476851
591.000000,0.325294,0.274892,0.209518,0.232969,0.488464
592.000000,0.338068,0.275196,0.213570,0.238998,0.500785
593.000000,0.350627,0.271838,0.216414,0.244606,0.512863
594.000000,0.363802,0.266023,0.220682,0.248802,0.525343
595.000000,0.376528,0.254286,0.225091,0.250876,0.537379
596.000000,0.389717,0.243764,0.228238,0.253244,0.550301
597.000000,0.402954,0.234608,0.230164,0.256931,0.562467
598.000000,0.417229,0.223749,0.232591,0.259948,0.575001
599.000000,0.431070,0.215331,0.234448,0.262857,0.587751
600.000000,0.445428,0.207424,0.236628,0.265416,0.600347
