Time(s),Radius(m)
0.000000,0.035933
1.000000,0.035933
2.000000,0.037894
3.000000,0.050585
4.000000,0.059250
5.000000,0.073540
6.000000,0.077985
7.000000,0.077270
8.000000,0.078795
9.000000,0.083006
10.000000,0.087397
11.000000,0.092391
12.000000,0.097968
13.000000,0.104325
14.000000,0.110742
15.000000,0.119307
16.000000,0.130243
17.000000,0.137431
18.000000,0.146898
19.000000,0.158364
20.000000,0.167456
21.000000,0.177675
22.000000,0.187187
23.000000,0.196723
24.000000,0.206299
25.000000,0.215019
26.000000,0.222131
27.000000,0.228485
28.000000,0.229558
29.000000,0.218650
30.000000,0.210733
31.000000,0.204097
32.000000,0.197748
33.000000,0.191399
34.000000,0.186133
35.000000,0.181640
36.000000,0.178400
37.000000,0.176592
38.000000,0.175894
39.000000,0.177103
40.000000,0.180157
41.000000,0.183722
42.000000,0.189243
43.000000,0.196746
44.000000,0.205262
45.000000,0.214025
46.000000,0.223394
47.000000,0.234203
48.000000,0.246104
49.000000,0.257478
50.000000,0.270488
51.000000,0.283526
52.000000,0.296413
53.000000,0.309205
54.000000,0.322483
55.000000,0.336317
56.000000,0.350584
57.000000,0.364712
58.000000,0.379051
59.000000,0.393169
60.000000,0.407307
61.000000,0.417090
62.000000,0.412436
63.000000,0.410863
64.000000,0.410212
65.000000,0.409640
66.000000,0.410569
67.000000,0.411450
68.000000,0.412582
69.000000,0.414760
70.000000,0.417889
71.000000,0.420390
72.000000,0.424232
73.000000,0.431113
74.000000,0.435768
75.000000,0.438184
76.000000,0.441539
77.000000,0.439005
78.000000,0.438081
79.000000,0.438592
80.000000,0.440519
81.000000,0.440051
82.000000,0.439360
83.000000,0.432925
84.000000,0.420473
85.000000,0.412196
86.000000,0.406985
87.000000,0.399733
88.000000,0.392568
89.000000,0.386141
90.000000,0.378600
91.000000,0.369330
92.000000,0.362119
93.000000,0.355706
94.000000,0.350358
95.000000,0.345004
96.000000,0.336910
97.000000,0.329170
98.000000,0.320420
99.000000,0.313492
100.000000,0.307691
101.000000,0.302049
102.000000,0.295393
103.000000,0.290108
104.000000,0.285174
105.000000,0.280135
106.000000,0.275615
107.000000,0.271491
108.000000,0.267696
109.000000,0.264009
110.000000,0.259727
111.000000,0.254884
112.000000,0.250872
113.000000,0.247592
114.000000,0.244538
115.000000,0.240902
116.000000,0.239781
117.000000,0.239839
118.000000,0.239628
119.000000,0.238843
120.000000,0.239140
121.000000,0.238956
122.000000,0.239368
123.000000,0.240232
124.000000,0.241946
125.000000,0.243461
126.000000,0.245170
127.000000,0.246056
128.000000,0.245781
129.000000,0.243890
130.000000,0.241440
131.000000,0.237208
132.000000,0.230053
133.000000,0.221594
134.000000,0.212534
135.000000,0.203849
136.000000,0.194348
137.000000,0.187213
138.000000,0.183473
139.000000,0.181718
140.000000,0.181139
141.000000,0.181568
142.000000,0.183435
143.000000,0.186441
144.000000,0.189177
145.000000,0.192166
146.000000,0.195378
147.000000,0.197516
148.000000,0.200565
149.000000,0.204361
150.000000,0.209067
151.000000,0.213489
152.000000,0.219071
153.000000,0.222571
154.000000,0.227410
155.000000,0.229501
156.000000,0.226630
157.000000,0.214045
158.000000,0.208069
159.000000,0.201569
160.000000,0.195381
161.000000,0.188950
162.000000,0.183453
163.000000,0.178655
164.000000,0.175071
165.000000,0.171957
166.000000,0.169832
167.000000,0.169079
168.000000,0.169662
169.000000,0.172298
170.000000,0.177532
171.000000,0.182575
172.000000,0.191393
173.000000,0.201868
174.000000,0.210935
175.000000,0.218361
176.000000,0.227351
177.000000,0.232635
178.000000,0.243481
179.000000,0.255535
180.000000,0.265539
181.000000,0.274208
182.000000,0.284752
183.000000,0.298986
184.000000,0.312564
185.000000,0.326240
186.000000,0.339712
187.000000,0.353650
188.000000,0.367554
189.000000,0.381456
190.000000,0.395885
191.000000,0.410213
192.000000,0.418708
193.000000,0.413912
194.000000,0.411514
195.000000,0.410995
196.000000,0.410692
197.000000,0.412232
198.000000,0.413874
199.000000,0.416243
200.000000,0.418085
201.000000,0.419037
202.000000,0.421609
203.000000,0.425401
204.000000,0.430323
205.000000,0.435840
206.000000,0.440071
207.000000,0.442849
208.000000,0.438303
209.000000,0.432508
210.000000,0.427554
211.000000,0.431672
212.000000,0.431625
213.000000,0.429525
214.000000,0.427714
215.000000,0.424108
216.000000,0.411361
217.000000,0.401059
218.000000,0.396613
219.000000,0.388103
220.000000,0.383560
221.000000,0.378881
222.000000,0.372883
223.000000,0.366623
224.000000,0.360641
225.000000,0.354215
226.000000,0.347691
227.000000,0.340084
228.000000,0.332529
229.000000,0.323137
230.000000,0.316970
231.000000,0.310302
232.000000,0.303252
233.000000,0.297424
234.000000,0.291890
235.000000,0.285793
236.000000,0.280513
237.000000,0.277020
238.000000,0.272464
239.000000,0.268086
240.000000,0.263472
241.000000,0.259176
242.000000,0.255147
243.000000,0.250386
244.000000,0.246783
245.000000,0.243057
246.000000,0.239462
247.000000,0.236963
248.000000,0.234992
249.000000,0.233833
250.000000,0.233989
251.000000,0.234146
252.000000,0.234670
253.000000,0.236044
254.000000,0.237643
255.000000,0.238500
256.000000,0.241227
257.000000,0.246625
258.000000,0.245681
259.000000,0.243461
260.000000,0.242433
261.000000,0.241432
262.000000,0.237906
263.000000,0.230913
264.000000,0.221760
265.000000,0.214536
266.000000,0.206264
267.000000,0.196731
268.000000,0.187920
269.000000,0.182680
270.000000,0.180270
271.000000,0.179017
272.000000,0.177601
273.000000,0.179148
274.000000,0.181245
275.000000,0.184070
276.000000,0.187793
277.000000,0.191049
278.000000,0.194077
279.000000,0.197913
280.000000,0.202388
281.000000,0.206883
282.000000,0.211208
283.000000,0.215807
284.000000,0.220648
285.000000,0.224967
286.000000,0.227117
287.000000,0.229795
288.000000,0.229371
289.000000,0.219282
290.000000,0.213590
291.000000,0.207938
292.000000,0.201592
293.000000,0.194980
294.000000,0.189918
