timestep,x_c,y_c,radius,p_current,q_current,beta_current,p_error,q_error,beta_error,vp,vq,vbeta,vx_c,vy_c,jacobian_cond
339,-0.4078630307838211,0.21373938409062734,0.4604745119891055,0.33000000080347847,0.3299994190030181,60.00000002141195,-8.034784504395986e-10,5.809969819137173e-07,-2.1411952115486525e-08,-4.017392252197993e-10,2.9049849095685865e-07,-3.73709063694605e-12,-0.04180961014167151,-0.20603412676864172,10.67443157927995
340,-0.4138839720383826,0.19400631276060945,0.4570977922734216,0.33000000083995606,0.3299993926259991,60.00000002143447,-8.399560491589853e-10,6.073740009271411e-07,-2.1434470442631287e-08,-4.1997802457949263e-10,3.0368700046357056e-07,-3.741020826453223e-12,-0.020654267062411108,-0.20971305975932442,10.674431734563505
341,-0.4181509737608485,0.17385405333657633,0.45285259049574056,0.3300000008780898,0.3299993650514755,60.000000021456756,-8.780897675642052e-10,6.349485245360498e-07,-2.1456759769838984e-08,-4.390448837821026e-10,3.174742622680249e-07,-3.74491104793151e-12,-0.0017447614757596097,-0.21130364976714028,10.67443189637957
342,-0.42076102401378734,0.15341239876488913,0.44785623075260245,0.3300000009179547,0.32999933622508104,60.000000021478805,-9.179546567317232e-10,6.637749189741804e-07,-2.1478807374890888e-08,-4.589773283658616e-10,3.318874594870902e-07,-3.74875908093486e-12,0.01256169842623333,-0.2111690991619241,10.674432065494035
343,-0.42194389511956515,0.13280142245061793,0.4423492606906652,0.33000000095962945,0.3299993060899814,60.00000002150062,-9.59629431473985e-10,6.939100186120761e-07,-2.150062598000573e-08,-4.798147157369925e-10,3.4695500930603806e-07,-3.752567145909325e-12,0.02147213570929806,-0.21006060380279434,10.67443224171644
344,-0.4220051475263404,0.11211509841010232,0.436644179888196,0.33000000100319626,0.3299992745867616,60.00000002152225,-1.0031962482948131e-09,7.254132384226786e-07,-2.152225375183968e-08,-5.015981241474066e-10,3.627066192113393e-07,-3.7563419041930504e-12,0.02555857890895935,-0.20862135401731707,10.674432427293487
345,-0.42126902037823993,0.0914180682930173,0.4310740664211531,0.33000000104874094,0.32999924165330957,60.00000002154373,-1.048740927434011e-09,7.58346690443723e-07,-2.1543728857048923e-08,-5.243704637170055e-10,3.791733452218615e-07,-3.760090017124184e-12,0.025966794428084652,-0.20722010962393025,10.674432620504477
346,-0.4200223371530856,0.07075049084872868,0.4259394272227876,0.33000000109635336,0.3299992072246933,60.00000002156511,-1.0963533414454218e-09,7.927753067349386e-07,-2.1565114906727083e-08,-5.481766707227109e-10,3.963876533674693e-07,-3.7638225869329744e-12,0.024379807382782975,-0.20598854541076356,10.674432822296856
347,-0.41846486576208614,0.0501362446702768,0.4214575742668752,0.3300000011461273,0.3299991712330325,60.00000002158643,-1.1461273041746267e-09,8.287669674977849e-07,-2.1586437345311615e-08,-5.730636520873134e-10,4.1438348374889244e-07,-3.7675440545115184e-12,0.02282643777970271,-0.20489806558145612,10.6744330338979
348,-0.41669602746415785,0.029590534415890213,0.41774535189685613,0.3300000011981611,0.32999913360736594,60.00000002160774,-1.1981610703593049e-09,8.663926340801709e-07,-2.1607747061677418e-08,-5.990805351796524e-10,4.3319631704008543e-07,-3.771263301644013e-12,0.022620277474271797,-0.203857930982139,10.674433255154645
349,-0.4147486078576606,0.009124453240122057,0.4148489645241973,0.330000001252557,0.3299990942735101,60.00000002162903,-1.2525570025623267e-09,9.057264899192674e-07,-2.1629031333605774e-08,-6.262785012811634e-10,4.528632449596337e-07,-3.774978107884408e-12,0.02364109326489869,-0.2028027999230487,10.674433485657538
350,-0.41263311371865913,-0.011254336589940675,0.41278656304346384,0.33000000130942264,0.329999053153914,60.00000002165031,-1.3094226258836272e-09,9.468460860362349e-07,-2.1650315605534126e-08,-6.547113129418136e-10,4.7342304301811744e-07,-3.778692914124804e-12,0.025076680481765,-0.20175110023396567,10.674433726081391
