0.0005,0.9984,0.9985,0.9969,10000
0.001,0.9367,0.9385,0.9119,10000
0.0015,0.8166,0.8184,0.7404,10000
0.002,0.6358,0.6373,0.5235,10000
0.0025,0.4393,0.441,0.3196,10000
0.003,0.2582,0.2597,0.1585,10000
0.0035,0.137,0.1379,0.0741,10000
0.004,0.066,0.0682,0.0287,10000
0.0045,0.0289,0.03,0.0112,10000
0.005,0.0149,0.0167,0.0047,10000
