Time(s),Radius(m),X_center(m),Y_center(m)
87.000000,0.606202,-0.567095,0.214205
88.000000,0.606092,-0.562049,0.226821
89.000000,0.606343,-0.557154,0.239231
90.000000,0.606672,-0.551525,0.252727
91.000000,0.607268,-0.546315,0.265169
92.000000,0.607683,-0.540458,0.277820
93.000000,0.607743,-0.534131,0.289924
94.000000,0.608075,-0.527809,0.301947
95.000000,0.608213,-0.520923,0.313946
96.000000,0.608539,-0.514001,0.325764
97.000000,0.608909,-0.506571,0.337869
98.000000,0.608523,-0.498614,0.348833
99.000000,0.608414,-0.490551,0.359900
100.000000,0.608516,-0.482553,0.370721
101.000000,0.608793,-0.474354,0.381598
102.000000,0.609024,-0.465896,0.392239
103.000000,0.608889,-0.456858,0.402525
104.000000,0.609110,-0.447624,0.413096
105.000000,0.608976,-0.438021,0.423071
106.000000,0.608507,-0.427817,0.432728
107.000000,0.607963,-0.418777,0.440732
108.000000,0.607930,-0.407451,0.451179
109.000000,0.608097,-0.397432,0.460249
110.000000,0.608407,-0.387329,0.469186
111.000000,0.608320,-0.376592,0.477736
112.000000,0.608362,-0.365939,0.485997
113.000000,0.608088,-0.354336,0.494182
114.000000,0.608153,-0.342833,0.502310
115.000000,0.607721,-0.331099,0.509606
116.000000,0.607395,-0.318993,0.516886
117.000000,0.606930,-0.307281,0.523396
118.000000,0.606926,-0.295450,0.530159
119.000000,0.607242,-0.283118,0.537204
120.000000,0.607199,-0.270979,0.543379
121.000000,0.607226,-0.258518,0.549447
122.000000,0.606726,-0.245902,0.554661
123.000000,0.606631,-0.233133,0.560045
124.000000,0.606643,-0.220374,0.565200
125.000000,0.606301,-0.207230,0.569787
126.000000,0.606620,-0.194439,0.574614
127.000000,0.607421,-0.181421,0.579695
128.000000,0.607411,-0.168461,0.583582
129.000000,0.607423,-0.155207,0.587259
130.000000,0.607280,-0.142210,0.590394
131.000000,0.607017,-0.128339,0.593294
132.000000,0.606298,-0.114262,0.595434
133.000000,0.606171,-0.100540,0.597775
134.000000,0.605379,-0.086623,0.599150
135.000000,0.604533,-0.074273,0.599953
136.000000,0.603675,-0.060654,0.600621
137.000000,0.603284,-0.047125,0.601440
138.000000,0.602405,-0.031886,0.601561
139.000000,0.602134,-0.019293,0.601825
140.000000,0.602116,-0.004015,0.602103
141.000000,0.602397,0.008507,0.602337
142.000000,0.602535,0.022654,0.602109
143.000000,0.602687,0.036420,0.601586
144.000000,0.602315,0.050197,0.600220
145.000000,0.601727,0.064246,0.598287
146.000000,0.601642,0.077929,0.596574
147.000000,0.601156,0.091505,0.594151
148.000000,0.600317,0.107027,0.590699
149.000000,0.600141,0.119959,0.588030
150.000000,0.600095,0.132665,0.585247
151.000000,0.599804,0.147391,0.581412
152.000000,0.599966,0.159984,0.578243
153.000000,0.600577,0.174588,0.574641
154.000000,0.600407,0.186402,0.570739
155.000000,0.601233,0.201374,0.566506
156.000000,0.601698,0.213017,0.562729
157.000000,0.602158,0.228075,0.557294
158.000000,0.602506,0.239332,0.552932
159.000000,0.603086,0.253875,0.547046
160.000000,0.603788,0.265653,0.542207
161.000000,0.604867,0.278368,0.537007
162.000000,0.605722,0.291122,0.531176
163.000000,0.606994,0.304726,0.524961
164.000000,0.607806,0.315866,0.519285
165.000000,0.608616,0.328041,0.512643
166.000000,0.609740,0.341305,0.505266
167.000000,0.610958,0.352402,0.499082
168.000000,0.611590,0.363445,0.491884
169.000000,0.612823,0.375164,0.484566
170.000000,0.614334,0.386758,0.477309
171.000000,0.615157,0.397654,0.469350
172.000000,0.616395,0.409712,0.460520
173.000000,0.616438,0.418706,0.452416
174.000000,0.617050,0.429026,0.443494
175.000000,0.617492,0.440034,0.433204
176.000000,0.618188,0.449161,0.424748
177.000000,0.618487,0.458473,0.415125
178.000000,0.619117,0.468010,0.405305
179.000000,0.619506,0.477109,0.395165
180.000000,0.619973,0.486111,0.384789
181.000000,0.620249,0.494581,0.374298
182.000000,0.620202,0.502666,0.363287
183.000000,0.620627,0.510795,0.352513
184.000000,0.621080,0.519081,0.341022
185.000000,0.621422,0.526848,0.329540
186.000000,0.621769,0.534237,0.318100
187.000000,0.622451,0.541693,0.306618
188.000000,0.622286,0.548297,0.294296
189.000000,0.622395,0.554554,0.282569
190.000000,0.622299,0.560401,0.270567
191.000000,0.622534,0.566450,0.258230
192.000000,0.621877,0.571151,0.246002
193.000000,0.621576,0.576202,0.233127
194.000000,0.621237,0.580926,0.220137
195.000000,0.620859,0.585193,0.207401
196.000000,0.620648,0.589469,0.194241
197.000000,0.620218,0.593147,0.181238
198.000000,0.620095,0.596876,0.168096
199.000000,0.619897,0.600213,0.154975
200.000000,0.619702,0.603248,0.141851
201.000000,0.620131,0.606689,0.128418
202.000000,0.620277,0.609391,0.115695
203.000000,0.621211,0.612777,0.102016
204.000000,0.621786,0.615394,0.088926
205.000000,0.622268,0.617681,0.075414
206.000000,0.623122,0.620025,0.062058
207.000000,0.623444,0.621526,0.048874
208.000000,0.624308,0.623286,0.035710
209.000000,0.624879,0.624449,0.023183
210.000000,0.625466,0.625385,0.010111
211.000000,0.626096,0.626089,-0.002933
212.000000,0.625727,0.625512,-0.016418
213.000000,0.626617,0.625926,-0.029421
214.000000,0.626513,0.625034,-0.043023
215.000000,0.626619,0.624026,-0.056950
216.000000,0.626238,0.622243,-0.070626
217.000000,0.626501,0.620837,-0.084051
218.000000,0.626839,0.619149,-0.097882
219.000000,0.626838,0.616801,-0.111728
220.000000,0.626611,0.614018,-0.124988
221.000000,0.626367,0.610908,-0.138302
222.000000,0.626768,0.608185,-0.151489
223.000000,0.626752,0.604695,-0.164808
224.000000,0.627163,0.601353,-0.178068
225.000000,0.626820,0.596986,-0.191079
226.000000,0.627062,0.592961,-0.203972
227.000000,0.626828,0.588224,-0.216576
228.000000,0.626866,0.583421,-0.229306
229.000000,0.626762,0.578197,-0.241907
230.000000,0.626718,0.572845,-0.254212
231.000000,0.626164,0.566505,-0.266745
232.000000,0.626552,0.560802,-0.279408
233.000000,0.626027,0.554068,-0.291407
234.000000,0.625771,0.547534,-0.302977
235.000000,0.625780,0.540570,-0.315255
236.000000,0.625723,0.533450,-0.327048
237.000000,0.625605,0.525820,-0.338961
238.000000,0.625327,0.518295,-0.349863
239.000000,0.625245,0.510449,-0.361073
240.000000,0.624833,0.502164,-0.371817
241.000000,0.624833,0.493834,-0.382812
242.000000,0.625021,0.485405,-0.393743
243.000000,0.625315,0.476824,-0.404546
244.000000,0.625624,0.467916,-0.415283
245.000000,0.626001,0.458750,-0.425941
246.000000,0.626106,0.449589,-0.435751
247.000000,0.626301,0.439807,-0.445895
248.000000,0.625847,0.430026,-0.454711
249.000000,0.625821,0.419845,-0.464093
250.000000,0.626057,0.410178,-0.472971
251.000000,0.626202,0.399834,-0.481935
252.000000,0.626696,0.390099,-0.490480
253.000000,0.627312,0.379838,-0.499243
254.000000,0.627241,0.368758,-0.507394
255.000000,0.627844,0.357921,-0.515830
256.000000,0.628731,0.347529,-0.523953
257.000000,0.628800,0.335811,-0.531620
258.000000,0.629379,0.324479,-0.539288
259.000000,0.629722,0.312925,-0.546468
260.000000,0.630332,0.301619,-0.553484
261.000000,0.630174,0.289772,-0.559599
262.000000,0.630619,0.278124,-0.565974
263.000000,0.630847,0.265906,-0.572068
264.000000,0.631328,0.253734,-0.578095
265.000000,0.631493,0.241170,-0.583627
266.000000,0.631448,0.228400,-0.588693
267.000000,0.631608,0.216428,-0.593370
268.000000,0.631140,0.203101,-0.597568
269.000000,0.631038,0.190212,-0.601688
270.000000,0.631049,0.177313,-0.605626
271.000000,0.630945,0.163834,-0.609303
272.000000,0.630797,0.150446,-0.612594
273.000000,0.631057,0.136907,-0.616027
274.000000,0.630828,0.123573,-0.618607
275.000000,0.631120,0.110486,-0.621373
276.000000,0.631408,0.096665,-0.623965
277.000000,0.631812,0.083725,-0.626240
278.000000,0.631426,0.069990,-0.627535
279.000000,0.631647,0.055967,-0.629163
280.000000,0.631671,0.041855,-0.630283
281.000000,0.631229,0.027901,-0.630613
282.000000,0.631617,0.014510,-0.631450
283.000000,0.631642,0.000589,-0.631641
284.000000,0.632331,-0.012554,-0.632206
285.000000,0.632206,-0.026655,-0.631644
286.000000,0.632511,-0.039349,-0.631286
287.000000,0.633363,-0.053289,-0.631118
288.000000,0.634132,-0.067129,-0.630568
289.000000,0.634839,-0.080459,-0.629720
290.000000,0.635394,-0.094066,-0.628393
291.000000,0.636527,-0.106991,-0.627470
292.000000,0.636995,-0.120098,-0.625571
293.000000,0.637794,-0.132227,-0.623937
294.000000,0.639148,-0.144122,-0.622687
295.000000,0.639484,-0.153750,-0.620726
296.000000,0.640113,-0.165870,-0.618249
297.000000,0.640215,-0.178776,-0.614748
298.000000,0.640722,-0.190910,-0.611619
299.000000,0.641234,-0.203587,-0.608057
300.000000,0.642124,-0.216920,-0.604376
301.000000,0.642996,-0.229408,-0.600680
302.000000,0.643122,-0.242413,-0.595686
303.000000,0.642741,-0.255073,-0.589961
304.000000,0.642141,-0.267635,-0.583709
305.000000,0.640707,-0.279538,-0.576510
306.000000,0.640420,-0.291819,-0.570069
307.000000,0.640114,-0.303742,-0.563460
308.000000,0.639556,-0.316031,-0.556018
309.000000,0.639139,-0.328135,-0.548476
310.000000,0.639063,-0.339972,-0.541129
311.000000,0.639327,-0.351993,-0.533704
312.000000,0.639197,-0.363086,-0.526061
313.000000,0.639832,-0.375328,-0.518183
314.000000,0.640222,-0.386557,-0.510351
315.000000,0.640800,-0.397990,-0.502224
316.000000,0.640916,-0.409110,-0.493357
317.000000,0.641497,-0.419717,-0.485135
318.000000,0.642369,-0.430649,-0.476634
319.000000,0.643094,-0.441252,-0.467832
320.000000,0.642987,-0.450661,-0.458624
321.000000,0.643448,-0.460707,-0.449192
322.000000,0.644254,-0.470962,-0.439610
323.000000,0.644414,-0.480198,-0.429743
324.000000,0.643826,-0.488374,-0.419527
325.000000,0.644096,-0.497862,-0.408648
326.000000,0.644354,-0.506403,-0.398433
327.000000,0.644104,-0.514164,-0.387949
328.000000,0.643266,-0.521676,-0.376359
329.000000,0.642948,-0.529662,-0.364473
330.000000,0.642077,-0.536366,-0.352949
331.000000,0.641613,-0.543350,-0.341230
332.000000,0.641059,-0.549703,-0.329823
333.000000,0.640401,-0.556065,-0.317654
334.000000,0.639880,-0.562374,-0.305257
335.000000,0.639354,-0.568120,-0.293281
336.000000,0.639540,-0.574393,-0.281220
337.000000,0.639707,-0.580171,-0.269492
338.000000,0.640094,-0.586194,-0.257093
339.000000,0.640260,-0.591482,-0.245115
340.000000,0.640489,-0.596731,-0.232676
341.000000,0.640731,-0.601682,-0.220261
342.000000,0.640745,-0.606132,-0.207745
343.000000,0.641125,-0.610766,-0.194951
344.000000,0.640566,-0.614350,-0.181380
345.000000,0.640315,-0.617389,-0.169804
346.000000,0.640219,-0.621113,-0.155236
347.000000,0.640001,-0.623973,-0.142332
348.000000,0.640113,-0.626906,-0.129361
349.000000,0.639403,-0.628798,-0.115973
350.000000,0.639493,-0.631197,-0.102668
351.000000,0.638762,-0.632392,-0.089980
352.000000,0.638385,-0.633666,-0.077484
353.000000,0.637484,-0.634093,-0.065662
354.000000,0.636965,-0.634859,-0.051754
355.000000,0.636788,-0.635594,-0.038970
356.000000,0.636137,-0.635597,-0.026220
357.000000,0.635626,-0.635503,-0.012516
358.000000,0.634813,-0.634813,0.000223
359.000000,0.634486,-0.634332,0.014011
360.000000,0.633933,-0.633335,0.027526
361.000000,0.633414,-0.632052,0.041514
362.000000,0.633380,-0.631099,0.053703
363.000000,0.633319,-0.629765,0.067004
364.000000,0.633218,-0.627895,0.081931
365.000000,0.632750,-0.625527,0.095332
366.000000,0.632820,-0.623456,0.108461
367.000000,0.632921,-0.621163,0.121427
368.000000,0.632745,-0.618249,0.134666
369.000000,0.633013,-0.615799,0.146619
370.000000,0.632749,-0.611947,0.160912
371.000000,0.633240,-0.609120,0.173105
372.000000,0.633151,-0.604714,0.187619
373.000000,0.632792,-0.600123,0.200695
374.000000,0.632466,-0.595553,0.212907
375.000000,0.632131,-0.590994,0.224312
376.000000,0.632489,-0.585776,0.238557
377.000000,0.632616,-0.581217,0.249780
378.000000,0.632388,-0.575097,0.263016
379.000000,0.632421,-0.569935,0.274098
380.000000,0.631898,-0.562882,0.287156
381.000000,0.631333,-0.556337,0.298447
382.000000,0.630973,-0.549430,0.310247
383.000000,0.630504,-0.542826,0.320742
384.000000,0.629989,-0.535296,0.332180
385.000000,0.629616,-0.527083,0.344382
386.000000,0.628630,-0.518548,0.355364
387.000000,0.628422,-0.511332,0.365313
388.000000,0.627834,-0.502069,0.376965
389.000000,0.627352,-0.494323,0.386285
390.000000,0.627548,-0.485671,0.397416
391.000000,0.627194,-0.475732,0.408718
392.000000,0.627100,-0.467417,0.418061
393.000000,0.626759,-0.458136,0.427713
394.000000,0.626647,-0.447947,0.438212
395.000000,0.626231,-0.439111,0.446483
396.000000,0.625828,-0.428810,0.455832
397.000000,0.625641,-0.418727,0.464860
398.000000,0.625106,-0.408164,0.473456
399.000000,0.624904,-0.397347,0.482308
400.000000,0.625098,-0.385843,0.491805
401.000000,0.624858,-0.375988,0.499080
402.000000,0.624137,-0.364349,0.506751
403.000000,0.623661,-0.352719,0.514337
404.000000,0.623234,-0.341351,0.521440
405.000000,0.622683,-0.328161,0.529192
406.000000,0.622762,-0.317816,0.535561
407.000000,0.622198,-0.305196,0.542205
408.000000,0.621839,-0.292886,0.548545
409.000000,0.621333,-0.280018,0.554657
410.000000,0.621419,-0.267479,0.560907
411.000000,0.621402,-0.255180,0.566590
412.000000,0.621247,-0.240888,0.572644
413.000000,0.621134,-0.229521,0.577172
414.000000,0.621197,-0.216511,0.582245
415.000000,0.620675,-0.203096,0.586506
416.000000,0.620667,-0.190365,0.590753
417.000000,0.620596,-0.176985,0.594824
418.000000,0.620924,-0.163710,0.598954
419.000000,0.621430,-0.150299,0.602981
420.000000,0.621478,-0.137145,0.606156
421.000000,0.621758,-0.123392,0.609391
422.000000,0.622099,-0.109950,0.612306
423.000000,0.621922,-0.096767,0.614348
424.000000,0.622146,-0.082778,0.616614
425.000000,0.622114,-0.068496,0.618331
426.000000,0.622195,-0.055062,0.619754
427.000000,0.622262,-0.040760,0.620926
428.000000,0.623228,-0.026633,0.622659
429.000000,0.623713,-0.012440,0.623589
430.000000,0.623196,0.000940,0.623195
431.000000,0.623448,0.014739,0.623274
432.000000,0.623058,0.028992,0.622383
433.000000,0.622992,0.042451,0.621544
434.000000,0.623215,0.056354,0.620662
435.000000,0.623305,0.070400,0.619316
436.000000,0.623209,0.084527,0.617450
437.000000,0.622998,0.098412,0.615176
438.000000,0.623103,0.111815,0.612988
439.000000,0.623720,0.125384,0.610988
440.000000,0.624173,0.139213,0.608451
441.000000,0.624506,0.153061,0.605458
442.000000,0.624453,0.166582,0.601824
443.000000,0.625129,0.180258,0.598576
444.000000,0.625101,0.193462,0.594411
445.000000,0.625128,0.206828,0.589921
446.000000,0.624788,0.219589,0.584928
447.000000,0.625133,0.232761,0.580184
448.000000,0.625147,0.245965,0.574726
449.000000,0.624943,0.258603,0.568927
450.000000,0.624686,0.271208,0.562742
451.000000,0.624038,0.282901,0.556229
452.000000,0.623198,0.294850,0.549035
453.000000,0.622497,0.306464,0.541833
454.000000,0.622146,0.318571,0.534395
455.000000,0.621436,0.329496,0.526892
456.000000,0.621334,0.340697,0.519598
457.000000,0.621040,0.351995,0.511654
458.000000,0.621015,0.363497,0.503517
459.000000,0.620764,0.374211,0.495291
460.000000,0.620731,0.385197,0.486754
461.000000,0.620653,0.395798,0.478073
462.000000,0.620867,0.406532,0.469263
463.000000,0.620612,0.416423,0.460165
464.000000,0.620665,0.426428,0.450981
465.000000,0.619823,0.435728,0.440820
466.000000,0.619792,0.445094,0.431315
467.000000,0.619487,0.454407,0.421044
468.000000,0.618964,0.463288,0.410465
469.000000,0.619088,0.472128,0.400457
470.000000,0.618940,0.480820,0.389743
471.000000,0.618711,0.489158,0.378851
472.000000,0.618399,0.497176,0.367741
473.000000,0.618474,0.505036,0.356999
474.000000,0.618128,0.512356,0.345794
475.000000,0.617456,0.519163,0.334248
476.000000,0.617027,0.526047,0.322486
477.000000,0.616038,0.532311,0.310077
478.000000,0.615205,0.538279,0.297881
479.000000,0.614383,0.544091,0.285361
480.000000,0.614149,0.549995,0.273284
481.000000,0.613630,0.555375,0.260960
482.000000,0.612945,0.560410,0.248279
483.000000,0.612209,0.565062,0.235594
484.000000,0.612334,0.570203,0.223206
485.000000,0.612022,0.574648,0.210598
486.000000,0.612216,0.579405,0.197732
487.000000,0.611620,0.583128,0.184500
488.000000,0.611191,0.586719,0.171214
489.000000,0.611178,0.590297,0.158392
490.000000,0.611338,0.593754,0.145570
491.000000,0.611207,0.596795,0.131943
492.000000,0.611480,0.599804,0.118922
493.000000,0.611037,0.601916,0.105187
494.000000,0.610439,0.603519,0.091657
495.000000,0.609990,0.605155,0.076649
496.000000,0.609280,0.605883,0.064248
497.000000,0.608538,0.606426,0.050654
498.000000,0.607956,0.606886,0.036062
499.000000,0.607837,0.607354,0.024238
500.000000,0.606851,0.606742,0.011492
501.000000,0.606235,0.606234,-0.001351
502.000000,0.605655,0.605463,-0.015270
503.000000,0.605151,0.604470,-0.028711
504.000000,0.604924,0.603436,-0.042397
505.000000,0.604724,0.602099,-0.056277
506.000000,0.604875,0.600796,-0.070132
507.000000,0.605349,0.599558,-0.083531
508.000000,0.605528,0.597653,-0.097339
509.000000,0.606194,0.595943,-0.111010
510.000000,0.606532,0.593600,-0.124578
511.000000,0.606736,0.590787,-0.138200
512.000000,0.606816,0.587715,-0.151049
513.000000,0.607109,0.584376,-0.164576
514.000000,0.607403,0.580898,-0.177472
515.000000,0.607996,0.577384,-0.190490
516.000000,0.608458,0.573343,-0.203715
517.000000,0.608836,0.568890,-0.216901
518.000000,0.609140,0.564242,-0.229525
519.000000,0.609536,0.559213,-0.242518
520.000000,0.610075,0.554019,-0.255449
521.000000,0.610474,0.548601,-0.267797
522.000000,0.611134,0.543001,-0.280418
523.000000,0.611783,0.537110,-0.292902
524.000000,0.611592,0.530280,-0.304710
525.000000,0.612125,0.523856,-0.316659
526.000000,0.612483,0.516997,-0.328404
527.000000,0.612762,0.509528,-0.340379
528.000000,0.612961,0.501617,-0.352280
529.000000,0.613341,0.493966,-0.363572
530.000000,0.614281,0.486202,-0.375432
531.000000,0.615373,0.478589,-0.386828
532.000000,0.616469,0.470758,-0.398021
533.000000,0.617115,0.462390,-0.408688
534.000000,0.618307,0.454020,-0.419725
535.000000,0.618603,0.444774,-0.429937
536.000000,0.619401,0.435966,-0.439990
537.000000,0.620699,0.427256,-0.450243
538.000000,0.621816,0.417761,-0.460576
539.000000,0.623077,0.408610,-0.470386
540.000000,0.623460,0.398599,-0.479396
541.000000,0.624526,0.388989,-0.488590
542.000000,0.624709,0.378609,-0.496907
543.000000,0.625117,0.367415,-0.505745
544.000000,0.625539,0.356776,-0.513819
545.000000,0.625870,0.345990,-0.521540
546.000000,0.626229,0.335021,-0.529078
547.000000,0.626113,0.323956,-0.535789
548.000000,0.626623,0.312081,-0.543380
549.000000,0.626846,0.300046,-0.550371
550.000000,0.627131,0.288352,-0.556908
551.000000,0.627365,0.276894,-0.562953
552.000000,0.627790,0.265479,-0.568895
553.000000,0.628257,0.252994,-0.575066
554.000000,0.628736,0.240827,-0.580786
555.000000,0.629724,0.228380,-0.586852
556.000000,0.630875,0.216042,-0.592731
557.000000,0.631406,0.203256,-0.597796
558.000000,0.631802,0.190602,-0.602366
559.000000,0.632097,0.178039,-0.606505
560.000000,0.632596,0.165191,-0.610647
561.000000,0.632322,0.151987,-0.613785
562.000000,0.632761,0.138914,-0.617325
563.000000,0.633177,0.125974,-0.620519
564.000000,0.633537,0.112364,-0.623493
565.000000,0.633579,0.098762,-0.625835
566.000000,0.633773,0.085460,-0.627985
567.000000,0.633728,0.072060,-0.629618
568.000000,0.633596,0.058528,-0.630887
569.000000,0.633431,0.045073,-0.631825
570.000000,0.633120,0.031435,-0.632339
571.000000,0.632568,0.017672,-0.632322
572.000000,0.632475,0.003753,-0.632464
573.000000,0.632239,-0.010008,-0.632160
574.000000,0.631871,-0.023446,-0.631436
575.000000,0.631627,-0.036906,-0.630548
576.000000,0.631590,-0.050145,-0.629596
577.000000,0.632004,-0.063396,-0.628816
578.000000,0.631845,-0.076169,-0.627237
579.000000,0.632066,-0.089655,-0.625675
580.000000,0.632186,-0.102782,-0.623774
581.000000,0.631975,-0.112910,-0.621807
582.000000,0.632309,-0.123665,-0.620098
583.000000,0.632625,-0.135795,-0.617879
584.000000,0.632579,-0.147468,-0.615150
585.000000,0.633449,-0.159705,-0.612986
586.000000,0.633406,-0.172569,-0.609445
587.000000,0.633417,-0.184450,-0.605966
588.000000,0.633626,-0.197734,-0.601983
589.000000,0.633545,-0.210481,-0.597559
590.000000,0.632769,-0.222669,-0.592296
591.000000,0.632442,-0.235280,-0.587049
592.000000,0.632743,-0.248188,-0.582037
593.000000,0.631819,-0.260391,-0.575667
594.000000,0.631381,-0.272177,-0.569703
595.000000,0.631078,-0.284730,-0.563194
596.000000,0.631107,-0.296512,-0.557115
597.000000,0.631037,-0.308560,-0.550452
598.000000,0.630904,-0.320384,-0.543501
599.000000,0.630240,-0.332242,-0.535553
600.000000,0.629707,-0.343628,-0.527684
