Time(s),Radius(m)
0.000000,0.341473
1.000000,0.341473
2.000000,0.341088
3.000000,0.340349
4.000000,0.340164
5.000000,0.338629
6.000000,0.335783
7.000000,0.333163
8.000000,0.330553
9.000000,0.328520
10.000000,0.326678
11.000000,0.326227
12.000000,0.327672
13.000000,0.329999
14.000000,0.332543
15.000000,0.333976
16.000000,0.334917
17.000000,0.335105
18.000000,0.333605
19.000000,0.330742
20.000000,0.328224
21.000000,0.323950
22.000000,0.315065
23.000000,0.302837
24.000000,0.292010
25.000000,0.280645
26.000000,0.270396
27.000000,0.260653
28.000000,0.252220
29.000000,0.245037
30.000000,0.239112
31.000000,0.235593
32.000000,0.230161
33.000000,0.224412
34.000000,0.219698
35.000000,0.215752
36.000000,0.212794
37.000000,0.210942
38.000000,0.210084
39.000000,0.209434
40.000000,0.206053
41.000000,0.207069
42.000000,0.207540
43.000000,0.207486
44.000000,0.208408
45.000000,0.210233
46.000000,0.209159
47.000000,0.206507
48.000000,0.204423
49.000000,0.204064
50.000000,0.204926
51.000000,0.203545
52.000000,0.202410
53.000000,0.203154
54.000000,0.204450
55.000000,0.206425
56.000000,0.207364
57.000000,0.205425
58.000000,0.201564
59.000000,0.203181
60.000000,0.209940
61.000000,0.216350
62.000000,0.224727
63.000000,0.233632
64.000000,0.243678
65.000000,0.253156
66.000000,0.262765
67.000000,0.272794
68.000000,0.282959
69.000000,0.293458
70.000000,0.303385
71.000000,0.312989
72.000000,0.322925
73.000000,0.333386
74.000000,0.342032
75.000000,0.351474
76.000000,0.362015
77.000000,0.371633
78.000000,0.379080
79.000000,0.386138
80.000000,0.393315
81.000000,0.399110
82.000000,0.403361
83.000000,0.406198
84.000000,0.406124
85.000000,0.404997
86.000000,0.402501
87.000000,0.400020
88.000000,0.398419
89.000000,0.395832
90.000000,0.392715
91.000000,0.389720
92.000000,0.386551
93.000000,0.383021
94.000000,0.377640
95.000000,0.369859
96.000000,0.362312
97.000000,0.355827
98.000000,0.347502
99.000000,0.339459
100.000000,0.333912
101.000000,0.329067
102.000000,0.327523
103.000000,0.325711
104.000000,0.325825
105.000000,0.325591
106.000000,0.326280
107.000000,0.326334
108.000000,0.324299
109.000000,0.321634
110.000000,0.317064
111.000000,0.314584
112.000000,0.312709
113.000000,0.311632
114.000000,0.310108
115.000000,0.309725
116.000000,0.311044
117.000000,0.309760
118.000000,0.310945
119.000000,0.313477
120.000000,0.317621
121.000000,0.322676
122.000000,0.328102
123.000000,0.335151
124.000000,0.341639
125.000000,0.347658
126.000000,0.354773
127.000000,0.363564
128.000000,0.370107
129.000000,0.377945
130.000000,0.385732
131.000000,0.392572
132.000000,0.399548
133.000000,0.406056
134.000000,0.410426
135.000000,0.417787
136.000000,0.420965
137.000000,0.423614
138.000000,0.425347
139.000000,0.429482
140.000000,0.431501
141.000000,0.430150
142.000000,0.425898
143.000000,0.421639
144.000000,0.418656
145.000000,0.414485
146.000000,0.407462
147.000000,0.399431
148.000000,0.391452
149.000000,0.385822
150.000000,0.381302
151.000000,0.383425
152.000000,0.386443
153.000000,0.389102
154.000000,0.392133
155.000000,0.394082
156.000000,0.393485
157.000000,0.391366
158.000000,0.389669
159.000000,0.388073
160.000000,0.383791
161.000000,0.378134
162.000000,0.372178
163.000000,0.363352
164.000000,0.354678
165.000000,0.343374
166.000000,0.331907
167.000000,0.322420
168.000000,0.313963
169.000000,0.301734
170.000000,0.290533
171.000000,0.281410
172.000000,0.273500
173.000000,0.264703
174.000000,0.259086
175.000000,0.253653
176.000000,0.250575
177.000000,0.245410
178.000000,0.242444
179.000000,0.240070
180.000000,0.237677
181.000000,0.235299
182.000000,0.234863
183.000000,0.233557
184.000000,0.234257
185.000000,0.237100
186.000000,0.240740
187.000000,0.242727
188.000000,0.241462
189.000000,0.242709
190.000000,0.241059
191.000000,0.238474
192.000000,0.236842
193.000000,0.235116
194.000000,0.233701
195.000000,0.232632
196.000000,0.232038
197.000000,0.231888
198.000000,0.231675
199.000000,0.232639
200.000000,0.233784
201.000000,0.234026
202.000000,0.236014
203.000000,0.238003
204.000000,0.238035
205.000000,0.235167
206.000000,0.229746
207.000000,0.227897
208.000000,0.237683
209.000000,0.247867
210.000000,0.256927
211.000000,0.266970
212.000000,0.276994
213.000000,0.287517
214.000000,0.298018
215.000000,0.309382
216.000000,0.320176
217.000000,0.331313
218.000000,0.342119
219.000000,0.354227
220.000000,0.365401
221.000000,0.376224
222.000000,0.386390
223.000000,0.400554
224.000000,0.421908
225.000000,0.428943
226.000000,0.437082
227.000000,0.444126
228.000000,0.449976
229.000000,0.454936
230.000000,0.458998
231.000000,0.462350
232.000000,0.462757
233.000000,0.462922
234.000000,0.461299
235.000000,0.457826
236.000000,0.452774
237.000000,0.447669
238.000000,0.441516
239.000000,0.436495
240.000000,0.431653
241.000000,0.425182
242.000000,0.417460
243.000000,0.408554
244.000000,0.388205
245.000000,0.367069
246.000000,0.357042
247.000000,0.343447
248.000000,0.320076
249.000000,0.315425
250.000000,0.310615
251.000000,0.307108
252.000000,0.306693
253.000000,0.306550
254.000000,0.307339
255.000000,0.308442
256.000000,0.309606
257.000000,0.308780
258.000000,0.308890
259.000000,0.306078
260.000000,0.301863
261.000000,0.298692
262.000000,0.297924
263.000000,0.297928
264.000000,0.298452
265.000000,0.299273
266.000000,0.300451
267.000000,0.300578
268.000000,0.304364
269.000000,0.308149
270.000000,0.313022
271.000000,0.318765
272.000000,0.324961
273.000000,0.330824
274.000000,0.337681
275.000000,0.345239
276.000000,0.352626
277.000000,0.359652
278.000000,0.367181
279.000000,0.373210
280.000000,0.377910
281.000000,0.384173
282.000000,0.389727
283.000000,0.395837
284.000000,0.398828
285.000000,0.399096
286.000000,0.400327
287.000000,0.402197
288.000000,0.401170
289.000000,0.401329
290.000000,0.400241
291.000000,0.396045
292.000000,0.389952
293.000000,0.385177
294.000000,0.378956
295.000000,0.372253
296.000000,0.370600
297.000000,0.367234
298.000000,0.368406
299.000000,0.370249
300.000000,0.372676
301.000000,0.375340
302.000000,0.375699
303.000000,0.375388
304.000000,0.374860
305.000000,0.372056
306.000000,0.368582
307.000000,0.362987
308.000000,0.357258
309.000000,0.348358
310.000000,0.339547
311.000000,0.331249
312.000000,0.321663
313.000000,0.310600
314.000000,0.299105
315.000000,0.287630
316.000000,0.279369
317.000000,0.272184
318.000000,0.264959
319.000000,0.258484
320.000000,0.253287
321.000000,0.247135
322.000000,0.242272
323.000000,0.240563
324.000000,0.238533
325.000000,0.236516
326.000000,0.235274
327.000000,0.234541
328.000000,0.231183
329.000000,0.229259
330.000000,0.229818
331.000000,0.232298
332.000000,0.234254
333.000000,0.234893
334.000000,0.234309
335.000000,0.234131
336.000000,0.229869
337.000000,0.227966
338.000000,0.226496
339.000000,0.225424
340.000000,0.223829
341.000000,0.220838
342.000000,0.219816
343.000000,0.218387
344.000000,0.216277
345.000000,0.211591
346.000000,0.205726
347.000000,0.197657
348.000000,0.197364
349.000000,0.202237
350.000000,0.208141
351.000000,0.215769
352.000000,0.223161
353.000000,0.231131
354.000000,0.240198
355.000000,0.250524
356.000000,0.260825
357.000000,0.269355
358.000000,0.280707
359.000000,0.290269
360.000000,0.302697
361.000000,0.313750
362.000000,0.324042
363.000000,0.333968
364.000000,0.343527
365.000000,0.354273
366.000000,0.363515
367.000000,0.372913
368.000000,0.381843
369.000000,0.389762
370.000000,0.397686
371.000000,0.402966
372.000000,0.407772
373.000000,0.413434
374.000000,0.416928
375.000000,0.416259
376.000000,0.415216
377.000000,0.411276
378.000000,0.409503
379.000000,0.406706
380.000000,0.404245
381.000000,0.399965
382.000000,0.396572
383.000000,0.393453
384.000000,0.389608
385.000000,0.383204
386.000000,0.379771
387.000000,0.374044
388.000000,0.361475
389.000000,0.345126
390.000000,0.337356
391.000000,0.329919
392.000000,0.326239
393.000000,0.323178
394.000000,0.322879
395.000000,0.322303
396.000000,0.322635
397.000000,0.323289
398.000000,0.322434
399.000000,0.320676
400.000000,0.318920
401.000000,0.316000
402.000000,0.313301
403.000000,0.310292
404.000000,0.308490
405.000000,0.308762
406.000000,0.309739
407.000000,0.310421
408.000000,0.311567
409.000000,0.313781
410.000000,0.316744
411.000000,0.320069
412.000000,0.324652
413.000000,0.330336
414.000000,0.336433
415.000000,0.342407
416.000000,0.347796
417.000000,0.355602
418.000000,0.363305
419.000000,0.370849
420.000000,0.378321
421.000000,0.385562
422.000000,0.392831
423.000000,0.400131
424.000000,0.407371
425.000000,0.415393
426.000000,0.420317
427.000000,0.423321
428.000000,0.420209
429.000000,0.422503
430.000000,0.424969
431.000000,0.424094
432.000000,0.423511
433.000000,0.421961
434.000000,0.419859
435.000000,0.418278
436.000000,0.414950
437.000000,0.411410
438.000000,0.407787
439.000000,0.400362
440.000000,0.391582
441.000000,0.383097
442.000000,0.385970
443.000000,0.389493
444.000000,0.392194
445.000000,0.394327
446.000000,0.397508
447.000000,0.397013
448.000000,0.396538
449.000000,0.394032
450.000000,0.391125
451.000000,0.388890
452.000000,0.386073
453.000000,0.380304
454.000000,0.372767
455.000000,0.366461
456.000000,0.356229
457.000000,0.345557
458.000000,0.334111
459.000000,0.324490
460.000000,0.313272
461.000000,0.301661
462.000000,0.290408
463.000000,0.282136
464.000000,0.273649
465.000000,0.266227
466.000000,0.259039
467.000000,0.253835
468.000000,0.249150
469.000000,0.243130
470.000000,0.240186
471.000000,0.239300
472.000000,0.239904
473.000000,0.237337
474.000000,0.235656
475.000000,0.233960
476.000000,0.233409
477.000000,0.235156
478.000000,0.235875
479.000000,0.240760
480.000000,0.239012
481.000000,0.237016
482.000000,0.234976
483.000000,0.231443
484.000000,0.229381
485.000000,0.227243
486.000000,0.225273
487.000000,0.223884
488.000000,0.221379
489.000000,0.219885
490.000000,0.218767
491.000000,0.215717
492.000000,0.204847
493.000000,0.199764
494.000000,0.195770
495.000000,0.194595
496.000000,0.194180
497.000000,0.201087
498.000000,0.209421
499.000000,0.217832
500.000000,0.226781
501.000000,0.235798
502.000000,0.246094
503.000000,0.256174
504.000000,0.266744
505.000000,0.277399
506.000000,0.288118
507.000000,0.300128
508.000000,0.311860
509.000000,0.323413
510.000000,0.331824
511.000000,0.329995
512.000000,0.333995
513.000000,0.347274
514.000000,0.357069
515.000000,0.366292
516.000000,0.375109
517.000000,0.382574
518.000000,0.389626
519.000000,0.394754
520.000000,0.399073
521.000000,0.402657
522.000000,0.402935
523.000000,0.401962
524.000000,0.399854
525.000000,0.397914
526.000000,0.394995
527.000000,0.392812
