Time(s),Radius(m)
528.000000,0.388487
529.000000,0.384672
530.000000,0.379836
531.000000,0.373907
532.000000,0.370408
533.000000,0.363598
534.000000,0.352041
535.000000,0.339090
536.000000,0.333056
537.000000,0.328692
538.000000,0.325470
539.000000,0.323875
540.000000,0.321465
541.000000,0.321332
542.000000,0.321363
543.000000,0.321562
544.000000,0.320509
545.000000,0.319081
546.000000,0.316528
547.000000,0.312239
548.000000,0.309453
549.000000,0.308467
550.000000,0.308534
551.000000,0.308888
552.000000,0.309524
553.000000,0.310162
554.000000,0.311702
555.000000,0.314290
556.000000,0.319483
557.000000,0.324296
558.000000,0.328814
559.000000,0.334202
560.000000,0.340265
561.000000,0.347059
562.000000,0.354213
563.000000,0.360730
564.000000,0.368127
565.000000,0.376316
566.000000,0.384790
567.000000,0.392477
568.000000,0.400285
569.000000,0.405966
570.000000,0.412230
571.000000,0.417213
572.000000,0.422191
573.000000,0.424617
574.000000,0.429641
575.000000,0.432854
576.000000,0.434687
577.000000,0.433715
578.000000,0.431645
579.000000,0.428163
580.000000,0.428136
581.000000,0.432093
582.000000,0.426636
583.000000,0.422966
584.000000,0.417763
585.000000,0.412807
586.000000,0.406912
587.000000,0.403083
588.000000,0.400184
589.000000,0.399128
590.000000,0.403168
591.000000,0.411326
592.000000,0.417944
593.000000,0.424838
594.000000,0.429790
595.000000,0.427278
596.000000,0.424304
597.000000,0.420460
598.000000,0.417562
599.000000,0.414281
600.000000,0.408208
