Time(s),radii001_radius,radii001_x,radii001_y,radii01_radius,radii01_x,radii01_y,radii02_radius,radii02_x,radii02_y,radii03_radius,radii03_x,radii03_y,radii04_radius,radii04_x,radii04_y,radii05_radius,radii05_x,radii05_y
131.000000,0.175106,0.174876,-0.008967,0.251930,-0.251658,0.011692,0.336625,-0.304149,0.144258,0.426338,-0.234554,-0.356018,0.527224,-0.174019,-0.497677,0.607017,-0.128339,0.593294
132.000000,0.175630,0.174048,-0.023519,0.251103,-0.249951,0.024027,0.335986,-0.298193,0.154814,0.426020,-0.245951,-0.347852,0.526937,-0.186741,-0.492738,0.606298,-0.114262,0.595434
133.000000,0.176072,0.171890,-0.038147,0.251013,-0.248164,0.037714,0.335194,-0.291876,0.164814,0.425978,-0.257426,-0.339395,0.527229,-0.200017,-0.487814,0.606171,-0.100540,0.597775
134.000000,0.176565,0.168761,-0.051914,0.250986,-0.245710,0.051189,0.335134,-0.285274,0.175879,0.425946,-0.268726,-0.330478,0.526682,-0.212599,-0.481867,0.605379,-0.086623,0.599150
135.000000,0.176469,0.164057,-0.065013,0.251346,-0.242746,0.065187,0.334948,-0.277773,0.187169,0.426337,-0.279271,-0.322134,0.527010,-0.225226,-0.476459,0.604533,-0.074273,0.599953
136.000000,0.176919,0.158897,-0.077795,0.250888,-0.238404,0.078156,0.334987,-0.269553,0.198890,0.426642,-0.290069,-0.312862,0.526753,-0.238171,-0.469834,0.603675,-0.060654,0.600621
137.000000,0.177250,0.152524,-0.090300,0.250187,-0.232832,0.091559,0.334456,-0.260782,0.209412,0.426878,-0.299940,-0.303745,0.526999,-0.250555,-0.463627,0.603284,-0.047125,0.601440
138.000000,0.177435,0.144801,-0.102547,0.249556,-0.226742,0.104241,0.334633,-0.251893,0.220293,0.427412,-0.310190,-0.294046,0.527521,-0.262881,-0.457354,0.602405,-0.031886,0.601561
139.000000,0.177525,0.135903,-0.114217,0.249186,-0.220055,0.116917,0.335225,-0.242772,0.231167,0.428058,-0.319845,-0.284486,0.527728,-0.274737,-0.450574,0.602134,-0.019293,0.601825
140.000000,0.177146,0.125695,-0.124826,0.249453,-0.213158,0.129578,0.335259,-0.233079,0.240984,0.428364,-0.329402,-0.273843,0.527524,-0.286793,-0.442755,0.602116,-0.004015,0.602103
141.000000,0.177127,0.115221,-0.134529,0.249361,-0.205549,0.141175,0.335484,-0.222506,0.251079,0.429338,-0.338837,-0.263667,0.527707,-0.298684,-0.435043,0.602397,0.008507,0.602337
142.000000,0.177514,0.104138,-0.143758,0.249576,-0.197215,0.152953,0.335340,-0.211939,0.259875,0.430435,-0.348158,-0.253101,0.527523,-0.310172,-0.426701,0.602535,0.022654,0.602109
143.000000,0.177618,0.092911,-0.151379,0.249627,-0.188313,0.163865,0.335746,-0.201017,0.268919,0.431611,-0.357276,-0.242162,0.527584,-0.321434,-0.418360,0.602687,0.036420,0.601586
144.000000,0.177796,0.080811,-0.158369,0.250011,-0.178652,0.174897,0.336372,-0.190991,0.276891,0.432018,-0.364429,-0.232015,0.528213,-0.332866,-0.410133,0.602315,0.050197,0.600220
145.000000,0.177951,0.068065,-0.164420,0.250188,-0.168466,0.184969,0.337046,-0.178623,0.285821,0.431654,-0.372095,-0.218792,0.527903,-0.343468,-0.400888,0.601727,0.064246,0.598287
146.000000,0.178122,0.055522,-0.169248,0.250817,-0.157990,0.194803,0.337549,-0.166866,0.293420,0.431175,-0.378570,-0.206389,0.528092,-0.354068,-0.391812,0.601642,0.077929,0.596574
147.000000,0.178421,0.041770,-0.173462,0.251563,-0.146729,0.204339,0.337824,-0.154564,0.300391,0.430999,-0.384883,-0.193971,0.528290,-0.364237,-0.382650,0.601156,0.091505,0.594151
148.000000,0.179031,0.028105,-0.176811,0.252223,-0.135223,0.212912,0.337744,-0.141886,0.306495,0.431110,-0.391421,-0.180679,0.528714,-0.374657,-0.373056,0.600317,0.107027,0.590699
149.000000,0.179654,0.014099,-0.179100,0.252186,-0.123291,0.219993,0.337908,-0.130610,0.311646,0.431104,-0.396906,-0.168274,0.528897,-0.384263,-0.363420,0.600141,0.119959,0.588030
150.000000,0.179863,0.000114,-0.179863,0.252181,-0.110531,0.226667,0.337841,-0.116145,0.317248,0.431355,-0.402338,-0.155534,0.529047,-0.394152,-0.352896,0.600095,0.132665,0.585247
151.000000,0.179890,-0.013665,-0.179370,0.251794,-0.097129,0.232306,0.337785,-0.102199,0.321954,0.431185,-0.406978,-0.142441,0.529062,-0.403194,-0.342551,0.599804,0.147391,0.581412
152.000000,0.179490,-0.027577,-0.177359,0.251777,-0.083735,0.237445,0.337554,-0.088428,0.325765,0.431689,-0.411919,-0.129144,0.529394,-0.412290,-0.332076,0.599966,0.159984,0.578243
153.000000,0.179355,-0.041154,-0.174570,0.251671,-0.069830,0.241790,0.337430,-0.074719,0.329053,0.431613,-0.415634,-0.116352,0.529475,-0.421327,-0.320668,0.600577,0.174588,0.574641
154.000000,0.179011,-0.054631,-0.170470,0.252264,-0.056248,0.245913,0.336852,-0.060779,0.331323,0.431997,-0.419503,-0.103144,0.529825,-0.429683,-0.309979,0.600407,0.186402,0.570739
155.000000,0.178952,-0.067759,-0.165628,0.252666,-0.042007,0.249149,0.336730,-0.046430,0.333513,0.431707,-0.422313,-0.089570,0.529834,-0.437552,-0.298785,0.601233,0.201374,0.566506
156.000000,0.178794,-0.080736,-0.159528,0.252489,-0.027740,0.250961,0.336331,-0.032292,0.334777,0.431734,-0.424797,-0.077080,0.530194,-0.445812,-0.286981,0.601698,0.213017,0.562729
157.000000,0.178509,-0.092956,-0.152397,0.252857,-0.013585,0.252492,0.336336,-0.018374,0.335834,0.432158,-0.427712,-0.061833,0.529531,-0.452300,-0.275367,0.602158,0.228075,0.557294
158.000000,0.178778,-0.104001,-0.145415,0.252745,0.000362,0.252745,0.335885,-0.004504,0.335855,0.432722,-0.430036,-0.048133,0.529331,-0.458855,-0.263900,0.602506,0.239332,0.552932
159.000000,0.178874,-0.114836,-0.137145,0.252373,0.014218,0.251972,0.335515,0.009308,0.335386,0.432740,-0.431275,-0.035575,0.529069,-0.465442,-0.251549,0.603086,0.253875,0.547046
160.000000,0.178879,-0.125243,-0.127718,0.252685,0.028257,0.251100,0.335233,0.023590,0.334402,0.433503,-0.432990,-0.021094,0.528706,-0.471519,-0.239166,0.603788,0.265653,0.542207
161.000000,0.178086,-0.134011,-0.117284,0.252902,0.041682,0.249444,0.335228,0.037648,0.333108,0.434158,-0.434096,-0.007329,0.527875,-0.476964,-0.226180,0.604867,0.278368,0.537007
162.000000,0.178393,-0.143462,-0.106032,0.253172,0.055160,0.247090,0.335268,0.051924,0.331223,0.433985,-0.433938,0.006335,0.527062,-0.482019,-0.213194,0.605722,0.291122,0.531176
163.000000,0.178441,-0.151728,-0.093914,0.253131,0.069380,0.243437,0.334601,0.065341,0.328159,0.434334,-0.433851,0.020473,0.526735,-0.487084,-0.200497,0.606994,0.304726,0.524961
164.000000,0.178979,-0.159128,-0.081926,0.253278,0.082794,0.239364,0.334569,0.079117,0.325080,0.433719,-0.432464,0.032969,0.526309,-0.492041,-0.186806,0.607806,0.315866,0.519285
165.000000,0.178136,-0.164444,-0.068489,0.253803,0.096332,0.234811,0.334666,0.092804,0.321541,0.433413,-0.430665,0.048727,0.526267,-0.496730,-0.173831,0.608616,0.328041,0.512643
166.000000,0.177662,-0.169029,-0.054708,0.254628,0.109697,0.229786,0.335452,0.106362,0.318143,0.433050,-0.428516,0.062498,0.526543,-0.501377,-0.160837,0.609740,0.341305,0.505266
167.000000,0.177201,-0.172396,-0.040985,0.254685,0.122125,0.223495,0.335687,0.119725,0.313611,0.432494,-0.425998,0.074678,0.527093,-0.506148,-0.147111,0.610958,0.352402,0.499082
168.000000,0.176841,-0.174782,-0.026909,0.255024,0.134401,0.216734,0.336641,0.131855,0.309744,0.432363,-0.423240,0.088350,0.527911,-0.510647,-0.133902,0.611590,0.363445,0.491884
169.000000,0.176429,-0.175984,-0.012522,0.255020,0.146339,0.208855,0.337888,0.146271,0.304586,0.432453,-0.419917,0.103371,0.528707,-0.514666,-0.121036,0.612823,0.375164,0.484566
170.000000,0.176527,-0.176516,0.002047,0.255762,0.158047,0.201085,0.339177,0.159375,0.299400,0.432336,-0.416703,0.115210,0.529162,-0.518131,-0.107482,0.614334,0.386758,0.477309
171.000000,0.176706,-0.175971,0.016100,0.255665,0.168710,0.192097,0.340248,0.172025,0.293558,0.432064,-0.412432,0.128762,0.529654,-0.521310,-0.093641,0.615157,0.397654,0.469350
172.000000,0.176906,-0.174305,0.030226,0.255562,0.179001,0.182402,0.341470,0.184242,0.287501,0.432168,-0.408008,0.142472,0.530417,-0.524373,-0.079845,0.616395,0.409712,0.460520
173.000000,0.177339,-0.171759,0.044136,0.255308,0.188984,0.171659,0.342652,0.196376,0.280797,0.432424,-0.403453,0.155615,0.530753,-0.526547,-0.066683,0.616438,0.418706,0.452416
174.000000,0.177254,-0.167481,0.058045,0.255164,0.197833,0.161155,0.343747,0.207053,0.274392,0.432886,-0.398591,0.168866,0.530963,-0.528306,-0.053054,0.617050,0.429026,0.443494
175.000000,0.177126,-0.162019,0.071579,0.255071,0.206424,0.149834,0.344139,0.219292,0.265222,0.433368,-0.393370,0.181847,0.531463,-0.530003,-0.039375,0.617492,0.440034,0.433204
176.000000,0.177246,-0.155872,0.084380,0.255224,0.214501,0.138305,0.343900,0.228918,0.256639,0.433857,-0.387858,0.194417,0.531758,-0.531134,-0.025742,0.618188,0.449161,0.424748
177.000000,0.177161,-0.148422,0.096732,0.255355,0.221998,0.126188,0.344300,0.240423,0.246453,0.433518,-0.380462,0.207813,0.532542,-0.532405,-0.012090,0.618487,0.458473,0.415125
178.000000,0.176655,-0.139772,0.108032,0.254990,0.228553,0.113064,0.344229,0.250074,0.236552,0.433622,-0.374648,0.218327,0.532668,-0.532665,0.001635,0.619117,0.468010,0.405305
179.000000,0.176382,-0.130218,0.118970,0.254814,0.234406,0.099921,0.343997,0.259324,0.226020,0.433902,-0.367661,0.230426,0.532558,-0.532327,0.015671,0.619506,0.477109,0.395165
180.000000,0.176666,-0.120390,0.129294,0.254868,0.239847,0.086202,0.343826,0.267370,0.216170,0.434108,-0.359661,0.243092,0.531624,-0.530808,0.029460,0.619973,0.486111,0.384789
181.000000,0.177102,-0.109582,0.139129,0.255057,0.244441,0.072818,0.343729,0.276711,0.203914,0.434520,-0.353135,0.253186,0.531701,-0.529937,0.043279,0.620249,0.494581,0.374298
182.000000,0.177188,-0.098009,0.147614,0.255399,0.248387,0.059434,0.343812,0.284102,0.193631,0.434602,-0.344860,0.264482,0.531440,-0.528326,0.057445,0.620202,0.502666,0.363287
183.000000,0.177756,-0.086245,0.155431,0.256384,0.252283,0.045671,0.344042,0.293021,0.180288,0.434698,-0.336424,0.275284,0.530987,-0.526231,0.070908,0.620627,0.510795,0.352513
184.000000,0.178080,-0.073678,0.162123,0.256924,0.254903,0.032161,0.343845,0.300015,0.167990,0.435103,-0.326919,0.287121,0.531024,-0.524324,0.084090,0.621080,0.519081,0.341022
185.000000,0.178720,-0.061161,0.167930,0.256518,0.255897,0.017840,0.343729,0.305722,0.157112,0.435026,-0.318580,0.296234,0.530643,-0.521650,0.097279,0.621422,0.526848,0.329540
186.000000,0.178872,-0.047991,0.172314,0.256570,0.256545,0.003590,0.343282,0.311403,0.144466,0.434982,-0.307631,0.307527,0.530304,-0.518601,0.110793,0.621769,0.534237,0.318100
187.000000,0.178811,-0.034457,0.175459,0.256076,0.255865,-0.010399,0.343190,0.317516,0.130241,0.434769,-0.298769,0.315850,0.530013,-0.515253,0.124206,0.622451,0.541693,0.306618
188.000000,0.178485,-0.020446,0.177310,0.255452,0.254269,-0.024563,0.342367,0.321091,0.118810,0.434189,-0.288434,0.324540,0.529551,-0.511432,0.137338,0.622286,0.548297,0.294296
189.000000,0.178414,-0.006128,0.178309,0.255804,0.252788,-0.039165,0.341744,0.325559,0.103922,0.433452,-0.276366,0.333920,0.530008,-0.507968,0.151252,0.622395,0.554554,0.282569
190.000000,0.177981,0.007919,0.177805,0.255831,0.250212,-0.053325,0.341289,0.329127,0.090300,0.432691,-0.265927,0.341327,0.529227,-0.503129,0.164144,0.622299,0.560401,0.270567
191.000000,0.178116,0.022259,0.176720,0.255713,0.246730,-0.067181,0.341246,0.332177,0.078150,0.432451,-0.253731,0.350192,0.529137,-0.498593,0.177175,0.622534,0.566450,0.258230
192.000000,0.177838,0.035881,0.174181,0.255633,0.242479,-0.080946,0.341187,0.335098,0.064170,0.431808,-0.243013,0.356935,0.528372,-0.493168,0.189635,0.621877,0.571151,0.246002
193.000000,0.177871,0.049894,0.170730,0.255736,0.237610,-0.094563,0.341133,0.337397,0.050349,0.431460,-0.230944,0.364448,0.528172,-0.488077,0.201858,0.621576,0.576202,0.233127
194.000000,0.177842,0.062834,0.166372,0.255213,0.231580,-0.107257,0.341411,0.339477,0.036290,0.431741,-0.219136,0.371994,0.527709,-0.482959,0.212667,0.621237,0.580926,0.220137
195.000000,0.177357,0.075419,0.160523,0.255099,0.225125,-0.119977,0.341107,0.340375,0.022332,0.431154,-0.205761,0.378887,0.527711,-0.477207,0.225282,0.620859,0.585193,0.207401
196.000000,0.177174,0.088491,0.153492,0.254510,0.217874,-0.131554,0.341368,0.341294,0.007070,0.430941,-0.194278,0.384664,0.527021,-0.470288,0.237868,0.620648,0.589469,0.194241
197.000000,0.177102,0.099578,0.146456,0.254251,0.209952,-0.143400,0.341377,0.341331,-0.005565,0.430920,-0.181725,0.390728,0.527077,-0.464039,0.249955,0.620218,0.593147,0.181238
198.000000,0.177113,0.111167,0.137881,0.254466,0.201775,-0.155049,0.341432,0.340795,-0.020847,0.431200,-0.168979,0.396710,0.526841,-0.456888,0.262326,0.620095,0.596876,0.168096
199.000000,0.177630,0.122736,0.128407,0.254189,0.192482,-0.166020,0.341520,0.339731,-0.034912,0.431284,-0.155824,0.402150,0.526297,-0.449350,0.273995,0.619897,0.600213,0.154975
200.000000,0.177627,0.132615,0.118172,0.254951,0.183494,-0.177003,0.341681,0.338344,-0.047637,0.431589,-0.142741,0.407302,0.526074,-0.441650,0.285830,0.619702,0.603248,0.141851
201.000000,0.177773,0.141825,0.107186,0.254402,0.172601,-0.186893,0.342110,0.336228,-0.063171,0.432152,-0.129401,0.412324,0.524914,-0.433141,0.296518,0.620131,0.606689,0.128418
202.000000,0.177912,0.150313,0.095177,0.254279,0.161784,-0.196173,0.342200,0.333757,-0.075544,0.433274,-0.116472,0.417326,0.524155,-0.424381,0.307635,0.620277,0.609391,0.115695
203.000000,0.178507,0.158117,0.082848,0.254031,0.150301,-0.204796,0.342240,0.330436,-0.089107,0.433407,-0.102954,0.421001,0.523278,-0.415477,0.318117,0.621211,0.612777,0.102016
204.000000,0.178308,0.164125,0.069691,0.253860,0.138229,-0.212927,0.342332,0.326558,-0.102717,0.434277,-0.089558,0.424943,0.522647,-0.406589,0.328397,0.621786,0.615394,0.088926
205.000000,0.177403,0.168373,0.055878,0.254219,0.126240,-0.220660,0.342602,0.321775,-0.117631,0.434807,-0.075948,0.428122,0.521449,-0.396655,0.338489,0.622268,0.617681,0.075414
206.000000,0.177247,0.172061,0.042562,0.254058,0.113161,-0.227464,0.342356,0.317034,-0.129218,0.435244,-0.062615,0.430717,0.521222,-0.387178,0.348950,0.623122,0.620025,0.062058
207.000000,0.177253,0.174900,0.028790,0.253729,0.100662,-0.232907,0.342672,0.311770,-0.142210,0.435277,-0.048432,0.432574,0.520653,-0.377421,0.358654,0.623444,0.621526,0.048874
208.000000,0.177025,0.176472,0.013980,0.253275,0.087107,-0.237824,0.342382,0.304715,-0.156123,0.435613,-0.033877,0.434294,0.520434,-0.367519,0.368485,0.624308,0.623286,0.035710
209.000000,0.177309,0.177308,-0.000154,0.252763,0.074039,-0.241676,0.342447,0.298638,-0.167587,0.436089,-0.019997,0.435631,0.520603,-0.357778,0.378183,0.624879,0.624449,0.023183
210.000000,0.178046,0.177439,-0.014689,0.251989,0.060315,-0.244664,0.342967,0.291830,-0.180171,0.436077,-0.006302,0.436031,0.520311,-0.347201,0.387525,0.625466,0.625385,0.010111
211.000000,0.178290,0.175911,-0.029028,0.251647,0.046218,-0.247366,0.343217,0.284379,-0.192162,0.436080,0.008075,0.436006,0.520864,-0.336937,0.397206,0.626096,0.626089,-0.002933
212.000000,0.179472,0.174137,-0.043433,0.251674,0.032008,-0.249630,0.342803,0.275947,-0.203389,0.436144,0.022283,0.435574,0.521095,-0.326264,0.406314,0.625727,0.625512,-0.016418
213.000000,0.179697,0.170450,-0.056901,0.251494,0.017519,-0.250883,0.342198,0.266806,-0.214276,0.435964,0.035881,0.434485,0.521700,-0.315716,0.415324,0.626617,0.625926,-0.029421
214.000000,0.179622,0.165548,-0.069700,0.250837,0.003884,-0.250807,0.341565,0.257034,-0.224944,0.435821,0.050226,0.432917,0.522304,-0.304920,0.424057,0.626513,0.625034,-0.043023
215.000000,0.179198,0.158997,-0.082653,0.250668,-0.010238,-0.250459,0.340471,0.246804,-0.234538,0.436058,0.064631,0.431242,0.522854,-0.293988,0.432373,0.626619,0.624026,-0.056950
216.000000,0.179424,0.152009,-0.095322,0.250342,-0.022717,-0.249309,0.339962,0.236313,-0.244399,0.436517,0.078648,0.429373,0.524709,-0.283694,0.441403,0.626238,0.622243,-0.070626
217.000000,0.179638,0.144060,-0.107315,0.250773,-0.037906,-0.247892,0.339352,0.225676,-0.253436,0.436789,0.092829,0.426811,0.526230,-0.272878,0.449951,0.626501,0.620837,-0.084051
218.000000,0.179932,0.135597,-0.118275,0.251588,-0.051852,-0.246187,0.339267,0.214399,-0.262936,0.436401,0.107765,0.422886,0.526995,-0.261763,0.457388,0.626839,0.619149,-0.097882
219.000000,0.179402,0.125011,-0.128675,0.252196,-0.066054,-0.243392,0.339382,0.203245,-0.271793,0.436092,0.119858,0.419297,0.527831,-0.250023,0.464859,0.626838,0.616801,-0.111728
220.000000,0.180036,0.114595,-0.138855,0.253395,-0.079516,-0.240595,0.339749,0.192124,-0.280211,0.436374,0.136519,0.414469,0.528214,-0.237683,0.471716,0.626611,0.614018,-0.124988
221.000000,0.180192,0.103552,-0.147465,0.254478,-0.093075,-0.236846,0.340616,0.180455,-0.288887,0.436180,0.146912,0.410694,0.528873,-0.225946,0.478179,0.626367,0.610908,-0.138302
222.000000,0.180751,0.091902,-0.155643,0.255636,-0.106228,-0.232520,0.341003,0.168690,-0.296355,0.435787,0.160155,0.405291,0.529181,-0.213219,0.484324,0.626768,0.608185,-0.151489
223.000000,0.181348,0.079936,-0.162780,0.256022,-0.118645,-0.226871,0.342055,0.156809,-0.303995,0.435410,0.172556,0.399758,0.529424,-0.200655,0.489926,0.626752,0.604695,-0.164808
224.000000,0.182292,0.068015,-0.169129,0.255525,-0.130881,-0.219461,0.342520,0.144240,-0.310668,0.435600,0.186961,0.393437,0.529178,-0.187369,0.494896,0.627163,0.601353,-0.178068
225.000000,0.182423,0.055033,-0.173924,0.255023,-0.142296,-0.211633,0.342327,0.131426,-0.316093,0.435602,0.198301,0.387848,0.528909,-0.174091,0.499437,0.626820,0.596986,-0.191079
226.000000,0.182171,0.041519,-0.177377,0.255247,-0.153604,-0.203855,0.342627,0.118390,-0.321523,0.435181,0.210467,0.380902,0.528775,-0.160863,0.503712,0.627062,0.592961,-0.203972
227.000000,0.182689,0.028296,-0.180484,0.255055,-0.164049,-0.195298,0.342615,0.105153,-0.326079,0.435328,0.222720,0.374040,0.529382,-0.147877,0.508309,0.626828,0.588224,-0.216576
228.000000,0.182913,0.013984,-0.182378,0.255640,-0.175066,-0.186289,0.342330,0.091660,-0.329830,0.434865,0.233978,0.366554,0.529680,-0.134477,0.512324,0.626866,0.583421,-0.229306
229.000000,0.183373,-0.000221,-0.183373,0.255112,-0.184254,-0.176444,0.342316,0.078113,-0.333285,0.434209,0.245622,0.358060,0.529968,-0.120713,0.516037,0.626762,0.578197,-0.241907
230.000000,0.182882,-0.014556,-0.182302,0.254691,-0.192958,-0.166236,0.342278,0.064390,-0.336167,0.432805,0.255995,0.348979,0.529641,-0.106756,0.518771,0.626718,0.572845,-0.254212
231.000000,0.182809,-0.027897,-0.180668,0.254543,-0.201197,-0.155923,0.342001,0.049922,-0.338338,0.432220,0.266862,0.339998,0.530229,-0.094651,0.521712,0.626164,0.566505,-0.266745
232.000000,0.182614,-0.042129,-0.177688,0.253985,-0.208816,-0.144582,0.341723,0.035570,-0.339867,0.431492,0.277266,0.330618,0.530223,-0.079748,0.524192,0.626552,0.560802,-0.279408
233.000000,0.182340,-0.055679,-0.173631,0.253881,-0.216462,-0.132664,0.342195,0.021500,-0.341519,0.431477,0.288142,0.321165,0.530773,-0.066565,0.526583,0.626027,0.554068,-0.291407
234.000000,0.182074,-0.069009,-0.168489,0.254015,-0.223292,-0.121097,0.341996,0.007327,-0.341918,0.431422,0.298402,0.311579,0.530677,-0.053872,0.527936,0.625771,0.547534,-0.302977
235.000000,0.181722,-0.081648,-0.162347,0.253237,-0.228677,-0.108793,0.342120,-0.006946,-0.342050,0.432105,0.308942,0.302109,0.530105,-0.039142,0.528658,0.625780,0.540570,-0.315255
236.000000,0.181570,-0.093987,-0.155351,0.252982,-0.233888,-0.096417,0.342575,-0.020638,-0.341953,0.432382,0.319086,0.291784,0.530010,-0.024807,0.529429,0.625723,0.533450,-0.327048
237.000000,0.181392,-0.105458,-0.147587,0.252268,-0.238104,-0.083342,0.342976,-0.034659,-0.341220,0.432869,0.328705,0.281654,0.530367,-0.010604,0.530261,0.625605,0.525820,-0.338961
238.000000,0.180857,-0.116157,-0.138625,0.252190,-0.242075,-0.070708,0.342723,-0.048522,-0.339271,0.432919,0.337776,0.270788,0.530005,0.003557,0.529993,0.625327,0.518295,-0.349863
239.000000,0.181102,-0.125180,-0.130873,0.251771,-0.244721,-0.059163,0.342894,-0.062623,-0.337127,0.433499,0.346746,0.260171,0.529559,0.015986,0.529318,0.625245,0.510449,-0.361073
240.000000,0.180741,-0.135482,-0.119633,0.251716,-0.247751,-0.044499,0.342287,-0.076145,-0.333710,0.433745,0.355268,0.248836,0.529088,0.030243,0.528223,0.624833,0.502164,-0.371817
241.000000,0.181253,-0.144716,-0.109133,0.252166,-0.250216,-0.031294,0.341807,-0.089714,-0.329823,0.433998,0.363413,0.237246,0.528603,0.045685,0.526625,0.624833,0.493834,-0.382812
242.000000,0.181149,-0.152654,-0.097527,0.252285,-0.251620,-0.018301,0.341418,-0.103251,-0.325431,0.434125,0.370896,0.225611,0.528713,0.057989,0.525523,0.625021,0.485405,-0.393743
243.000000,0.181221,-0.159891,-0.085299,0.252324,-0.252265,-0.005479,0.340763,-0.116123,-0.320367,0.434921,0.378678,0.213913,0.528666,0.072246,0.523706,0.625315,0.476824,-0.404546
244.000000,0.181274,-0.166156,-0.072476,0.252952,-0.252830,0.007856,0.340395,-0.129218,-0.314915,0.435332,0.385602,0.202052,0.528828,0.086915,0.521637,0.625624,0.467916,-0.415283
245.000000,0.181309,-0.171287,-0.059446,0.252457,-0.251730,0.019137,0.340074,-0.141308,-0.309326,0.436242,0.392656,0.190074,0.529107,0.099675,0.519634,0.626001,0.458750,-0.425941
246.000000,0.180857,-0.174927,-0.045932,0.252034,-0.249921,0.032566,0.340565,-0.153856,-0.303831,0.436856,0.398950,0.177994,0.529515,0.114484,0.516991,0.626106,0.449589,-0.435751
247.000000,0.179826,-0.177077,-0.031326,0.252075,-0.247913,0.045616,0.341049,-0.166233,-0.297794,0.437841,0.405203,0.165879,0.529901,0.128468,0.514093,0.626301,0.439807,-0.445895
248.000000,0.179574,-0.178766,-0.017019,0.251966,-0.245311,0.057527,0.341765,-0.178143,-0.291665,0.438539,0.410874,0.153295,0.530230,0.140947,0.511154,0.625847,0.430026,-0.454711
249.000000,0.179553,-0.179531,-0.002755,0.251479,-0.241222,0.071090,0.342319,-0.190754,-0.284245,0.438797,0.415834,0.140089,0.530729,0.154614,0.507708,0.625821,0.419845,-0.464093
250.000000,0.179353,-0.179013,0.011053,0.250863,-0.236299,0.084232,0.343047,-0.201495,-0.277635,0.438871,0.420138,0.126854,0.531180,0.169763,0.503322,0.626057,0.410178,-0.472971
251.000000,0.179233,-0.177522,0.024707,0.251133,-0.231311,0.097792,0.343827,-0.213010,-0.269896,0.439474,0.424491,0.113775,0.531662,0.181721,0.499641,0.626202,0.399834,-0.481935
252.000000,0.179413,-0.175084,0.039177,0.250646,-0.224647,0.111163,0.344353,-0.223959,-0.261574,0.439548,0.427993,0.100122,0.532223,0.194594,0.495373,0.626696,0.390099,-0.490480
253.000000,0.178931,-0.171031,0.052580,0.249994,-0.217467,0.123310,0.344697,-0.235323,-0.251871,0.439470,0.430897,0.086383,0.533372,0.209475,0.490516,0.627312,0.379838,-0.499243
254.000000,0.178233,-0.165670,0.065730,0.249886,-0.209852,0.135665,0.344883,-0.245609,-0.242117,0.439340,0.433280,0.072716,0.533668,0.220398,0.486031,0.627241,0.368758,-0.507394
255.000000,0.177832,-0.159428,0.078784,0.249751,-0.202393,0.146331,0.345741,-0.255606,-0.232814,0.438810,0.434787,0.059283,0.534021,0.233492,0.480270,0.627844,0.357921,-0.515830
256.000000,0.177778,-0.152404,0.091532,0.250308,-0.192910,0.159497,0.346417,-0.264797,-0.223355,0.438977,0.436624,0.045392,0.534483,0.246107,0.474450,0.628731,0.347529,-0.523953
257.000000,0.177551,-0.144346,0.103386,0.250239,-0.184291,0.169282,0.347292,-0.274125,-0.213230,0.439045,0.437936,0.031191,0.534980,0.258622,0.468314,0.628800,0.335811,-0.531620
258.000000,0.177707,-0.136576,0.113696,0.250252,-0.173824,0.180031,0.347715,-0.282436,-0.202819,0.439251,0.438917,0.017115,0.534876,0.270793,0.461262,0.629379,0.324479,-0.539288
259.000000,0.177324,-0.125405,0.125368,0.250441,-0.163285,0.189892,0.347951,-0.290507,-0.191510,0.439476,0.439466,0.002987,0.534542,0.282768,0.453627,0.629722,0.312925,-0.546468
260.000000,0.177358,-0.114830,0.135167,0.250734,-0.153707,0.198095,0.347451,-0.297335,-0.179761,0.439736,0.439608,-0.010610,0.534831,0.294768,0.446269,0.630332,0.301619,-0.553484
261.000000,0.177488,-0.103808,0.143964,0.250691,-0.142755,0.206075,0.347178,-0.304441,-0.166877,0.440256,0.439534,-0.025213,0.534392,0.305747,0.438285,0.630174,0.289772,-0.559599
262.000000,0.177577,-0.091796,0.152011,0.250901,-0.129481,0.214910,0.346909,-0.310718,-0.154272,0.439856,0.438153,-0.038671,0.534624,0.317750,0.429951,0.630619,0.278124,-0.565974
263.000000,0.178239,-0.079892,0.159331,0.250431,-0.118448,0.220648,0.346081,-0.315695,-0.141805,0.439703,0.436566,-0.052432,0.534755,0.328008,0.422343,0.630847,0.265906,-0.572068
264.000000,0.178609,-0.068550,0.164930,0.249644,-0.105269,0.226364,0.345211,-0.320272,-0.128828,0.439613,0.434535,-0.066628,0.535004,0.339281,0.413664,0.631328,0.253734,-0.578095
265.000000,0.179314,-0.054200,0.170926,0.249409,-0.090491,0.232414,0.344095,-0.324169,-0.115394,0.439735,0.432334,-0.080336,0.534442,0.350422,0.403525,0.631493,0.241170,-0.583627
266.000000,0.179705,-0.042223,0.174675,0.249843,-0.076786,0.237751,0.343597,-0.327961,-0.102473,0.439676,0.429412,-0.094449,0.534809,0.360222,0.395299,0.631448,0.228400,-0.588693
267.000000,0.179672,-0.028374,0.177417,0.250223,-0.064718,0.241708,0.342603,-0.330875,-0.088873,0.439766,0.426348,-0.107803,0.534722,0.370281,0.385771,0.631608,0.216428,-0.593370
