Time(s),radii001_radius,radii001_x,radii001_y,radii01_radius,radii01_x,radii01_y,radii02_radius,radii02_x,radii02_y,radii03_radius,radii03_x,radii03_y,radii04_radius,radii04_x,radii04_y,radii05_radius,radii05_x,radii05_y
268.000000,0.179158,-0.013028,0.178684,0.250742,-0.049611,0.245785,0.342398,-0.333989,-0.075416,0.440350,0.423066,-0.122161,0.534896,0.380476,0.375968,0.631140,0.203101,-0.597568
269.000000,0.179457,0.001194,0.179453,0.250773,-0.036653,0.248080,0.341946,-0.336351,-0.061604,0.440289,0.419049,-0.135100,0.534452,0.389412,0.366056,0.631038,0.190212,-0.601688
270.000000,0.179720,0.014371,0.179145,0.250562,-0.022335,0.249564,0.341126,-0.337797,-0.047541,0.440305,0.414439,-0.148691,0.534485,0.398764,0.355896,0.631049,0.177313,-0.605626
271.000000,0.179064,0.029636,0.176595,0.250873,-0.006627,0.250786,0.340864,-0.339176,-0.033880,0.441154,0.410290,-0.162110,0.534153,0.407475,0.345375,0.630945,0.163834,-0.609303
272.000000,0.178350,0.043147,0.173053,0.251510,0.006228,0.251433,0.340470,-0.339882,-0.020008,0.441402,0.405160,-0.175160,0.534175,0.416407,0.334585,0.630797,0.150446,-0.612594
273.000000,0.178569,0.055604,0.169691,0.252422,0.020128,0.251619,0.340611,-0.340552,-0.006340,0.441945,0.400028,-0.187866,0.534279,0.425038,0.323723,0.631057,0.136907,-0.616027
274.000000,0.177832,0.069534,0.163674,0.253184,0.035006,0.250753,0.340772,-0.340688,0.007554,0.442531,0.394456,-0.200595,0.534173,0.433161,0.312590,0.630828,0.123573,-0.618607
275.000000,0.178323,0.082369,0.158160,0.253841,0.047071,0.249439,0.341345,-0.340699,0.020995,0.443428,0.388768,-0.213278,0.533879,0.440812,0.301184,0.631120,0.110486,-0.621373
276.000000,0.177851,0.093336,0.151392,0.254395,0.060899,0.246998,0.341675,-0.339879,0.034982,0.443830,0.382309,-0.225443,0.533856,0.448482,0.289597,0.631408,0.096665,-0.623965
277.000000,0.177419,0.104573,0.143325,0.255121,0.074684,0.243945,0.341888,-0.338479,0.048166,0.444169,0.375380,-0.237436,0.533622,0.455577,0.277852,0.631812,0.083725,-0.626240
278.000000,0.177338,0.116104,0.134047,0.255201,0.088231,0.239464,0.342395,-0.336763,0.061850,0.444523,0.368028,-0.249311,0.532752,0.461835,0.265580,0.631426,0.069990,-0.627535
279.000000,0.177634,0.126744,0.124458,0.255399,0.101324,0.234440,0.343309,-0.334864,0.075679,0.445032,0.360673,-0.260708,0.532250,0.468115,0.253296,0.631647,0.055967,-0.629163
280.000000,0.177219,0.136383,0.113164,0.255884,0.115832,0.228165,0.343168,-0.331427,0.088997,0.445523,0.352909,-0.271931,0.531904,0.474191,0.240968,0.631671,0.041855,-0.630283
281.000000,0.176661,0.145292,0.100496,0.256485,0.127123,0.222765,0.343256,-0.327629,0.102393,0.446320,0.345000,-0.283156,0.531444,0.479754,0.228623,0.631229,0.027901,-0.630613
282.000000,0.176974,0.152831,0.089231,0.256397,0.139068,0.215406,0.342719,-0.322811,0.115106,0.446649,0.336852,-0.293302,0.530799,0.485148,0.215358,0.631617,0.014510,-0.631450
283.000000,0.177428,0.160561,0.075504,0.256807,0.152009,0.206986,0.342926,-0.318140,0.128005,0.446477,0.327492,-0.303465,0.530649,0.490454,0.202591,0.631642,0.000589,-0.631641
284.000000,0.177289,0.165438,0.063731,0.256850,0.161752,0.199521,0.342801,-0.312679,0.140515,0.446254,0.317465,-0.313623,0.530834,0.495810,0.189624,0.632331,-0.012554,-0.632206
285.000000,0.176518,0.169262,0.050091,0.256976,0.172964,0.190054,0.342412,-0.306646,0.152362,0.446003,0.307513,-0.323040,0.530581,0.500297,0.176688,0.632206,-0.026655,-0.631644
286.000000,0.176288,0.172851,0.034638,0.257301,0.183237,0.180632,0.341969,-0.300855,0.162568,0.445344,0.296763,-0.332058,0.531012,0.505226,0.163464,0.632511,-0.039349,-0.631286
287.000000,0.176199,0.174763,0.022448,0.257260,0.192869,0.170248,0.341760,-0.293857,0.174494,0.445283,0.286084,-0.341224,0.531016,0.509199,0.150647,0.633363,-0.053289,-0.631118
288.000000,0.176127,0.175941,0.008088,0.256952,0.201460,0.159493,0.341712,-0.286015,0.186982,0.445198,0.274955,-0.350143,0.530534,0.512417,0.137458,0.634132,-0.067129,-0.630568
289.000000,0.176263,0.176066,-0.008324,0.256666,0.209605,0.148131,0.342155,-0.278130,0.199284,0.445333,0.264078,-0.358586,0.530478,0.515749,0.124134,0.634839,-0.080459,-0.629720
290.000000,0.176102,0.174848,-0.020985,0.256246,0.217315,0.135781,0.341554,-0.269404,0.209953,0.445034,0.252741,-0.366303,0.530023,0.518338,0.110683,0.635394,-0.094066,-0.628393
291.000000,0.177023,0.173408,-0.035594,0.255995,0.224264,0.123446,0.341339,-0.260145,0.220991,0.444846,0.241075,-0.373860,0.529730,0.520780,0.096963,0.636527,-0.106991,-0.627470
292.000000,0.177578,0.170544,-0.049483,0.256170,0.231018,0.110695,0.340869,-0.250482,0.231193,0.444380,0.229281,-0.380662,0.529318,0.522769,0.083002,0.636995,-0.120098,-0.625571
293.000000,0.177465,0.166063,-0.062587,0.256192,0.236933,0.097454,0.340841,-0.240658,0.241364,0.443758,0.217168,-0.386987,0.529443,0.524897,0.069236,0.637794,-0.132227,-0.623937
294.000000,0.177157,0.160145,-0.075751,0.255960,0.241699,0.084245,0.340026,-0.230119,0.250326,0.443340,0.204529,-0.393342,0.529495,0.526580,0.055482,0.639148,-0.144122,-0.622687
295.000000,0.177010,0.153465,-0.088210,0.255939,0.245922,0.070900,0.339814,-0.219386,0.259505,0.443120,0.191431,-0.399637,0.530133,0.528497,0.041605,0.639484,-0.153750,-0.620726
296.000000,0.177442,0.146525,-0.100080,0.256076,0.249534,0.057513,0.339449,-0.208164,0.268130,0.442849,0.178507,-0.405278,0.529828,0.529086,0.028019,0.640113,-0.165870,-0.618249
297.000000,0.177491,0.137883,-0.111764,0.256762,0.253017,0.043693,0.339552,-0.196889,0.276641,0.442384,0.165303,-0.410340,0.530219,0.530039,0.013816,0.640215,-0.178776,-0.614748
298.000000,0.176471,0.126730,-0.122806,0.257018,0.255311,0.029571,0.340412,-0.185571,0.285383,0.441978,0.151955,-0.415035,0.530282,0.530282,-0.000337,0.640722,-0.190910,-0.611619
299.000000,0.176090,0.117284,-0.131348,0.257595,0.257142,0.015273,0.340836,-0.173646,0.293285,0.441803,0.138609,-0.419497,0.530485,0.530293,-0.014261,0.641234,-0.203587,-0.608057
300.000000,0.176029,0.105864,-0.140637,0.258262,0.258260,0.001028,0.341880,-0.161951,0.301088,0.440956,0.125316,-0.422774,0.530586,0.529819,-0.028510,0.642124,-0.216920,-0.604376
301.000000,0.175996,0.094218,-0.148652,0.258326,0.257925,-0.014385,0.342426,-0.149609,0.308014,0.440204,0.111767,-0.425779,0.530337,0.528630,-0.042509,0.642996,-0.229408,-0.600680
302.000000,0.175998,0.081926,-0.155767,0.258118,0.256693,-0.027087,0.343103,-0.137204,0.314475,0.439533,0.098404,-0.428376,0.530328,0.527335,-0.056261,0.643122,-0.242413,-0.595686
303.000000,0.176587,0.069429,-0.162366,0.258354,0.254962,-0.041729,0.342686,-0.124141,0.319410,0.439182,0.084641,-0.430948,0.530323,0.525631,-0.070388,0.642741,-0.255073,-0.589961
304.000000,0.177285,0.056940,-0.167892,0.258251,0.252257,-0.055313,0.342402,-0.111164,0.323854,0.438796,0.070758,-0.433054,0.530074,0.523401,-0.083843,0.642141,-0.267635,-0.583709
305.000000,0.177787,0.043849,-0.172295,0.258114,0.248673,-0.069172,0.341803,-0.097052,0.327735,0.438642,0.056862,-0.434941,0.529697,0.520628,-0.097595,0.640707,-0.279538,-0.576510
306.000000,0.178366,0.030707,-0.175703,0.258852,0.245145,-0.083118,0.341603,-0.083484,0.331245,0.438898,0.042963,-0.436790,0.529224,0.517425,-0.111129,0.640420,-0.291819,-0.570069
307.000000,0.178350,0.016910,-0.177547,0.258130,0.239457,-0.096393,0.341395,-0.069674,0.334210,0.438817,0.028581,-0.437885,0.528918,0.514073,-0.124433,0.640114,-0.303742,-0.563460
308.000000,0.178193,0.003079,-0.178166,0.257943,0.233457,-0.109692,0.341426,-0.055446,0.336894,0.438308,0.014194,-0.438078,0.528195,0.509999,-0.137443,0.639556,-0.316031,-0.556018
309.000000,0.178000,-0.011717,-0.177614,0.257166,0.226115,-0.122500,0.341214,-0.041160,0.338722,0.437727,0.000165,-0.437727,0.527909,0.505920,-0.150773,0.639139,-0.328135,-0.548476
310.000000,0.177975,-0.025622,-0.176121,0.257229,0.219145,-0.134692,0.341111,-0.027251,0.340020,0.437506,-0.014141,-0.437277,0.527616,0.501388,-0.164284,0.639063,-0.339972,-0.541129
311.000000,0.178013,-0.039679,-0.173534,0.256716,0.211241,-0.145878,0.341244,-0.013570,0.340974,0.437679,-0.028205,-0.436769,0.527508,0.496680,-0.177688,0.639327,-0.351993,-0.533704
312.000000,0.177555,-0.053477,-0.169310,0.256465,0.202632,-0.157209,0.341309,0.000974,0.341308,0.437829,-0.041977,-0.435812,0.527401,0.491637,-0.190905,0.639197,-0.363086,-0.526061
313.000000,0.177447,-0.066560,-0.164491,0.256478,0.192804,-0.169137,0.341504,0.015262,0.341163,0.438063,-0.056214,-0.434441,0.527985,0.487053,-0.203831,0.639832,-0.375328,-0.518183
314.000000,0.177157,-0.079492,-0.158322,0.256258,0.183983,-0.178378,0.341751,0.029262,0.340496,0.438321,-0.070402,-0.432630,0.528178,0.481743,-0.216555,0.640222,-0.386557,-0.510351
315.000000,0.176826,-0.090883,-0.151682,0.256311,0.173969,-0.188228,0.341451,0.043532,0.338664,0.438037,-0.084471,-0.429815,0.528064,0.475701,-0.229260,0.640800,-0.397990,-0.502224
316.000000,0.176763,-0.102679,-0.143883,0.255695,0.162726,-0.197232,0.341139,0.057831,0.336202,0.438121,-0.098876,-0.426818,0.527931,0.469380,-0.241648,0.640916,-0.409110,-0.493357
317.000000,0.176947,-0.113515,-0.135737,0.254930,0.150984,-0.205410,0.341057,0.071667,0.333442,0.438129,-0.112074,-0.423552,0.528693,0.463270,-0.254750,0.641497,-0.419717,-0.485135
318.000000,0.177241,-0.123087,-0.127531,0.254673,0.139043,-0.213367,0.340801,0.085374,0.329935,0.437786,-0.126135,-0.419221,0.528986,0.456795,-0.266767,0.642369,-0.430649,-0.476634
319.000000,0.177130,-0.132804,-0.117209,0.254938,0.126999,-0.221053,0.340558,0.099122,0.325813,0.438117,-0.139492,-0.415317,0.529661,0.450013,-0.279338,0.643094,-0.441252,-0.467832
320.000000,0.177581,-0.141970,-0.106676,0.255160,0.114399,-0.228078,0.340278,0.112564,0.321121,0.438148,-0.152698,-0.410679,0.530214,0.443171,-0.291078,0.642987,-0.450661,-0.458624
321.000000,0.177716,-0.150314,-0.094808,0.255552,0.101528,-0.234519,0.339930,0.126198,0.315637,0.438168,-0.165658,-0.405646,0.530866,0.436300,-0.302425,0.643448,-0.460707,-0.449192
322.000000,0.177617,-0.157237,-0.082610,0.255394,0.088476,-0.239579,0.340209,0.139374,0.310350,0.438833,-0.178861,-0.400729,0.531568,0.428793,-0.314167,0.644254,-0.470962,-0.439610
323.000000,0.177405,-0.163144,-0.069689,0.255544,0.075466,-0.244147,0.340477,0.152514,0.304407,0.438892,-0.191545,-0.394889,0.532355,0.421125,-0.325661,0.644414,-0.480198,-0.429743
324.000000,0.176987,-0.167875,-0.056058,0.255072,0.061511,-0.247544,0.341680,0.165501,0.298922,0.438816,-0.204329,-0.388341,0.533296,0.413470,-0.336818,0.643826,-0.488374,-0.419527
325.000000,0.176713,-0.171631,-0.042076,0.255160,0.047819,-0.250639,0.342573,0.178202,0.292576,0.438394,-0.216070,-0.381448,0.534301,0.405473,-0.347951,0.644096,-0.497862,-0.408648
326.000000,0.176479,-0.174322,-0.027503,0.255005,0.033827,-0.252751,0.344172,0.191059,0.286270,0.438194,-0.228569,-0.373858,0.535059,0.396915,-0.358812,0.644354,-0.506403,-0.398433
327.000000,0.176920,-0.176440,-0.013021,0.254752,0.019297,-0.254020,0.344393,0.202623,0.278479,0.437660,-0.239894,-0.366056,0.535377,0.387543,-0.369376,0.644104,-0.514164,-0.387949
328.000000,0.176928,-0.176927,0.000547,0.254492,0.005212,-0.254439,0.345432,0.214518,0.270749,0.437200,-0.251176,-0.357847,0.535741,0.378061,-0.379590,0.643266,-0.521676,-0.376359
329.000000,0.177236,-0.176569,0.015357,0.254916,-0.008791,-0.254764,0.345844,0.225531,0.262190,0.437419,-0.262501,-0.349898,0.536053,0.368470,-0.389337,0.642948,-0.529662,-0.364473
330.000000,0.177519,-0.175135,0.028995,0.254391,-0.024518,-0.253207,0.346157,0.236153,0.253094,0.437244,-0.273629,-0.341042,0.536802,0.358720,-0.399345,0.642077,-0.536366,-0.352949
331.000000,0.177703,-0.172320,0.043408,0.254378,-0.036865,-0.251692,0.346315,0.246337,0.243417,0.436627,-0.284389,-0.331311,0.537467,0.348624,-0.409063,0.641613,-0.543350,-0.341230
332.000000,0.178127,-0.168728,0.057097,0.254283,-0.050809,-0.249155,0.346264,0.255981,0.233179,0.435899,-0.294614,-0.321264,0.538447,0.338574,-0.418679,0.641059,-0.549703,-0.329823
333.000000,0.178435,-0.164007,0.070290,0.254768,-0.065056,-0.246322,0.346575,0.265232,0.223084,0.435703,-0.304715,-0.311426,0.538824,0.328182,-0.427350,0.640401,-0.556065,-0.317654
334.000000,0.179454,-0.158853,0.083483,0.255035,-0.078540,-0.242640,0.346487,0.274160,0.211871,0.435833,-0.314714,-0.301506,0.539717,0.317404,-0.436520,0.639880,-0.562374,-0.305257
335.000000,0.180292,-0.152539,0.096111,0.255810,-0.091902,-0.238732,0.346392,0.282655,0.200235,0.435407,-0.324128,-0.290723,0.540196,0.306549,-0.444791,0.639354,-0.568120,-0.293281
336.000000,0.180807,-0.145156,0.107801,0.255997,-0.105037,-0.233456,0.346478,0.290545,0.188761,0.435552,-0.333102,-0.280622,0.541683,0.296220,-0.453512,0.639540,-0.574393,-0.281220
337.000000,0.181061,-0.136966,0.118422,0.256274,-0.118019,-0.227481,0.346461,0.297864,0.176953,0.435383,-0.341765,-0.269732,0.542382,0.285139,-0.461383,0.639707,-0.580171,-0.269492
338.000000,0.182208,-0.128387,0.129293,0.256525,-0.129566,-0.221399,0.346264,0.304615,0.164647,0.435203,-0.350012,-0.258638,0.543517,0.274226,-0.469266,0.640094,-0.586194,-0.257093
339.000000,0.182878,-0.119097,0.138781,0.256618,-0.141472,-0.214099,0.346007,0.310911,0.151838,0.435157,-0.357886,-0.247546,0.543586,0.261760,-0.476411,0.640260,-0.591482,-0.245115
340.000000,0.184129,-0.109427,0.148085,0.256822,-0.153047,-0.206238,0.345682,0.316590,0.138805,0.434860,-0.365393,-0.235778,0.543928,0.249450,-0.483356,0.640489,-0.596731,-0.232676
341.000000,0.185077,-0.099310,0.156176,0.256928,-0.164199,-0.197612,0.345576,0.321762,0.126063,0.435102,-0.372902,-0.224183,0.543647,0.236912,-0.489310,0.640731,-0.601682,-0.220261
342.000000,0.186328,-0.088919,0.163742,0.256625,-0.174493,-0.188172,0.344821,0.325937,0.112547,0.435127,-0.380052,-0.211886,0.543852,0.224449,-0.495377,0.640745,-0.606132,-0.207745
343.000000,0.187516,-0.079868,0.169656,0.256601,-0.183755,-0.179103,0.344105,0.329517,0.099129,0.435013,-0.386664,-0.199318,0.543973,0.212266,-0.500850,0.641125,-0.610766,-0.194951
344.000000,0.187435,-0.069301,0.174153,0.256313,-0.192462,-0.169277,0.343353,0.332460,0.085801,0.434782,-0.392624,-0.186766,0.544752,0.199702,-0.506827,0.640566,-0.614350,-0.181380
345.000000,0.187205,-0.056062,0.178614,0.256654,-0.201991,-0.158338,0.342746,0.335100,0.071992,0.434509,-0.398193,-0.173899,0.545170,0.186842,-0.512153,0.640315,-0.617389,-0.169804
346.000000,0.187108,-0.041794,0.182381,0.256116,-0.210249,-0.146257,0.342323,0.337310,0.058370,0.434635,-0.403419,-0.161744,0.545532,0.173820,-0.517100,0.640219,-0.621113,-0.155236
347.000000,0.187102,-0.027380,0.185088,0.256030,-0.216808,-0.136183,0.341827,0.338959,0.044188,0.434654,-0.408378,-0.148832,0.546035,0.161224,-0.521691,0.640001,-0.623973,-0.142332
348.000000,0.187048,-0.012973,0.186597,0.255256,-0.222422,-0.125237,0.341836,0.340527,0.029887,0.434134,-0.412483,-0.135390,0.546916,0.148548,-0.526357,0.640113,-0.626906,-0.129361
349.000000,0.187737,0.001272,0.187732,0.254859,-0.228181,-0.113519,0.342041,0.341658,0.016174,0.433519,-0.416015,-0.121942,0.547590,0.135332,-0.530603,0.639403,-0.628798,-0.115973
350.000000,0.186512,0.015838,0.185839,0.254218,-0.233356,-0.100858,0.342377,0.342372,0.001804,0.432574,-0.418857,-0.108068,0.548232,0.122609,-0.534345,0.639493,-0.631197,-0.102668
351.000000,0.186320,0.029809,0.183920,0.253041,-0.236993,-0.088680,0.342757,0.342529,-0.012497,0.432401,-0.421969,-0.094407,0.548597,0.109271,-0.537604,0.638762,-0.632392,-0.089980
352.000000,0.185758,0.043833,0.180513,0.252593,-0.241001,-0.075640,0.343344,0.342309,-0.026641,0.432484,-0.424889,-0.080694,0.549530,0.096221,-0.541041,0.638385,-0.633666,-0.077484
353.000000,0.185386,0.057802,0.176144,0.251926,-0.244074,-0.062403,0.344322,0.341952,-0.040336,0.432964,-0.427718,-0.067194,0.549940,0.082945,-0.543649,0.637484,-0.634093,-0.065662
354.000000,0.185328,0.070547,0.171375,0.251423,-0.246533,-0.049348,0.345039,0.340784,-0.054018,0.432799,-0.429467,-0.053603,0.549809,0.070182,-0.545311,0.636965,-0.634859,-0.051754
355.000000,0.184938,0.083094,0.165219,0.251568,-0.249068,-0.035375,0.345759,0.339097,-0.067550,0.433128,-0.431327,-0.039462,0.550033,0.056732,-0.547099,0.636788,-0.635594,-0.038970
356.000000,0.184634,0.095715,0.157887,0.251538,-0.250571,-0.022032,0.346166,0.336515,-0.081171,0.433171,-0.432398,-0.025870,0.550334,0.042970,-0.548654,0.636137,-0.635597,-0.026220
357.000000,0.184496,0.108037,0.149555,0.251674,-0.251521,-0.008779,0.346570,0.333376,-0.094716,0.433335,-0.433176,-0.011717,0.550002,0.029037,-0.549235,0.635626,-0.635503,-0.012516
358.000000,0.184287,0.118992,0.140722,0.251764,-0.251716,0.004909,0.346337,0.329108,-0.107873,0.433357,-0.433349,0.002579,0.549565,0.015260,-0.549353,0.634813,-0.634813,0.000223
359.000000,0.184649,0.129946,0.131184,0.251510,-0.250891,0.017626,0.347014,0.325071,-0.121439,0.433321,-0.433009,0.016429,0.548932,0.000626,-0.548931,0.634486,-0.634332,0.014011
360.000000,0.185341,0.140395,0.120997,0.251466,-0.249521,0.031213,0.347229,0.320060,-0.134647,0.433162,-0.432065,0.030810,0.549055,-0.012214,-0.548919,0.633933,-0.633335,0.027526
361.000000,0.185947,0.149668,0.110344,0.252051,-0.248050,0.044734,0.347218,0.314371,-0.147415,0.433190,-0.430874,0.044733,0.548659,-0.025683,-0.548057,0.633414,-0.632052,0.041514
362.000000,0.185796,0.157783,0.098106,0.251697,-0.245018,0.057599,0.346785,0.307620,-0.160091,0.433525,-0.429519,0.058797,0.548610,-0.039744,-0.547168,0.633380,-0.631099,0.053703
363.000000,0.185612,0.164936,0.085134,0.251682,-0.241643,0.070372,0.346783,0.300837,-0.172497,0.433596,-0.427486,0.072537,0.548092,-0.053171,-0.545507,0.633319,-0.629765,0.067004
364.000000,0.185143,0.170533,0.072087,0.251271,-0.236693,0.084342,0.346593,0.293219,-0.184795,0.434050,-0.425340,0.086522,0.547355,-0.066752,-0.543270,0.633218,-0.627895,0.081931
365.000000,0.184828,0.175452,0.058121,0.251242,-0.231591,0.097405,0.347000,0.285906,-0.196639,0.434352,-0.422699,0.099935,0.546730,-0.080070,-0.540834,0.632750,-0.625527,0.095332
366.000000,0.184698,0.179423,0.043829,0.250485,-0.225108,0.109859,0.346243,0.277122,-0.207575,0.433766,-0.418817,0.112894,0.546024,-0.093580,-0.537945,0.632820,-0.623456,0.108461
367.000000,0.184303,0.181869,0.029858,0.250050,-0.217966,0.122540,0.346024,0.268251,-0.218573,0.434095,-0.415304,0.126338,0.545537,-0.106467,-0.535047,0.632921,-0.621163,0.121427
368.000000,0.184113,0.183481,0.015242,0.249317,-0.209830,0.134649,0.345651,0.258550,-0.229405,0.433710,-0.410615,0.139643,0.544797,-0.119270,-0.531581,0.632745,-0.618249,0.134666
369.000000,0.184077,0.184075,0.000730,0.248619,-0.201377,0.145804,0.345808,0.249050,-0.239911,0.432939,-0.405184,0.152520,0.545024,-0.132405,-0.528696,0.633013,-0.615799,0.146619
370.000000,0.183782,0.183256,-0.013889,0.248708,-0.192395,0.157607,0.344854,0.238362,-0.249214,0.432716,-0.399842,0.165437,0.544898,-0.144839,-0.525295,0.632749,-0.611947,0.160912
371.000000,0.183392,0.181181,-0.028390,0.248453,-0.182983,0.168065,0.344158,0.227751,-0.258019,0.432484,-0.394095,0.178135,0.544905,-0.158139,-0.521454,0.633240,-0.609120,0.173105
372.000000,0.183112,0.178185,-0.042191,0.249102,-0.173563,0.178683,0.343265,0.216871,-0.266078,0.432552,-0.388308,0.190572,0.545350,-0.170993,-0.517849,0.633151,-0.604714,0.187619
373.000000,0.182829,0.174145,-0.055676,0.248942,-0.162856,0.188282,0.342515,0.205116,-0.274306,0.432505,-0.381863,0.203079,0.544058,-0.183714,-0.512102,0.632792,-0.600123,0.200695
374.000000,0.182855,0.169148,-0.069461,0.248913,-0.151983,0.197126,0.341726,0.193723,-0.281511,0.432101,-0.374688,0.215221,0.543780,-0.196027,-0.507218,0.632466,-0.595553,0.212907
375.000000,0.182914,0.163030,-0.082940,0.248773,-0.140516,0.205288,0.341674,0.181593,-0.289422,0.432698,-0.368071,0.227489,0.543344,-0.208893,-0.501584,0.632131,-0.590994,0.224312
376.000000,0.183436,0.156460,-0.095756,0.249066,-0.130415,0.212192,0.341709,0.169647,-0.296623,0.432790,-0.360821,0.238989,0.543193,-0.220833,-0.496278,0.632489,-0.585776,0.238557
377.000000,0.183493,0.148584,-0.107669,0.249249,-0.119192,0.218903,0.341739,0.156860,-0.303612,0.433109,-0.352999,0.250948,0.542709,-0.233492,-0.489913,0.632616,-0.581217,0.249780
378.000000,0.183409,0.139580,-0.118980,0.249247,-0.105973,0.225597,0.342167,0.143932,-0.310422,0.433836,-0.345182,0.262798,0.542362,-0.245920,-0.483405,0.632388,-0.575097,0.263016
379.000000,0.182622,0.129301,-0.128966,0.250107,-0.092494,0.232376,0.342376,0.131392,-0.316160,0.434099,-0.337123,0.273477,0.542305,-0.258459,-0.476753,0.632421,-0.569935,0.274098
380.000000,0.182174,0.118753,-0.138150,0.250443,-0.079627,0.237447,0.343450,0.118757,-0.322265,0.434883,-0.328706,0.284738,0.541762,-0.269982,-0.469698,0.631898,-0.562882,0.287156
381.000000,0.181694,0.107231,-0.146678,0.250782,-0.066113,0.241910,0.343152,0.105303,-0.326595,0.435311,-0.319749,0.295392,0.541248,-0.281599,-0.462224,0.631333,-0.556337,0.298447
382.000000,0.181323,0.095103,-0.154380,0.251189,-0.053057,0.245522,0.343272,0.092235,-0.330648,0.435688,-0.310663,0.305470,0.540736,-0.292999,-0.454475,0.630973,-0.549430,0.310247
383.000000,0.181417,0.082589,-0.161527,0.251162,-0.039128,0.248095,0.343335,0.078447,-0.334253,0.435920,-0.300906,0.315407,0.540217,-0.304244,-0.446396,0.630504,-0.542826,0.320742
384.000000,0.181853,0.069935,-0.167868,0.251193,-0.024430,0.250002,0.343362,0.064483,-0.337253,0.436577,-0.292357,0.324233,0.539937,-0.315553,-0.438131,0.629989,-0.535296,0.332180
385.000000,0.182275,0.056711,-0.173228,0.251279,-0.010068,0.251078,0.343261,0.050497,-0.339526,0.436023,-0.280896,0.333487,0.539417,-0.326509,-0.429374,0.629616,-0.527083,0.344382
386.000000,0.183110,0.043508,-0.177866,0.251078,0.003808,0.251049,0.343590,0.036537,-0.341642,0.435929,-0.270087,0.342180,0.538703,-0.337060,-0.420228,0.628630,-0.518548,0.355364
387.000000,0.183173,0.029732,-0.180744,0.251285,0.017924,0.250645,0.343484,0.022713,-0.342732,0.435998,-0.259182,0.350598,0.538642,-0.347734,-0.411360,0.628422,-0.511332,0.365313
388.000000,0.183788,0.015904,-0.183099,0.251390,0.032034,0.249341,0.343318,0.008365,-0.343216,0.435910,-0.247735,0.358671,0.538010,-0.357790,-0.401797,0.627834,-0.502069,0.376965
389.000000,0.184276,0.002460,-0.184259,0.251933,0.045567,0.247777,0.343527,-0.005822,-0.343477,0.436436,-0.237705,0.366022,0.537441,-0.367881,-0.391799,0.627352,-0.494323,0.386285
390.000000,0.184542,-0.011401,-0.184189,0.252480,0.059533,0.245361,0.343099,-0.020540,-0.342484,0.436449,-0.225073,0.373938,0.536798,-0.377527,-0.381609,0.627548,-0.485671,0.397416
391.000000,0.184216,-0.025469,-0.182447,0.252774,0.073429,0.241873,0.342940,-0.033949,-0.341256,0.436461,-0.213347,0.380764,0.537012,-0.387484,-0.371803,0.627194,-0.475732,0.408718
392.000000,0.183513,-0.038956,-0.179331,0.253425,0.087035,0.238011,0.343271,-0.048140,-0.339879,0.436468,-0.201775,0.387029,0.536450,-0.396832,-0.360974,0.627100,-0.467417,0.418061
393.000000,0.183122,-0.052802,-0.175344,0.253056,0.100059,0.232434,0.343236,-0.061811,-0.337625,0.436578,-0.189192,0.393455,0.536202,-0.405378,-0.350973,0.626759,-0.458136,0.427713
394.000000,0.182793,-0.065497,-0.170655,0.253404,0.112925,0.226852,0.343128,-0.076358,-0.334524,0.436551,-0.175175,0.399863,0.535999,-0.414162,-0.340243,0.626647,-0.447947,0.438212
395.000000,0.182426,-0.078301,-0.164767,0.253683,0.125838,0.220273,0.342926,-0.089962,-0.330916,0.436340,-0.163121,0.404703,0.536046,-0.422756,-0.329580,0.626231,-0.439111,0.446483
396.000000,0.181611,-0.090028,-0.157726,0.253841,0.137700,0.213246,0.342882,-0.103516,-0.326884,0.436234,-0.149986,0.409639,0.536145,-0.431526,-0.318177,0.625828,-0.428810,0.455832
397.000000,0.181263,-0.101381,-0.150261,0.253823,0.149361,0.205225,0.342982,-0.117106,-0.322371,0.436245,-0.135796,0.414571,0.536092,-0.439173,-0.307444,0.625641,-0.418727,0.464860
398.000000,0.181191,-0.110496,-0.143599,0.254394,0.160560,0.197324,0.342778,-0.129801,-0.317251,0.435827,-0.122657,0.418211,0.535644,-0.446731,-0.295543,0.625106,-0.408164,0.473456
399.000000,0.180317,-0.120571,-0.134077,0.254748,0.171841,0.188062,0.342740,-0.141904,-0.311984,0.435812,-0.110579,0.421550,0.535547,-0.454173,-0.283790,0.624904,-0.397347,0.482308
400.000000,0.180553,-0.130171,-0.125120,0.254230,0.181613,0.177903,0.342790,-0.154146,-0.306176,0.435213,-0.095251,0.424662,0.535622,-0.461382,-0.272063,0.625098,-0.385843,0.491805
401.000000,0.180497,-0.139565,-0.114459,0.253840,0.190488,0.167777,0.342581,-0.165880,-0.299743,0.435537,-0.082773,0.427599,0.534658,-0.467319,-0.259755,0.624858,-0.375988,0.499080
402.000000,0.180762,-0.148351,-0.103279,0.253411,0.199224,0.156611,0.342544,-0.177141,-0.293186,0.435856,-0.067695,0.430567,0.534224,-0.473453,-0.247461,0.624137,-0.364349,0.506751
403.000000,0.181454,-0.156724,-0.091450,0.253224,0.207859,0.144628,0.342396,-0.188675,-0.285722,0.436291,-0.053750,0.432967,0.533845,-0.479255,-0.235171,0.623661,-0.352719,0.514337
