Time(s),Radius(m),X_center(m),Y_center(m)
372.000000,0.432552,-0.388308,0.190572
373.000000,0.432505,-0.381863,0.203079
374.000000,0.432101,-0.374688,0.215221
375.000000,0.432698,-0.368071,0.227489
376.000000,0.432790,-0.360821,0.238989
377.000000,0.433109,-0.352999,0.250948
378.000000,0.433836,-0.345182,0.262798
379.000000,0.434099,-0.337123,0.273477
380.000000,0.434883,-0.328706,0.284738
381.000000,0.435311,-0.319749,0.295392
382.000000,0.435688,-0.310663,0.305470
383.000000,0.435920,-0.300906,0.315407
384.000000,0.436577,-0.292357,0.324233
385.000000,0.436023,-0.280896,0.333487
386.000000,0.435929,-0.270087,0.342180
387.000000,0.435998,-0.259182,0.350598
388.000000,0.435910,-0.247735,0.358671
389.000000,0.436436,-0.237705,0.366022
390.000000,0.436449,-0.225073,0.373938
391.000000,0.436461,-0.213347,0.380764
392.000000,0.436468,-0.201775,0.387029
393.000000,0.436578,-0.189192,0.393455
394.000000,0.436551,-0.175175,0.399863
395.000000,0.436340,-0.163121,0.404703
396.000000,0.436234,-0.149986,0.409639
397.000000,0.436245,-0.135796,0.414571
398.000000,0.435827,-0.122657,0.418211
399.000000,0.435812,-0.110579,0.421550
400.000000,0.435213,-0.095251,0.424662
401.000000,0.435537,-0.082773,0.427599
402.000000,0.435856,-0.067695,0.430567
403.000000,0.436291,-0.053750,0.432967
404.000000,0.436192,-0.040864,0.434274
405.000000,0.436125,-0.026785,0.435302
406.000000,0.436323,-0.012873,0.436133
407.000000,0.436614,0.000794,0.436614
408.000000,0.437081,0.014651,0.436835
409.000000,0.437562,0.028823,0.436611
410.000000,0.438005,0.042365,0.435951
411.000000,0.438113,0.056871,0.434406
412.000000,0.438321,0.072158,0.432341
413.000000,0.438506,0.084717,0.430245
414.000000,0.438337,0.098248,0.427185
415.000000,0.438147,0.111666,0.423678
416.000000,0.438018,0.124633,0.419912
417.000000,0.437872,0.137846,0.415608
418.000000,0.437588,0.152327,0.410220
419.000000,0.437668,0.164058,0.405756
420.000000,0.437533,0.176651,0.400287
421.000000,0.437909,0.189398,0.394832
422.000000,0.438213,0.202032,0.388862
423.000000,0.438399,0.214860,0.382137
424.000000,0.438610,0.226955,0.375326
425.000000,0.438645,0.238568,0.368096
426.000000,0.439146,0.250195,0.360904
427.000000,0.438931,0.262515,0.351777
428.000000,0.439194,0.272752,0.344235
429.000000,0.438762,0.283209,0.335118
430.000000,0.438543,0.293921,0.325469
431.000000,0.438331,0.303977,0.315803
432.000000,0.437659,0.313486,0.305405
433.000000,0.437491,0.322731,0.295370
434.000000,0.437705,0.333076,0.283984
435.000000,0.438136,0.341608,0.274349
436.000000,0.438855,0.350556,0.264015
437.000000,0.438518,0.358776,0.252147
438.000000,0.438147,0.366353,0.240329
439.000000,0.437671,0.373443,0.228246
440.000000,0.437371,0.380212,0.216176
441.000000,0.436998,0.386705,0.203535
442.000000,0.436886,0.393061,0.190716
443.000000,0.436053,0.398358,0.177350
444.000000,0.436280,0.404016,0.164655
445.000000,0.435903,0.408834,0.151215
446.000000,0.436102,0.413684,0.138021
447.000000,0.436031,0.417978,0.124166
448.000000,0.435917,0.421668,0.110540
449.000000,0.436138,0.425151,0.097276
450.000000,0.435985,0.427949,0.083321
451.000000,0.436223,0.430629,0.069635
452.000000,0.436154,0.432558,0.055890
453.000000,0.436161,0.434157,0.041755
454.000000,0.436169,0.435282,0.027803
455.000000,0.436433,0.436206,0.014085
456.000000,0.437021,0.437021,0.000089
457.000000,0.437190,0.436966,-0.013986
458.000000,0.437979,0.437094,-0.027820
459.000000,0.438108,0.436109,-0.041804
460.000000,0.438138,0.434427,-0.056904
461.000000,0.438135,0.432533,-0.069840
462.000000,0.438692,0.430609,-0.083828
463.000000,0.439082,0.428109,-0.097548
464.000000,0.439299,0.425093,-0.110812
465.000000,0.439045,0.421070,-0.124341
466.000000,0.439570,0.417499,-0.137536
467.000000,0.439688,0.413087,-0.150613
468.000000,0.440387,0.408698,-0.164033
469.000000,0.440365,0.403341,-0.176741
470.000000,0.440691,0.397808,-0.189623
471.000000,0.441254,0.392133,-0.202327
472.000000,0.441877,0.386094,-0.214912
473.000000,0.442235,0.379551,-0.226965
474.000000,0.443055,0.373025,-0.239060
475.000000,0.443506,0.365998,-0.250486
476.000000,0.444166,0.357561,-0.263502
477.000000,0.444330,0.350104,-0.273598
478.000000,0.444445,0.341588,-0.284340
479.000000,0.444355,0.332380,-0.294915
480.000000,0.444570,0.322970,-0.305505
481.000000,0.444944,0.313650,-0.315593
482.000000,0.445324,0.303866,-0.325544
483.000000,0.445891,0.294013,-0.335224
484.000000,0.446038,0.283516,-0.344338
485.000000,0.445991,0.272957,-0.352708
486.000000,0.445959,0.262220,-0.360722
487.000000,0.446370,0.251342,-0.368881
488.000000,0.446011,0.239381,-0.376328
489.000000,0.446021,0.227609,-0.383574
490.000000,0.445919,0.215535,-0.390369
491.000000,0.445860,0.203315,-0.396806
492.000000,0.445049,0.190253,-0.402334
493.000000,0.444723,0.177816,-0.407627
494.000000,0.444543,0.165163,-0.412723
495.000000,0.444527,0.152268,-0.417634
496.000000,0.444580,0.138956,-0.422307
497.000000,0.444231,0.125952,-0.426002
498.000000,0.444137,0.112424,-0.429673
499.000000,0.444039,0.098752,-0.432918
500.000000,0.444063,0.085000,-0.435852
501.000000,0.443298,0.071209,-0.437541
502.000000,0.443189,0.057465,-0.439448
503.000000,0.442900,0.043991,-0.440710
504.000000,0.442878,0.030229,-0.441846
505.000000,0.442701,0.016081,-0.442408
506.000000,0.442199,0.002373,-0.442193
507.000000,0.442086,-0.011683,-0.441932
508.000000,0.442344,-0.025769,-0.441593
509.000000,0.442218,-0.039652,-0.440437
510.000000,0.442262,-0.052866,-0.439091
511.000000,0.441544,-0.066843,-0.436455
512.000000,0.440843,-0.079898,-0.433542
513.000000,0.440321,-0.093535,-0.430272
514.000000,0.439704,-0.107085,-0.426465
515.000000,0.439575,-0.120597,-0.422709
516.000000,0.439437,-0.134040,-0.418495
517.000000,0.439882,-0.148136,-0.414189
518.000000,0.440124,-0.161268,-0.409514
519.000000,0.440494,-0.174530,-0.404443
520.000000,0.440948,-0.187137,-0.399269
521.000000,0.440781,-0.199501,-0.393049
522.000000,0.440967,-0.211669,-0.386844
523.000000,0.441137,-0.223770,-0.380169
524.000000,0.440851,-0.235567,-0.372635
525.000000,0.440103,-0.247096,-0.364190
526.000000,0.440435,-0.259211,-0.356079
527.000000,0.440136,-0.269964,-0.347619
528.000000,0.440097,-0.280681,-0.338973
529.000000,0.439713,-0.291165,-0.329500
530.000000,0.439246,-0.301099,-0.319806
531.000000,0.439067,-0.311058,-0.309874
532.000000,0.439018,-0.320663,-0.299853
533.000000,0.438629,-0.329989,-0.288968
534.000000,0.438797,-0.339366,-0.278161
535.000000,0.438432,-0.347389,-0.267475
536.000000,0.438305,-0.355796,-0.255969
537.000000,0.438136,-0.363563,-0.244510
538.000000,0.438074,-0.371038,-0.232894
539.000000,0.437413,-0.377635,-0.220731
540.000000,0.437654,-0.384703,-0.208673
541.000000,0.437922,-0.391337,-0.196548
542.000000,0.438189,-0.397666,-0.184043
543.000000,0.438074,-0.403274,-0.171111
544.000000,0.438184,-0.408560,-0.158380
545.000000,0.438422,-0.413650,-0.145285
546.000000,0.437858,-0.417382,-0.132333
547.000000,0.437930,-0.421355,-0.119342
548.000000,0.437449,-0.424576,-0.105343
549.000000,0.437743,-0.428023,-0.091736
550.000000,0.438160,-0.431088,-0.078407
551.000000,0.438737,-0.433936,-0.064724
552.000000,0.438979,-0.435976,-0.051263
553.000000,0.438740,-0.437159,-0.037213
554.000000,0.437819,-0.437191,-0.023458
555.000000,0.437728,-0.437627,-0.009398
556.000000,0.437352,-0.437329,0.004495
557.000000,0.437396,-0.437006,0.018470
558.000000,0.436897,-0.435661,0.032845
559.000000,0.437006,-0.434457,0.047131
560.000000,0.436395,-0.432229,0.060153
561.000000,0.436408,-0.430124,0.073793
562.000000,0.435596,-0.426854,0.086831
563.000000,0.435288,-0.423578,0.100286
564.000000,0.435060,-0.419840,0.114069
565.000000,0.434988,-0.415907,0.127418
566.000000,0.434454,-0.411165,0.140332
567.000000,0.433672,-0.405767,0.153051
568.000000,0.433812,-0.400875,0.165807
569.000000,0.433193,-0.394949,0.177966
570.000000,0.432430,-0.388461,0.189982
571.000000,0.432377,-0.382198,0.202176
572.000000,0.431976,-0.375204,0.214069
573.000000,0.431516,-0.367732,0.225785
574.000000,0.431292,-0.360088,0.237380
575.000000,0.430647,-0.351675,0.248559
576.000000,0.429998,-0.343072,0.259229
577.000000,0.430215,-0.334792,0.270183
578.000000,0.429887,-0.325914,0.280326
579.000000,0.430075,-0.316914,0.290741
580.000000,0.430141,-0.307553,0.300721
581.000000,0.430165,-0.297849,0.310368
582.000000,0.431112,-0.288331,0.320504
583.000000,0.431167,-0.277861,0.329695
584.000000,0.431413,-0.267136,0.338755
585.000000,0.431835,-0.256682,0.347269
586.000000,0.432197,-0.245953,0.355389
587.000000,0.432900,-0.234582,0.363832
588.000000,0.433038,-0.223180,0.371097
589.000000,0.433700,-0.211443,0.378665
590.000000,0.434509,-0.199784,0.385855
591.000000,0.434575,-0.188958,0.391345
592.000000,0.435140,-0.175552,0.398156
593.000000,0.435310,-0.163142,0.403583
594.000000,0.435428,-0.150170,0.408713
595.000000,0.435520,-0.136869,0.413455
596.000000,0.435838,-0.123921,0.417849
597.000000,0.435949,-0.110669,0.421668
598.000000,0.435814,-0.096698,0.424951
599.000000,0.436115,-0.082830,0.428177
600.000000,0.436419,-0.069103,0.430914
