Time(s),Radius(m),X_center(m),Y_center(m)
102.000000,0.252498,-0.013052,-0.252161
103.000000,0.252872,-0.027574,-0.251364
104.000000,0.253351,-0.041524,-0.249925
105.000000,0.253727,-0.055422,-0.247600
106.000000,0.254483,-0.069352,-0.244851
107.000000,0.254824,-0.083186,-0.240864
108.000000,0.255191,-0.096327,-0.236313
109.000000,0.255110,-0.108884,-0.230706
110.000000,0.255211,-0.121685,-0.224334
111.000000,0.255420,-0.133205,-0.217935
112.000000,0.255105,-0.144561,-0.210193
113.000000,0.254898,-0.155335,-0.202099
114.000000,0.255028,-0.166893,-0.192837
115.000000,0.255044,-0.176994,-0.183632
116.000000,0.255033,-0.186491,-0.173962
117.000000,0.254793,-0.195777,-0.163067
118.000000,0.254316,-0.203730,-0.152219
119.000000,0.254433,-0.211902,-0.140832
120.000000,0.254275,-0.218694,-0.129726
121.000000,0.253811,-0.224921,-0.117602
122.000000,0.253585,-0.230621,-0.105449
123.000000,0.253307,-0.235110,-0.094274
124.000000,0.253211,-0.239721,-0.081545
125.000000,0.252816,-0.243350,-0.068535
126.000000,0.252980,-0.246745,-0.055821
127.000000,0.252893,-0.249332,-0.042290
128.000000,0.252627,-0.250863,-0.029795
129.000000,0.252245,-0.251740,-0.015954
130.000000,0.252103,-0.252095,-0.001968
131.000000,0.251930,-0.251658,0.011692
132.000000,0.251103,-0.249951,0.024027
133.000000,0.251013,-0.248164,0.037714
134.000000,0.250986,-0.245710,0.051189
135.000000,0.251346,-0.242746,0.065187
136.000000,0.250888,-0.238404,0.078156
137.000000,0.250187,-0.232832,0.091559
138.000000,0.249556,-0.226742,0.104241
139.000000,0.249186,-0.220055,0.116917
140.000000,0.249453,-0.213158,0.129578
141.000000,0.249361,-0.205549,0.141175
142.000000,0.249576,-0.197215,0.152953
143.000000,0.249627,-0.188313,0.163865
144.000000,0.250011,-0.178652,0.174897
145.000000,0.250188,-0.168466,0.184969
146.000000,0.250817,-0.157990,0.194803
147.000000,0.251563,-0.146729,0.204339
148.000000,0.252223,-0.135223,0.212912
149.000000,0.252186,-0.123291,0.219993
150.000000,0.252181,-0.110531,0.226667
151.000000,0.251794,-0.097129,0.232306
152.000000,0.251777,-0.083735,0.237445
153.000000,0.251671,-0.069830,0.241790
154.000000,0.252264,-0.056248,0.245913
155.000000,0.252666,-0.042007,0.249149
156.000000,0.252489,-0.027740,0.250961
157.000000,0.252857,-0.013585,0.252492
158.000000,0.252745,0.000362,0.252745
159.000000,0.252373,0.014218,0.251972
160.000000,0.252685,0.028257,0.251100
161.000000,0.252902,0.041682,0.249444
162.000000,0.253172,0.055160,0.247090
163.000000,0.253131,0.069380,0.243437
164.000000,0.253278,0.082794,0.239364
165.000000,0.253803,0.096332,0.234811
166.000000,0.254628,0.109697,0.229786
167.000000,0.254685,0.122125,0.223495
168.000000,0.255024,0.134401,0.216734
169.000000,0.255020,0.146339,0.208855
170.000000,0.255762,0.158047,0.201085
171.000000,0.255665,0.168710,0.192097
172.000000,0.255562,0.179001,0.182402
173.000000,0.255308,0.188984,0.171659
174.000000,0.255164,0.197833,0.161155
175.000000,0.255071,0.206424,0.149834
176.000000,0.255224,0.214501,0.138305
177.000000,0.255355,0.221998,0.126188
178.000000,0.254990,0.228553,0.113064
179.000000,0.254814,0.234406,0.099921
180.000000,0.254868,0.239847,0.086202
181.000000,0.255057,0.244441,0.072818
182.000000,0.255399,0.248387,0.059434
183.000000,0.256384,0.252283,0.045671
184.000000,0.256924,0.254903,0.032161
185.000000,0.256518,0.255897,0.017840
186.000000,0.256570,0.256545,0.003590
187.000000,0.256076,0.255865,-0.010399
188.000000,0.255452,0.254269,-0.024563
189.000000,0.255804,0.252788,-0.039165
190.000000,0.255831,0.250212,-0.053325
191.000000,0.255713,0.246730,-0.067181
192.000000,0.255633,0.242479,-0.080946
193.000000,0.255736,0.237610,-0.094563
194.000000,0.255213,0.231580,-0.107257
195.000000,0.255099,0.225125,-0.119977
196.000000,0.254510,0.217874,-0.131554
197.000000,0.254251,0.209952,-0.143400
198.000000,0.254466,0.201775,-0.155049
199.000000,0.254189,0.192482,-0.166020
200.000000,0.254951,0.183494,-0.177003
201.000000,0.254402,0.172601,-0.186893
202.000000,0.254279,0.161784,-0.196173
203.000000,0.254031,0.150301,-0.204796
204.000000,0.253860,0.138229,-0.212927
205.000000,0.254219,0.126240,-0.220660
206.000000,0.254058,0.113161,-0.227464
207.000000,0.253729,0.100662,-0.232907
208.000000,0.253275,0.087107,-0.237824
209.000000,0.252763,0.074039,-0.241676
210.000000,0.251989,0.060315,-0.244664
211.000000,0.251647,0.046218,-0.247366
212.000000,0.251674,0.032008,-0.249630
213.000000,0.251494,0.017519,-0.250883
214.000000,0.250837,0.003884,-0.250807
215.000000,0.250668,-0.010238,-0.250459
216.000000,0.250342,-0.022717,-0.249309
217.000000,0.250773,-0.037906,-0.247892
218.000000,0.251588,-0.051852,-0.246187
219.000000,0.252196,-0.066054,-0.243392
220.000000,0.253395,-0.079516,-0.240595
221.000000,0.254478,-0.093075,-0.236846
222.000000,0.255636,-0.106228,-0.232520
223.000000,0.256022,-0.118645,-0.226871
224.000000,0.255525,-0.130881,-0.219461
225.000000,0.255023,-0.142296,-0.211633
226.000000,0.255247,-0.153604,-0.203855
227.000000,0.255055,-0.164049,-0.195298
228.000000,0.255640,-0.175066,-0.186289
229.000000,0.255112,-0.184254,-0.176444
230.000000,0.254691,-0.192958,-0.166236
231.000000,0.254543,-0.201197,-0.155923
232.000000,0.253985,-0.208816,-0.144582
233.000000,0.253881,-0.216462,-0.132664
234.000000,0.254015,-0.223292,-0.121097
235.000000,0.253237,-0.228677,-0.108793
236.000000,0.252982,-0.233888,-0.096417
237.000000,0.252268,-0.238104,-0.083342
238.000000,0.252190,-0.242075,-0.070708
239.000000,0.251771,-0.244721,-0.059163
240.000000,0.251716,-0.247751,-0.044499
241.000000,0.252166,-0.250216,-0.031294
242.000000,0.252285,-0.251620,-0.018301
243.000000,0.252324,-0.252265,-0.005479
244.000000,0.252952,-0.252830,0.007856
245.000000,0.252457,-0.251730,0.019137
246.000000,0.252034,-0.249921,0.032566
247.000000,0.252075,-0.247913,0.045616
248.000000,0.251966,-0.245311,0.057527
249.000000,0.251479,-0.241222,0.071090
250.000000,0.250863,-0.236299,0.084232
251.000000,0.251133,-0.231311,0.097792
252.000000,0.250646,-0.224647,0.111163
253.000000,0.249994,-0.217467,0.123310
254.000000,0.249886,-0.209852,0.135665
255.000000,0.249751,-0.202393,0.146331
256.000000,0.250308,-0.192910,0.159497
257.000000,0.250239,-0.184291,0.169282
258.000000,0.250252,-0.173824,0.180031
259.000000,0.250441,-0.163285,0.189892
260.000000,0.250734,-0.153707,0.198095
261.000000,0.250691,-0.142755,0.206075
262.000000,0.250901,-0.129481,0.214910
263.000000,0.250431,-0.118448,0.220648
264.000000,0.249644,-0.105269,0.226364
265.000000,0.249409,-0.090491,0.232414
266.000000,0.249843,-0.076786,0.237751
267.000000,0.250223,-0.064718,0.241708
268.000000,0.250742,-0.049611,0.245785
269.000000,0.250773,-0.036653,0.248080
270.000000,0.250562,-0.022335,0.249564
271.000000,0.250873,-0.006627,0.250786
272.000000,0.251510,0.006228,0.251433
273.000000,0.252422,0.020128,0.251619
274.000000,0.253184,0.035006,0.250753
275.000000,0.253841,0.047071,0.249439
276.000000,0.254395,0.060899,0.246998
277.000000,0.255121,0.074684,0.243945
278.000000,0.255201,0.088231,0.239464
279.000000,0.255399,0.101324,0.234440
280.000000,0.255884,0.115832,0.228165
281.000000,0.256485,0.127123,0.222765
282.000000,0.256397,0.139068,0.215406
283.000000,0.256807,0.152009,0.206986
284.000000,0.256850,0.161752,0.199521
285.000000,0.256976,0.172964,0.190054
286.000000,0.257301,0.183237,0.180632
287.000000,0.257260,0.192869,0.170248
288.000000,0.256952,0.201460,0.159493
289.000000,0.256666,0.209605,0.148131
290.000000,0.256246,0.217315,0.135781
291.000000,0.255995,0.224264,0.123446
292.000000,0.256170,0.231018,0.110695
293.000000,0.256192,0.236933,0.097454
294.000000,0.255960,0.241699,0.084245
295.000000,0.255939,0.245922,0.070900
296.000000,0.256076,0.249534,0.057513
297.000000,0.256762,0.253017,0.043693
298.000000,0.257018,0.255311,0.029571
299.000000,0.257595,0.257142,0.015273
300.000000,0.258262,0.258260,0.001028
301.000000,0.258326,0.257925,-0.014385
302.000000,0.258118,0.256693,-0.027087
303.000000,0.258354,0.254962,-0.041729
304.000000,0.258251,0.252257,-0.055313
305.000000,0.258114,0.248673,-0.069172
306.000000,0.258852,0.245145,-0.083118
307.000000,0.258130,0.239457,-0.096393
308.000000,0.257943,0.233457,-0.109692
309.000000,0.257166,0.226115,-0.122500
310.000000,0.257229,0.219145,-0.134692
311.000000,0.256716,0.211241,-0.145878
312.000000,0.256465,0.202632,-0.157209
313.000000,0.256478,0.192804,-0.169137
314.000000,0.256258,0.183983,-0.178378
315.000000,0.256311,0.173969,-0.188228
316.000000,0.255695,0.162726,-0.197232
317.000000,0.254930,0.150984,-0.205410
318.000000,0.254673,0.139043,-0.213367
319.000000,0.254938,0.126999,-0.221053
320.000000,0.255160,0.114399,-0.228078
321.000000,0.255552,0.101528,-0.234519
322.000000,0.255394,0.088476,-0.239579
323.000000,0.255544,0.075466,-0.244147
324.000000,0.255072,0.061511,-0.247544
325.000000,0.255160,0.047819,-0.250639
326.000000,0.255005,0.033827,-0.252751
327.000000,0.254752,0.019297,-0.254020
328.000000,0.254492,0.005212,-0.254439
329.000000,0.254916,-0.008791,-0.254764
330.000000,0.254391,-0.024518,-0.253207
331.000000,0.254378,-0.036865,-0.251692
332.000000,0.254283,-0.050809,-0.249155
333.000000,0.254768,-0.065056,-0.246322
334.000000,0.255035,-0.078540,-0.242640
335.000000,0.255810,-0.091902,-0.238732
336.000000,0.255997,-0.105037,-0.233456
337.000000,0.256274,-0.118019,-0.227481
338.000000,0.256525,-0.129566,-0.221399
339.000000,0.256618,-0.141472,-0.214099
340.000000,0.256822,-0.153047,-0.206238
341.000000,0.256928,-0.164199,-0.197612
342.000000,0.256625,-0.174493,-0.188172
343.000000,0.256601,-0.183755,-0.179103
344.000000,0.256313,-0.192462,-0.169277
345.000000,0.256654,-0.201991,-0.158338
346.000000,0.256116,-0.210249,-0.146257
347.000000,0.256030,-0.216808,-0.136183
348.000000,0.255256,-0.222422,-0.125237
349.000000,0.254859,-0.228181,-0.113519
350.000000,0.254218,-0.233356,-0.100858
351.000000,0.253041,-0.236993,-0.088680
352.000000,0.252593,-0.241001,-0.075640
353.000000,0.251926,-0.244074,-0.062403
354.000000,0.251423,-0.246533,-0.049348
355.000000,0.251568,-0.249068,-0.035375
356.000000,0.251538,-0.250571,-0.022032
357.000000,0.251674,-0.251521,-0.008779
358.000000,0.251764,-0.251716,0.004909
359.000000,0.251510,-0.250891,0.017626
360.000000,0.251466,-0.249521,0.031213
361.000000,0.252051,-0.248050,0.044734
362.000000,0.251697,-0.245018,0.057599
363.000000,0.251682,-0.241643,0.070372
364.000000,0.251271,-0.236693,0.084342
365.000000,0.251242,-0.231591,0.097405
366.000000,0.250485,-0.225108,0.109859
367.000000,0.250050,-0.217966,0.122540
368.000000,0.249317,-0.209830,0.134649
369.000000,0.248619,-0.201377,0.145804
370.000000,0.248708,-0.192395,0.157607
371.000000,0.248453,-0.182983,0.168065
372.000000,0.249102,-0.173563,0.178683
373.000000,0.248942,-0.162856,0.188282
374.000000,0.248913,-0.151983,0.197126
375.000000,0.248773,-0.140516,0.205288
376.000000,0.249066,-0.130415,0.212192
377.000000,0.249249,-0.119192,0.218903
378.000000,0.249247,-0.105973,0.225597
379.000000,0.250107,-0.092494,0.232376
380.000000,0.250443,-0.079627,0.237447
381.000000,0.250782,-0.066113,0.241910
382.000000,0.251189,-0.053057,0.245522
383.000000,0.251162,-0.039128,0.248095
384.000000,0.251193,-0.024430,0.250002
385.000000,0.251279,-0.010068,0.251078
386.000000,0.251078,0.003808,0.251049
387.000000,0.251285,0.017924,0.250645
388.000000,0.251390,0.032034,0.249341
389.000000,0.251933,0.045567,0.247777
390.000000,0.252480,0.059533,0.245361
391.000000,0.252774,0.073429,0.241873
392.000000,0.253425,0.087035,0.238011
393.000000,0.253056,0.100059,0.232434
394.000000,0.253404,0.112925,0.226852
395.000000,0.253683,0.125838,0.220273
396.000000,0.253841,0.137700,0.213246
397.000000,0.253823,0.149361,0.205225
398.000000,0.254394,0.160560,0.197324
399.000000,0.254748,0.171841,0.188062
400.000000,0.254230,0.181613,0.177903
401.000000,0.253840,0.190488,0.167777
402.000000,0.253411,0.199224,0.156611
403.000000,0.253224,0.207859,0.144628
404.000000,0.253094,0.215453,0.132803
405.000000,0.252802,0.222323,0.120339
406.000000,0.252223,0.228007,0.107838
407.000000,0.251861,0.233428,0.094582
408.000000,0.251860,0.238316,0.081479
409.000000,0.251998,0.242726,0.067726
410.000000,0.251840,0.246012,0.053869
411.000000,0.252117,0.248982,0.039635
412.000000,0.252943,0.251675,0.025291
413.000000,0.253271,0.253020,0.011282
414.000000,0.253957,0.253941,-0.002796
415.000000,0.254235,0.253696,-0.016552
416.000000,0.254959,0.253136,-0.030430
417.000000,0.255326,0.251425,-0.044462
418.000000,0.255918,0.249107,-0.058649
419.000000,0.256123,0.245678,-0.072398
420.000000,0.255739,0.241008,-0.085545
421.000000,0.255245,0.235316,-0.098875
422.000000,0.255202,0.229271,-0.112083
423.000000,0.255196,0.222725,-0.124573
424.000000,0.255571,0.215702,-0.137074
425.000000,0.255137,0.207545,-0.148391
426.000000,0.255012,0.198875,-0.159624
427.000000,0.254653,0.189156,-0.170493
428.000000,0.254437,0.179238,-0.180587
429.000000,0.255024,0.169307,-0.190715
430.000000,0.254533,0.158021,-0.199540
431.000000,0.254568,0.146419,-0.208246
432.000000,0.254435,0.134231,-0.216146
433.000000,0.254594,0.122099,-0.223405
434.000000,0.254992,0.109298,-0.230380
435.000000,0.255047,0.096705,-0.236002
436.000000,0.254593,0.083374,-0.240555
437.000000,0.254032,0.069740,-0.244272
438.000000,0.253513,0.056034,-0.247243
439.000000,0.252959,0.042079,-0.249434
440.000000,0.253317,0.028280,-0.251734
441.000000,0.252649,0.013984,-0.252262
442.000000,0.252481,-0.000004,-0.252481
443.000000,0.252010,-0.014400,-0.251598
444.000000,0.252456,-0.028092,-0.250888
445.000000,0.251978,-0.042368,-0.248391
446.000000,0.252138,-0.055804,-0.245885
447.000000,0.252583,-0.070065,-0.242670
448.000000,0.252757,-0.083411,-0.238597
449.000000,0.253618,-0.096346,-0.234605
450.000000,0.254446,-0.109425,-0.229715
451.000000,0.255271,-0.121555,-0.224471
452.000000,0.255708,-0.133617,-0.218021
453.000000,0.256205,-0.145630,-0.210791
454.000000,0.256743,-0.157013,-0.203135
455.000000,0.256457,-0.167707,-0.194023
456.000000,0.256189,-0.178185,-0.184072
457.000000,0.255729,-0.187262,-0.174157
458.000000,0.255477,-0.195862,-0.164032
459.000000,0.255309,-0.203915,-0.153627
460.000000,0.254779,-0.211300,-0.142353
461.000000,0.254145,-0.218007,-0.130625
462.000000,0.253509,-0.223679,-0.119308
463.000000,0.253155,-0.229528,-0.106791
464.000000,0.252315,-0.233993,-0.094395
465.000000,0.251572,-0.237975,-0.081588
466.000000,0.251273,-0.241654,-0.068859
467.000000,0.250400,-0.244222,-0.055279
468.000000,0.250234,-0.246782,-0.041420
469.000000,0.249752,-0.248124,-0.028469
470.000000,0.249272,-0.248751,-0.016097
471.000000,0.249402,-0.249399,-0.001104
472.000000,0.249284,-0.248994,0.012004
473.000000,0.249762,-0.248642,0.023623
474.000000,0.249822,-0.246961,0.037699
475.000000,0.249601,-0.243935,0.052880
476.000000,0.249896,-0.240989,0.066123
477.000000,0.250007,-0.236997,0.079597
478.000000,0.250031,-0.232126,0.092916
479.000000,0.249262,-0.226019,0.105104
480.000000,0.248305,-0.218939,0.117138
481.000000,0.247646,-0.211511,0.128808
482.000000,0.247659,-0.204643,0.139486
483.000000,0.247185,-0.194989,0.151919
484.000000,0.246821,-0.185590,0.162718
485.000000,0.247275,-0.176268,0.173420
486.000000,0.247531,-0.167302,0.182432
487.000000,0.247124,-0.155242,0.192277
488.000000,0.247337,-0.143874,0.201186
489.000000,0.247380,-0.134518,0.207609
490.000000,0.247450,-0.124589,0.213797
491.000000,0.247964,-0.115119,0.219622
492.000000,0.248235,-0.103491,0.225633
493.000000,0.248421,-0.090526,0.231339
494.000000,0.247846,-0.076585,0.235717
495.000000,0.247956,-0.063123,0.239786
496.000000,0.247777,-0.049165,0.242850
497.000000,0.247445,-0.034742,0.244994
498.000000,0.247007,-0.020271,0.246174
499.000000,0.247431,-0.005948,0.247360
500.000000,0.247475,0.008478,0.247330
501.000000,0.248028,0.022920,0.246967
502.000000,0.248541,0.036440,0.245855
503.000000,0.248955,0.050584,0.243762
504.000000,0.249727,0.063613,0.241489
505.000000,0.249913,0.076800,0.237820
506.000000,0.250474,0.090629,0.233503
507.000000,0.250993,0.103373,0.228717
508.000000,0.251372,0.116402,0.222796
509.000000,0.251726,0.128974,0.216175
510.000000,0.252207,0.141111,0.209036
511.000000,0.253216,0.151772,0.202691
512.000000,0.253281,0.163835,0.193156
513.000000,0.253312,0.174572,0.183552
514.000000,0.253125,0.184528,0.173268
515.000000,0.253053,0.193769,0.162755
516.000000,0.252595,0.202197,0.151396
517.000000,0.252136,0.210121,0.139361
518.000000,0.251527,0.217029,0.127139
519.000000,0.251683,0.223994,0.114766
520.000000,0.251209,0.229551,0.102040
521.000000,0.251915,0.235730,0.088839
522.000000,0.251336,0.239775,0.075350
523.000000,0.251143,0.243496,0.061504
524.000000,0.252176,0.247431,0.048685
525.000000,0.252409,0.250163,0.033600
526.000000,0.252462,0.251691,0.019721
527.000000,0.253244,0.253182,0.005577
528.000000,0.253075,0.252933,-0.008491
529.000000,0.253813,0.252781,-0.022863
530.000000,0.254208,0.251734,-0.035381
531.000000,0.254085,0.248855,-0.051291
532.000000,0.253974,0.245560,-0.064830
533.000000,0.253818,0.241893,-0.076885
534.000000,0.253621,0.236539,-0.091504
535.000000,0.253540,0.230844,-0.104850
536.000000,0.253025,0.224254,-0.117183
537.000000,0.252906,0.217157,-0.129631
538.000000,0.252383,0.209210,-0.141169
539.000000,0.252493,0.200957,-0.152869
540.000000,0.252487,0.192709,-0.163135
541.000000,0.253128,0.183969,-0.173866
542.000000,0.254154,0.174575,-0.184710
543.000000,0.255102,0.164700,-0.194810
544.000000,0.255531,0.153123,-0.204571
545.000000,0.255444,0.142703,-0.211867
546.000000,0.255358,0.130821,-0.219302
547.000000,0.255749,0.117211,-0.227308
548.000000,0.256093,0.106423,-0.232933
549.000000,0.255555,0.093020,-0.238024
550.000000,0.255460,0.078237,-0.243185
551.000000,0.255312,0.065730,-0.246706
552.000000,0.255386,0.051580,-0.250123
553.000000,0.255114,0.037601,-0.252327
554.000000,0.255185,0.023888,-0.254065
555.000000,0.255489,0.009929,-0.255296
556.000000,0.255605,-0.004203,-0.255570
557.000000,0.255276,-0.018956,-0.254571
558.000000,0.255320,-0.032384,-0.253258
559.000000,0.255149,-0.046615,-0.250855
560.000000,0.255330,-0.060965,-0.247945
561.000000,0.255965,-0.074330,-0.244935
562.000000,0.256459,-0.088273,-0.240788
563.000000,0.256485,-0.101432,-0.235576
564.000000,0.257317,-0.114386,-0.230495
565.000000,0.257667,-0.126979,-0.224207
566.000000,0.258089,-0.139166,-0.217353
567.000000,0.258153,-0.150640,-0.209643
568.000000,0.258285,-0.161549,-0.201527
569.000000,0.258369,-0.172431,-0.192412
570.000000,0.258152,-0.182426,-0.182657
571.000000,0.258094,-0.191648,-0.172868
572.000000,0.257747,-0.200243,-0.162284
573.000000,0.257861,-0.208796,-0.151316
574.000000,0.257659,-0.216413,-0.139834
575.000000,0.257444,-0.223318,-0.128088
576.000000,0.257167,-0.228899,-0.117220
577.000000,0.256279,-0.233645,-0.105303
578.000000,0.255447,-0.238238,-0.092173
579.000000,0.254930,-0.242059,-0.079980
580.000000,0.254418,-0.245462,-0.066910
581.000000,0.254437,-0.248690,-0.053773
582.000000,0.253971,-0.250611,-0.041176
583.000000,0.254392,-0.252842,-0.028038
584.000000,0.254902,-0.254456,-0.015077
585.000000,0.254891,-0.254885,-0.001796
586.000000,0.255637,-0.255350,0.012107
587.000000,0.255848,-0.254536,0.025876
588.000000,0.255692,-0.252756,0.038637
589.000000,0.255108,-0.249846,0.051550
590.000000,0.255224,-0.246841,0.064876
591.000000,0.255250,-0.242867,0.078538
592.000000,0.255085,-0.237987,0.091818
593.000000,0.254632,-0.232160,0.104592
594.000000,0.254085,-0.225560,0.116971
595.000000,0.253547,-0.218173,0.129175
596.000000,0.253104,-0.210372,0.140732
597.000000,0.252338,-0.201401,0.152026
598.000000,0.251963,-0.192274,0.162837
599.000000,0.252019,-0.183197,0.173068
600.000000,0.252007,-0.173067,0.183181
