Time(s),Radius(m),X_center(m),Y_center(m)
69.000000,0.322083,0.177411,-0.268818
70.000000,0.321962,0.165144,-0.276382
71.000000,0.323040,0.153457,-0.284264
72.000000,0.323391,0.140755,-0.291153
73.000000,0.324639,0.128591,-0.298085
74.000000,0.325393,0.116202,-0.303937
75.000000,0.326069,0.102921,-0.309400
76.000000,0.326479,0.089543,-0.313959
77.000000,0.326661,0.076255,-0.317635
78.000000,0.326781,0.062160,-0.320814
79.000000,0.326939,0.045199,-0.323800
80.000000,0.327694,0.034364,-0.325887
81.000000,0.327971,0.020103,-0.327355
82.000000,0.328403,0.006114,-0.328346
83.000000,0.328162,-0.007687,-0.328072
84.000000,0.328338,-0.021440,-0.327637
85.000000,0.328166,-0.035596,-0.326230
86.000000,0.328331,-0.050186,-0.324472
87.000000,0.327855,-0.063891,-0.321570
88.000000,0.327562,-0.077851,-0.318176
89.000000,0.327306,-0.091469,-0.314265
90.000000,0.328056,-0.104810,-0.310863
91.000000,0.328231,-0.117981,-0.306294
92.000000,0.329430,-0.131640,-0.301985
93.000000,0.330307,-0.144336,-0.297103
94.000000,0.330863,-0.157080,-0.291198
95.000000,0.331485,-0.169478,-0.284885
96.000000,0.332252,-0.181548,-0.278265
97.000000,0.332797,-0.192931,-0.271167
98.000000,0.333437,-0.204717,-0.263194
99.000000,0.333492,-0.215630,-0.254403
100.000000,0.333905,-0.226280,-0.245541
101.000000,0.333908,-0.236254,-0.235964
102.000000,0.334541,-0.246032,-0.226684
103.000000,0.334702,-0.255452,-0.216263
104.000000,0.334727,-0.264404,-0.205263
105.000000,0.334483,-0.272657,-0.193744
106.000000,0.334896,-0.280781,-0.182530
107.000000,0.334599,-0.287600,-0.171005
108.000000,0.334533,-0.294440,-0.158801
109.000000,0.334180,-0.300523,-0.146158
110.000000,0.334496,-0.306470,-0.134029
111.000000,0.334225,-0.311505,-0.121126
112.000000,0.333848,-0.315977,-0.107765
113.000000,0.334057,-0.320371,-0.094639
114.000000,0.333823,-0.323871,-0.080905
115.000000,0.333471,-0.326637,-0.067166
116.000000,0.333355,-0.329057,-0.053353
117.000000,0.333383,-0.331040,-0.039456
118.000000,0.333957,-0.332942,-0.026014
119.000000,0.334822,-0.334608,-0.011964
120.000000,0.335611,-0.335607,0.001659
121.000000,0.336173,-0.335811,0.015606
122.000000,0.337045,-0.335803,0.028906
123.000000,0.337271,-0.334516,0.043024
124.000000,0.337581,-0.332837,0.056395
125.000000,0.337174,-0.329676,0.070709
126.000000,0.337765,-0.327200,0.083819
127.000000,0.337654,-0.323451,0.096898
128.000000,0.337479,-0.319246,0.109427
129.000000,0.337211,-0.314349,0.122049
130.000000,0.337245,-0.309411,0.134160
131.000000,0.336625,-0.304149,0.144258
132.000000,0.335986,-0.298193,0.154814
133.000000,0.335194,-0.291876,0.164814
134.000000,0.335134,-0.285274,0.175879
135.000000,0.334948,-0.277773,0.187169
136.000000,0.334987,-0.269553,0.198890
137.000000,0.334456,-0.260782,0.209412
138.000000,0.334633,-0.251893,0.220293
139.000000,0.335225,-0.242772,0.231167
140.000000,0.335259,-0.233079,0.240984
141.000000,0.335484,-0.222506,0.251079
142.000000,0.335340,-0.211939,0.259875
143.000000,0.335746,-0.201017,0.268919
144.000000,0.336372,-0.190991,0.276891
145.000000,0.337046,-0.178623,0.285821
146.000000,0.337549,-0.166866,0.293420
147.000000,0.337824,-0.154564,0.300391
148.000000,0.337744,-0.141886,0.306495
149.000000,0.337908,-0.130610,0.311646
150.000000,0.337841,-0.116145,0.317248
151.000000,0.337785,-0.102199,0.321954
152.000000,0.337554,-0.088428,0.325765
153.000000,0.337430,-0.074719,0.329053
154.000000,0.336852,-0.060779,0.331323
155.000000,0.336730,-0.046430,0.333513
156.000000,0.336331,-0.032292,0.334777
157.000000,0.336336,-0.018374,0.335834
158.000000,0.335885,-0.004504,0.335855
159.000000,0.335515,0.009308,0.335386
160.000000,0.335233,0.023590,0.334402
161.000000,0.335228,0.037648,0.333108
162.000000,0.335268,0.051924,0.331223
163.000000,0.334601,0.065341,0.328159
164.000000,0.334569,0.079117,0.325080
165.000000,0.334666,0.092804,0.321541
166.000000,0.335452,0.106362,0.318143
167.000000,0.335687,0.119725,0.313611
168.000000,0.336641,0.131855,0.309744
169.000000,0.337888,0.146271,0.304586
170.000000,0.339177,0.159375,0.299400
171.000000,0.340248,0.172025,0.293558
172.000000,0.341470,0.184242,0.287501
173.000000,0.342652,0.196376,0.280797
174.000000,0.343747,0.207053,0.274392
175.000000,0.344139,0.219292,0.265222
176.000000,0.343900,0.228918,0.256639
177.000000,0.344300,0.240423,0.246453
178.000000,0.344229,0.250074,0.236552
179.000000,0.343997,0.259324,0.226020
180.000000,0.343826,0.267370,0.216170
181.000000,0.343729,0.276711,0.203914
182.000000,0.343812,0.284102,0.193631
183.000000,0.344042,0.293021,0.180288
184.000000,0.343845,0.300015,0.167990
185.000000,0.343729,0.305722,0.157112
186.000000,0.343282,0.311403,0.144466
187.000000,0.343190,0.317516,0.130241
188.000000,0.342367,0.321091,0.118810
189.000000,0.341744,0.325559,0.103922
190.000000,0.341289,0.329127,0.090300
191.000000,0.341246,0.332177,0.078150
192.000000,0.341187,0.335098,0.064170
193.000000,0.341133,0.337397,0.050349
194.000000,0.341411,0.339477,0.036290
195.000000,0.341107,0.340375,0.022332
196.000000,0.341368,0.341294,0.007070
197.000000,0.341377,0.341331,-0.005565
198.000000,0.341432,0.340795,-0.020847
199.000000,0.341520,0.339731,-0.034912
200.000000,0.341681,0.338344,-0.047637
201.000000,0.342110,0.336228,-0.063171
202.000000,0.342200,0.333757,-0.075544
203.000000,0.342240,0.330436,-0.089107
204.000000,0.342332,0.326558,-0.102717
205.000000,0.342602,0.321775,-0.117631
206.000000,0.342356,0.317034,-0.129218
207.000000,0.342672,0.311770,-0.142210
208.000000,0.342382,0.304715,-0.156123
209.000000,0.342447,0.298638,-0.167587
210.000000,0.342967,0.291830,-0.180171
211.000000,0.343217,0.284379,-0.192162
212.000000,0.342803,0.275947,-0.203389
213.000000,0.342198,0.266806,-0.214276
214.000000,0.341565,0.257034,-0.224944
215.000000,0.340471,0.246804,-0.234538
216.000000,0.339962,0.236313,-0.244399
217.000000,0.339352,0.225676,-0.253436
218.000000,0.339267,0.214399,-0.262936
219.000000,0.339382,0.203245,-0.271793
220.000000,0.339749,0.192124,-0.280211
221.000000,0.340616,0.180455,-0.288887
222.000000,0.341003,0.168690,-0.296355
223.000000,0.342055,0.156809,-0.303995
224.000000,0.342520,0.144240,-0.310668
225.000000,0.342327,0.131426,-0.316093
226.000000,0.342627,0.118390,-0.321523
227.000000,0.342615,0.105153,-0.326079
228.000000,0.342330,0.091660,-0.329830
229.000000,0.342316,0.078113,-0.333285
230.000000,0.342278,0.064390,-0.336167
231.000000,0.342001,0.049922,-0.338338
232.000000,0.341723,0.035570,-0.339867
233.000000,0.342195,0.021500,-0.341519
234.000000,0.341996,0.007327,-0.341918
235.000000,0.342120,-0.006946,-0.342050
236.000000,0.342575,-0.020638,-0.341953
237.000000,0.342976,-0.034659,-0.341220
238.000000,0.342723,-0.048522,-0.339271
239.000000,0.342894,-0.062623,-0.337127
240.000000,0.342287,-0.076145,-0.333710
241.000000,0.341807,-0.089714,-0.329823
242.000000,0.341418,-0.103251,-0.325431
243.000000,0.340763,-0.116123,-0.320367
244.000000,0.340395,-0.129218,-0.314915
245.000000,0.340074,-0.141308,-0.309326
246.000000,0.340565,-0.153856,-0.303831
247.000000,0.341049,-0.166233,-0.297794
248.000000,0.341765,-0.178143,-0.291665
249.000000,0.342319,-0.190754,-0.284245
250.000000,0.343047,-0.201495,-0.277635
251.000000,0.343827,-0.213010,-0.269896
252.000000,0.344353,-0.223959,-0.261574
253.000000,0.344697,-0.235323,-0.251871
254.000000,0.344883,-0.245609,-0.242117
255.000000,0.345741,-0.255606,-0.232814
256.000000,0.346417,-0.264797,-0.223355
257.000000,0.347292,-0.274125,-0.213230
258.000000,0.347715,-0.282436,-0.202819
259.000000,0.347951,-0.290507,-0.191510
260.000000,0.347451,-0.297335,-0.179761
261.000000,0.347178,-0.304441,-0.166877
262.000000,0.346909,-0.310718,-0.154272
263.000000,0.346081,-0.315695,-0.141805
264.000000,0.345211,-0.320272,-0.128828
265.000000,0.344095,-0.324169,-0.115394
266.000000,0.343597,-0.327961,-0.102473
267.000000,0.342603,-0.330875,-0.088873
268.000000,0.342398,-0.333989,-0.075416
269.000000,0.341946,-0.336351,-0.061604
270.000000,0.341126,-0.337797,-0.047541
271.000000,0.340864,-0.339176,-0.033880
272.000000,0.340470,-0.339882,-0.020008
273.000000,0.340611,-0.340552,-0.006340
274.000000,0.340772,-0.340688,0.007554
275.000000,0.341345,-0.340699,0.020995
276.000000,0.341675,-0.339879,0.034982
277.000000,0.341888,-0.338479,0.048166
278.000000,0.342395,-0.336763,0.061850
279.000000,0.343309,-0.334864,0.075679
280.000000,0.343168,-0.331427,0.088997
281.000000,0.343256,-0.327629,0.102393
282.000000,0.342719,-0.322811,0.115106
283.000000,0.342926,-0.318140,0.128005
284.000000,0.342801,-0.312679,0.140515
285.000000,0.342412,-0.306646,0.152362
286.000000,0.341969,-0.300855,0.162568
287.000000,0.341760,-0.293857,0.174494
288.000000,0.341712,-0.286015,0.186982
289.000000,0.342155,-0.278130,0.199284
290.000000,0.341554,-0.269404,0.209953
291.000000,0.341339,-0.260145,0.220991
292.000000,0.340869,-0.250482,0.231193
293.000000,0.340841,-0.240658,0.241364
294.000000,0.340026,-0.230119,0.250326
295.000000,0.339814,-0.219386,0.259505
296.000000,0.339449,-0.208164,0.268130
297.000000,0.339552,-0.196889,0.276641
298.000000,0.340412,-0.185571,0.285383
299.000000,0.340836,-0.173646,0.293285
300.000000,0.341880,-0.161951,0.301088
301.000000,0.342426,-0.149609,0.308014
302.000000,0.343103,-0.137204,0.314475
303.000000,0.342686,-0.124141,0.319410
304.000000,0.342402,-0.111164,0.323854
305.000000,0.341803,-0.097052,0.327735
306.000000,0.341603,-0.083484,0.331245
307.000000,0.341395,-0.069674,0.334210
308.000000,0.341426,-0.055446,0.336894
309.000000,0.341214,-0.041160,0.338722
310.000000,0.341111,-0.027251,0.340020
311.000000,0.341244,-0.013570,0.340974
312.000000,0.341309,0.000974,0.341308
313.000000,0.341504,0.015262,0.341163
314.000000,0.341751,0.029262,0.340496
315.000000,0.341451,0.043532,0.338664
316.000000,0.341139,0.057831,0.336202
317.000000,0.341057,0.071667,0.333442
318.000000,0.340801,0.085374,0.329935
319.000000,0.340558,0.099122,0.325813
320.000000,0.340278,0.112564,0.321121
321.000000,0.339930,0.126198,0.315637
322.000000,0.340209,0.139374,0.310350
323.000000,0.340477,0.152514,0.304407
324.000000,0.341680,0.165501,0.298922
325.000000,0.342573,0.178202,0.292576
326.000000,0.344172,0.191059,0.286270
327.000000,0.344393,0.202623,0.278479
328.000000,0.345432,0.214518,0.270749
329.000000,0.345844,0.225531,0.262190
330.000000,0.346157,0.236153,0.253094
331.000000,0.346315,0.246337,0.243417
332.000000,0.346264,0.255981,0.233179
333.000000,0.346575,0.265232,0.223084
334.000000,0.346487,0.274160,0.211871
335.000000,0.346392,0.282655,0.200235
336.000000,0.346478,0.290545,0.188761
337.000000,0.346461,0.297864,0.176953
338.000000,0.346264,0.304615,0.164647
339.000000,0.346007,0.310911,0.151838
340.000000,0.345682,0.316590,0.138805
341.000000,0.345576,0.321762,0.126063
342.000000,0.344821,0.325937,0.112547
343.000000,0.344105,0.329517,0.099129
344.000000,0.343353,0.332460,0.085801
345.000000,0.342746,0.335100,0.071992
346.000000,0.342323,0.337310,0.058370
347.000000,0.341827,0.338959,0.044188
348.000000,0.341836,0.340527,0.029887
349.000000,0.342041,0.341658,0.016174
350.000000,0.342377,0.342372,0.001804
351.000000,0.342757,0.342529,-0.012497
352.000000,0.343344,0.342309,-0.026641
353.000000,0.344322,0.341952,-0.040336
354.000000,0.345039,0.340784,-0.054018
355.000000,0.345759,0.339097,-0.067550
356.000000,0.346166,0.336515,-0.081171
357.000000,0.346570,0.333376,-0.094716
358.000000,0.346337,0.329108,-0.107873
359.000000,0.347014,0.325071,-0.121439
360.000000,0.347229,0.320060,-0.134647
361.000000,0.347218,0.314371,-0.147415
362.000000,0.346785,0.307620,-0.160091
363.000000,0.346783,0.300837,-0.172497
364.000000,0.346593,0.293219,-0.184795
365.000000,0.347000,0.285906,-0.196639
366.000000,0.346243,0.277122,-0.207575
367.000000,0.346024,0.268251,-0.218573
368.000000,0.345651,0.258550,-0.229405
369.000000,0.345808,0.249050,-0.239911
370.000000,0.344854,0.238362,-0.249214
371.000000,0.344158,0.227751,-0.258019
372.000000,0.343265,0.216871,-0.266078
373.000000,0.342515,0.205116,-0.274306
374.000000,0.341726,0.193723,-0.281511
375.000000,0.341674,0.181593,-0.289422
376.000000,0.341709,0.169647,-0.296623
377.000000,0.341739,0.156860,-0.303612
378.000000,0.342167,0.143932,-0.310422
379.000000,0.342376,0.131392,-0.316160
380.000000,0.343450,0.118757,-0.322265
381.000000,0.343152,0.105303,-0.326595
382.000000,0.343272,0.092235,-0.330648
383.000000,0.343335,0.078447,-0.334253
384.000000,0.343362,0.064483,-0.337253
385.000000,0.343261,0.050497,-0.339526
386.000000,0.343590,0.036537,-0.341642
387.000000,0.343484,0.022713,-0.342732
388.000000,0.343318,0.008365,-0.343216
389.000000,0.343527,-0.005822,-0.343477
390.000000,0.343099,-0.020540,-0.342484
391.000000,0.342940,-0.033949,-0.341256
392.000000,0.343271,-0.048140,-0.339879
393.000000,0.343236,-0.061811,-0.337625
394.000000,0.343128,-0.076358,-0.334524
395.000000,0.342926,-0.089962,-0.330916
396.000000,0.342882,-0.103516,-0.326884
397.000000,0.342982,-0.117106,-0.322371
398.000000,0.342778,-0.129801,-0.317251
399.000000,0.342740,-0.141904,-0.311984
400.000000,0.342790,-0.154146,-0.306176
401.000000,0.342581,-0.165880,-0.299743
402.000000,0.342544,-0.177141,-0.293186
403.000000,0.342396,-0.188675,-0.285722
404.000000,0.342594,-0.200588,-0.277731
405.000000,0.343380,-0.212033,-0.270096
406.000000,0.343939,-0.223229,-0.261654
407.000000,0.344867,-0.233414,-0.253872
408.000000,0.346057,-0.244819,-0.244579
409.000000,0.347268,-0.255027,-0.235703
410.000000,0.347822,-0.264462,-0.225921
411.000000,0.348103,-0.273394,-0.215480
412.000000,0.348143,-0.281977,-0.204188
413.000000,0.347244,-0.289108,-0.192341
414.000000,0.347244,-0.296754,-0.180320
415.000000,0.347149,-0.303661,-0.168233
416.000000,0.347619,-0.310612,-0.156074
417.000000,0.347639,-0.316078,-0.144733
418.000000,0.347380,-0.321884,-0.130628
419.000000,0.347312,-0.326279,-0.119028
420.000000,0.346698,-0.330536,-0.104622
421.000000,0.346673,-0.334420,-0.091351
422.000000,0.346631,-0.337835,-0.077593
423.000000,0.346375,-0.340142,-0.065413
424.000000,0.345737,-0.342101,-0.050011
425.000000,0.345119,-0.343015,-0.038048
426.000000,0.344547,-0.343685,-0.024369
427.000000,0.343760,-0.343638,-0.009178
428.000000,0.343542,-0.343527,0.003274
429.000000,0.342972,-0.342534,0.017327
430.000000,0.342727,-0.341141,0.032931
431.000000,0.342836,-0.339762,0.045804
432.000000,0.343142,-0.337912,0.059681
433.000000,0.343641,-0.335427,0.074688
434.000000,0.343897,-0.332752,0.086838
435.000000,0.344358,-0.329393,0.100413
436.000000,0.344250,-0.324556,0.114766
437.000000,0.344137,-0.320385,0.125631
438.000000,0.344662,-0.315574,0.138581
439.000000,0.344458,-0.309301,0.151606
440.000000,0.344632,-0.304391,0.161610
441.000000,0.343419,-0.296977,0.172458
442.000000,0.343348,-0.289659,0.184352
443.000000,0.343227,-0.281935,0.195748
444.000000,0.343533,-0.274151,0.207017
445.000000,0.343098,-0.265061,0.217850
446.000000,0.343041,-0.255758,0.228615
447.000000,0.342286,-0.245761,0.238246
448.000000,0.341876,-0.235423,0.247901
449.000000,0.341224,-0.224780,0.256725
450.000000,0.340295,-0.213505,0.264983
451.000000,0.339622,-0.202073,0.272965
452.000000,0.339358,-0.190250,0.281013
453.000000,0.339582,-0.178664,0.288782
454.000000,0.339566,-0.166491,0.295949
455.000000,0.339912,-0.153822,0.303116
456.000000,0.340330,-0.141450,0.309542
457.000000,0.340837,-0.128465,0.315700
458.000000,0.341828,-0.116001,0.321544
459.000000,0.341764,-0.103016,0.325869
460.000000,0.342444,-0.089620,0.330508
461.000000,0.343109,-0.076211,0.334538
462.000000,0.342835,-0.062432,0.337102
463.000000,0.342857,-0.048394,0.339424
464.000000,0.343102,-0.034537,0.341359
465.000000,0.343132,-0.020666,0.342509
466.000000,0.342946,-0.006957,0.342875
467.000000,0.343102,0.007691,0.343016
468.000000,0.343190,0.022077,0.342479
469.000000,0.343293,0.036110,0.341389
470.000000,0.343318,0.050743,0.339547
471.000000,0.343645,0.064507,0.337536
472.000000,0.343278,0.078412,0.334203
473.000000,0.343250,0.092414,0.330576
474.000000,0.343300,0.106200,0.326461
475.000000,0.343293,0.119540,0.321808
476.000000,0.342773,0.132719,0.316036
477.000000,0.342410,0.145517,0.309951
478.000000,0.342549,0.158221,0.303819
479.000000,0.342405,0.170550,0.296907
480.000000,0.342868,0.182667,0.290157
481.000000,0.343290,0.194847,0.282635
482.000000,0.343635,0.206069,0.274992
483.000000,0.344478,0.217557,0.267084
484.000000,0.344394,0.228177,0.257958
485.000000,0.344870,0.239071,0.248557
486.000000,0.344981,0.249197,0.238564
487.000000,0.345043,0.258732,0.228282
488.000000,0.345631,0.268224,0.217983
489.000000,0.345625,0.276900,0.206841
490.000000,0.345561,0.284950,0.195489
491.000000,0.345805,0.292897,0.183827
492.000000,0.346118,0.300227,0.172226
493.000000,0.345925,0.306587,0.160214
494.000000,0.346256,0.313401,0.147217
495.000000,0.346083,0.318927,0.134383
496.000000,0.345421,0.323447,0.121233
497.000000,0.345212,0.327805,0.108238
498.000000,0.345137,0.331889,0.094708
499.000000,0.344900,0.335188,0.081273
500.000000,0.344852,0.338207,0.067373
501.000000,0.344702,0.340454,0.053945
502.000000,0.344234,0.341942,0.039658
503.000000,0.343966,0.343026,0.025405
504.000000,0.343405,0.343202,0.011802
505.000000,0.344065,0.344057,-0.002320
506.000000,0.344488,0.344093,-0.016487
507.000000,0.344734,0.343384,-0.030474
508.000000,0.344821,0.341787,-0.045644
509.000000,0.345069,0.340127,-0.058194
510.000000,0.344994,0.337396,-0.072006
511.000000,0.345524,0.334669,-0.085928
512.000000,0.345370,0.330829,-0.099158
513.000000,0.345138,0.326340,-0.112350
514.000000,0.345239,0.321554,-0.125670
515.000000,0.345599,0.316591,-0.138597
516.000000,0.345358,0.310444,-0.151318
517.000000,0.345383,0.303966,-0.163996
518.000000,0.345618,0.297135,-0.176530
519.000000,0.345757,0.289927,-0.188387
520.000000,0.345693,0.282006,-0.199941
521.000000,0.345633,0.273566,-0.211243
522.000000,0.345730,0.264839,-0.222238
523.000000,0.345550,0.255733,-0.232390
524.000000,0.344632,0.245489,-0.241882
525.000000,0.344164,0.235398,-0.251071
526.000000,0.343500,0.224428,-0.260046
527.000000,0.343400,0.213430,-0.269018
528.000000,0.343742,0.202325,-0.277891
529.000000,0.343173,0.190453,-0.285473
530.000000,0.342708,0.178223,-0.292721
531.000000,0.342457,0.166105,-0.299476
532.000000,0.341819,0.153212,-0.305559
533.000000,0.341209,0.140409,-0.310980
534.000000,0.340943,0.127255,-0.316304
535.000000,0.340357,0.113683,-0.320810
536.000000,0.340545,0.100763,-0.325296
537.000000,0.341058,0.086774,-0.329834
538.000000,0.341611,0.073487,-0.333613
539.000000,0.342340,0.059875,-0.337063
540.000000,0.342077,0.045818,-0.338994
541.000000,0.342034,0.031635,-0.340568
542.000000,0.342167,0.017569,-0.341716
543.000000,0.342032,0.003325,-0.342016
544.000000,0.342053,-0.010846,-0.341881
545.000000,0.342466,-0.024909,-0.341559
546.000000,0.342251,-0.039079,-0.340013
547.000000,0.342132,-0.052615,-0.338062
548.000000,0.342406,-0.066392,-0.335908
549.000000,0.343080,-0.080447,-0.333515
550.000000,0.343377,-0.094832,-0.330022
551.000000,0.342278,-0.107595,-0.324927
552.000000,0.342057,-0.120182,-0.320249
553.000000,0.341933,-0.133257,-0.314898
554.000000,0.342003,-0.144619,-0.309921
555.000000,0.341844,-0.156533,-0.303899
556.000000,0.341244,-0.167816,-0.297128
557.000000,0.341265,-0.179239,-0.290405
558.000000,0.340875,-0.190267,-0.282832
559.000000,0.339936,-0.202878,-0.272758
560.000000,0.339748,-0.212569,-0.265034
561.000000,0.340163,-0.223835,-0.256142
562.000000,0.339917,-0.233893,-0.246653
563.000000,0.340509,-0.244398,-0.237099
564.000000,0.340644,-0.253806,-0.227203
565.000000,0.341062,-0.263266,-0.216828
566.000000,0.341227,-0.272014,-0.206021
567.000000,0.341478,-0.280458,-0.194810
568.000000,0.342224,-0.288887,-0.183470
569.000000,0.343087,-0.296829,-0.172049
570.000000,0.343150,-0.303525,-0.160076
571.000000,0.343517,-0.310099,-0.147792
572.000000,0.343756,-0.316027,-0.135261
573.000000,0.344027,-0.321452,-0.122567
574.000000,0.343829,-0.325971,-0.109369
575.000000,0.343822,-0.330064,-0.096287
576.000000,0.343567,-0.333535,-0.082418
577.000000,0.343743,-0.336769,-0.068887
578.000000,0.343748,-0.339208,-0.055686
579.000000,0.343702,-0.341141,-0.041883
580.000000,0.343363,-0.342209,-0.028122
581.000000,0.343389,-0.343067,-0.014860
582.000000,0.343451,-0.343449,-0.001135
583.000000,0.342908,-0.342670,0.012759
584.000000,0.342096,-0.341066,0.026533
585.000000,0.341643,-0.339279,0.040122
586.000000,0.340846,-0.336525,0.054102
587.000000,0.340573,-0.333690,0.068123
588.000000,0.340236,-0.330326,0.081518
589.000000,0.340256,-0.326819,0.094677
590.000000,0.340635,-0.323426,0.106903
591.000000,0.340803,-0.318915,0.120168
592.000000,0.341523,-0.315444,0.130892
593.000000,0.341938,-0.310824,0.142513
594.000000,0.342736,-0.306285,0.153810
595.000000,0.343344,-0.301067,0.165057
596.000000,0.343358,-0.294707,0.176188
597.000000,0.343122,-0.287411,0.187424
598.000000,0.343226,-0.279587,0.199086
599.000000,0.342946,-0.270898,0.210301
600.000000,0.342484,-0.261623,0.221018
