time_s,x_m,y_m
0.000000,-0.489603,-0.138805
0.100000,-0.489603,-0.138805
0.200000,-0.490946,-0.133640
0.300000,-0.494830,-0.117231
0.400000,-0.499327,-0.100386
0.500000,-0.503064,-0.088026
0.600000,-0.505886,-0.075786
0.700000,-0.508018,-0.059536
0.800000,-0.508505,-0.047982
0.900000,-0.507853,-0.033869
1.000000,-0.506687,-0.018904
1.100000,-0.504940,-0.006651
1.200000,-0.501406,0.007708
1.300000,-0.499133,0.023013
1.400000,-0.496694,0.035807
1.500000,-0.495312,0.049740
1.600000,-0.493281,0.065537
1.700000,-0.486882,0.076611
1.800000,-0.482664,0.090215
1.900000,-0.480377,0.105102
2.000000,-0.473848,0.117336
2.100000,-0.466810,0.128851
2.200000,-0.457041,0.140458
2.300000,-0.449703,0.150477
2.400000,-0.439574,0.160971
2.500000,-0.429651,0.171546
2.600000,-0.419190,0.181226
2.700000,-0.408655,0.191414
2.800000,-0.400717,0.204156
2.900000,-0.394363,0.214955
3.000000,-0.383981,0.224128
3.100000,-0.373145,0.233616
3.200000,-0.364014,0.244085
3.300000,-0.353816,0.253479
3.400000,-0.343286,0.262636
3.500000,-0.332893,0.272661
3.600000,-0.323200,0.282247
3.700000,-0.312924,0.293815
3.800000,-0.306621,0.300540
3.900000,-0.313877,0.296193
4.000000,-0.303104,0.305676
4.100000,-0.292812,0.314635
4.200000,-0.281709,0.323171
4.300000,-0.271636,0.332728
4.400000,-0.261826,0.343659
4.500000,-0.251826,0.353446
4.600000,-0.241277,0.363181
4.700000,-0.230169,0.372328
4.800000,-0.218645,0.380161
4.900000,-0.206839,0.388262
5.000000,-0.194459,0.395281
5.100000,-0.181316,0.401636
5.200000,-0.167810,0.410015
5.300000,-0.155885,0.416308
5.400000,-0.142819,0.420891
5.500000,-0.128567,0.425283
5.600000,-0.114716,0.426950
5.700000,-0.100415,0.428324
5.800000,-0.085956,0.430570
5.900000,-0.071998,0.433237
6.000000,-0.057645,0.437156
6.100000,-0.043186,0.440528
6.200000,-0.028856,0.442947
6.300000,-0.014638,0.444179
6.400000,0.000619,0.442449
6.500000,0.013540,0.440581
6.600000,0.027816,0.438767
6.700000,0.041590,0.435767
6.800000,0.055241,0.432991
6.900000,0.070033,0.428710
7.000000,0.083200,0.424795
7.100000,0.096573,0.421862
7.200000,0.110225,0.418518
7.300000,0.123324,0.412657
7.400000,0.135817,0.405785
7.500000,0.150155,0.402393
7.600000,0.164136,0.398417
7.700000,0.177581,0.394172
7.800000,0.190569,0.390243
7.900000,0.204024,0.385647
8.000000,0.217820,0.380714
8.100000,0.230461,0.375919
8.200000,0.244136,0.370165
8.300000,0.258073,0.364941
8.400000,0.271281,0.359972
8.500000,0.284999,0.355050
8.600000,0.299230,0.351179
8.700000,0.311836,0.344865
8.800000,0.324421,0.338717
8.900000,0.337409,0.333293
9.000000,0.349445,0.326010
9.100000,0.361489,0.319037
9.200000,0.372771,0.310925
9.300000,0.382745,0.301220
9.400000,0.393348,0.292191
9.500000,0.402402,0.282199
9.600000,0.412455,0.272507
9.700000,0.421922,0.262308
9.800000,0.431250,0.252991
9.900000,0.440336,0.241467
10.000000,0.449098,0.231092
10.100000,0.457387,0.220091
10.200000,0.464601,0.207899
10.300000,0.470341,0.195474
10.400000,0.478863,0.184228
10.500000,0.485870,0.171810
10.600000,0.490937,0.159255
10.700000,0.496422,0.146465
10.800000,0.501611,0.133231
10.900000,0.506487,0.120050
11.000000,0.510753,0.106808
11.100000,0.515009,0.092693
11.200000,0.519750,0.079442
11.300000,0.522725,0.065277
11.400000,0.524435,0.051424
11.500000,0.524783,0.037182
11.600000,0.525052,0.022981
11.700000,0.524082,0.009931
11.800000,0.520132,-0.006625
11.900000,0.516583,-0.022440
12.000000,0.518122,-0.036213
12.100000,0.516699,-0.050866
12.200000,0.511820,-0.065790
