time_s,x_m,y_m
0.000000,0.279952,-0.374288
0.100000,0.279952,-0.374267
0.200000,0.276711,-0.376062
0.300000,0.262715,-0.383455
0.400000,0.249927,-0.390529
0.500000,0.238687,-0.395619
0.600000,0.225261,-0.400902
0.700000,0.212229,-0.405113
0.800000,0.200384,-0.409131
0.900000,0.187708,-0.412315
1.000000,0.173325,-0.416793
1.100000,0.161408,-0.422017
1.200000,0.148335,-0.426352
1.300000,0.134363,-0.431005
1.400000,0.122194,-0.433366
1.500000,0.108445,-0.435845
1.600000,0.092656,-0.437520
1.700000,0.080233,-0.436683
1.800000,0.066408,-0.438703
1.900000,0.053230,-0.440387
2.000000,0.039562,-0.441405
2.100000,0.026015,-0.442176
2.200000,0.012600,-0.442586
2.300000,-0.002240,-0.443800
2.400000,-0.014528,-0.445937
2.500000,-0.028306,-0.447251
2.600000,-0.042089,-0.445139
2.700000,-0.055583,-0.443725
2.800000,-0.068450,-0.442588
2.900000,-0.077242,-0.442282
3.000000,-0.090855,-0.439503
3.100000,-0.104886,-0.437163
3.200000,-0.118745,-0.433473
3.300000,-0.131449,-0.428899
3.400000,-0.143174,-0.421238
3.500000,-0.157455,-0.415129
3.600000,-0.170795,-0.409478
3.700000,-0.182541,-0.402995
3.800000,-0.194065,-0.397257
3.900000,-0.205933,-0.388951
4.000000,-0.217432,-0.380418
4.100000,-0.227958,-0.371192
4.200000,-0.237574,-0.361666
4.300000,-0.247402,-0.351945
4.400000,-0.256837,-0.342093
4.500000,-0.266743,-0.333191
4.600000,-0.275844,-0.323208
4.700000,-0.286069,-0.313389
4.800000,-0.296028,-0.303752
4.900000,-0.305673,-0.294198
5.000000,-0.315183,-0.283955
5.100000,-0.324644,-0.273679
5.200000,-0.334219,-0.263845
5.300000,-0.343215,-0.253927
5.400000,-0.351295,-0.242869
5.500000,-0.359672,-0.231304
5.600000,-0.365181,-0.219381
5.700000,-0.372382,-0.208230
5.800000,-0.379816,-0.197352
5.900000,-0.387147,-0.186078
6.000000,-0.393434,-0.174519
6.100000,-0.399891,-0.162299
6.200000,-0.406614,-0.150979
6.300000,-0.413419,-0.139780
6.400000,-0.418793,-0.126941
6.500000,-0.424852,-0.114748
6.600000,-0.428235,-0.101973
6.700000,-0.431492,-0.089118
6.800000,-0.431902,-0.076109
6.900000,-0.434021,-0.064632
7.000000,-0.437769,-0.055866
7.100000,-0.439204,-0.045162
7.200000,-0.441594,-0.032555
7.300000,-0.442151,-0.019142
7.400000,-0.442801,-0.005389
7.500000,-0.445100,0.008012
7.600000,-0.444571,0.020938
7.700000,-0.445846,0.034353
7.800000,-0.448314,0.048372
7.900000,-0.450853,0.061911
8.000000,-0.451732,0.075689
8.100000,-0.451842,0.088687
8.200000,-0.451462,0.102298
8.300000,-0.448653,0.115673
8.400000,-0.443396,0.128405
8.500000,-0.439414,0.141845
8.600000,-0.434051,0.153740
8.700000,-0.425645,0.162027
8.800000,-0.415436,0.170873
8.900000,-0.402552,0.178768
9.000000,-0.394589,0.189600
9.100000,-0.385056,0.199794
9.200000,-0.376513,0.210709
9.300000,-0.368454,0.221687
9.400000,-0.363416,0.235125
9.500000,-0.359464,0.249174
9.600000,-0.353555,0.260206
9.700000,-0.346853,0.272815
9.800000,-0.338823,0.283154
9.900000,-0.330215,0.295673
10.000000,-0.320987,0.305597
10.100000,-0.311800,0.317121
10.200000,-0.301955,0.325688
10.300000,-0.291685,0.333774
10.400000,-0.280290,0.341105
10.500000,-0.269869,0.349361
10.600000,-0.259828,0.357927
10.700000,-0.249524,0.367012
10.800000,-0.238434,0.376412
10.900000,-0.228195,0.385866
11.000000,-0.214649,0.393888
11.100000,-0.199424,0.393574
11.200000,-0.182584,0.393637
11.300000,-0.167042,0.391903
11.400000,-0.144375,0.372488
11.500000,-0.122951,0.362933
11.600000,-0.109355,0.367098
11.700000,-0.097205,0.374070
11.800000,-0.084886,0.378912
11.900000,-0.071314,0.383426
12.000000,-0.058016,0.387346
12.100000,-0.044644,0.391513
12.200000,-0.031091,0.394255
12.300000,-0.015897,0.398879
12.400000,-0.002918,0.398840
12.500000,0.011806,0.401991
12.600000,0.025760,0.402139
12.700000,0.039635,0.401669
12.800000,0.053433,0.400832
12.900000,0.067377,0.399449
13.000000,0.081094,0.397682
13.100000,0.095125,0.395889
13.200000,0.108779,0.389851
13.300000,0.121871,0.380551
13.400000,0.134860,0.375142
13.500000,0.146362,0.366769
13.600000,0.159670,0.360313
13.700000,0.174085,0.355908
13.800000,0.187497,0.351321
13.900000,0.202251,0.349538
14.000000,0.216771,0.349188
14.100000,0.231476,0.348925
14.200000,0.245786,0.347125
14.300000,0.257685,0.345430
14.400000,0.267764,0.346058
14.500000,0.280255,0.344587
14.600000,0.294680,0.341975
14.700000,0.309236,0.339497
14.800000,0.323253,0.333579
14.900000,0.335901,0.327747
15.000000,0.348927,0.322024
15.100000,0.360467,0.314377
15.200000,0.373701,0.308138
15.300000,0.384022,0.299481
15.400000,0.396852,0.291868
15.500000,0.408850,0.283991
15.600000,0.418234,0.274520
15.700000,0.427980,0.264772
15.800000,0.436424,0.253603
15.900000,0.445449,0.242497
16.000000,0.453298,0.231043
16.100000,0.462038,0.219596
16.200000,0.470945,0.208853
16.300000,0.477349,0.196748
16.400000,0.484968,0.185012
16.500000,0.494215,0.174317
16.600000,0.500792,0.162567
16.700000,0.507130,0.150524
16.800000,0.513663,0.138433
16.900000,0.519206,0.126080
17.000000,0.523711,0.114051
17.100000,0.528649,0.099319
17.200000,0.533695,0.086538
17.300000,0.537600,0.074632
17.400000,0.542696,0.060576
17.500000,0.546651,0.047446
17.600000,0.549009,0.035126
17.700000,0.550873,0.021275
17.800000,0.550496,0.005387
17.900000,0.549343,-0.007106
18.000000,0.546522,-0.021574
18.100000,0.542127,-0.036626
18.200000,0.539049,-0.047980
18.300000,0.535983,-0.061335
18.400000,0.532505,-0.074559
18.500000,0.531788,-0.088645
18.600000,0.531246,-0.102656
18.700000,0.529030,-0.117665
18.800000,0.526309,-0.129185
18.900000,0.523050,-0.142650
19.000000,0.518520,-0.156426
19.100000,0.514924,-0.167955
19.200000,0.511326,-0.181040
19.300000,0.506708,-0.195454
19.400000,0.502898,-0.206544
19.500000,0.496902,-0.218324
19.600000,0.491693,-0.230326
19.700000,0.485805,-0.242217
19.800000,0.480142,-0.254622
19.900000,0.473774,-0.265914
20.000000,0.467914,-0.277980
20.100000,0.460523,-0.289553
20.200000,0.451899,-0.301941
20.300000,0.445874,-0.312329
20.400000,0.438680,-0.324124
20.500000,0.431751,-0.335653
20.600000,0.426663,-0.349224
20.700000,0.420142,-0.360165
20.800000,0.412530,-0.370500
20.900000,0.403534,-0.380364
21.000000,0.393938,-0.390138
21.100000,0.382684,-0.399444
21.200000,0.372113,-0.406379
21.300000,0.361157,-0.414598
21.400000,0.349699,-0.421564
21.500000,0.338365,-0.428839
21.600000,0.326320,-0.436666
21.700000,0.315500,-0.445545
21.800000,0.304305,-0.452772
21.900000,0.292369,-0.459249
22.000000,0.280961,-0.464917
22.100000,0.268641,-0.470520
22.200000,0.256112,-0.475342
22.300000,0.242539,-0.478604
22.400000,0.227437,-0.481879
22.500000,0.212777,-0.486060
22.600000,0.202547,-0.494152
22.700000,0.193429,-0.504519
22.800000,0.181765,-0.509935
22.900000,0.167576,-0.511191
23.000000,0.153654,-0.512870
23.100000,0.139787,-0.512955
23.200000,0.125965,-0.513914
23.300000,0.111388,-0.514851
