# generated_by: experiments/mc_sweep_acquisition.py
# git_commit: 148df0a
# date: 2026-07-17T07:51:10.500718+00:00
# trials_per_cell: 1000
# variant: strict  max_steps: 500  x_exit: 1.0  y_exit: 0.52
# controller: separatrix_logic_c_step (Logic C)
# start_mode: fixed  start_S6: (-0.2, -0.3)  seed_offset: 29
# band_x: 0.05  collapse_rms: 0.3  saddle_contact_d: 0.06
sigma_uv,sigma_p,seed,start_x,start_y,heading,t_band,steps,success_traverse,success_band,success_straddle,first_straddle,collapsed,track_mean,track_p95,shape_rms_max,effort,final_x,final_y,min_gradD_path,min_dist_network
0.0,0.0,253437,-0.2,-0.3,0.8208966552293667,-1,72,0,0,0,-1,0,0.7077778190228001,0.9723821848176892,2.568820413253473e-10,0.9502796251517306,-1.0015297906758567,-0.48874728364115794,0.04428754370551536,3.215882202456388e-05
0.0,0.0,261356,-0.2,-0.3,0.4517772039345802,-1,70,0,0,0,-1,0,0.718578006907813,0.9835510466319539,2.0806760717909883e-10,0.9367951221853474,-1.0032670183410344,-0.4805750181874928,0.12239966042013375,0.00019511278117012587
0.0,0.0,269275,-0.2,-0.3,1.6566200077083042,-1,70,0,0,0,-1,0,0.7224575146620533,0.9869131368751594,2.0806869544433528e-10,0.9429756769550586,-1.0013578379326058,-0.4747787659640974,0.11781554038969567,9.406914752096984e-05
0.0,0.0,277194,-0.2,-0.3,2.483751880238309,-1,16,1,0,1,11,0,0.1111543360035974,0.1897698217035191,2.4138018222109704e-11,0.27152900397563423,-0.018312360613292368,-0.4431054350632763,1.4027654149211388,0.030790913592888946
0.0,0.0,285113,-0.2,-0.3,5.855031361349151,-1,72,0,0,0,-1,0,0.7069110411131421,0.9715146635309699,2.568909754585472e-10,0.9500712476405807,-1.000672626227283,-0.4894786181089567,0.06058023741869744,4.4509711282225695e-06
0.0,0.0,293032,-0.2,-0.3,2.3292554220035933,-1,103,0,0,0,-1,0,0.8882180080712914,0.9941940749645387,4.3535987043913827e-10,1.4349770956544559,-1.0025335247944107,-0.2801843640892368,0.005619113330448399,8.540514491583995e-05
0.0,0.0,300951,-0.2,-0.3,1.8804606068578427,-1,71,0,0,0,-1,0,0.7155595819681715,0.9803167057989135,2.5689071886680095e-10,0.9442762044199676,-1.0089407652297155,-0.48458248525546016,0.10988389115192551,0.00025894988241403905
0.0,0.0,308870,-0.2,-0.3,5.206269421944743,-1,20,1,0,1,12,0,0.09897519810615815,0.19574392926906414,2.413803361082983e-11,0.3393842561177101,0.016385578131072383,-0.45169123721740867,1.1438918778308762,0.0019416694240621858
0.0,0.0,316789,-0.2,-0.3,2.3900669139402178,-1,16,1,0,1,12,0,0.11767268914323062,0.19115991452650813,2.4138023746594812e-11,0.27152900397563423,-0.02866238309532665,-0.45642835067249105,1.2998540853354201,0.040814942562713875
0.0,0.0,324708,-0.2,-0.3,2.2710289917116824,-1,76,0,0,0,-1,0,0.7158663521788476,0.980630671585483,2.568874607858166e-10,1.00636194784241,-1.0011330229341502,-0.5106958904331064,0.11836633853217494,4.562765224447318e-05
