time_s,x_m,y_m
0.000000,0.150010,-0.257254
0.100000,0.149998,-0.257254
0.200000,0.145032,-0.260296
0.300000,0.130094,-0.268368
0.400000,0.122810,-0.272105
0.500000,0.111326,-0.278665
0.600000,0.100071,-0.284864
0.700000,0.085225,-0.291792
0.800000,0.075856,-0.296761
0.900000,0.062917,-0.302257
1.000000,0.049504,-0.305410
1.100000,0.042154,-0.306693
1.200000,0.028515,-0.307665
1.300000,0.013145,-0.307297
1.400000,-0.000562,-0.308084
1.500000,-0.014504,-0.306658
1.600000,-0.029492,-0.305255
1.700000,-0.042427,-0.303662
1.800000,-0.056090,-0.300895
1.900000,-0.070467,-0.298422
2.000000,-0.081313,-0.295707
2.100000,-0.092123,-0.292168
2.200000,-0.098316,-0.290170
2.300000,-0.104695,-0.288049
2.400000,-0.117962,-0.283813
2.500000,-0.131882,-0.278764
2.600000,-0.143985,-0.272326
2.700000,-0.156105,-0.266201
2.800000,-0.169159,-0.259092
2.900000,-0.180554,-0.253070
3.000000,-0.186542,-0.248400
3.100000,-0.198078,-0.241409
3.200000,-0.210320,-0.233139
3.300000,-0.218472,-0.223550
3.400000,-0.222934,-0.218271
3.500000,-0.232077,-0.209082
3.600000,-0.242046,-0.199120
3.700000,-0.248944,-0.187803
3.800000,-0.254668,-0.175826
3.900000,-0.258539,-0.170166
4.000000,-0.266684,-0.159048
4.100000,-0.273896,-0.147048
4.200000,-0.279989,-0.133832
4.300000,-0.285692,-0.120428
4.400000,-0.290431,-0.107090
4.500000,-0.294083,-0.093859
4.600000,-0.298955,-0.080195
4.700000,-0.301156,-0.065523
4.800000,-0.302589,-0.054001
4.900000,-0.301795,-0.044487
5.000000,-0.303214,-0.030986
5.100000,-0.303884,-0.016159
5.200000,-0.300876,-0.001995
5.300000,-0.296650,0.011994
5.400000,-0.294865,0.026600
5.500000,-0.294772,0.040349
5.600000,-0.292606,0.054544
5.700000,-0.290672,0.068903
5.800000,-0.289475,0.083388
5.900000,-0.287101,0.098431
6.000000,-0.285121,0.112506
6.100000,-0.283865,0.126392
6.200000,-0.281163,0.140879
6.300000,-0.277583,0.154105
6.400000,-0.274135,0.167824
6.500000,-0.270574,0.181891
6.600000,-0.264834,0.195897
6.700000,-0.256372,0.207487
6.800000,-0.247047,0.218823
6.900000,-0.238449,0.229972
7.000000,-0.230044,0.241619
7.100000,-0.220420,0.252469
7.200000,-0.209509,0.262122
7.300000,-0.198008,0.271044
7.400000,-0.187560,0.279190
7.500000,-0.176634,0.286532
7.600000,-0.165636,0.289428
7.700000,-0.151505,0.292786
7.800000,-0.138877,0.297434
7.900000,-0.124455,0.304013
8.000000,-0.113588,0.309726
