environment,primitive,field_mode,radius,avg_dist_origin,std_dist_origin,avg_dist_to_est_center,std_dist_to_est_center,est_center_x_mean,est_center_x_std,est_center_y_mean,est_center_y_std
vortex1,4R_orbiter_planar,analytical,0.4,0.4465673924837171,0.010362453168088632,0.4465673925783878,0.010362453167116372,4.432584012458645e-12,6.629666525744659e-11,-3.106447964949981e-12,6.876604634618235e-11
vortex1,4R_orbiter_planar,analytical,0.5,0.5386341306506517,0.0086801782045474,0.5386341307464207,0.008680178203119955,1.0709629511392746e-11,6.716875297909036e-11,1.0493402133648324e-11,6.757312982046792e-11
vortex1,4R_orbiter_planar,analytical,0.6,0.632894491608571,0.0074339779548854195,0.6328944917054175,0.007433977953400263,2.2101140979816182e-11,6.554495289446483e-11,3.9378033024241425e-13,6.841256027344879e-11
vortex1,4R_orbiter_planar,nn,0.1,0.20659475507876238,0.028186129166744785,0.19742782199810663,0.028487925305188875,0.0076118515877599035,0.013749174531873668,-0.0214296450264566,0.019487640032339857
vortex1,4R_orbiter_planar,nn,0.2,0.3094302883484057,0.036350400446837614,0.2743268066034658,0.02805854488714345,0.01714390136526818,0.03162704774969519,-0.021208372166038457,0.03482396073722395
vortex1,4R_orbiter_planar,nn,0.3,0.393902932673408,0.033729506698221855,0.37453785676789664,0.05746639150161448,0.022918326480224935,0.044876627077486735,-0.00681319881421038,0.05165652561479968
vortex1,4R_orbiter_planar,nn,0.4,0.4697693873241547,0.030742282881029405,0.48229224834457607,0.11281017727638555,0.034728950626853015,0.06212523516351237,0.01232742531161087,0.09911005554994538
vortex1,4R_orbiter_planar,nn,0.5,0.5286470359347677,0.03288867492523298,0.5979655959355833,0.17447279070693233,0.04877638981535847,0.08844957708320134,0.03176602058896768,0.16824252797413888
vortex1,4R_orbiter_planar,nn,0.6,0.5776929021755944,0.03823844194056183,0.7211283406984389,0.22884038546779797,0.06106708190685687,0.12101228373873624,0.052429172846498145,0.2429046763889881
vortex1,4R_orbiter_planar,rbf,0.1,0.22117759990793048,0.03927011023389368,0.23509349864534745,0.3768274897490263,0.03319262342608573,0.3934602928066419,-0.005757962409458233,0.08946381025671656
vortex1,4R_orbiter_planar,rbf,0.2,0.28828754788978056,0.0330398234463796,0.32221245087588585,0.25434967427776245,0.013207768496670082,0.09380880790789412,-0.030846066301018205,0.30381571342829183
vortex1,4R_orbiter_planar,rbf,0.3,0.3560526205010093,0.03849339602206659,0.44284090197666237,0.3467375357566508,0.02868220373984673,0.13937428838326638,0.010122968332595952,0.37714646791121137
vortex1,4R_orbiter_planar,rbf,0.4,0.4624818450579444,0.05408956724593673,2.4288863137713164,31.28344038184742,1.1253730828644208,18.67041536541804,-1.5109345648051367,25.177217554254952
vortex1,4R_orbiter_planar,rbf,0.5,0.5449915683996922,0.05590080924298388,0.7468198675377237,0.7752969317058866,0.09728748738442053,0.7476788978265417,0.05517853091737334,0.4780922364864277
vortex1,4R_orbiter_planar,rbf,0.6,0.6136178568912909,0.011369698260471591,3.090152648620777,4.2496956166564575,0.023266428133950145,0.7234275324707226,-1.2243800844104167,4.868141869102994
vortex1,4R_orbiter_advanced,analytical,0.1,0.1955395384478328,0.02666976561148863,0.19553953847048944,0.026669765625624616,-4.73360801988259e-12,4.0620223125024864e-11,-6.197792025889069e-13,4.0974794564634265e-11
vortex1,4R_orbiter_advanced,analytical,0.2,0.2731927798233589,0.019074404132896457,0.27319277991466095,0.019074404159324883,3.2421244930250904e-12,7.104888419818091e-11,2.882459119385091e-12,7.021847487887612e-11
