Time(s),Radius(m)
166.000000,0.320618
167.000000,0.320720
168.000000,0.321836
169.000000,0.323756
170.000000,0.324912
171.000000,0.326012
172.000000,0.329296
173.000000,0.332872
174.000000,0.338189
175.000000,0.340137
176.000000,0.343687
177.000000,0.349249
178.000000,0.356201
179.000000,0.363124
180.000000,0.369225
181.000000,0.375029
182.000000,0.380324
183.000000,0.382911
184.000000,0.388205
185.000000,0.391057
186.000000,0.396243
187.000000,0.402444
188.000000,0.408211
189.000000,0.412772
190.000000,0.419580
191.000000,0.424986
192.000000,0.431223
193.000000,0.433455
194.000000,0.430223
195.000000,0.431180
196.000000,0.433902
197.000000,0.444795
198.000000,0.456725
199.000000,0.463121
200.000000,0.466351
201.000000,0.465934
202.000000,0.465270
203.000000,0.467790
204.000000,0.473067
205.000000,0.475946
206.000000,0.485840
207.000000,0.499470
208.000000,0.511745
209.000000,0.523696
210.000000,0.534849
211.000000,0.544184
212.000000,0.551321
213.000000,0.558323
214.000000,0.563668
215.000000,0.565814
216.000000,0.567359
217.000000,0.565815
218.000000,0.563552
219.000000,0.557565
220.000000,0.550033
221.000000,0.546491
222.000000,0.541730
223.000000,0.534416
224.000000,0.524036
225.000000,0.516774
226.000000,0.508848
227.000000,0.502031
228.000000,0.494794
229.000000,0.487302
230.000000,0.479888
231.000000,0.471907
232.000000,0.462861
233.000000,0.454423
234.000000,0.444517
235.000000,0.430962
236.000000,0.415949
237.000000,0.389983
238.000000,0.372895
239.000000,0.368168
240.000000,0.363614
241.000000,0.363355
242.000000,0.362725
243.000000,0.365252
244.000000,0.368155
245.000000,0.370869
246.000000,0.373557
247.000000,0.376517
248.000000,0.377220
249.000000,0.378852
250.000000,0.377533
251.000000,0.375526
252.000000,0.374678
253.000000,0.374712
254.000000,0.375603
255.000000,0.375096
256.000000,0.375449
257.000000,0.376963
258.000000,0.379334
259.000000,0.382838
260.000000,0.387730
261.000000,0.390267
262.000000,0.396423
263.000000,0.403176
264.000000,0.409285
265.000000,0.414486
266.000000,0.420403
267.000000,0.427683
268.000000,0.435797
269.000000,0.443517
270.000000,0.453237
271.000000,0.462764
272.000000,0.472321
273.000000,0.482072
274.000000,0.491774
275.000000,0.501118
276.000000,0.510348
277.000000,0.519196
278.000000,0.528946
279.000000,0.538262
280.000000,0.547638
281.000000,0.554169
282.000000,0.562510
283.000000,0.570972
284.000000,0.579153
285.000000,0.584580
286.000000,0.592665
287.000000,0.598972
288.000000,0.604973
289.000000,0.611888
290.000000,0.619025
291.000000,0.623575
292.000000,0.629512
293.000000,0.632527
294.000000,0.635625
295.000000,0.636240
296.000000,0.638763
297.000000,0.640750
298.000000,0.645604
299.000000,0.642276
300.000000,0.644869
301.000000,0.646780
302.000000,0.646476
303.000000,0.646313
304.000000,0.647436
305.000000,0.647541
306.000000,0.649028
307.000000,0.648744
308.000000,0.649117
309.000000,0.652141
310.000000,0.655143
311.000000,0.654039
312.000000,0.652977
313.000000,0.654682
314.000000,0.647392
315.000000,0.645599
316.000000,0.646259
317.000000,0.646012
318.000000,0.648690
319.000000,0.650838
320.000000,0.652253
321.000000,0.650950
322.000000,0.644115
323.000000,0.638464
324.000000,0.633582
325.000000,0.628359
326.000000,0.623921
327.000000,0.618222
328.000000,0.611631
329.000000,0.604653
330.000000,0.598396
331.000000,0.590220
332.000000,0.579042
333.000000,0.566258
334.000000,0.551924
335.000000,0.538390
336.000000,0.525084
337.000000,0.513007
338.000000,0.502582
339.000000,0.494600
340.000000,0.484871
341.000000,0.474474
342.000000,0.463459
343.000000,0.452456
344.000000,0.440947
345.000000,0.430765
346.000000,0.425465
347.000000,0.417571
348.000000,0.409645
349.000000,0.402561
350.000000,0.394628
351.000000,0.388600
352.000000,0.382058
353.000000,0.375538
354.000000,0.372157
355.000000,0.369472
356.000000,0.365727
357.000000,0.360141
358.000000,0.354814
359.000000,0.349963
360.000000,0.346861
361.000000,0.343833
362.000000,0.340409
363.000000,0.339830
364.000000,0.337503
365.000000,0.325230
366.000000,0.322141
367.000000,0.316931
368.000000,0.320380
369.000000,0.320026
370.000000,0.320050
371.000000,0.319904
372.000000,0.317266
373.000000,0.314418
374.000000,0.314509
375.000000,0.314701
376.000000,0.313499
377.000000,0.312650
378.000000,0.311395
379.000000,0.310398
380.000000,0.310536
381.000000,0.310964
382.000000,0.312418
383.000000,0.313323
384.000000,0.315263
385.000000,0.317380
386.000000,0.321743
387.000000,0.324379
388.000000,0.328034
389.000000,0.332708
390.000000,0.337853
391.000000,0.345282
392.000000,0.352914
393.000000,0.360673
394.000000,0.367552
395.000000,0.374162
396.000000,0.380397
397.000000,0.384527
398.000000,0.391461
399.000000,0.397172
400.000000,0.401640
401.000000,0.406648
402.000000,0.411796
403.000000,0.417539
404.000000,0.425476
405.000000,0.429150
406.000000,0.433011
407.000000,0.438444
408.000000,0.432338
409.000000,0.430585
410.000000,0.434600
411.000000,0.447300
412.000000,0.463696
413.000000,0.476730
414.000000,0.488370
415.000000,0.500200
416.000000,0.512647
417.000000,0.520288
418.000000,0.530061
419.000000,0.537457
420.000000,0.546867
421.000000,0.558387
422.000000,0.566901
423.000000,0.567188
424.000000,0.571542
425.000000,0.574551
426.000000,0.575730
427.000000,0.573870
428.000000,0.570412
429.000000,0.567515
430.000000,0.560699
431.000000,0.551862
432.000000,0.543567
433.000000,0.537285
434.000000,0.532527
435.000000,0.525417
436.000000,0.516605
437.000000,0.506464
438.000000,0.499228
439.000000,0.490641
440.000000,0.483575
441.000000,0.475821
442.000000,0.464477
443.000000,0.454084
444.000000,0.444933
445.000000,0.435029
446.000000,0.424035
447.000000,0.406784
448.000000,0.387365
449.000000,0.380681
450.000000,0.380975
451.000000,0.379105
452.000000,0.378139
453.000000,0.378494
454.000000,0.381188
455.000000,0.383748
456.000000,0.387133
457.000000,0.389317
458.000000,0.390116
459.000000,0.390444
460.000000,0.390865
461.000000,0.389188
462.000000,0.387953
463.000000,0.386663
464.000000,0.382484
465.000000,0.379891
466.000000,0.380012
467.000000,0.380445
468.000000,0.379898
469.000000,0.381848
470.000000,0.383888
471.000000,0.387056
472.000000,0.391271
473.000000,0.396591
474.000000,0.402060
475.000000,0.409074
476.000000,0.414536
477.000000,0.421026
478.000000,0.429254
479.000000,0.435875
480.000000,0.442812
481.000000,0.453220
482.000000,0.462816
483.000000,0.473094
484.000000,0.482938
485.000000,0.491388
486.000000,0.496096
487.000000,0.502785
488.000000,0.512048
489.000000,0.521938
490.000000,0.529534
491.000000,0.537726
492.000000,0.544119
493.000000,0.549928
494.000000,0.559696
495.000000,0.567452
496.000000,0.574973
497.000000,0.581412
498.000000,0.585409
499.000000,0.589977
500.000000,0.592266
501.000000,0.594254
502.000000,0.597082
503.000000,0.596959
504.000000,0.595509
505.000000,0.594672
506.000000,0.596503
507.000000,0.596361
508.000000,0.598126
509.000000,0.598107
510.000000,0.598288
511.000000,0.598187
512.000000,0.598760
513.000000,0.598408
514.000000,0.599199
515.000000,0.597376
516.000000,0.595995
517.000000,0.595331
518.000000,0.600208
519.000000,0.599603
520.000000,0.590648
521.000000,0.589214
522.000000,0.598836
523.000000,0.604557
524.000000,0.605252
525.000000,0.607685
526.000000,0.613043
527.000000,0.613208
528.000000,0.613289
529.000000,0.613068
530.000000,0.607792
531.000000,0.603191
532.000000,0.596967
533.000000,0.590714
534.000000,0.583903
535.000000,0.577918
536.000000,0.574455
537.000000,0.565170
538.000000,0.555170
539.000000,0.544550
540.000000,0.534746
541.000000,0.524448
542.000000,0.515484
543.000000,0.504478
544.000000,0.492546
545.000000,0.480544
546.000000,0.468959
547.000000,0.456337
548.000000,0.445649
549.000000,0.433273
550.000000,0.420246
551.000000,0.412535
552.000000,0.404640
553.000000,0.395317
554.000000,0.387141
555.000000,0.380274
556.000000,0.375081
557.000000,0.369859
558.000000,0.365694
559.000000,0.361353
560.000000,0.355869
561.000000,0.350864
562.000000,0.346045
563.000000,0.342002
564.000000,0.339257
565.000000,0.337789
566.000000,0.336401
567.000000,0.332540
568.000000,0.325083
569.000000,0.314074
570.000000,0.316465
571.000000,0.318557
572.000000,0.318288
573.000000,0.317013
574.000000,0.316490
575.000000,0.316474
576.000000,0.317853
577.000000,0.317904
578.000000,0.318289
579.000000,0.319559
580.000000,0.318772
581.000000,0.319109
582.000000,0.318302
583.000000,0.318553
584.000000,0.318934
585.000000,0.320091
586.000000,0.321681
587.000000,0.322865
588.000000,0.325894
589.000000,0.328906
590.000000,0.332340
591.000000,0.335392
592.000000,0.339668
593.000000,0.344200
594.000000,0.350698
595.000000,0.357791
596.000000,0.365262
597.000000,0.371491
598.000000,0.378446
599.000000,0.384049
600.000000,0.389679
